"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00959168","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea velloziana",NA,"H. S. Irwin","South America","Brazil","State Agricultural School, Viçosa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959168","Magnoliophyta","Fabales","velloziana","H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","2011","1958","11","02","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,"NY00959168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00959145","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"H. S. Irwin","South America","Brazil","Serra do Rio Preto, ca. 14 km E. of Cabeceiras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959145","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","H. S. Irwin; R. C. Barneby","10364","1965","11","16","Goiás","Cabeceiras","-46.85263","-15.8","1000","1000","NY00959145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00959273","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"G. G. Hatschbach","South America","Brazil","Bem Querer","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959273","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.","R. C. Barneby","55003","1991","02","10","Minas Gerais","Cristália","-42.8619","-16.8006",NA,NA,"NY00959273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-02 12:41:00-02","NY","NYBG","594539","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"F. C. Hoehne","South America","Brazil","Jardim Botánico","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594539","Magnoliophyta","Fabales",NA,NA,"F. C. Hoehne","28580","1931","12","07","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00594539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 22:17:00-03","NY","NYBG","00959267","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. P. Heringer","South America","Brazil","Bacia do Rio São Bartolomeu. Córrego Capao Comprido","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959267","Magnoliophyta","Fabales",NA,NA,NA,"5833","1980","12","04","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00959267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","594528","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"G. G. Hatschbach","South America","Brazil","Rancho Alto","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594528","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","R. C. Barneby","48703","1984","12","07","Espírito Santo",NA,NA,NA,NA,NA,"NY00594528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00959147","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"G. G. Hatschbach","South America","Brazil","Rod. BR-020, 20 km N de Alvorada do Norte","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959147","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","H. S. Irwin; R. C. Barneby","39109","1976","10","10","Goiás","Posse","-46.3692","-14.0933",NA,NA,"NY00959147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 22:17:00-03","NY","NYBG","00959269","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. P. Heringer","South America","Brazil","Bacia do São Bartolomeu, próximo da estrada que sai da BR-BSB/ Unaí e vai para o Povoamento da Papuda.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959269","Magnoliophyta","Fabales",NA,NA,NA,"2877","1979","12","03","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00959269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","594532","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"A. Euponino","South America","Brazil","Rod. BR-367, a 16 km a W de Porto Seguro. Folha SE-24 (16-39c). Próx. a Estaçao Ecológica do Pau Brasil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594532","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","R. C. Barneby","371","1978","11","03","Bahia","Porto Seguro","-39.1851076","-16.3961466",NA,NA,"NY00594532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 22:17:00-03","NY","NYBG","00959271","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"S. M. de Faria","South America","Brazil","Linha Catódica, sentido Santa Rita de Mariana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959271","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby","SMF1764","1999","08","25","Minas Gerais",NA,"-43.496467","-20.206733",NA,NA,"NY00959271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02692434","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"H. C. Lima","South America","Brazil","Rio São Pedro, próximo ao portão da reserva. Reserva Biológica do Tinguá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692434","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.",NA,"7956","2015","03","31","Rio de Janeiro","Miguel Pereira","-43.470278","-22.538611",NA,NA,"NY02692434_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-02 12:41:00-02","NY","NYBG","594540","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J. S. Silva","South America","Brazil","Jardim Botanico e parque do estado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594540","Magnoliophyta","Fabales",NA,NA,"M. das G. L. Wanderley","244","1974","02","15","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00594540_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","594536","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea velloziana",NA,"B. D. Sucre","South America","Brazil","Mata do Jardin Petrópolis","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594536","Magnoliophyta","Fabales","velloziana","H.S.Irwin & Barneby","R. C. Barneby","4521","1969","11","25","Rio de Janeiro",NA,NA,NA,"800","800","NY00594536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00959189","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea velloziana",NA,"J. B. E. Pohl","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959189","Magnoliophyta","Fabales","velloziana","H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","3544",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00959189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1144843","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"D. B. O. S. Cardoso","South America","Brazil","Parte da ARIE Srra do Orobó perencente a Itaberaba. Fazenda Gameleira, Serra I.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144843","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","L. P. de Queiroz","301","2005","02","09","Bahia","Itaberaba","-40.5372","-12.4172","675","675","NY01144843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00959292","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"G. F. J. Pabst","South America","Brazil","pr. Barao de Cocais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959292","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","H. S. Irwin; R. C. Barneby","7193","1962","11","03","Minas Gerais",NA,NA,NA,"600","600","NY00959292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 15:09:00-03","NY","NYBG","594527","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"A. Euponino","South America","Brazil","Km 14 da rod. Porto Seguro a Eunápolis","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594527","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby","306","1972","11","08","Bahia",NA,NA,NA,NA,NA,"NY00594527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 22:16:00-03","NY","NYBG","00959146","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J. R. Stehmann","South America","Brazil","Conceiçao do Mato Dentro. Estrada para a Serra do Cipó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959146","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby","2336","1997","10","20","Minas Gerais","Conceição do Mato Dentro","-43.4247","-19.0372",NA,NA,"NY00959146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 22:16:00-03","NY","NYBG","00959149","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"A. H. Gentry","South America","Brazil","CE-090, 8 km W of Crato, on slopes of Chapada do Araripe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959149","Magnoliophyta","Fabales",NA,NA,"A. G. Fernandes","50165","1985","02","15","Ceará","Crato","-39.83","-7.25","800","800","NY00959149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 22:17:00-03","NY","NYBG","00959297","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,"B. A. S. Pereira","South America","Brazil","Km 5 da estrada Posse/Iaciara","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959297","Magnoliophyta","Fabales","ferruginea","(Schrad.) Schrad. ex DC.","B. A. S. Pereira","3302","1996","11","24","Goiás","Posse","-46.33","-14.25",NA,NA,"NY00959297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","594535","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J. P. Lanna Sobrinho","South America","Brazil","Guanabara. Tijuca, Av. Edison Passos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561070' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594535","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.","A. D. de Andrade-Lima","1658","1967","11","08","Rio de Janeiro",NA,"-43.264318","-22.954429",NA,NA,"NY00594535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 22:17:00-03","NY","NYBG","00959272","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"P. Nogueira Silva","South America","Brazil","Sagarana. Estrada Sagarana/ Uruana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959272","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby","130","1989","11","17","Minas Gerais",NA,NA,NA,NA,NA,"NY00959272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-02 12:46:00-02","NY","NYBG","00959169","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. P. Heringer","South America","Brazil","Município de Manieria (Parque Estadual do Rio Doce)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959169","Magnoliophyta","Fabales",NA,NA,NA,"18421","1982","10","21","Minas Gerais",NA,NA,NA,NA,NA,"NY00959169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-11-02 12:46:00-02","NY","NYBG","00959140","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"P. Clausen","South America","Brazil","Minas Geraes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959140","Magnoliophyta","Fabales",NA,NA,NA,"s.n.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"NY00959140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 22:17:00-03","NY","NYBG","00959268","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. P. Heringer","South America","Brazil","Bacia do Rio São Bartolomeu.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959268","Magnoliophyta","Fabales",NA,NA,NA,"4256","1980","04","07","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00959268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","594529","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"R. P. Belém","South America","Brazil","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","sheet",NA,"Col. madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594529","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.",NA,"2823","1966","11","04","Bahia","Santa Cruz Cabrália","-39.0440986","-16.2986237",NA,NA,"NY00594529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-02 12:46:00-02","NY","NYBG","00959193","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"G. Martinelli","South America","Brazil","Serra do Cipó, km 171, próximo à cidade de Conceiçao do Mato Dentro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959193","Magnoliophyta","Fabales",NA,NA,"J. G. Rando","4395","1978","04","28","Minas Gerais","Conceição do Mato Dentro","-43.4247","-19.0372","500","500","NY00959193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 22:17:00-03","NY","NYBG","00959270","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. P. Heringer","South America","Brazil","Antiga Chácara existente no córrego Guará, a beira da estrada Zoológico- Guará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959270","Magnoliophyta","Fabales",NA,NA,NA,"5602","1980","11","02","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00959270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00959188","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"H. W. Schott","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959188","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.","H. S. Irwin","5656",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00959188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00959192","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Y. E. J. Mexia","South America","Brazil","Viçosa. Road to São Miguel, about km 12.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959192","Magnoliophyta","Fabales",NA,"(Schrad.) Schrad. ex DC.","G. O. A. Malme","4356","1930","02","16","Minas Gerais","Viçosa","-42.8817","-20.7542","800","800","NY00959192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-02 12:46:00-02","NY","NYBG","00959138","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"A. Guimaraes","South America","Brazil","Bosque Municipal John Kennedy, Araguari","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959138","Magnoliophyta","Fabales",NA,NA,NA,"s.n.","1992","12","05","Minas Gerais","Araguari","-48.1869","-18.6472",NA,NA,"NY00959138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 22:17:00-03","NY","NYBG","00959274","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E. T. Neto","South America","Brazil","Serra Cascalho, Resplendor. UHE Aimorés. Acesso à torre da Telemig","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959274","Magnoliophyta","Fabales",NA,NA,"R. C. Barneby","2364","1997","03","26","Minas Gerais",NA,NA,NA,NA,NA,"NY00959274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
