"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"407","2019-11-19 14:07:33-03","UFRPE","PEUFR","5680","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","ferruginea","Cassia ferruginea",NA,"C.M.C. Soares",NA,"Brasil","Fazenda São Tiago",NA,NA,"Árvore de +/- 12 m de altura","PEUFR005680",NA,NA,NA,"(SCHRADER) Schrader ex DC.","D. de Andrade-Lima","103","1971","05","18","Pernambuco","Timbauba","-35.3182983398438","-7.50528001785278",NA,NA,NA,NA,NA,NA,NA,NA,"17951","auto",NA,NA,NA,NA,NA
"408","2019-11-19 14:07:33-03","UFRPE","PEUFR","811","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","ferruginea","Cassia ferruginea",NA,"B. Pickel",NA,"Brasil","Hôrto Florestal",NA,NA,"Frutos no chão","PEUFR000811",NA,NA,NA,"(SCHRADER) Schrader ex DC.","B. Pickel","4837","1941","12","10","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"409","2019-11-19 14:07:33-03","UFRPE","PEUFR","809","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","ferruginea","Cassia ferruginea",NA,"M. Koscinski",NA,"Brasil","Serra da Cantareira",NA,NA,NA,"PEUFR000809",NA,NA,NA,"(SCHRADER) Schrader ex DC.","M. Koscinski","4837","1930","11",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"410","2020-04-22 16:20:15-03","UFPB","JPB","15615","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Felix, LP; Santana, ES","Southern America","Brasil","SEMA II",NA,NA,"; DESC: fls. em botão. Vegetação de carrasco ocasional. Árvore",NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.","Felix, LP","2913","1990","04","25","Paraíba","Mamanguape","-35.125833","-6.838889","35","35",NA,"-35.125833","-6.838889","1991","04","30",NA,NA,NA,NA,NA,NA,NA
"411","2020-04-22 16:20:15-03","UFPB","JPB","1631","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Xavier, LP","Southern America","Brasil","Estrada de Ipauarana",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.",NA,"JPB1631","1949","10",NA,"Paraíba","Campina Grande","-35.881111","-7.230833","551","551",NA,"-35.881111","-7.230833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2020-04-22 16:20:15-03","UFPB","JPB","1849-1","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Felix, LP; Santana, ES","Southern America","Brasil",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.",NA,"3058","1900","01","01","Paraíba","Mamanguape","-35.125833","-6.838889","35","35",NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2020-04-22 16:20:15-03","UFPB","JPB","42000","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Medeiros, MM; Paulo; Rangel, AL","Southern America","Brasil","Pico do Jabre, Parcela 9",NA,NA,"; HABITAT: Mata Atlântica. Floresta Estacional Semidecidual Montana.; DESC: Substrato argiloso. Árvore, cerca 7 m de altura.",NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.","Lima, IB","41","2003",NA,NA,"Paraíba","Maturéia","-37.381111","-7.253056","1023","1197",NA,"-37.381111","-7.253056","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2020-04-22 16:20:15-03","UFPB","JPB","2866-2","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Lourenço, CEL","Southern America","Brasil",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.",NA,"202","1900","01","01","Paraíba","Lagoa Seca","-35.8535995483398","-7.17082977294922",NA,NA,NA,NA,NA,NA,NA,NA,"10323","auto",NA,NA,NA,NA,NA
"415","2020-04-22 16:20:15-03","UFPB","JPB","2866-1","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Lourenço, CEL","Southern America","Brasil",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.",NA,"146","1900","01","01","Paraíba","Lagoa Seca","-35.8535995483398","-7.17082977294922",NA,NA,NA,NA,NA,NA,NA,NA,"10323","auto",NA,NA,NA,NA,NA
"416","2020-04-22 16:20:15-03","UFPB","JPB","2977-1","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"Barbosa, MR; et al.","Southern America","Brasil",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Schrad.) Schrad. ex DC.","Lima, HC","2055","1900","01","01","Paraíba","Monte Horebe","-38.5863990783691","-7.21500015258789",NA,NA,NA,NA,NA,"2002","12",NA,"20290","auto",NA,NA,NA,NA,NA
"417","2019-11-06 09:55:23-03","UFOP","OUPR","9937","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Zurlo, M.A.",NA,"Brasil",NA,NA,NA,"Arbusto escandente. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Zurlo, M.A.","s.n.","1977","12","19","Minas Gerais","Lassance","-44.5774993896484","-17.8866996765137",NA,NA,NA,NA,NA,"1978","04","12","55983","auto",NA,NA,NA,NA,NA
"418","2019-11-06 09:55:23-03","UFOP","OUPR","15931","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,"Beira de estrada. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.","1970","11",NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"1970","11",NA,"33524","auto",NA,NA,NA,NA,NA
"419","2019-11-06 09:55:23-03","UFOP","OUPR","15930","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.",NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"1972","10","09","33524","auto",NA,NA,NA,NA,NA
"420","2019-11-06 09:55:23-03","UFOP","OUPR","15928","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Zurlo, M.A.; Silva, J.L.",NA,"Brasil","Chácara do Brumado",NA,NA,"Mata da beira de estrada. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Zurlo, M.A.","s.n.",NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"1978","10","25","33524","auto",NA,NA,NA,NA,NA
"421","2019-11-06 09:55:23-03","UFOP","OUPR","6252","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Roschel, M.B.; Craig, J.",NA,"Brasil","Estrada para Alegria. Samarco Mineração",NA,NA,"Orla de mata. Árvore com 6m de altura. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Lima, H.C.","s.n.","1996","11","05","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"2009","05","28","33524","auto",NA,NA,NA,NA,NA
"422","2019-11-06 09:55:23-03","UFOP","OUPR","20558","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Lima, L.C.P.; Andrade, M.P. & Araujo, M.E.F.",NA,"Brasil","Parque Estadual do Itacolomi, Estrada do Cibrão",NA,NA,"Árvore com 8m de altura. Flor amarela e fruto ausente. Coletado em mata",NA,NA,NA,NA,"(Schrad.) DC.","Lima, L.C.P.","392","2005","10","18","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"2005","10","18","33524","auto",NA,NA,NA,NA,NA
"423","2019-11-06 09:55:23-03","UFOP","OUPR","15929","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil","Passagem de Mariana",NA,NA,"Cerrado. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.","1970","11",NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"1970","11",NA,"33524","auto",NA,NA,NA,NA,NA
"424","2019-11-06 09:55:23-03","UFOP","OUPR","15926","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,"Cerrado. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.","1970","11",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"1970","11",NA,"44599","auto",NA,NA,NA,NA,NA
"425","2019-11-06 09:55:23-03","UFOP","OUPR","15927","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.","1972","10","09","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"1972","10","09","44599","auto",NA,NA,NA,NA,NA
"426","2020-03-12 10:29:12-03","UFOP","OUPR","34934","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Pedrosa, L.G.",NA,"Brasil","Parque Estadual do Itacolomi, Base do Itacolomi",NA,NA,"Sem observações",NA,NA,NA,NA,"(Schrad.) DC.","Pedrosa, L.G.","2390","2019","12","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2019","12",NA,"44599","auto",NA,NA,NA,NA,NA
"427","2019-11-06 09:55:23-03","UFOP","OUPR","9953","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Zurlo, M.A.",NA,"Brasil","Perto do Corrego seco",NA,NA,"Beira de estrada. Arbusto escandente. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Zurlo, M.A.","s.n.","1977","12","19","Minas Gerais","Pirapora","-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,NA,"1978","08","12","25004","auto",NA,NA,NA,NA,NA
"428","2019-11-06 09:55:23-03","UFOP","OUPR","9936","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.; Zurlo, M.A.",NA,"Brasil",NA,NA,NA,"Campo. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Zurlo, M.A.","s.n.","1975","12","19","Minas Gerais","Pitangui","-44.8903007507324","-19.6828002929688",NA,NA,NA,NA,NA,"1975","12","19","28574","auto",NA,NA,NA,NA,NA
"429","2019-11-06 09:55:23-03","UFOP","OUPR","9955","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Zurlo, M.A.",NA,"Brasil",NA,NA,NA,"Campo. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.",NA,NA,NA,"Minas Gerais","Pitangui","-44.8903007507324","-19.6828002929688",NA,NA,NA,NA,NA,"1975","12","13","28574","auto",NA,NA,NA,NA,NA
"430","2019-11-06 09:55:23-03","UFOP","OUPR","15925","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,NA,"(Schrad.) DC.","Badini, J.","s.n.",NA,NA,NA,"Minas Gerais","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,"1972","10","09","16921","auto",NA,NA,NA,NA,NA
"431","2019-11-06 09:55:23-03","UFOP","OUPR","9954","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Zurlo, M.A.",NA,"Brasil",NA,NA,NA,"Beira de estrada. Arbusto",NA,NA,NA,NA,"(Schrad.) DC.","Zurlo, M.A.","s.n.",NA,NA,NA,"Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"1982","11","13","33136","auto",NA,NA,NA,NA,NA
"432","2019-11-06 09:55:23-03","UFOP","OUPR","4661","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Roschel, M.B.; Silva, J.L.",NA,"Brasil","Campus UFV",NA,NA,NA,NA,NA,NA,NA,"(Schrad.) DC.","Roschel, M.B.","s.n.",NA,NA,NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"433","2019-11-06 09:55:23-03","UFOP","OUPR","20584","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Lima, L.C.P.; Costa, C.A.",NA,"Brasil","Mata proximo a Vila Gianett.",NA,NA,"Árvore com 1,5m de altura. Flores amarelas e frutos ausentes. Coletado em área de Mata",NA,NA,NA,NA,"(Schrad.) DC.","Lima, L.C.P.","229","2004","11",NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"2005","03","15","13937","auto",NA,NA,NA,NA,NA
"434","2020-12-04 13:19:10-03","UDESC","LUSC","1439","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Ricken, P.",NA,"Brasil","Morro Comprido.",NA,NA,NA,"LUSC000235",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Ricken, P.",NA,"2007","11","16","Santa Catarina","Forquilhinha","-49.4721984863281","-28.7474994659424",NA,NA,"LUSC000235",NA,NA,NA,NA,NA,"13054","auto",NA,NA,NA,NA,NA
"435","2020-12-04 13:19:10-03","UDESC","LUSC","5878","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"E.F.Darmaros; F.Shibuya, D.A.Silva, L.Crispino & L.C.Almeida-Prado",NA,"Brasil","Parque Anhanguera.",NA,NA,NA,"LUSC000233",NA,NA,NA,"(Schrad.) Schrad. ex DC.","M.F.Leite, W.Corazza","63","2008","07","28","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2","2","LUSC000233",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"436","2019-03-16 17:04:13-03","UNEMAT","HERBAM","14398","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Santos, R.C.; Ferreira, J. & Godói, H.N.L.",NA,"Brasil","Resgate de FLORA da UHE Colíder. Lote F de supress",NA,NA,NA,"HERBAM014398",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Engels, ME; Can","6946Equipe","2015","06","30","Mato Grosso","Itaúba","-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,NA,"2016",NA,NA,"111180","auto",NA,NA,NA,NA,NA
"437","2019-09-27 18:04:41-03","UFES","VIES","17258","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Pereira, O.J.; et al.",NA,"Brasil","Área 157 da Aracruz Celulose S.A.",NA,NA,NA,"VIES017258",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Pereira, O.J.","5156","1993","10","25","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES017258",NA,NA,"1993","10","25","41644","auto",NA,NA,NA,NA,NA
"438","2020-04-27 16:09:47-03","UFES","VIES","33163","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Moraes, A.M.",NA,"Brasil","RPPN Bom Fim.",NA,NA,NA,"VIES033163",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Shimizu, G.H.","161","2011","10","08","Minas Gerais","Espera Feliz","-41.9071998596191","-20.6502990722656",NA,NA,"VIES033163",NA,NA,"2012","03",NA,"21988","auto",NA,NA,NA,NA,NA
"439","2019-12-06 19:29:39-03","UFES","VIES","28324","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"M. Nadruz; L. Temponi, M. Camelo & R. Ribeiro",NA,"Brasil","Parque Nacional do Caparaó, Rio Pedra Roxa.",NA,NA,NA,"VIES028324",NA,NA,NA,"(Schrad.) Schrad. ex DC.","R. Camargo","3286","2017","11","14","Espírito Santo","Ibitirama","-41.731944","-20.399444","1046","1046","VIES028324","41º43'55''W","20º23'58''S","2017","11","29",NA,NA,NA,NA,NA,NA,NA
"440","2020-04-27 16:09:47-03","UFES","VIES","4726","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Vinha, P.C.",NA,"Brasil",NA,NA,NA,NA,"VIES004726",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Lima, H.C. de","781","1990","03","01","Espírito Santo","Espírito Santo",NA,NA,NA,NA,"VIES004726",NA,NA,"2008","08","22",NA,NA,NA,NA,NA,NA,NA
"441","2019-06-27 10:24:59-03","UFES","VIES","8583","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V.; Simões, J.M. & Martins, M.L.L.",NA,"Brasil","Área 157 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008583",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Lima, H.C. de","3262","1992","03","27","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES008583",NA,NA,"1992",NA,NA,"41644","auto",NA,NA,NA,NA,NA
"442","2020-04-27 16:09:47-03","UFES","VIES","16647","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Pereira, O.J.; Espindula, E.",NA,"Brasil","Fazenda Candelária.",NA,NA,NA,"VIES016647",NA,NA,NA,"(Schrad.) Schrad. ex DC.","Pereira, O.J.","6867","2001","03","14","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016647 VIES016647_1",NA,NA,"2001","03","14","48150","auto",NA,NA,NA,NA,NA
"443","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","557","PreservedSpecimen","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil","Comp. Vale do Rio Doce",NA,NA,NA,"BOTUW000557",NA,NA,NA,"Schrad.",NA,NA,NA,NA,NA,"Espírito Santo",NA,"-40.533333","-19.866667",NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-06-29 09:30:19-03","UFRRJ","RBR","16248","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Klinger; Carvalho",NA,"Brasil",NA,NA,NA,NA,"RBR00016248",NA,NA,NA,"(Schrad.) Schrad. ex DC.","M.C. Monteiro","52","1960","10","15","Minas Gerais","Passos","-46.6096992492676","-20.718900680542",NA,NA,NA,NA,NA,"1961","08",NA,"37279","auto",NA,NA,NA,NA,NA
"445","2020-06-29 09:30:19-03","UFRRJ","RBR","15437","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"A.L. Peixoto; O.L. Peixoto",NA,"Brasil","Barra do araripi",NA,NA,NA,"RBR00015437",NA,NA,NA,"(Schrad.) Schrad. ex DC.",NA,"1016","1980","01","06","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,NA,NA,NA,NA,"30071","auto",NA,NA,NA,NA,NA
"446","2020-06-29 09:30:19-03","UFRRJ","RBR","16246","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"M.R. Barbosa",NA,"Brasil","Represa de Ribeirão das Lages.",NA,NA,NA,"RBR00016246",NA,NA,NA,"(Schrad.) Schrad. ex DC.",NA,"s.n.","1988","12","09","Rio de Janeiro","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA
"447","2020-06-29 09:30:19-03","UFRRJ","RBR","16247","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"D.S. Farias",NA,"Brasil","Seropédica, Universidade Federal Rural do Rio de Janeiro. estacionamento atrás do Prédio Central.",NA,NA,NA,"RBR00016247",NA,NA,NA,"(Schrad.) Schrad. ex DC.",NA,"1","1988","12","09","Rio de Janeiro","Itaguaí","-43.7752990722656","-22.8521995544434",NA,NA,NA,NA,NA,NA,NA,NA,"17747","auto",NA,NA,NA,NA,NA
"448","2020-06-29 09:30:19-03","UFRRJ","RBR","15457","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"I. Barçante",NA,"Brasil",NA,NA,NA,NA,"RBR00015457",NA,NA,NA,"(Schrad.) Schrad. ex DC.","H.C. Lima","110","1934","02","05","Minas Gerais","Leopoldina","-42.6431007385254","-21.5319004058838",NA,NA,NA,NA,NA,"2005","10",NA,"26325","auto",NA,NA,NA,NA,NA
"449","2020-06-29 09:30:39-03","UFRRJ","RBR","26264","S","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"P.R.C. Farag",NA,"Brasil","Baixada próximo ao antigo chiqueiro.",NA,NA,NA,"RBR00026264",NA,NA,NA,"(Schrad.) Schrad. ex DC.",NA,"223","1996","04","10","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026264",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"450","2020-06-29 09:30:39-03","UFRRJ","RBR","27981","S","Plantae","Leguminosae","Cassia","ferruginea","Cassia ferruginea",NA,"W. Silva",NA,"Brasil","Estrada entre barrelão e reunião.",NA,NA,NA,"RBR00027981",NA,NA,NA,"(Schrad.) Schrad. ex DC.","H.C. Lima","15","2006","11","18","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"RBR00027981",NA,NA,"2006","05","05","25743","auto",NA,NA,NA,NA,NA
"451","2020-06-29 09:30:19-03","UFRRJ","RBR","15309","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"C.S. Pardo",NA,"Brasil","Parque Imbuí",NA,NA,NA,"RBR00015309",NA,NA,NA,"(Schrad.) Schrad. ex DC.",NA,"s.n.","2000","07","08","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"452","2020-06-29 09:30:19-03","UFRRJ","RBR","15434","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J. Spada",NA,"Brasil","Reserva Florestal da CVRD, Est. X-1, Km 1.800 lado esquerdo.",NA,NA,NA,"RBR00015434",NA,NA,NA,"(Schrad.) Schrad. ex DC.","H.C. Lima","96/72","1972","11","25","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"2005","11",NA,"48094","auto",NA,NA,NA,NA,NA
"453","2013-04-01 09:15:54-03","IPT","BCTW","1369","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"454","2013-04-01 09:15:54-03","IPT","BCTW","1375","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil","Chapada",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"455","2013-04-01 09:15:54-03","IPT","BCTW","11070","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil",NA,NA,NA,"Relatótio 4042",NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"456","2013-04-01 09:15:54-03","IPT","BCTW","16240","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"457","2013-04-01 09:15:54-03","IPT","BCTW","4228","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil","Alta Sorocabana",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader","IPT",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"458","2013-04-01 09:15:54-03","IPT","BCTW","1951","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"459","2013-04-01 09:15:54-03","IPT","BCTW","3572","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"Rio de Janeiro","Parati","-44.7131","-23.2178",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto","Magnoliopsida",NA,NA,NA,NA
"460","2013-04-01 09:15:54-03","IPT","BCTW","3267","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil","Horto Florestal",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"São Paulo","São Paulo","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"461","2013-04-01 09:15:54-03","IPT","BCTW","2543","S","Plantae",NA,"Cassia","ferruginea","Cassia ferruginea",NA,NA,NA,"Brasil","Jardim Botânico",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Schrader",NA,NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","Magnoliopsida",NA,NA,NA,NA
