"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"32","2019-11-05 16:45:16-03","UFOP","OUPR","16017","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campos. Erva. Flores pálidas",NA,NA,NA,"Badini, J.","Falcão",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1941",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"33","2019-11-05 16:45:16-03","UFOP","OUPR","16018","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Erva. Flores pálidas",NA,NA,NA,"Badini, J.","Itacolomi",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1941",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"34","2019-11-05 16:45:16-03","UFOP","OUPR","16015","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","Lages, Caixa d'Agua",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"35","2020-03-12 10:29:00-03","UFOP","OUPR","34486","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Pedrosa, L.G.","1955","2019","09","16",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto escandente. Flores creme. Borda de mata.",NA,NA,NA,"Pedrosa, L.G.","Marzagão",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2019","09","16","44599","auto",NA,NA,NA,NA,NA
"36","2019-11-05 16:45:16-03","UFOP","OUPR","16016","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Lisboa, M.A.","s.n.","1975","08","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","São Francisco de Paula",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1975","08","15","44599","auto",NA,NA,NA,NA,NA
"37","2020-06-29 09:29:32-03","UFRRJ","RBR","9134","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"H. Monteiro",NA,"1958","07",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00009134",NA,NA,"T.A. Amorim",NA,"RBR00009134","(Thunb.) Baker","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2007","10","05","19648","auto",NA,NA,NA,NA,NA
"38","2020-06-29 09:29:32-03","UFRRJ","RBR","14522","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"N. Soares",NA,"1979","05","11",NA,"Brasil","Minas Gerais",NA,NA,NA,"RBR00014522",NA,NA,"N. Soares","Distrito de Pinheirinhos, estrada da paz, São Bento, cerca de 1,600 m s.n.m","RBR00014522","(Thunb.) Baker","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,"1979","07",NA,"17293","auto",NA,NA,NA,NA,NA
"39","2020-06-29 09:29:32-03","UFRRJ","RBR","9133","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"H. Monteiro",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00009133",NA,NA,"T.A. Amorim","No planalto.","RBR00009133","(Thunb.) Baker","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2007","10","05","19648","auto",NA,NA,NA,NA,NA
"40","2020-06-29 09:29:32-03","UFRRJ","RBR","9122","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"H. Monteiro",NA,"1958","07","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00009122",NA,NA,"T.A. Amorim","Parque Nacional de Itatiaia, na mata estrada de maramba, com 1,300 msm.","RBR00009122","(Thunb.) Baker","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2007","10","05","19648","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:16:49-03","MBM","MBM","267214","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Gottsberger, I.","47-213","1975","03","21","Southern America","Brazil","São Paulo",NA,NA,NA,"MBM267214",NA,NA,"Barroso, G.M.","Botucatu","MBM267214","(Thunb.) Baker","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:16:49-03","MBM","MBM","145497","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Solomon, J.C.","7453","1982","04","02","Southern America","Bolivia",NA,NA,NA,NA,"MBM145497",NA,NA,"Robinson, H.",NA,"MBM145497","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:49-03","MBM","MBM","151379","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Harley, R.M.; et al.; et al.","25330","1988","10","23","Southern America","Brazil","Bahia",NA,NA,NA,"MBM151379",NA,NA,NA,"Pico das Almas","MBM151379","(Thunb.) Baker","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:16:49-03","MBM","MBM","76194","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Hatschbach, G.; et al.; et al.","45161","1982","07","21","Southern America","Brazil","Espírito Santo",NA,NA,NA,"MBM076194",NA,NA,"Robinson, H.","Rod. BR-262","MBM076194","(Thunb.) Baker","Ibatiba","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:16:49-03","MBM","MBM","143762","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55532","1991","06","15","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM143762",NA,NA,"Robinson, H.","Parque Nacional do Caparaó, Tronqueiras","MBM143762","(Thunb.) Baker","Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA
"46","2020-12-21 16:16:49-03","MBM","MBM","248646","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Lombardi, J.A.","3127","1999","07","10","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM248646",NA,NA,"Robinson, H.","Parque Estadual da Serra do Brigadeiro","MBM248646","(Thunb.) Baker","Fervedouro","-42.2789001464844","-20.7255992889404",NA,NA,NA,NA,NA,"20038","auto",NA,NA,NA,NA,NA
"47","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673167","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673167' target='other'> <mi>dwc_moreinfo</mi></a>","P02673167",NA,NA,NA,"Brésil. Minas Gerais, Sudeste, Brasil, América do Sul","P02673167_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4852",NA,NA,NA
"48","2015-10-04 20:54:53-03","MNHN","RECOLNAT_MNHN_P","P00742217","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742217' target='other'> <mi>dwc_moreinfo</mi></a>","P00742217",NA,NA,NA,"Marianna, Minas Geraes","P00742217_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",NA,NA,NA
"49","2015-10-04 20:55:06-03","MNHN","RECOLNAT_MNHN_P","P00742218","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742218' target='other'> <mi>dwc_moreinfo</mi></a>","P00742218",NA,NA,NA,"Marianna, Minas Geraes","P00742218_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",NA,NA,NA
