"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","phylum","order","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","previousCatalogNumber","fieldNumber","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:25:26-03","UFBA","ALCB","039069","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Ferreira, MC; Pereira, A; Costa, J; Melo, E","1995","04","25","Brasil","Bahia","Lençóis","-41.45","-12.456944","-41.45","-12.456944","ALCB035606","ALCB035606","PCD1808","Dicotyledon",NA,"Chapada Diamantina, Chapadinha. Entrada da mata do grotão, fenda na Serra do Brejão",NA,NA,"3,00 m, caule espinescente e urticante. Folhas simples, espinescentes, urticantes. Inflorescência de pedúnculo crassos, vináceos, botões florais e flores alvas. Frutos jovens alvos. Ocasional.; Vegetação arbórea aberta, com muita umid",NA,"Southern America",NA,"980","980",NA,NA,NA,NA,NA
"12","2019-10-09 11:25:26-03","UFBA","ALCB","057016","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","2001","08","16","Brasil","Bahia","Barra do Rocha","-39.606111","-14.181111","-39.606111","-14.181111","ALCB035605","ALCB035605","765","Dicotyledon",NA,"Litoral Sul, Assentamento Coroa Verde",NA,NA,"2m, espinescente. Folhas membranáceas, discolores, face abaxial vinácea e adaxial verde intenso. Inflorescência axilares, raque e pedicelos vináceos. Frutos imaturos verdes. Ocasional.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:33:14-03","UFBA","ALCB","88098","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Alves, L. de J.; et al.","2008","05","21","Brasil","Bahia","Itacaré","-39.722222","-14.172222","-39.722222","-14.172222","ALCB035603","ALCB035603","s/n","Dicotyledon",NA,"Litoral Sul, Mata da Botinha",NA,NA,"Folhas com pelos urticantes. Inflorescência cimosa. Fruto aquênio.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:25:26-03","UFBA","ALCB","20876","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Noblick, LR","1984","05","24","Brasil","Bahia","Feira de Santana","-38.966667","-12.25","-38.966667","-12.25","ALCB035604","ALCB035604","3284","Dicotyledon",NA,"Paraguaçu, Faz. Boa Vista. Serra de São José",NA,NA,"1,20-3m. Pelos urticantes. Flores de corola branca. Comum na mata.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:25:26-03","UFBA","ALCB","59532","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Harley, RM; Sakuragui, CM; Sano, PT; Atkins, S; Souza, VC","1994","02","17","Brasil","Bahia","Palmeiras","-41.452778","-12.4575","-41.452778","-12.4575","ALCB035600","ALCB035600","PCDs/n","Dicotyledon",NA,"Chapada Diamantina, Próximo ao Rio Mucugezinho. Rod. Lençóis- Seabra. Ca. de 21 km NW de Lençóis. 900-1100 m.s.m",NA,NA,"Até 3m. Botões verde-claros ou avermelhados, sépalas verde-claras acinzentadas. Filetes creme, anteras alvas entre campo rupestre sombreado.; Escarpas rochosas íngremes e fendas onde ocorre mata com palmeiras e algumas epífitas.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:25:26-03","UFBA","ALCB","104048","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Guedes, ML; Gomes, FS; Silveira, ER; et al.","2012","08","12","Brasil","Ceará","Pacoti","-38.979167","-4.213611","-38.979167","-4.213611","ALCB035601","ALCB035601","19258","Dicotyledon",NA,"pico alto",NA,NA,"espinescente, pelos urticantes. Folhas alternas, base simétrica, cartáceas, discolores. Inflorescência com flores dispostas em panícula, ramos dicotômicos.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:25:26-03","UFBA","ALCB","68772","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Roque, N; Nunes, AT","2005","05","03","Brasil","Bahia","Salvador","-38.5","-12.966667","-38.5","-12.966667","ALCB035607","ALCB035607","194","Dicotyledon",NA,"Ondina - UFBA, mata entorno da Escola Dança.",NA,NA,"Folhas simples, discolores, alternas, fruto rosa claro, pedúnculo da inflorescência lilás.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:25:26-03","UFBA","ALCB","73919","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Sousa, DC de; Santana, FA; Nogueira, TF; Santos, JS; Valadão, RM; Carvalho, G","2006","06","17","Brasil","Bahia","Miguel Calmon","-40.519167","-11.3775","-40.519167","-11.3775","ALCB035599","ALCB035599","40","Dicotyledon",NA,"Piemonte da Diamantina",NA,NA,"Folhas membranaceas discolores. peciolos com espinhos na nervura principal. Inflorecência com raque e pedúnculo; botões vináceos.",NA,"Southern America",NA,"1139","1139",NA,NA,NA,NA,NA
"19","2019-10-09 11:25:26-03","UFBA","ALCB","92656","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","02","06","Brasil","Bahia","Itagibá","-39.708611","-14.181389","-39.708611","-14.181389","ALCB035602","ALCB035602","16527","Dicotyledon",NA,"Litoral Sul, Mata da Botinha",NA,NA,"de ca 1,80 m de altura. Folhas com pêlos urticante. Inflorescência vinácea.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:25:26-03","UFBA","ALCB","114725","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Borges, RL","2012","04","03","Brasil","Bahia","Iguaí","-40.0891990661621","-14.7564001083374",NA,NA,"ALCB035595","ALCB035595","025","Dicotyledon",NA,"Ponto 86","32961",NA,"ca. 2,5 metros de altura. Folhas discolores, apresentando nervuras com coloração roxa. Flores esverdeadas pequenas. Inflorescência apresentando coloração roxa.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:25:26-03","UFBA","ALCB","021862","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","S.Romaniuc, Neto","1996","04",NA,"Santos, TS dos","1988","12","08","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"ALCB035609","ALCB035609","4447","Dicotyledon",NA,"Litoral Sul, Área do CEPEC ( Centro de Pesquisas do Cacau). Km 22 da Rod. Ilhéus/ Itabuna (BR 415). Quadra I","61245",NA,"2m. Urticante. Estéril. Folhas p/ análises.","auto","Southern America",NA,"50","50",NA,NA,NA,NA,NA
"22","2019-10-09 11:25:26-03","UFBA","ALCB","037802","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Giulietti, AM; Harley, RM; Hind, DJN; Smith, S; Bautista, HP","1996","07","08","Brasil","Bahia","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"ALCB035596","ALCB035596","PCD&nf;3509","Dicotyledon",NA,"Chapada Diamantina, Serra da Chapadinha","47385",NA,"2,50 m. Caule aculeado. Folhas urticantes. Inflorescência com eixo e pedicelos avermelhados. Frutos brancos. Ocasional.; Floresta úmida.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:25:26-03","UFBA","ALCB","68622","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, AL","2014","10","21","Roque, N; Ferreira, PA; Carvalho, CM; Santos, TM; Xavier, AB","2003","10","22","Brasil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,"ALCB035598","ALCB035598","FCO71","Dicotyledon",NA,"UFBA - Ondina Região Metropolitana Salvador, Mata da Faculdade da escola de Dança","26018",NA,"escandente no interior da mata. Folhas discolores, pedúnculo da inflorescência lilás, frutos rosa claro.; Remanescente de Mata Atlântica.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:20:20-03","ESALQ","ESA","19399","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2011","08","02","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","03","09","Brasil","São Paulo","Cabreúva","-470.278",NA,"-470,278","-23,266,722","ESA019399","ESA019399","2149.0","Magnoliophyta",NA,"Mata da Casa Branca. Mata mesófila semidecídua.",NA,NA,"Arbusto, 1,5 m alt.; flores vermelhas. Subosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:20:20-03","ESALQ","ESA","19347","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","06","09","Brasil","São Paulo","Piracicaba","-476.017",NA,"-476,017","-22,603,972","ESA019347","ESA019347","2575.0","Magnoliophyta",NA,"Dois Córregos. Mata de brejo.",NA,NA,"Erva, 0,5 m alt.; flores roxas. Borda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:20:20-03","ESALQ","ESA","102644","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida",NA,"Gaglioti, A.L.","2011","08","02","Lyra-Lemos, R.P.","2001","08","16","Brasil","Alagoas","Palmeira dos Índios","-36.627498626709","-9.40721988677979",NA,NA,"ESA102644","ESA102644","5778.0","Magnoliophyta",NA,NA,"19641",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:20:20-03","ESALQ","ESA","56867","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2011","08","02","Cardoso, D.","2005","07","14","Brasil","Bahia","Senhor do Bonfim","-40.1893997192383","-10.4614000320435",NA,NA,"ESA056867","ESA056867","749.0","Magnoliophyta",NA,NA,"27716",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:20-03","ESALQ","ESA","101956","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida",NA,"Gaglioti, A.L.","2010",NA,NA,"Oriani, A.","2005","03","22","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA101956","ESA101956","516.0","Magnoliophyta",NA,NA,"38804",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:20:20-03","ESALQ","ESA","8540","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Souza, V.C. ; Sakuragui, C.M.","1991","06","01","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA008540","ESA008540","2551.0","Magnoliophyta",NA,NA,"23719",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:20:20-03","ESALQ","ESA","128887","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida",NA,"Souza, V.C.","2013",NA,NA,"Colletta, G.D.","2013","06","19","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA128887",NA,"1260.0","Magnoliophyta",NA,"Trilha do Bonete, 500m da entrada, sentido bonete","23719",NA,"Erva, 1,5m, infrorescência arroxeada, frutos alvos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:20:20-03","ESALQ","ESA","11005","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Silva, C.M. et al.","1991","04","04","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA011005","ESA011005","24178.0","Magnoliophyta",NA,NA,"23900",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:20-03","ESALQ","ESA","93722","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Destefani, A.C.C. et al.","2005","03","22","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA093722","ESA093722","58.0","Magnoliophyta",NA,NA,"38804",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:20:20-03","ESALQ","ESA","95388","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Meireles, J.E. et al.","2005","03","22","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA095388","ESA095388","194.0","Magnoliophyta",NA,NA,"38804",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:20-03","ESALQ","ESA","15921","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Gaglioti, A.L.","2009","10","22","Souza, V.C. et al.","1994","04","22","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,"ESA015921","ESA015921","5884.0","Magnoliophyta",NA,NA,"38740",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:20:20-03","ESALQ","ESA","29159","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1996","03","28","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA029159","ESA029159","740.0","Magnoliophyta",NA,NA,"17990",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:20:20-03","ESALQ","ESA","29136","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","07","22","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA029136","ESA029136","262.0","Magnoliophyta",NA,NA,"17990",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:20:20-03","ESALQ","ESA","17856","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Rossi, L. et al.","1994","03","31","Brasil","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"ESA017856","ESA017856","1473.0","Magnoliophyta",NA,NA,"24176",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:20:20-03","ESALQ","ESA","63141","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2011","08","02","Souza, V.C. et al.","1998","12","18","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"ESA063141","ESA063141",NA,"Magnoliophyta",NA,NA,"41977",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:20:20-03","ESALQ","ESA","25638","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","1995","09","04","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA025638","ESA025638","9136.0","Magnoliophyta",NA,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.","38804",NA,"Arvoreta, ca. 4 m alt.; caule com pequenos acúleos; inflorescência vinho. Urticante. Beira de mata.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:20:20-03","ESALQ","ESA","94321","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Souza, V.C.; Sakuragui, C.M.; Eterovic, A.; Marques, O.A.V.","1990","03","26","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA094321","ESA094321","3168.0","Magnoliophyta",NA,"Trilha para a Cachoeira da Água Branca.","23719",NA,"Arbusto, 1,5-2,5 m alt.; pedúnculos róseos; flores alvas. Capoeira.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:20:20-03","ESALQ","ESA","77425","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) Brack","Romaniuc Neto, S.",NA,NA,NA,"Romaniuc Neto, S. ; Godoi, J.V.","1992","03","22","Brasil","São Paulo","Caucaia do Alto",NA,NA,NA,NA,"ESA077425","ESA077425","1284.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:20:20-03","ESALQ","ESA","85114","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2010",NA,NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","18","Brasil","São Paulo","Iporanga","-48.4","-24.3","-48.4","-24.3","ESA085114","ESA085114","149.0","Magnoliophyta",NA,"Parque Estadual Intervales, Trilha do Carmo Acima, em direção aos Três Córregos, trecho com intensa extração seletiva de palmito e madeira, com poucas espécies finais da sucessão, com melhora no final da trilha (2 km).",NA,NA,"Arvoreta, 4m, frutos róseos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:20:20-03","ESALQ","ESA","128781","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida",NA,"Souza, V.C.",NA,NA,NA,"Delfini, C.","2013","03","27","Brasil","São Paulo","Tapiraí","-47.45029","-24.07695","-47.45029","-24.07695","ESA128781","ESA128781","829.0","Magnoliophyta",NA,"Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",NA,NA,"Árvore, ca. 3m alt., flores e frutos vináceos.",NA,NA,NA,"331","331",NA,NA,NA,NA,NA
"44","2020-11-04 11:20:20-03","ESALQ","ESA","25743","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida","(Vell.) P. Brack","Gaglioti, A.L.","2011","08","02","Harley, R.M. et al.","1994","02","17","Brasil","Bahia","Palmeiras","-41.5588989257812","-12.5289001464844",NA,NA,"ESA025743","ESA025743",NA,"Magnoliophyta",NA,NA,"20767",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:20:20-03","ESALQ","ESA","128782","PreservedSpecimen","Plantae","Urticaceae","Urera","nitida","Urera nitida",NA,"Tamashiro, J.Y.; Ivanauskas, N.M.; Rodrigues, R.R.; Souza, V.C.","2013","04","04","Bettinardi, M.L.","2013","04","01","Brasil","São Paulo","Tapiraí","-47.50978","-24.10233","-47.50978","-24.10233","ESA128782",NA,"31.0","Magnoliophyta",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé",NA,NA,"Infrutecencia e nervuras das folhas de cores roxas. VOUCHER FOTO",NA,NA,NA,"254","254",NA,NA,NA,NA,NA
