"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","order","individualCount"
"11","2020-12-21 16:15:33-03","MBM","MBM","192293","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Dematteis, M.",NA,"Dombrowski, L.T.","14458","1990","12","20","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,"MBM192293","MBM192293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:15:33-03","MBM","MBM","53295","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Ribas, O.S.",NA,"Hatschbach, G.","3881","1957","03","30","Southern America","Brazil","Paraná","Piraí do Sul","Serra da Furnas","-49.948600769043","-24.5261001586914","37171",NA,"MBM053295","MBM053295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:15:33-03","MBM","MBM","23198","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Robinson, H.",NA,"Hatschbach, G.","29253","1972","02","28","Southern America","Brazil","Paraná","Sengés","Santo Antônio, 5km N","-49.4636001586914","-24.1128005981445","55682",NA,"MBM023198","MBM023198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:15:33-03","MBM","MBM","405355","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Lozano, E.D.","2016","Lozano, E.D.","2428","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991917","-25.247556",NA,"Subarbusto, 50 cm, capítulos liláses, campo seco.; Campos Gerais.","MBM405355","MBM405355",NA,NA,NA,"-49.991917","-25.247556",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:15:33-03","MBM","MBM","405356","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Lozano, E.D.","2016","Lozano, E.D.","2429","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991917","-25.247556",NA,"Subarbusto, 50 cm, capítulos liláses, campo seco.; Campos Gerais.","MBM405356","MBM405356",NA,NA,NA,"-49.991917","-25.247556",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:15:33-03","MBM","MBM","192312","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Dematteis, M.",NA,"Dombrowski, L.T.","9432","1978","01","13","Southern America","Brazil","Paraná","Palmeira","Pameira","-50.0064010620117","-25.4293994903564","35166",NA,"MBM192312","MBM192312","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:15:33-03","MBM","MBM","243973","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Ribas, O.S.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69888","2000","01","12","Southern America","Brazil","Paraná","Piraí do Sul","Rod. PR-090, Serra das Furnas","-49.948600769043","-24.5261001586914","37171","= 245278","MBM243973","MBM243973","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:15:33-03","MBM","MBM","245278","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Ribas, O.S.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69888","2000","01","12","Southern America","Brazil","Paraná","Piraí do Sul","Rod. PR-090, Serra das Furnas","-49.948600769043","-24.5261001586914","37171","= 243973","MBM245278","MBM245278","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:15:33-03","MBM","MBM","251314","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Robinson, H.",NA,"Carneiro, J.","870","2000","01","24","Southern America","Brazil","Paraná","Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914","37171",NA,"MBM251314","MBM251314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:32:42-03","UFMG","BHCB","31280","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.",NA,NA,"Stehmann, JR; Semir, J","2162","1995","02","02","Southern America","Brasil","Paraná","Palmeira","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564","35166","Plantas do Brasil. Campo. Flores magenta-púrpura.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2858977","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.",NA,NA,"G. Hatschbach","7543","1960","12","18","South America","Brazil","Paraná",NA,"Rio Papagaios (mun. Campo Largo) Parana",NA,NA,NA,NA,"US01633321","US01633321_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","1"
"22","2020-09-12 05:00:02-03","US","US","3231775","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.",NA,NA,"J. Cordeiro & V. Nicolack","682","1990","1","12","South America","Brazil","Paraná","Campo Largo","Serra Sao Luiz do Puruna.","-49.5283012390137","-25.4585990905762","53742",NA,"US00409562","US00409562_01","auto",NA,NA,NA,NA,NA,NA,"Isotype","Dicotyledonae","Asterales","1"
"23","2020-09-12 05:00:02-03","US","US","2557881","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.",NA,NA,"-- Reitz & Klein, --","17488","1965","12","12","South America","Brazil","Paraná",NA,"Rodovia do Cafe, Rio Tibagi, Ponta Grossa, Parana",NA,NA,NA,NA,"US01633318","US01633318_01",NA,NA,NA,NA,NA,"900",NA,NA,"Dicotyledonae","Asterales","1"
"24","2020-09-12 05:00:02-03","US","US","3399422","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.",NA,NA,"G. Hatschbach","29253",NA,NA,NA,"South America","Brazil","Paraná",NA,"S. Antionio, 5 km ao Norte (mun. Senges) Parana",NA,NA,NA,NA,"US01633319","US01633319_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","1"
"25","2020-09-12 05:00:02-03","US","US","3399414","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.",NA,NA,"J. A. Carneiro","870","2000","1","24","South America","Brazil","Paraná",NA,"Serra das das Furnas (Mun. Pirai do Sul) Parana",NA,NA,NA,NA,"US01633320","US01633320_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","1"
"26","2021-03-15 18:25:27-03","USP","SPF","214857","PreservedSpecimen","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","Loeuille, B","2015","Heiden, G","1568","2011","02","07",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios, Estrada secundária paralela à BR 277.","-49.769444","-25.467222",NA,"Subarbusto. Folhas verde-escuras. Flores lilás.","SPF00214857",NA,NA,NA,NA,"-49.769444","-25.467222","970","970",NA,NA,NA,NA
"27","2019-10-07 09:11:19-03","UEFS","HUEFS","201859","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.",NA,NA,"Brotto, M.L.","963","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era.","-49.855833","-24.398889",NA,"Campo Limpo.","HUEFS0201859","HUEFS0201859",NA,NA,NA,"49W51'21''","24S23'56''","1190","1190",NA,"Asteranae","Asterales",NA
"28","2019-07-02 15:55:00-03","UEM","HUEM","24495","S","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","J.N.Nakajima","2015","C.H.Voltolini","45","2015","02","28",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.258942","-24.562122",NA,"Flor coloração lilás.","HUEM000001400","HUEM000001400",NA,"04","17","-50.258942","-24.562122",NA,NA,NA,NA,NA,NA
"29","2019-07-02 15:55:00-03","UEM","HUEM","24506","S","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","J.N.Nakajima","2015","C.H.Voltolini","17","2014","12","04",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.258611","-24.565636",NA,"Flor coloração lilás.","HUEM000001401","HUEM000001401",NA,"02","24","-50.258611","-24.565636",NA,NA,NA,NA,NA,NA
"30","2019-07-02 15:55:00-03","UEM","HUEM","30132","S","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","J.Nakajima","2017","C.H.Voltolini","80","2016","05","05",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá., Próximo ao alojamento","-50.258611","-24.561667",NA,"Subarbustiva, cerca de 40 cm de altura","HUEM000011108","HUEM000011108",NA,"04",NA,"-50.258611","-24.561667",NA,NA,NA,NA,NA,NA
"31","2020-11-12 16:58:17-03","UEL","FUEL","16418","PreservedSpecimen","Plantae","Tracheophyta","Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","Robinson, H",NA,"Cordeiro, J; Nicolack, V","682","1990","01","12",NA,"Brasil","Paraná","Campo Largo","Serra São Luis do Purunã","-49.5283012390137","-25.4585990905762","53742",NA,"FUEL016418",NA,"auto",NA,NA,NA,NA,NA,NA,"isotype",NA,"Asterales",NA
"32","2019-05-06 11:53:00-03","UFU","HUFU","70836","S","Plantae",NA,"Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H.Rob.","Nakajima, J.N.","2015","Voltolini, C.H.","45","2015","02","28",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.258889","-24.562222",NA,"Flor coloração lilás","HUFU00044806","HUFU00044806",NA,"04","17","-50.258889","-24.562222",NA,NA,NA,NA,NA,NA
"33","2014-10-09 13:58:17-03","UHH","HBG","514726","S","Plantae",NA,"Compositae/Asteraceae","Chrysolaena","nicolackii","Chrysolaena nicolackii","H. Rob.","Robinson,H.",NA,"Cordeiro, J. & Nicolack, N.","682","1990","01","12","South America","Brazil",NA,NA,"Serra São Luis do Purunã (mun. Campo Largo) Paraná",NA,NA,NA,NA,"HBG514726",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
