"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber"
"21","2014-10-14 15:56:28-03","BS","M","M-0111086","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Hippocratea","campestris","Hippocratea campestris","Peyr.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Provinc. St. Pauli in camporum marginibus sylvis Capoës",NA,NA,NA,NA,"M0111086",NA,"SYNTYPE","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2014-10-14 15:56:28-03","BS","M","M-0111087","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Hippocratea","campestris","Hippocratea campestris","Peyr.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Provinc. St. Pauli in camporum marginibus sylvis Capoës",NA,NA,NA,NA,"M0111087",NA,"SYNTYPE","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-10-14 15:56:28-03","BS","M","M-0111088","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Hippocratea","campestris","Hippocratea campestris","Peyr.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in camporum marginibus sylvis Capoës. Provinciae S. Pauli ad Taubate",NA,NA,NA,NA,"M0111088",NA,"SYNTYPE","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:09:13-03","UFES","VIES","42126","S","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.","J.P.F. Zorzanelli","J.P.F. Zorzanelli","1336","2015","10","15",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim. Propriedade do Senhor Plínio Silveira. Borda florestal próximo a uma pastagem.","-41.4775","-20.375833",NA,NA,"VIES042126","VIES042126",NA,NA,"2015","12",NA,NA,NA,NA,"41º28'39''W","20º22'33''S","1122","1122",NA,NA,NA
"25","2020-12-21 16:29:24-03","MBM","MBM","58745","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Smith","Lombardi, J.A.","?","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Santa Maria da Serra","Fazenda Barreiro Rico","-48.1599998474121","-22.5599994659424",NA,NA,"MBM058745","MBM058745",NA,NA,NA,NA,NA,NA,"12628","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:29:24-03","MBM","MBM","35634","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Smith","Mennega, A.M.W.","Hatschbach, G.","33749",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Barra do Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,"MBM035634","MBM035634",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:29:24-03","MBM","MBM","121589","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Smith","Lombardi, J.A.","Landrum, L.R.","4099",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Estrada para Mato Preto","-49.261100769043","-24.823600769043",NA,NA,"MBM121589","MBM121589",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"28","2004-08-09 17:39:08-03","MNHN","RECOLNAT_MNHN_P","P00140050","PreservedSpecimen",NA,NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Hallé","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"près de Campinas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00140050' target='other'> <mi>dwc_moreinfo</mi></a>","P00140050","P00140050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4965",NA,NA
"29","2020-12-11 11:34:26-03","UFMG","BHCB","34413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:34:26-03","UFMG","BHCB","34413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-03-21 14:23:00-03","MO","MOBOT","3067863","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.","J.A. Lombardi (HRCB), 07/","Stephan G. Beck|A. Zonta|Luis Medina|G. Pardo|M. Puri","Beck 20380","1991","10","11","South America","Bolivia","Pando","Madre de Dios","En el camino de Sena hacia el rio Beni a 10 km casi media hora. Bosque alto, con Bertholletia excelsa, pequeñas manchas de chaparrales claros de Phenakospermum.","-67.184486","-11.514004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2009-10-14 13:50:00-03","MO","MOBOT","3165540","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.","A. Mennaga","Leslie R. Landrum","Landrum 4099","1982","1","6","South America","Brazil","Paraná",NA,"Cerro Azul, road from Cerro Azul to Mato Preto. Mainly evergreen forest along river and on nearby slopes.","-49.16666","-24.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","940926","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.","J. A. Lombardi, July/","Antony Jardim","Jardim 698","1994","5","12","South America","Bolivia","Pando","Manuripi","35 km al norte de Puerto América, entrando bosque alto hasta cerca Alianza X-1 pozo antigua de Mobil con Bertholettia, Couratari, Eschweilera, Cariniana, Apuleia, Dialium Amburana, Hymenolobium,Enterolobium,Hymenaea, Myroxylon, Brosimum, Pseudolmedia, Castilla, Ficus, Microphilis, Pouteria, Chrysophyllum, Aspidosperma, Mezilaurus, Virola, Iryanthera, Tabebuia, Jacaranda, Chorisia, Ceiba, Hevea, Glycidendron, Tetragastris, Iriartea, Chelyocarpus, Jessenia... Substrato ultisol con mucho hierro.","-67.98333","-11.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA
"34","2013-02-19 09:32:00-03","MO","MOBOT","979315","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.","A. Fuentes (LPB)","Antony Jardim","Jardim 2497","1995","10","5","South America","Bolivia","Pando","Manuripi","15 km al norte de Puerto América, entrando bosque alto de Bertholletia, varios Couratari, varios Aspidosperma, varios Parkia, Apuleia, Iriartea deltoidea, Chelyocarpus chuco.. Suelos oxisoles.","-67.9458333","-11.6019444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211.00000000",NA,NA,"13",NA
"35","2020-08-31 09:00:18-03","INPA","INPA","205940","S","Plantae","Dicotyledon Com-Clade","Celastrales","Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, JA","Daly, DC","7071","1991","11","01","Southern America","Brasil","Acre","Brasiléia","Serringal Poromgaba., Seringal Poromgaba. Colocação São José, 25 km N of km 4 Brasiléia - Assis Brasil road.","-68.75","-10.75",NA,NA,"INPA0205940","INPA0205940 INPA0205940_e",NA,NA,"2014","11",NA,NA,NA,NA,"-68.75","-10.75",NA,NA,NA,NA,NA
"36","2020-06-15 15:29:51-03","UNESP-RC","HRCB","48803","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, J.A.","Daly, D.C.","7071","1991","12","01",NA,"Brasil","Acre","Brasiléia","Seringal Poromgaba","-68.75","-10.75",NA,"Liana 6m in tree, flowers cream. At edge of forest",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,"68º45'W","10º45'S",NA,NA,NA,NA,NA
"37","2020-06-15 15:29:51-03","UNESP-RC","HRCB","3901","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, J.A.","Cesar, O.","s.n.","1980","11","14",NA,"Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,"Árvore até 7m. DAP 12 cm",NA,NA,NA,NA,"2005","08",NA,NA,"25656","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-15 15:29:51-03","UNESP-RC","HRCB","34611","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, J.A.","Folli, D.A.","2661","1995","10","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD","-40.0722007751465","-19.3910999298096",NA,"Trepadeira, porte lenhoso, flor branca, botão branco, exsudação incolor <ll>dwc_commonname:</ll> Cipó de canoa",NA,NA,NA,NA,"2006","08",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-15 15:29:51-03","UNESP-RC","HRCB","35986","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, J.A.","Folli, D.A.","4100","2001","10","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD","-40.0722007751465","-19.3910999298096",NA,"Trepadeira, porte lenhoso, flor amarela, botão verde, exsudação incolor",NA,NA,NA,NA,"2005","08",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-15 15:29:51-03","UNESP-RC","HRCB","40234","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, J.A.","Folli, D.A.","2661","1995","10","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD","-40.0722007751465","-19.3910999298096",NA,"Trepadeira, porte lenhoso, flor branca, botão branco, exsudação incolor <ll>dwc_commonname:</ll> Cipó de canoa",NA,NA,NA,NA,"2006","08",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-25 10:11:45-03","CVRD","CVRD","5298","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Júlio Antonio Lombardi","Folli, D.A.","2661","1995","10","11","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de canoa","CVRD005298",NA,NA,"Magnoliopsida","2005","08","18",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-25 10:11:45-03","CVRD","CVRD","7119","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Júlio Antonio Lombardi","Folli, D.A.","4100","2001","10","30","América do Sul","BRASIL","ES","Linhares","Próximo ao ant. Marco de Ferro","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de canoa","CVRD007119",NA,NA,"Magnoliopsida","2005","08","18",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-25 10:11:45-03","CVRD","CVRD","8928","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Geovane S. Siqueira","Folli, D.A.","4953","2004","10","05","América do Sul","BRASIL","ES","Linhares","Proximo Calimã","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de canoa","CVRD008928","CVRD008928",NA,"Magnoliopsida","2005","08","18",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3023985","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.",NA,"Landrum","4099","1982","1","6","South America - Neotropics","Brazil","Cerro Azul",NA,"Cerro Azul, road from Cerro Azul to Mato Preto","-49.17","-24.83",NA,NA,"US01867391","US01867391_01 US01867391_02",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","389920","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.",NA,"J. de Campos Novães","1006","1900","10",NA,"South America - Neotropics","Brazil","Campinas",NA,NA,NA,NA,NA,NA,"US01867395","US01867395_01 US01867395_02",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","1803985","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.",NA,NA,"5537","1941","12","6","South America - Neotropics","Brazil",NA,NA,"Helvélia",NA,NA,NA,NA,"US01867392","US01867392_01 US01867392_02",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","1564389","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.",NA,"B. J. Pickel","971","1945","1","18","South America - Neotropics","Brazil",NA,NA,"Helvetia",NA,NA,NA,NA,"US01867393","US01867393_01 US01867393_02",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","389921","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C. Sm.",NA,"J. Novães","2007",NA,NA,NA,"South America - Neotropics","Brazil","Campinas",NA,NA,NA,NA,NA,NA,"US01867394","US01867394_01 US01867394_02",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
