"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"644","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","dasypoda","Boehmeria dasypoda","Miq.",NA,NA,"Gardner, G",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"2004","Crescit in prov. Piauhy",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","florida","Boehmeria florida","Miq.",NA,NA,"Martius, CFP",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","in valle fluminis Paraiba",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","florida","Boehmeria florida","Miq.",NA,NA,"Pohl, JBE",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"s.n.","Crescit in prov. Minarum",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","florida","Boehmeria florida","Miq.",NA,NA,"Ackermann, ?",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"s.n.","Crescit in prov. Minarum",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","phyllostachya","Boehmeria phyllostachya","Miq.",NA,NA,"Gardner, G","1838",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"1405","ad Alagoas Brasiliae",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Boehmeria","phyllostachya","Boehmeria phyllostachya","Miq.",NA,NA,"Pohl, JBE",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","-43.5081","-20.2875",NA,NA,NA,NA,"s.n.","Crescit prope urbem de Ouro preto prov. Minarum",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"650","2021-02-08 12:46:04-03","UFRGS","ICN","066427","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Brack, P; Irgang, BE","1985","09","23","Brasil","RS","Amaral Ferrador","-52.2574996948242","-30.8782997131348",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"29758","auto",NA,NA,NA,NA,NA,NA,NA
"651","2021-02-08 12:46:04-03","UFRGS","ICN","085260","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Sobral, M; et al.","1986","03",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"5072","Faxinal",NA,NA,"Erva; frutos maduros.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"652","2021-02-08 12:46:04-03","UFRGS","ICN","081065","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Sobral, M; Silva, R","1986","02",NA,"Brasil","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"4975",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA
"653","2021-02-08 12:46:04-03","UFRGS","ICN","120302","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Sobral, M; et al.",NA,NA,NA,"Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"7852","Fazenda Souza",NA,NA,"Erva 0,5m, em beira de mata; frutos imaturos.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"654","2021-02-08 12:46:04-03","UFRGS","ICN","083405","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Sobral, M; Dehgan, B; Webster, G","1986","12",NA,"Brasil","RS","Cruz Alta","-53.6063995361328","-28.638599395752",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Erva 50cm altura.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"44498","auto",NA,NA,NA,NA,NA,NA,NA
"655","2021-02-08 12:46:05-03","UFRGS","ICN","159673","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Grings, M",NA,"Grings, M","2007","12","16","Brasil","RS","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"443","Projeto de Assentamento Padre Réus",NA,NA,"sub-arbusto com espigas; na margem do arroio Tambor",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA
"656","2021-02-08 12:46:04-03","UFRGS","ICN","067125","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Bordignon, SAL","1986","05","18","Brasil","RS","Mata","-54.4603004455566","-29.5655994415283",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"14229","auto",NA,NA,NA,NA,NA,NA,NA
"657","2021-02-08 12:46:04-03","UFRGS","ICN","034928","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Longhi; et al.","1977","05","27","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"s.n.","Ilha das Flores",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"658","2021-02-08 12:46:04-03","UFRGS","ICN","067162","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Irgang, BE","1985","12","13","Brasil","RS","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"s.n.","Estação Ecológica do Taim",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA
"659","2021-02-08 12:46:05-03","UFRGS","ICN","167708","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Grings, M",NA,"Grings, M","2009","01","19","Brasil","RS","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"1281","Projeto de Assentamento Fidel Castro",NA,NA,"subarbusto com flores amarelas; nas margens do rio Ibicuí da Faxina",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA
"660","2021-02-08 12:46:05-03","UFRGS","ICN","144205","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Hagelund, K","1977","02","13","Brasil","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"11168","Granja Piratini",NA,NA,"Doação de Karner Hagelund. Unicata",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA
"661","2021-02-08 12:46:04-03","UFRGS","ICN","066300","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Silva Fº, FA","1986","04","03","Brasil","RS","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"s.n.","Santa Cristina do Pinhal",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"22252","auto",NA,NA,NA,NA,NA,NA,NA
"662","2021-02-08 12:46:04-03","UFRGS","ICN","051624","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Bueno, RM; et al.","1982","03",NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"s.n.","Parque Florestal do Turvo",NA,NA,"Erva 1m altura.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"663","2021-02-08 12:46:04-03","UFRGS","ICN","044355","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Arzivenco, L","1976","02","28","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"s.n.","BR-116 km 240",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"664","2021-02-08 12:46:04-03","UFRGS","ICN","067343","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Moldenke, HN","1949","08","05","Estados Unidos da América","New Jersey",NA,NA,NA,NA,NA,NA,NA,"20541","Somerset co. Watchung",NA,NA,NA,"05","16","América do norte",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2021-02-08 12:46:05-03","UFRGS","ICN","144209","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"6134",NA,NA,NA,"Doação de Karner Hagelund.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2021-02-08 12:46:05-03","UFRGS","ICN","166550","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Schneider, AA",NA,"Schneider, AA","2011","02","08","Brasil","RS","Carazinho","-52.896389","-28.336111","-52.896389","-28.336111",NA,NA,"1694","Carazinho para Santa Bárbara","538","538","Erva.; Em banhado.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2021-02-08 12:46:05-03","UFRGS","ICN","166598","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Schneider, AA",NA,"Schneider, AA","2011","02","08","Brasil","RS","Santo Antônio do Planalto","-52.706111","-28.367778","-52.706111","-28.367778",NA,NA,"1683","S28o22.079' W52o42.380'","522","522","Banhado",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2021-02-08 12:46:05-03","UFRGS","ICN","179573","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Boivin, B; Lee, D; Spicer, KW","1961","08","24","Canadá","Québec","Vaudreuil",NA,NA,NA,NA,NA,NA,"1433A","Lac des Deux-Montagnes, baie à l'est de la Ponte à la Raquete., 3 milles l'est de Rigaud",NA,NA,"Doação DAO; Aceretum saccharini sur rivage.; En tufes ou en colonies lâches.",NA,NA,"América do norte",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2021-02-08 12:46:05-03","UFRGS","ICN","190122","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Silva Filho, PJS",NA,"Silva Filho, PJS","2009","02","16","Brasil","RS","Viamão","-51.019444","-30.067778","-51.019444","-30.067778",NA,NA,"783","Bairro Tarumã região de entorno do Lago Tarumã.","54","54","À sombra, em barranco a beira do lago",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2021-02-08 12:46:04-03","UFRGS","ICN","197632","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Vogel Ely, C","2018","Vogel Ely, C; Lucas, DB; Coelho, G","2018","02","14","Brasil","PR","Tijucas do Sul","-49.063333","-25.9425","-49.063333","-25.9425",NA,NA,"CVE511",NA,"90","90","margem de banhado sob luz plena","02","25","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2021-02-08 12:46:04-03","UFRGS","ICN","066257","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Hage, JL; Santos, EB","1981","05","21","Brasil","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"723","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR-415)",NA,NA,"Planta herbácea 40cm altura, inflorescência em botões.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"672","2021-02-08 12:46:04-03","UFRGS","ICN","066250","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Hage, JL; Santos, EB","1981","09","01","Brasil","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"1261","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR-415)",NA,NA,"Planta herbácea 40cm altura, insflorescência creme.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"673","2021-02-08 12:46:04-03","UFRGS","ICN","066254","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Santos, EB; Barreto, LAS","1983","09","08","Brasil","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"s.n.","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR-415)",NA,NA,"Planta herbácea 60cm altura, flores em botões verdes.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"674","2021-02-08 12:46:04-03","UFRGS","ICN","066255","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Santos, TS","1977","10","04","Brasil","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"s.n.","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR-415)","50","50","Área do arboreto.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"675","2021-02-08 12:46:04-03","UFRGS","ICN","066258","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Hage, JL; Brito, HS","1981","05","27","Brasil","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"755","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR-415)",NA,NA,"Planta herbácea 40cm altura, frutos imaturos verdes.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"676","2021-02-08 12:46:04-03","UFRGS","ICN","063805","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Carauta, JPP; et al.","1984","01","11","Brasil","RJ","Natividade","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,"4570","Estrada para varre-sai, perto de Ribeirão São Sebastião",NA,NA,"Erva com inflorescência verde-clara.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA
"677","2021-02-08 12:46:04-03","UFRGS","ICN","063804","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Rocha, ESF","1982","11","20","Brasil","RJ","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"1018","Jacarepaguá; mata paludosa próxima ao Rio-Centro",NA,NA,"Erva de flores verde-esbranquiçadas.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"678","2021-02-08 12:46:04-03","UFRGS","ICN","004481","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Rambo, B","1948","01","31","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"36560",NA,"1000","1000",NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"679","2021-02-08 12:46:05-03","UFRGS","ICN","167673","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Grings, M",NA,"Grings, M","2007","11","10","Brasil","RS","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"1216","Projeto de Assentamento Pitangueiras",NA,NA,"arbusto com flores de coloração creme; em beira de sanga",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"68702","auto",NA,NA,NA,NA,NA,NA,NA
"680","2021-02-08 12:46:04-03","UFRGS","ICN","142965","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Inácio, CD",NA,"Inácio, CD","2005","01","17","Brasil","RS","Derrubadas","-53.8608016967773","-27.2646999359131",NA,NA,NA,NA,"53","Parque Estadual do Turvo","440","440","Erva a subarbusto.; Interior de floresta, área com solos úmidos em períodos alagáveis.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA
"681","2021-02-08 12:46:04-03","UFRGS","ICN","131293","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Kinupp, VF; Florístico 2003/, Alunos Inv","2004","01","31","Brasil","RS","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"2853","Fazenda XaFri Boqueirão",NA,NA,"Erva; 0,80 m; flores brancas inconspícuas; estípulas desenvolvidas; folhas comestíveis, merecendo pesquisa fitotécnica.; Área sombreada.","05","17","América do Sul",NA,NA,"Dicotyledon",NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA
"682","2021-02-08 12:46:04-03","UFRGS","ICN","064676","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Arzivenco, L","1978","12","30","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"452",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA
"683","2021-02-08 12:46:04-03","UFRGS","ICN","066543","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Stehmann, JR","1985","12",NA,"Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"160","Estação Ecológica Aracuri",NA,NA,"Erva 50cm altura.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA
"684","2021-02-08 12:46:05-03","UFRGS","ICN","144210","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS","Giruá","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"1901","Granja Sodol",NA,NA,"Doação de Karner Hagelund.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA
"685","2021-02-08 12:46:05-03","UFRGS","ICN","144211","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Brack, P",NA,"Hagelund, K","1965","03","22","Brasil","RS","Giruá","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"3476","Granja Sodol",NA,NA,"Doação de Karner Hagelund. Unicata",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA
"686","2021-02-08 12:46:05-03","UFRGS","ICN","151617","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Lima, LF","2006","03","30","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"s.n.","Fazenda São Maximiano BR 116 Km 308",NA,NA,"Banhado.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"687","2021-02-08 12:46:05-03","UFRGS","ICN","187103","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Brack, P","2015","Kelen, MEB; Brack, P","2015","03","31","Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Beira de mata","03","31","América do Sul",NA,NA,"Dicotyledon",NA,"12766","auto",NA,NA,NA,NA,NA,NA,NA
"688","2021-02-08 12:46:04-03","UFRGS","ICN","067124","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Brack, P; Sobral, M","1986","06","29","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"s.n.","Barra do Ouro",NA,NA,"Frutos maduros.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA
"689","2021-02-08 12:46:05-03","UFRGS","ICN","144212","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"217",NA,NA,NA,"Doação de Karner Hagelund.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"690","2021-02-08 12:46:04-03","UFRGS","ICN","067325","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Brack, P","1986","12",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"s.n.","Lami",NA,NA,"Beira de área inundável.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"691","2021-02-08 12:46:04-03","UFRGS","ICN","066497","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Brack, P","1984","11","25","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"s.n.","Morro Santana",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"692","2021-02-08 12:46:04-03","UFRGS","ICN","081275","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Waechter, JL","1986","11","12","Brasil","RS","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"2246","Estação Ecológica do Taim",NA,NA,"Herbácea terrícola.; Em interior de mata paludosa, também sobre ramos caídos em decomposição.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA
"693","2021-02-08 12:46:04-03","UFRGS","ICN","043378","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Waechter, JL; Miotto, STS","1978","11","30","Brasil","RS","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"1043","Estação Ecológica do Taim",NA,NA,"Erva.","05","16","América do Sul",NA,NA,"Dicotyledon",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA
"694","2021-02-08 12:46:04-03","UFRGS","ICN","066285","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Irgang, BE","1985","11","29","Brasil","RS","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"s.n.","Lagoa Verde",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA
"695","2021-02-08 12:46:04-03","UFRGS","ICN","042134","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Arzivenco, L","1975","04","16","Brasil","RS","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"s.n.","De Taquara a Rolante",NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"18269","auto",NA,NA,NA,NA,NA,NA,NA
"696","2021-02-08 12:46:04-03","UFRGS","ICN","085025","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Sobral, M","1983","03",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"1595",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"697","2021-02-08 12:46:04-03","UFRGS","ICN","064405","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral, FS","2017","Brack, P","1985","10","29","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"05","16","América do Sul",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"698","2021-02-08 12:46:04-03","UFRGS","ICN","134593","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Záchia, R",NA,"Záchia, R","2004","02","08","Brasil","RS","Tavares","-51.0936012268066","-31.2872009277344",NA,NA,NA,NA,"5733","Parque Nacional da Lagoa do Peixe",NA,NA,"Subarbusto; Na zona intermediária entre a mata turfosa e o barranco",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"26882","auto",NA,NA,NA,NA,NA,NA,NA
