"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"99","2020-12-11 11:32:24-03","UFMG","BHCB","43916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M.Barroso, G.M.Barroso","Silva, JM; Cordeiro, J; Poliquesi, CB","1994","1997","09","18","Southern America","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Campo de altitude. Solo turfoso, úmido. Subarbusto 0,5m. Flor creme, masculina.",NA,NA,NA,"Serra Papanduva.",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
"100","2021-02-11 17:18:00-03","UFPR","UPCB","27416","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","5049","1958","10","03",NA,"Brasil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,"Subarbusto 60cm, capítulos creme. Brejo turfoso..",NA,NA,"Luis, T.","Arredores",NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA
"101","2021-02-11 17:18:00-03","UFPR","UPCB","8650","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","24775","1970","09","26",NA,"Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,"Arbusto 1m, capítulos creme, brejo..",NA,NA,"Hatschbach, G.","Rio Jerônimo","1971","01",NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA
"102","2021-02-11 17:18:00-03","UFPR","UPCB","52503","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Silva, J.M.","4195","2004","11","02",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto 60cm, capítulos creme, campo úmido..",NA,NA,"Hatschbach, G.",NA,"2004","01",NA,NA,NA,NA,"01","45291","auto",NA,NA,NA,NA
"103","2021-02-11 17:18:00-03","UFPR","UPCB","1569","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","5049","1958","10","03",NA,"Brasil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,"Subarbusto 60cm, capítulos creme. Brejo turfoso..",NA,NA,"Luis, T.","Arredores",NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA
"104","2021-02-11 17:18:00-03","UFPR","UPCB","50659","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","78147","2004","10","17",NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Ereta, 50cm, flor creme. Campo rochoso, depressão brejosa. Alt.: 1150m s.n.m..",NA,NA,"Hatschbach, G.","Arredores de Pericó","2004","01",NA,NA,NA,NA,"01","48290","auto",NA,NA,NA,NA
"105","2021-02-11 17:18:00-03","UFPR","UPCB","77788","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Braga, R.","296","1960","09","06",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"1,2m, campo..","UPCB0038033",NA,"Hatschbach, G.","Barigui do Portão","1960","09",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"106","2021-02-11 17:18:00-03","UFPR","UPCB","2515","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Braga, R.","296","1960","09","06",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"1,2m, campo..",NA,NA,"Hatschbach, G.","Barigui do Portão","1960","09",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"107","2021-02-11 17:18:00-03","UFPR","UPCB","6637","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","14974","1966","10","18",NA,"Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,"Sufrutice, capítulos amarelos. Brejo..",NA,NA,"Hatschbach, G.","Cab. Rio Iratim","1967","10",NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA
"108","2021-02-11 17:18:00-03","UFPR","UPCB","4793","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","11592","1964","09","27",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto, capítulos creme, zona de campo, local brejoso..",NA,NA,"Hatschbach, G.","Estrada Velha Rod. do Café-Itaiacoca","1964","10",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"109","2021-02-11 17:18:00-03","UFPR","UPCB","29660","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Kozera, C.","263","1996","10","18",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea, flores alvas. Coletada em área de brejo..",NA,NA,"Kozera, C.","Parque Barigui","1997","01",NA,NA,NA,NA,"23","25180","auto",NA,NA,NA,NA
"110","2021-02-11 17:18:00-03","UFPR","UPCB","8969","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Hatschbach, G.","22825","1969","11","05",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto 1m, capítulos creme. Brejo. Alt.: 900m s.n.m..",NA,NA,"Hatschbach, G.","Rio Pequeno","1971","05",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"111","2021-02-11 17:18:00-03","UFPR","UPCB","9713","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","var. weirii","Baccharis megapotamica var. weirii","Spreng.","Kummrow, R.","687","1974","10","23",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto 2m, flor alva, orla da mata (solo úmido)..",NA,NA,"Hatschbach, G.","Tatuquara","1975","05",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"112","2021-02-11 17:18:00-03","UFPR","UPCB","84997","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica var. weirii",NA,"Baccharis megapotamica var. weirii","(Baker) G.M. Barroso","Costa, E.F | Barbosa, E.","3","2004","11","29",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Sublenhosa, 50 cm, capítulo alvacento, flor feminina. Solo turfoso e úmido..",NA,NA,"Hatschbach, G.","Medianeira","2004",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"113","2021-02-11 17:18:00-03","UFPR","UPCB","84994","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica var. weirii",NA,"Baccharis megapotamica var. weirii","(Baker) G.M. Barroso","Costa, E.F | Barbosa, E.","1","2004","11","29",NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Subarbusto, 50 cm, capítulo alvacento, flor masculina. Solo turfoso e úmido..",NA,NA,"Hatschbach, G.","Medianeira","2004",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"114","2021-02-11 17:18:00-03","UFPR","UPCB","84922","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica var. weirii",NA,"Baccharis megapotamica var. weirii","(Baker) G.M. Barroso","Silva, J.M.","4195","2004","11","02",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto, 60 cm , capítulo creme. Campo úmido..",NA,NA,"Hatschbach, G.","Rio Pequeno.","2004",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"115","2021-02-11 17:18:01-03","UFPR","UPCB","90148","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Sousa, L. P.","124","2010","09","15",NA,"Brasil","Paraná","Palmas","-51.9906005859375","-26.4841995239258","1260","1260",NA,NA,"UPCB0029040","UPCB0029040","Ribas, O.","Fazenda Coxilhão, Nascente do Rio da Dama, afluente do Rio Chopin. Campo de altitude Hidrófilo (Estepe Gramíneo-Lenhosa), Organosolo Háplico; 5 ha.","2012","03",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","3291390","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Gert G. Hatschbach","Hatschbach 45489","1982",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","Corrego da Anta (mun. Palmeira).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2012-02-17 11:54:00-02","MO","MOBOT","100450411","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","A. Velho","Velho s.n.","2000","9","30","South America","Brazil","Rio Grande do Sul",NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,"G. Heiden","Mun. de Esmeralda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","3290475","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","* EGYDIO","EGYDIO 72","1950",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irmão Teodoro Luis, F.S.C","Capão do Leão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2018-06-22 05:25:00-03","MO","MOBOT","3290703","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Lyman B. Smith|Pe. Raulino Reitz","Smith 12461","1964","10","13","South America","Brazil","Santa Catarina",NA,"-51.83333","-26.95","700.00000000","900.00000000",NA,NA,NA,NA,"G.M. Barroso","Mun. Irani: Dry field. Campo de Irani.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","3290850","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Gert G. Hatschbach","Hatschbach 33623","1973","12","26","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach, 3/","Jardim Natalia (mun. Curitiba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2008-05-27 22:02:00-03","MO","MOBOT","3290970","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Per Dusén","Dusén 10347","1910",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P. Dusén","Pinhas, in subpabudosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","3291116","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Gert G. Hatschbach","Hatschbach 22825","1969","11","5","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach, 5/","Rio Pequeno (Mun. San José dos Pinhaes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2015-01-25 12:14:00-02","MO","MOBOT","3291199","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","M. Rossato","Rossato 3218","1987","9","13","South America","Brazil",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,"RS-Esmeralda-Fazenda de Guabiroba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-01-25 12:14:00-02","MO","MOBOT","3291286","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","M. Rossato","Rossato 3218","1987","9","13","South America","Brazil",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,"Harold Robinson em November.","RS-Esmeralda-Fazenda da Guabiroba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","3294885","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","J.M. Silva","Silva 1994","1997","9","18","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","Serra Papanduva (Mun. Tijucas do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2012-02-17 11:58:00-02","MO","MOBOT","100450412","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","E.F. Costa|et al.","Costa 3","2004","9","29","South America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"G. Heiden","Medianeira.",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,"1",NA,NA
"127","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","53359",NA,"Plantae",NA,NA,"Compositae","Baccharis","weirii",NA,"Baccharis weirii","Baker","F. Gonzatti","1856","2015","04","21",NA,"Brasil","Rio Grande do Sul","Osório","-50.212778","-29.976944","8","8",NA,"Hábitat: Banhado em sucessão. Arbusto em meio a moitas de vegetação com capítulos densos e amarelados.","MBML053359","MBML053359","J. Gaio/2015","Santa Luzia, Fazenda do Arroio",NA,NA,"50W12'46","29S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-06-15 15:28:45-03","UNESP-RC","HRCB","45242","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Pivetta","1365","1956","02","28",NA,"Brasil","Rio Grande do Sul","Vale Veneto",NA,NA,"80","80",NA,"Erva perene, flor branco amarelada.",NA,NA,"Rambo","S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-01-26 14:12:20-03","CPACT","ECT","742","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","G.Heiden; R.T.Pennington | J.R.V.Iganci | G.Heiden","1396","2010","07","16",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.217778","-29.186389","984","984",NA,NA,"ECT0000742","ECT0000742","G.Heiden","Tainhas. RS 020, entre Tainhas e Cambará do Sul, divisa com São Francisco de Paula. Campo de altitude subtropical (campos de cima da serra) brejoso.","2010","07","50º13'4''W","29º11'11''S",NA,NA,"16",NA,NA,NA,NA,NA,NA
"130","2021-01-26 14:12:20-03","CPACT","ECT","5122","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","F.Gonzatti","1856","2015","04","21",NA,"Brasil","Rio Grande do Sul","Osório","-50.212778","-29.976944","8","8",NA,NA,"ECT0005122","ECT0005122","J.Gaio","Santa Luzia , Fazenda do Arroio.","2015","07","50º12'46''W","29º58'37''S",NA,NA,"02",NA,NA,NA,NA,NA,NA
"131","2021-01-26 14:12:20-03","CPACT","ECT","415","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","G.Heiden","1120","2009","10","21",NA,"Brasil","Santa Catarina","Campos Novos","-51.1925","-27.514444","799","799",NA,NA,"ECT0000415","ECT0000415","G.Heiden","Ibicuí. A montante da barragem do rio Ibicuí. Floresta ombrófila mista com araucária.","2016","06","51º11'33''W","27º30'52''S",NA,NA,"27",NA,NA,NA,NA,NA,NA
"132","2021-03-01 11:53:13-03","UFPE","UFP","23329","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) Barroso","Schlindwein, C","UFP23329","1990","04","04",NA,"Brasil","Rio Grande do Sul","Guaíra",NA,NA,"50","200",NA,NA,"UFP023329",NA,"Nelson Ivo Matzenbacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 11:53:13-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) Barroso","Schlindwein, C","UFP23329","1990","04","04",NA,"Brasil","Rio Grande do Sul","Guaíra",NA,NA,"50","200",NA,NA,NA,NA,"Nelson Ivo Matzenbacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","2573839","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. Reitz","12461","1964","10","13","South America","Brazil","Santa Catarina",NA,"-51.83","-26.95","700","900",NA,NA,"US01726944","US01726944_01",NA,"Mun. Irani: Campo de Irani.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","2321500","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","-- Reitz & Klein, --","5325","1957","10","19","South America","Brazil","Santa Catarina",NA,NA,NA,"900",NA,NA,NA,"US01726947","US01726947_01",NA,"Faz. Ernesto Scheide, Campo Alegre.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","2931756","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Hatschbach","43212","1980","10","18","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726949","US01726949_01",NA,"Col. Roseira (mun. S. José dos Pinahs).",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","2576201","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","J. R. Coleman","435","1966","8","15","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US01726943","US01726943_01",NA,"Ca 30 Km E of Camanducaia.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","3656318","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Heiden & J. R. V. Iganci","1476","2011","1","10","South America","Brazil","Santa Catarina",NA,"-50.7","-28.1789","910",NA,NA,NA,"US01726937","US01726937_01",NA,"Capão Alto: Br 116, entre Vacaria/RS e Lages/SC, km 293.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","3656307","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Heiden & J. R. V. Iganci","1498","2011","1","12","South America","Brazil","Santa Catarina",NA,"-49.4989","-28.1131","1651",NA,NA,NA,"US01726938","US01726938_01",NA,"Urubici: Parque Nacional de São Joaquim. Estrada de acesso ao Morro da Igreja.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"140","2020-09-12 05:00:02-03","US","US","1280386","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","P. K. Dusén","6789","1908","10","7","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726958","US01726958_01",NA,"Curityba, in pralundores.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"141","2020-09-12 05:00:02-03","US","US","2102362","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","B. Rambo","52176","1951","11","5","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"US01726942","US01726942_01",NA,"RGS, Tamimbesinho p.S.Frsco de Paula.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"142","2020-09-12 05:00:02-03","US","US","2403340","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","-- Reitz & Klein, --","7706","1958","12","10","South America","Brazil","Santa Catarina",NA,NA,NA,"1400",NA,NA,NA,"US01726951","US01726951_01",NA,"Fazenda da Laranja, Bom Retiro, S. Joaquim.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"143","2020-09-12 05:00:02-03","US","US","2282337","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. Reitz","10258","1957","1","17","South America","Brazil","Santa Catarina",NA,NA,NA,"1100","1200",NA,NA,"US01726948","US01726948_01",NA,"Mun. São Joaquim: Bog, 13 km northeast of São Joaquim on the road to Cruzeiro.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"144","2020-09-12 05:00:02-03","US","US","2705832","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Hatschbach","22718","1969","10","26","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726945","US01726945_01",NA,"Clevelandia.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"145","2020-09-12 05:00:02-03","US","US","1617325","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","F. C. Hoehne","23141","1928","10","22","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726953","US01726953_01",NA,"Rio Negro, Paraná.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"146","2020-09-12 05:00:02-03","US","US","22808920","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. Reitz","10426","1957","1","25","South America","Brazil","Santa Catarina",NA,NA,NA,"1650",NA,NA,NA,"US01726952","US01726952_01",NA,"Mun. Bom Retiro: Bog, Fazenda Campo dos Padres, Campo dos Padres.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"147","2020-09-12 05:00:02-03","US","US","2269451","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. Reitz","10325","1957","1","23","South America","Brazil","Santa Catarina",NA,NA,NA,"1650",NA,NA,NA,"US01726957","US01726957_01",NA,"Mun. Bom Retiro: Bog and pasture, Fazenda Campo dos Padres, Campo dos Padres.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"148","2020-09-12 05:00:02-03","US","US","2282219","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","R. Reitz","5360","1953","1","27","South America","Brazil","Santa Catarina",NA,NA,NA,"750",NA,NA,NA,"US01726954","US01726954_01",NA,"Mafra.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"149","2020-09-12 05:00:02-03","US","US","2706918","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Hatschbach","22825","1969","11","5","South America","Brazil","Paraná",NA,NA,NA,"900",NA,NA,NA,"US01726946","US01726946_01",NA,"Rio Pequeno (Mun. S. Josedos Pinhaes).",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"150","2020-09-12 05:00:02-03","US","US","2573854","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. Reitz","12460","1964","10","13","South America","Brazil","Santa Catarina",NA,"-51.83","-26.95","700","900",NA,NA,"US01726941","US01726941_01",NA,"Mun. Irani: Campo de Irani.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"151","2020-09-12 05:00:02-03","US","US","3077579","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","G. Hatschbach & A. Souza","50682","1986","10","30","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726950","US01726950_01",NA,"Borda do Campo (mun. Piraquara).",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"152","2020-09-12 05:00:02-03","US","US","1280419","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","P. K. Dusén","10347","1910","9","23","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01726955","US01726955_01",NA,"Pinhass, in subfraludosa. [interpreted]",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"153","2020-09-12 05:00:02-03","US","US","2743524","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker in Mart.","L. Smith & R. M. Klein","15576","1971","12","2","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US01726940","US01726940_01",NA,"Mun. Agua Doce, Santa Catarina-Paraná, 2 km south of Horizonte.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
