"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"23","2020-02-08 08:48:13-03","NBC","NL-BOTANY","WAG.1380710","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Rambo B",NA,"1957","01","24","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1380710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1380710","NL-WAG1380710",NA,"Sta Catarina, Campo dos Padres, in paludosis alte dumetosis.",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:33:51-02","IPA","IPA","77024","S","Plantae","Plantae",NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Gonzatti, F.","1856","2015","04","21","Southern America","Brasil","Rio Grande do Sul","Osório","-50.212778","-29.976944","8","8",NA,"Arbusto em meio a moitas de vegetação com capítulos densos e amarelados.; Banhado em sucessão.","IPA0077024","IPA0077024","Gaio, J.","Fazenda do Arroio., Santa Luzia.","2015","07","-50.212778","-29.976944",NA,NA,"02",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:27:09-03","IAP","PACA-AGP","62446","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Camargo, O. R.","2088","1957","10","15",NA,"Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,NA,"SEM MATERIAL Habitat: in humidis dumetosis Fenofase: flor","PACA062446",NA,"Emrich-Rambo",NA,"1958","09",NA,NA,"Magnoliatae",NA,"26","19545","auto",NA,NA,NA,NA
"26","2019-08-27 13:27:09-03","IAP","PACA-AGP","52176","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Rambo, B.",NA,"1951","11","05",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"SEM MATERIAL Habitat: in paludosis dumetosis Fenofase: flor feminina","PACA052176",NA,"Emrich-Rambo","Taimbezinho","1954","06",NA,NA,"Magnoliatae",NA,"05","76715","auto",NA,NA,NA,NA
"27","2019-08-27 13:27:09-03","IAP","PACA-AGP","51366","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Rambo, B.",NA,"1951","11","05",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"SEM MATERIAL Habitat: in paludosis dumetosis Fenofase: flor masculina","PACA051366",NA,"Emrich-Rambo","Taimbezinho","1954","06",NA,NA,"Magnoliatae",NA,"05","76715","auto",NA,NA,NA,NA
"28","2020-12-20 21:15:44-03","UFV","VIC","4997","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","s.n.","1966","10","18",NA,"Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,"Subarbusto; capítulos amarelos.","VIC004997","VIC004997","Hatschbach, G.","Cab. Rio Iratim, Brejo.",NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA
"29","2019-11-21 14:31:32-03","UFJF","CESJ","51704","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","E.F. Costa; E. Barbosa","1","2004","09","29","América do Sul","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Subarbusto, 50cm, capítulo alvacento, flor masculina. Solo turfoso e úmido.","CESJ051704","CESJ051704","L.C.Pereira","Medianeira","2012","01",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"30","2021-04-07 11:41:17-03","UFMS","CGMS","44999","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","J.M. Silva","4195","2004","11","02",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Capítulo creme. Fruto ausente. Habitat: Campo úmido. Habito: Subarbusto. 0.6m de altura.","CGMS1074967",NA,"Gustavo Heiden","Rio Pequeno.","2016","04",NA,NA,NA,NA,"27","45291","auto",NA,NA,NA,NA
"31","2021-03-16 17:50:36-03","UCS","HUCS","43197","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Gonzatti, F.","1856","2015","04","21",NA,"Brasil","Rio Grande do Sul","Osório","-50.212736","-29.976883","8","8",NA,"arbusto em meio a moitas de vegetação com capítulos densos e amarelados; banhado em sucessão",NA,NA,"Gaio, J.","Santa Luzia, Fazenda do Arroio","2015","07","-50.212736","-29.976883",NA,NA,"02",NA,NA,NA,NA,NA,NA
"32","2021-03-16 17:50:36-03","UCS","HUCS","03218","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Rossato, M.","s.n.","1987","09","13",NA,"Brasil","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,"Arbusto em beira de mata",NA,NA,"Robinson, H.","Fazenda da Guabiroba","1987","11",NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA
"33","2019-08-16 08:38:29-03","UTFPR","HCF","16371","S","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","A.C. Cervi","10036","2013","11","04",NA,"Brasil","SC","Bom Retiro","-49.439722","-27.685556","892","892",NA,"arbusto de 1,30 m. Capítulos creme.",NA,NA,"E. Barboza","BR-282, Km 121","2013","12","49°26'23 W","27°41'08 S",NA,NA,"03",NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:38:29-03","UTFPR","HCF","27472","S","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","J.M. Silva","7318","2009","04","15",NA,"Brasil","PR","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,"arbusto, 1m, capítulos creme. Campo graminoso.",NA,NA,"O.S. Ribas","Horizonte","2010","04",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"35","2021-03-21 19:32:47-03","UFC","EAC","15406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G. M. Barroso","Hatschbach, G.; Souza, A.","50682","1986","10","30","Southern America","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Sublenhosa, 50cm alt., capítulos amarelos femininos; Campo","EAC0015406","EAC0015406","Hatschbach, G.","Borda do campo. Depressão brejosa.","1986","10",NA,NA,NA,NA,"30","12577","auto",NA,NA,NA,NA
"36","2020-12-21 16:14:40-03","MBM","MBM","6119","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Tessmann, G.; et al.; et al.","731","1952","01","03","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM006119","MBM006119","Hatschbach, G.","Estrada Federal a Rio Negro, Km 12",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"37","2020-12-21 16:14:40-03","MBM","MBM","185507","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Lange, R.; et al.; et al.","296","1960","09","06","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM185507",NA,NA,"Barigui do Portão",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"38","2020-12-21 16:14:40-03","MBM","MBM","264681","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Tessmann, G.","3408","1948","09","08","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM264681","MBM264681","Barroso, G.M.","Capanema",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"39","2020-12-21 16:14:40-03","MBM","MBM","33812","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Kummrow, R.","687","1973","10","23","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM033812","MBM033812","Hatschbach, G.","Tatuquara",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"40","2020-12-21 16:14:40-03","MBM","MBM","358140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","7318","2009","04","15","Southern America","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,"Arbusto, 1m, capítulos creme. Campo graminoso","MBM358140","MBM358140","Ribas, O.S.","Horizonte","2010","04",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"41","2020-12-21 16:14:40-03","MBM","MBM","185513","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Dombrowski, L.T.","11804","1980","03","22","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM185513",NA,"Dombrowski, L.T.","Estrada para Porto Amazonas",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"42","2020-12-21 16:14:40-03","MBM","MBM","185510","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Dombrowski, L.T.","11830","1980","10","17","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM185510",NA,"Dombrowski, L.T.","Fazenda Santa Rita",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"43","2020-12-21 16:14:40-03","MBM","MBM","185512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Dombrowski, L.T.","9818","1978","10","09","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM185512",NA,"Dombrowski, L.T.","Piraquara",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"44","2020-12-21 16:14:40-03","MBM","MBM","33976","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Hatschbach, G.","11952","1964","09","27","Southern America","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM033976","MBM033976","Hatschbach, G.","Estrada Velha, Rodovia do Café - Itaiacoca",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"45","2020-12-21 16:14:40-03","MBM","MBM","215033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1004","1997","09","18","Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM215033","MBM215033","Hatschbach, G.","Serra Papanduva",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
"46","2020-12-21 16:14:40-03","MBM","MBM","118553","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Possato, M.; et al.; et al.","3218","1987","09","13","Southern America","Brazil","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"MBM118553","MBM118553","Robinson, H.","Fazenda da Guabiroba",NA,NA,NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA
"47","2020-12-21 16:14:40-03","MBM","MBM","185508","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Reitz, R.","5360","1953","01","27","Southern America","Brazil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248",NA,NA,NA,NA,"MBM185508",NA,"Cabrera, A.L.","Mafra",NA,NA,NA,NA,NA,NA,NA,"66490","auto",NA,NA,NA,NA
"48","2020-12-21 16:14:40-03","MBM","MBM","33957","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M. Barroso","Reitz, R.","5360","1953","01","27","Southern America","Brazil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248",NA,NA,NA,NA,"MBM033957","MBM033957","Cabrera, A.L.","Mafra",NA,NA,NA,NA,NA,NA,NA,"66490","auto",NA,NA,NA,NA
