"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"49","2019-09-04 18:27:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","foveolata","Eugenia foveolata",NA,NA,NA,NA,NA,"G. Schüch",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,"483","South America",NA,NA,NA,"Syntype",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"50","2015-03-07 09:00:05-03","F","FMNH-SEEDPLANTS","V0105937F","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0105937F","V0105937F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"51","2015-03-07 09:00:06-03","F","FMNH-SEEDPLANTS","V0105966F","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0105966F","V0105966F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"52","2020-08-20 20:40:30-03","UFSC","FLOR","27873","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.","1992",NA,NA,"Jarenkow, J.A.","1992","12","05","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"FLOR0027873",NA,NA,"Myrtales","2233",NA,"Perdida.",NA,"arvoreta, flor branca",NA,NA,NA,NA,"20837","auto",NA,NA
"53","2020-08-20 20:40:30-03","UFSC","FLOR","7626","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D.Legrand","Sobral, M.","1984",NA,NA,"Sobral, M.","1984","01","01","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"FLOR0007626",NA,NA,"Myrtales","2861",NA,NA,NA,"arvoreta, 3m altura",NA,NA,NA,NA,"30776","auto",NA,NA
"54","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","foveolata","Eugenia foveolata","O.Berg",NA,NA,NA,NA,"Schüch (Barão de Capanema), G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"483","Southern America",NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","foveolata","Eugenia foveolata","O.Berg",NA,NA,NA,NA,"Saint-Hilaire, AFCP",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:44:04-03","UFRGS","ICN","177682","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M",NA,NA,NA,"Molz, M","2014","05","24","Brasil","RS","Morrinhos do Sul","-49.973056","-29.379167","-49.973056","-29.379167",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","na beira do rio dos Negros",NA,"Datum WGS 84; arvoreta com 6 m de altura; na beira do rio",NA,"99","99",NA,NA,NA,NA,NA
"57","2021-02-08 12:44:04-03","UFRGS","ICN","177685","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M",NA,NA,NA,"Molz, M","2014","03","23","Brasil","RS","Caraá","-50.424167","-29.764444","-50.424167","-29.764444",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Camping João Fernandes",NA,"registro importante; arbusto com 4 m altura, frutos imaturos",NA,"53","53",NA,NA,NA,NA,NA
"58","2021-02-08 12:44:04-03","UFRGS","ICN","191384","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M",NA,NA,NA,"Molz, M; Seger, G","2012","11","01","Brasil","RS","Morrinhos do Sul","-49.973611","-29.346111","-49.973611","-29.346111",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Morro do Forno.",NA,"Coordenadas em UTM; Arvoreta, 3m altura, flores brancas, folhas discolores, com foveiolas visíveis a olho nu na face abaxial.",NA,"409","409",NA,NA,NA,NA,NA
"59","2021-02-08 12:44:04-03","UFRGS","ICN","048914","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M","1997",NA,NA,"Sobral, M","1981","01","02","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"586","América do Sul","Faxinal",NA,"Árvore pequena com cerca de 4 m de altura; as folhas na natureza tem a superfície inferior verrugosa.; Em interior de mato",NA,NA,NA,NA,"30776","auto",NA,NA
"60","2021-02-08 12:44:04-03","UFRGS","ICN","120738","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M",NA,NA,NA,"Sobral, M; Miró, C",NA,NA,NA,"Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Dicotyledon",NA,"7949","América do Sul","Tajuva",NA,"Arbusto 2m, em beira de mata, ca. 500m.s.m.; frutos imaturos.",NA,NA,NA,NA,"12766","auto",NA,NA
"61","2021-02-08 12:44:04-03","UFRGS","ICN","163476","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M",NA,NA,NA,"Seger, GDS","2006","01","22","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"76","América do Sul","Floresta Nacional",NA,"Flor branca, 2,5m; Interior de silvicultura de Araucária",NA,"923","923",NA,"76715","auto",NA,NA
"62","2021-02-08 12:44:04-03","UFRGS","ICN","183553","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Seger, GDS",NA,NA,NA,"Seger, GDS","2009","01","10","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"687","América do Sul","Floresta Nacional (FLONA-SFP)",NA,"Duplicata doada a HUCS; Flores, ca. de 2m; Interior de Mata nativa",NA,"923","923",NA,"76715","auto",NA,NA
"63","2021-02-08 12:44:04-03","UFRGS","ICN","183754","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Seger, GDS",NA,NA,NA,"Seger, GDS","2009","08","02","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"730","América do Sul","Floresta Nacional (FLONA-SFP)",NA,"Frutos verdes, ca. de 2m; Interior de mata nativa",NA,"923","923",NA,"76715","auto",NA,NA
"64","2021-02-08 12:44:04-03","UFRGS","ICN","089976","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M","1991",NA,NA,"Waechter, JL","1990","11","04","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dicotyledon",NA,"2453","América do Sul","Perdida",NA,"Arvoreta com 5 m de altura; sépalas verdes; pétalas brancas; folhas jovens castanho avermelhadas.; Em mata pluvial de beira de rio",NA,NA,NA,NA,"20837","auto",NA,NA
"65","2021-02-08 12:44:04-03","UFRGS","ICN","086251","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M","1985",NA,NA,"Sobral, M;; et al.","1984","01",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"2861","América do Sul","Faxinal",NA,"Arbusto de 1-2 m de altura; flores brancas.; Em interior de mata nebular, no interior do desfiladeiro",NA,NA,NA,NA,"30776","auto",NA,NA
"66","2021-02-08 12:44:04-03","UFRGS","ICN","048912","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Mattos, J","1981",NA,NA,"Sobral, M","1980","11","20","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Estação Fitotécnica de Maquiné",NA,"Arbusto com cerca de 3 m de altura; flores em botão; as folhas na natureza apresentam a superfície inferior verrugosa.; Em interior de mato",NA,NA,NA,NA,"27350","auto",NA,NA
"67","2021-02-08 12:44:04-03","UFRGS","ICN","111809","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M","1992","12",NA,"Jarenkow, JA","1992","12","05","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dicotyledon",NA,"2233","América do Sul","Perdida",NA,"Arvoreta de 6-8 m de altura.; Em Mata Atlântica da Encosta",NA,NA,NA,NA,"20837","auto",NA,NA
"68","2021-02-08 12:44:04-03","UFRGS","ICN","134202","S","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","Legrand","Legrand",NA,NA,NA,"?","1948","02","15","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"ICN00000407","ICN00000407","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,"LECTOTYPUS (Darwiniana 11: 314. 1987, Fl. Neotr. 29: 107. 1981.). Sinonímia de M. foveolata (Berg) Sobral.","Lectotypus",NA,NA,NA,"76715","auto",NA,NA
"69","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","49725","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M.","2017","10","20","Grings, M.","2012","12",NA,"Brasil","Rio Grande do Sul","Caraá","-50.435001373291","-29.7900009155273",NA,NA,"HAS0049725",NA,"Magnoliophyta",NA,"1722",NA,"Fraga, propriedade de João Petró.",NA,"em sub-bosque de mata de encosta ciliar; arvoreta de 4 m, flores brancas.",NA,NA,NA,NA,"21250","auto",NA,NA
"70","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","76335","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M.",NA,NA,NA,"Mattos, J.","1980","11",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0076335",NA,"Magnoliophyta",NA,"21676",NA,"Estação Experimental Fitotécnica",NA,"capoeira; Arbusto 2m alt.",NA,NA,NA,NA,"28094","auto",NA,NA
"71","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","94739","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","Molz, M.","2017","12","26","Molz, M.","2017","12",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.93328","-29.35997","-49,9332800","-29,3599700","HAS0094739",NA,"Magnoliophyta",NA,"s.n.",NA,"Ponto do Rio dos Negros",NA,"Arvoreta na beira do Rio dos Negros, alt. 4 m, flores brancas",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","42509","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M.","2017","03","23","Senna, R.M.; Abruzzi, M.L.","2001","11",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666",NA,NA,"HAS0042509",NA,"Magnoliophyta",NA,"485",NA,"Passo da Forquilha, planície do Rio dos Sinos",NA,NA,NA,NA,NA,NA,"29157","auto",NA,NA
"73","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","76348","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M.",NA,NA,NA,"Mattos, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0076348",NA,"Magnoliophyta",NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"74","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","76347","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Molz, M.",NA,NA,NA,"Sobral, M.","1980","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0076347",NA,"Magnoliophyta",NA,"140",NA,"Reserva Nacional",NA,"beira de mato; Árvore - duplicata ICN48336, não encontrada no ICN.",NA,NA,NA,NA,"76715","auto",NA,NA
"75","2019-11-21 10:11:55-03","IBt","SP","468463","S","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D.Legrand","Peron, M","1988","06","20","Mattos, A; et al.","1949","02","13","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"SP002909","SP002909",NA,NA,"s.n.",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,"76715","auto",NA,NA
