"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","class","order","individualCount","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","previousCatalogNumber"
"107","2020-11-12 16:58:10-03","UEL","FUEL","31834","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Ferrarezi, E","2001","02","03","Brasil","Paraná","Londrina","Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA","-51.1627998352051","-23.3103008270264","63728",NA,NA,"auto","Tracheophyta",NA,"Asparagales",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-12 16:58:10-03","UEL","FUEL","30728","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Hatschbach, G","1991",NA,NA,"Cordeiro, J; Kummrow, R","1991","01","03","Brasil","Paraná","Morretes","Estrada da Graciosa, Grota Funda, Grota Funda","-48.834400177002","-25.476900100708","30514",NA,NA,"auto","Tracheophyta",NA,"Asparagales",NA,"729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-12 16:58:10-03","UEL","FUEL","10706","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Francisco das Chagas e Silva; et al.","1986","03","01","Brasil","Paraná","Ortigueira","Br 269, Km 74, Ortigueira, Serra do Cadeado","-50.9494018554688","-24.2082996368408","46016",NA,NA,"auto","Tracheophyta",NA,"Asparagales",NA,"1004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-08 10:00:09-03","UFU","HUFU","78935","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze, M.A.","2011","03","18","Milaneze-Gutierre, M.A.","2011","03","18","Brasil","Paraná","Telêmaco Borba","UHE Mauá, Área de alagamento da UHE Mauá.","-50.591667","-24.35",NA,"Flores de coloração branca com labelo lilás.","HUFU00076295",NA,NA,NA,NA,NA,"s.n",NA,NA,NA,NA,NA,"-50.591667","-24.35",NA,NA,NA
"111","2020-08-20 20:37:56-03","UFSC","FLOR","22045","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Hatschbach, G.","1991",NA,NA,"Cordeiro, J.; Kummrow, R.","1991","01","03","Brasil","Paraná","Morretes","Estrada da Graciosa, Grota Funda.","-48.834400177002","-25.476900100708","30514","epífita, flor lilás, com labelo mais escuro","FLOR0022045","auto",NA,NA,"Asparagales",NA,"729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-08-20 20:37:56-03","UFSC","FLOR","3248","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1973","02","20","Brasil","Santa Catarina","Águas Mornas","Imaruí.","-48.823600769043","-27.6938991546631","26556","epífito, flor tépalas creme, labelo roxo e creme, Fruto Imaturo,","FLOR0003248","auto",NA,NA,"Asparagales",NA,"10870",NA,NA,NA,"150","150",NA,NA,NA,NA,NA
"113","2020-08-20 20:37:56-03","UFSC","FLOR","1730","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Pabst, G.","1968",NA,NA,"Klein, R.M.","1967","02","14","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000","flor labelo roxo, pet e sep brancas","FLOR0001730","auto",NA,NA,"Asparagales",NA,"7170",NA,NA,NA,"400","400",NA,NA,NA,NA,NA
"114","2021-03-04 15:42:06-03","IF","SPSF","26371","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","T.Caetano","2009","05","11","F.A.R.D.P.Arzolla","2000","03","16","Brasil","SP","Mairiporã","P.E.Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424","15840","COLETA: XLS: SPSFAntigo&nf;Epífita de sápalas creme, labelo roxo e pétalas creme arroxeadas.;",NA,"auto","Magnoliophyta","Liliopsida","Orchidales",NA,"106","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in sylvis supra arbores ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,NA,NA,"429?1/2","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Schwacke, Anna",NA,NA,NA,"Brazil","Santa Catarina","Joinville","in arboribus ad Joinville","-48.8456","-26.3044","37150",NA,NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Devos",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3261?","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"St.-Hil, A",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1485","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Binot, PM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3261","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Binot, PM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"St.-Hil, A",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1485?","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"St.-Hil, A",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1485","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"St.-Hil, A",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1485?","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil","Santa Catarina","Joinville","in arboribus ad Joinville","-48.8456","-26.3044","37150","Floret Januario - Maio",NA,"auto",NA,NA,NA,NA,"6958?","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in sylvis supra arbores ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,NA,NA,"265?","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"128","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in sylvis supra arbores ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,NA,NA,"4291/2","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"129","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in sylvis supra arbores ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,NA,NA,"265","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"130","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Devos",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil","Santa Catarina","Joinville","in arboribus ad Joinville","-48.8456","-26.3044","37150","Floret Januario - Maio",NA,"auto",NA,NA,NA,NA,"6958","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Schwacke, Anna",NA,NA,NA,"Brazil","Santa Catarina","Joinville","in arboribus ad Joinville","-48.8456","-26.3044","37150",NA,NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,"P03P6N0060",NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:52:19-03","UFRGS","ICN","089988","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. f.","Waechter, JL",NA,NA,NA,"Waechter, JL","1990","08","31","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566","20837","Espécie ameaçada de extinção (Em perigo).; Floresceu em cultura. Herborizada em 18/XII/1990; flores brancas; labelo com mancha amarela na base e violácea no meio; coluna amarela n abase e violácea na estigma.","ICN00040510","auto","Monocotyledon",NA,NA,NA,"2465","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:52:19-03","UFRGS","ICN","019430","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. f.","Pabst",NA,NA,NA,"Irmão Bento","1955","02","18","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Colhida no orquidiário.","ICN00040509","auto","Monocotyledon",NA,NA,NA,"43","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:52:19-03","UFRGS","ICN","014951","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. f.","Dutra",NA,NA,NA,"Dutra, J","1926","04",NA,"Brasil","RS","São Leopoldo","picada Verão","-51.1472015380859","-29.7602996826172","10287","Espécie ameaçada de extinção (Em perigo).","ICN00040511","auto","Monocotyledon",NA,NA,NA,"951","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-03 22:00:02-03","FLAS","FLAS","178475","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92014",NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-22 16:23:15-03","FEPAGRO","BLA","2122","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","E. W. Schlichting",NA,NA,NA,"E. W. Schlichting",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,"Ripado do S. B.",NA,NA,NA,"Sem data de coleta e cidadeHabitat: Cultivado","BLA002122",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:13:34-03","IBt","SP","330935","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Buono, FA","1996","04",NA,"Neto, G; Augusto, MJ; Silva, MB","1978","04","05","Brasil","São Paulo",NA,"Litoral norte, Juquei. Cultivada no Instituto de Botânica sob nº 10777, florindo em IV-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:13:34-03","IBt","SP","330937","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Buono, FA","1996","04",NA,"Brolio, P","1962","09","25","Brasil","São Paulo",NA,"Praia da Baleia. Cultivada no Instituto de Botânica, florindo em 12-IV-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:13:34-03","IBt","SP","27298","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, A",NA,NA,NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641","25710",NA,NA,"auto",NA,NA,NA,NA,"II-265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:13:34-03","IBt","SP","409351","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Chagas Silva, F; et al.","1986","03","01","Brasil","Paraná","Ortigueira","BE 269, km 74. Ortigueira - Serra do Cadeado","-50.9494018554688","-24.2082996368408","46016",NA,NA,"auto",NA,NA,NA,NA,"1004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:13:34-03","IBt","SP","183755","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Barros, F",NA,NA,NA,"Sakane, M","1978","02","27","Brasil","Santa Catarina","Navegantes",NA,"-48.6542015075684","-26.8988990783691","24562",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:13:34-03","IBt","SP","385232","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Romanini, RP","2006","04","06","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 13.130","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto",NA,NA,NA,NA,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:13:34-03","IBt","SP","175158","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Barros, F","1981","06",NA,"Bicalho, HD","1961","03","13","Brasil","São Paulo","Embu-Guaçu","Bairro do Penteado. Florida em 31-I-1968","-46.810001373291","-23.8299999237061","15311",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,"900","1000",NA,NA,NA,NA,NA
"145","2019-11-21 10:13:34-03","IBt","SP","5349","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Hoehne, FC; Schlechtler, R",NA,NA,NA,"Arantes, JB","1922","02","22","Brasil","São Paulo","Itatiba","Cultivado na estufa em Butantan","-46.8300018310547","-23","17442",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 10:13:34-03","IBt","SP","376924","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Barros, F","2003","08","28","Arzolla, FARDP","2000","03","16","Brasil","São Paulo","Mairiporã","Parque Estadual da Cantareira, Águas claras","-46.5800018310547","-23.3099994659424","15840",NA,NA,"auto",NA,NA,NA,NA,"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:13:34-03","IBt","SP","330938","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Buono, FA","1996","04",NA,"Carlucci, MV","1981","01","14","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Cultivada no Instituto de Botânica sob nº 11923, florindo em 12-IV-1996","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 10:13:34-03","IBt","SP","316397","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Amaral Jr, A","1973","01","24","Brasil","São Paulo","São Manuel","Pavuna, próximo ao limite do mun. de Botucatu com S. Manuel pela rod. Marechal Rondon","-48.5699996948242","-22.7299995422363","24793",NA,NA,"auto",NA,NA,NA,NA,"1400",NA,NA,NA,"700","730",NA,NA,NA,NA,NA
"149","2019-11-21 10:13:34-03","IBt","SP","46359","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Hoehne, FC",NA,NA,NA,"Handro, O","1937","03","04","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa do Jardim","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 10:13:34-03","IBt","SP","330936","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Buono, FA","1996","04",NA,"Gil, VL; Neto, G; Silva, MB","1984","09","20","Brasil","São Paulo","São Sebastião","Faenda Juréia. Cultivada no Instituto de Botânica sob nº 13662, florindo em 12-IV-1996","-45.4099998474121","-23.7600002288818","41977",NA,NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
