"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","locality","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","geoFlag"
"11","2021-03-30 12:53:15-03","EAO","IAN","67268","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Nascimento, EAP","Glaziou","22508","1894",NA,NA,"Southern America","Brasil","Goiás","Goiás Velho",NA,NA,NA,NA,NA,NA,"IAN067268",NA,NA,"2015","06","18",NA,NA,NA,NA,NA
"12","2019-02-15 11:47:40-02","IPA","IPA","17632","S","Plantae","Plantae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Filgueiras, T.S.","Guilietti, L.","323","1968","10","06","Southern America","Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"IPA0017632",NA,"15 Km ao Sul do Acampamento da Royal Society, na estrada Xavantina - São Felix. Campo úmido.","2006","11","28",NA,NA,NA,NA,NA
"13","2020-12-21 16:40:17-03","MBM","MBM","26419","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","(Nees) Henrard","Canto-Dorow, T.","Hatschbach, G.","32467","1973","08","29","Southern America","Brazil","Mato Grosso","Rio Verde",NA,NA,NA,NA,NA,NA,"MBM026419","MBM026419","Fazenda Capão da Taquara",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:40:17-03","MBM","MBM","27195","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","(Nees) Henrard","Renvoize, S.A.; Canto-Dorow","Hatschbach, G.; Koczicki, C.; Koczicki, C.","32999",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Nova Andradina",NA,NA,NA,NA,NA,NA,"MBM027195",NA,"Casa Branca",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:40:17-03","MBM","MBM","27213","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","(Nees) Henrard","Renvoize, S.A.; Canto-Dorow","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33154",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Verde",NA,NA,NA,NA,NA,NA,"MBM027213","MBM027213","Rod. BR-163",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-01 14:26:47-03","JBB","HEPH","28701","S","Plantae","Monocotyledon","Poales","Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Alkimim, W","Alkimim, W","111","2010","03","10","Southern America","Brasil","Distrito Federal","Brasília","-47.835","-15.874167",NA,NA,NA,NA,NA,NA,"Estação Ecológica do Jardim Botânico de Brasília, Trilha Ecológica","2010","03","24","-47.835","-15.874167",NA,NA,NA
"17","2009-08-21 06:48:00-03","MO","MOBOT","2855387","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","T.S. Filgueria","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7150","1964","10","21","South America","Brazil","Goiás",NA,"-51.78333","-17.2",NA,NA,NA,NA,NA,NA,"Serra do Caiapó, Campo slopes, ca. 33km S. of Caiaponia on road to Jataí. Infrequent/",NA,NA,NA,NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","232818","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard",NA,"Howard S. Irwin|et al.","Irwin 9885","1965","11","3","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 km S Cristalina, Serra dos Cristais.",NA,NA,NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","232826","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard",NA,"Howard S. Irwin|et al.","Irwin 9647","1965","10","28","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chapada da Contagem.",NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2855234","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Renvoize","W. Wayt Thomas","Thomas 5694","1987","12","4","South America","Bolivia","Santa Cruz","Velasco","-60.71666","-13.98333",NA,NA,NA,NA,NA,NA,"Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado, Rocky hills east of airstrip.",NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-07-17 14:12:00-03","MO","MOBOT","2855273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Tim Killeen","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9690","1965","10","29","South America","Brazil","Distrito Federal",NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,"Brasilia, D.F. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA
"22","2009-07-17 14:12:00-03","MO","MOBOT","2855321","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard",NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10091","1965","11","8","South America","Brazil","Distrito Federal",NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,"1 km. N. of Sobradinho, D.F. Cerrado and gallery margin.",NA,NA,NA,NA,NA,NA,NA,NA
"23","2009-07-17 14:12:00-03","MO","MOBOT","2855472","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Tim Killeen","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10274","1965","11","13","South America","Brazil","Distrito Federal",NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,"Brasilia,",NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-07-17 14:12:00-03","MO","MOBOT","2855519","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Tim Killeen","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9265","1965","10","16","South America","Brazil","Distrito Federal",NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"Cerrado, ca. 5 km. N. of Planaltina, on road to São Gabriel de Goiãs.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-02 16:36:30-03","Cenargen","CEN","13933","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","T. S. Canto-Dorow","José Antônio da Silva","201","1981","12","02",NA,"Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área queimada. Doação do CPAC - Embrapa.","CEN00013933","CEN00013933","Planaltina. CPAC-EMBRAPA -Chapada","2001","07",NA,NA,NA,"70570","1","auto"
"26","2020-09-02 16:36:30-03","Cenargen","CEN","64256","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","G. H. Rua","Gabriel Hugo Rua","655","2005","11","03",NA,"Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00064256","CEN00064256","RA IV, estrada para o Poço Azul, 1,2 - 1,3 km da DF-001.","2005","11",NA,NA,NA,"70570","2","auto"
"27","2020-09-02 16:36:30-03","Cenargen","CEN","23889","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","T. S. Canto-Dorow","Roberto Fontes Vieira","1712","1993","10","27",NA,"Brasil","GO","CALDAS NOVAS","48.5333333","-17.7","720","720","Exsicatas",NA,"CEN00023889",NA,"Margem direita do rio Corumbá, próximo à alternativa 9.","2001","07",NA,"48.5333333","-17.7",NA,"4",NA
"28","2020-09-02 16:36:30-03","Cenargen","CEN","56961","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","J. F. M. Valls","Regina Célia Oliveira","1431","2000","10","17",NA,"Brasil","DF","BRASILIA","-47.866666","-15.95",NA,NA,"Exsicatas","Voucher do trabalho: Diferentes regimes de queima sobre a comunidade de Gramíneas do Cerrado.","CEN00056961","CEN00056961","Reserva Ecológica do IBGE. Área do Projeto Fogo UnB. Altitude entre 1060 - 1173 msm.","2018","01",NA,"-47.866666","-15.95",NA,"5",NA
"29","2020-09-02 16:36:30-03","Cenargen","CEN","102223","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","T. S. Canto-Dorow","José Francisco Montenegro Valls","9260","1985","10","20",NA,"Brasil","MS","RIO VERDE DE MATO GROSSO","-54.823888","-18.752222","400","400","Exsicatas",NA,"CEN00102223","CEN00102223","Entrada da estrada que desce para a Serra da Alegria à partir da BR - 163, entre Rio Verde e Coxim.","1998","11",NA,"-54.823888","-18.752222",NA,"3",NA
"30","2020-09-02 16:36:30-03","Cenargen","CEN","29728","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","J. F. M. Valls","José Antônio da Silva","114","1980","11","26",NA,"Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","1160","1160","Exsicatas","Área queimado do CPAC.","CEN00029728","CEN00029728","Chapada - CPAC -","2018","03",NA,NA,NA,"70570","1","auto"
"31","2020-09-02 16:36:30-03","Cenargen","CEN","64247","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","G. H. Rua","Gabriel Hugo Rua","649","2005","10","22",NA,"Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área queimada recentemente.","CEN00064247","CEN00064247","RA IV, estrada para o Poço Azul, ca. 1 km da DF-001.","2005","10",NA,NA,NA,"70570","2","auto"
"32","2019-11-01 15:16:06-03","UnB","UB","76600","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Silva, JCS","782","1994","12","02","Southern America","Brasil","Distrito Federal","Planaltina","-47.805556","-15.666667","900","900",NA,"Capim ca. 1m de altura, inflorescência com anteras roxas; Cerrado","UB0025615","UB0025615","Área de Chapadão BR-020 Sobradinho. Planaltina km 15 à direita da rodovia","2001","07",NA,"-47.805556","-15.666667",NA,NA,NA
"33","2019-11-01 15:16:06-03","UnB","UB","76603","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Irwin, HS","9690","1965","10","29","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","975","975",NA,"Caespitose, the culms to 70cm tall; Cerrado","UB0025609","UB0025609",NA,"2001","07",NA,NA,NA,"70570",NA,"auto"
"34","2019-11-01 15:16:06-03","UnB","UB","76605","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Almeida, SP","858",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Planaltina","-47.423","-15.57",NA,NA,NA,"Erva. Capim ca. 80cm de altura, inflorescência cor de palha, anteras roxas; Cerrado. Solo arenoso","UB0025606","UB0025606","CPAC - Chapada entre Sobradinho e CPAC à direita da rodovia","2001","07",NA,"-47.423","-15.57",NA,NA,NA
"35","2019-11-01 15:16:06-03","UnB","UB","76599","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Almeida, SP","800","1983","12","12","Southern America","Brasil","Distrito Federal","Planaltina","-47.423","-15.353",NA,NA,NA,"Planta ca. 1m de altura. Haste com infl. espiguetas marrons brilhosas; folhas e hastes macias e pilosas. Base da lâmina com faixa cor de vinho; Cerrado. Solo arenoso","UB0025612","UB0025612","CPAC","2001","07",NA,"-47.423","-15.353",NA,NA,NA
"36","2019-11-01 15:16:06-03","UnB","UB","136878","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Alkimim, W","Alkimim, W","111","2010","03","10","Southern America","Brasil","Distrito Federal","Brasília","-47.835","-15.874167",NA,NA,NA,"Erva. 1,4m. Espigueta castanho-claro; Cerrado sensu stricto","UB0025608","UB0025608","Jardim Botânico, Trilha Ecológica","2010","03","24","-47.835","-15.874167",NA,NA,NA
"37","2019-11-01 15:16:06-03","UnB","UB","161799","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Oliveira, RC","Faria, JEQ","777","2010","02","14","Southern America","Brasil","Goiás","Alto Horizonte","-49.3386","-14.1956",NA,NA,NA,"Solo arenoso pedregoso, relevo plano; Erva ca. de 0,5 m de altura, inflorescência com espigueta verde claro; Cerrado sensu stricto","UB0017473","UB0017473","Fazenda do senhor Manoel Braz",NA,NA,NA,"-49.3386","-14.1956",NA,NA,NA
"38","2019-11-01 15:16:06-03","UnB","UB","16383","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Oliveira, RC","Martins, CR","557","2004","12","24","Southern America","Brasil","Distrito Federal","Brasília","-47.926111","-15.731389",NA,NA,NA,"Erva; Campo sujo antropizado com presença de 40-50% de capim gordura. Solo: Latossolo","UB0025611","UB0025611","Parque Nacional de Brasília. Área ao lado da antiga pista de pouso de ultra-leve, próxima a Administração do Parque. Área submetida a uma queimada controlada em setembro de 2003",NA,NA,NA,"-47.926111","-15.731389",NA,NA,NA
"39","2019-11-01 15:16:06-03","UnB","UB","76601","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Irwin, HS","9647","1965","10",NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"Caespitose, the culms to 75cm tall; Steep slopes, cerrado","UB0025614","UB0025614","20km ao NE de BRasília","2001","07",NA,NA,NA,NA,NA,NA
"40","2019-11-01 15:16:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Almeida, SP","800","1983","12","12","Southern America","Brasil","Distrito Federal","Planaltina","-47.423","-15.353",NA,NA,NA,"Planta ca. 1m de altura. Haste com infl. espiguetas marrons brilhosas; folhas e hastes macias e pilosas. Base da lâmina com faixa cor de vinho; Cerrado. Solo arenoso","UB0025613","UB0025613","CPAC","2001","07",NA,"-47.423","-15.353",NA,NA,NA
"41","2019-11-01 15:16:06-03","UnB","UB","76604","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Irwin, HS","9265","1965","10","16","Southern America","Brasil","Distrito Federal",NA,NA,NA,"1200","1200",NA,"Caespitose, the culms to ca. 75cm tall; Cerrado","UB0025607","UB0025607","Ca. 5km N of Planaltina, on road to São Gabriel de Goiás","2001","07",NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:16:06-03","UnB","UB","79269","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Irwin, HS","9885","1965","11","03","Southern America","Brasil","Goiás","Cristalina","-47.6136","-16.7686","1175","1175",NA,"Caespitose, to ca. 1m tall; Creek bank","UB0017472","UB0017472","Cristalina, Ca. 6km S of Cristallina","2001","07",NA,"-47.6136","-16.7686",NA,NA,NA
"43","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Gottsberger, IS; Campos, CJ","16-19974","1974","09","19","Southern America","Brasil","São Paulo","Botucatu","-48.416667","-22.75","550","550",NA,"A área é preservada pela Usina de Açúcar de São Manuel; Anteras liláses; Uma área de cerrado, consistindo de dois morros e um vale no meio. Declive a Oeste; cerrado aberto com árvores de 2-5m de altura, queimado em julho de 1974","UB0017470","UB0017470","18km ao norte de Botucatu, 14km a leste de São Manuel. Ao longo da estrada São Manuel-Piracicaba. Perto da Estação 13 de Maio, da antiga linha de trem","2001","07",NA,"-48.416667","-22.75",NA,NA,NA
"44","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Gottsberger, IS; Campos, CJ","16-19974","1974","09","19","Southern America","Brasil","São Paulo","Botucatu","-48.416667","-22.75","550","550",NA,"A área é preservada pela Usina de Açúcar de São Manuel; Anteras liláses; Uma área de cerrado, consistindo de dois morros e um vale no meio. Declive a Oeste; cerrado aberto com árvores de 2-5m de altura, queimado em julho de 1974","UB0017471","UB0017471","18km ao norte de Botucatu, 14km a leste de São Manuel. Ao longo da estrada São Manuel-Piracicaba. Perto da Estação 13 de Maio, da antiga linha de trem","2001","07",NA,"-48.416667","-22.75",NA,NA,NA
"45","2019-11-01 15:16:06-03","UnB","UB","76602","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, T","Irwin, HS","10254","1965","11","13","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","975","975",NA,"Caespitose, the culms to 50cm tall; Cerrado","UB0025610","UB0025610",NA,"2001","07",NA,NA,NA,"70570",NA,"auto"
"46","2019-05-06 12:01:37-03","UFU","HUFU","73121","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard",NA,"Fieker, C.Z.; Reis, M.G.","26","2013","09","07",NA,"Brasil","Minas Gerais","São Roque de Minas","-46.483333","-20.235278",NA,NA,NA,"Cerrado - Campo limpo","HUFU00069948","HUFU00069948","Parque Naciona da Serra da Canastra",NA,NA,NA,"-46.483333","-20.235278",NA,NA,NA
"47","2021-02-08 12:53:22-03","UFRGS","ICN","130728","S","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard",NA,"Aparecida da Silva, M; dos Santos, AJV","3252","1996","11","13","América do Sul","Brasil","GO","Chapada dos Veadeiros",NA,NA,NA,NA,NA,"doação IBGE",NA,NA,"23 km de Alto Paraíso em direcão a Teresina de Goiás",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:53:22-03","UFRGS","ICN","184983","S","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Welker, CAD","Fieker, CZ; Reis, MG","59","2014","11","18","América do Sul","Brasil","MG","São Roque de Minas","-46.451667","-20.225278",NA,NA,NA,"Cerrado - campo limpo / rupestre",NA,NA,"Parque Nacional da Serra da Canastra","2016","01",NA,"-46.451667","-20.225278",NA,NA,NA
"49","2019-11-21 10:15:17-03","IBt","SP","235526","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, TS","Irwin, HS; Soderstrom, TR","6976","1964","10","18",NA,"Brasil","Goiás","Caiapônia","-51.783333","-17.2","800","1000",NA,NA,"SP051310","SP051310","Serra do Caiapó, Ca. 33 km S of Caiapônia on road to Jataí","2001","07",NA,"-51.783333","-17.2",NA,NA,NA
"50","2019-11-21 10:15:17-03","IBt","SP","235568","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, TS","Irwin, HS; Soderstrom, TR","7150","1964","10","21",NA,"Brasil","Goiás","Caiapônia","-51.783333","-17.2",NA,NA,NA,NA,NA,NA,"Serra do Caiapó, Ca. 33 km S of Caiapônia on road to Jataí","2001","07",NA,"-51.783333","-17.2",NA,NA,NA
"51","2019-11-21 10:15:17-03","IBt","SP","235625","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, TS","Irwin, HS; Soderstrom, TR","7043","1964","10","19",NA,"Brasil","Goiás","Caiapônia","-51.783333","-17.2","800","1000",NA,NA,"SP051313","SP051313","Serra do Caiapó, Ca. 35 km S of Caiapônia on road to Jataí","2001","07",NA,"-51.783333","-17.2",NA,NA,NA
"52","2019-11-21 10:15:17-03","IBt","SP","58449","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Rodrigues, RS","Joly, AB","1176","1950","11","10",NA,"Brasil","Paraná","Vila Velha",NA,NA,NA,NA,NA,NA,"SP043225","SP043225",NA,"2012","01","16",NA,NA,NA,NA,NA
"53","2019-11-21 10:15:17-03","IBt","SP","344202","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Rodrigues, RS","Fonseca, ML; Alvarenga, D","2188","1999","10","28",NA,"Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP043226","SP043226","Reserva Ecológica do IBGE, Área do Córrego Taquara.","2012","01","16",NA,NA,"70570",NA,"auto"
"54","2019-11-21 10:15:17-03","IBt","SP","256320","S","Plantae",NA,NA,"Poaceae","Digitaria","neesiana","Digitaria neesiana","Henrard","Canto-Dorow, TS","Mendonça, RC; et al.","1984","1991","12","06",NA,"Brasil","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SP051314","SP051314","Estrada Teresina de Goías/Alto Paraíso","2001","07",NA,NA,NA,"44724",NA,"auto"
