"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1564","2020-09-12 05:00:02-03","US","US","2688386","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten","5074","1962","12","13","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874293",NA,"Polygalales",NA,NA,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu 3.7km NNW of Padua Sales.","US01874293_01 US01874293_02","Mogi Guaçu","-47.12","-22.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1565","2020-09-12 05:00:02-03","US","US","3007107","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Hage & H. S. Brito","21843","1980","4","27","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01874239",NA,"Polygalales",NA,NA,"Chapadão Ocidental da Bahia. About 9km S.E. of Correntina, on road to Jaborandí","US01874239_01 US01874239_02",NA,"-44.58","-13.4","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1566","2020-09-12 05:00:02-03","US","US","1176915","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","R. S. Williams","528","1901","12","17","South America - Neotropics","Bolivia",NA,NA,NA,NA,"US03329819",NA,"Polygalales",NA,NA,"Tumupasa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1567","2020-09-12 05:00:02-03","US","US","1741089","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","B. E. Dahlgren","871","1905","4","18","South America - Neotropics","Brazil","Piauí",NA,NA,NA,"US01874169",NA,"Polygalales",NA,NA,NA,"US01874169_01 US01874169_02","Campo Maior","-42.1685981750488","-4.82777976989746",NA,NA,NA,"41673","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1568","2020-09-12 05:00:02-03","US","US","1112560","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","A. F. C. P. de Saint-Hilaire","s.n.","1904","12","20","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01874171",NA,"Polygalales",NA,NA,NA,"US01874171_01 US01874171_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1569","2020-09-12 05:00:02-03","US","US","202075","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","A. F. Regnell","s.n.","1848","12","5","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874161",NA,"Polygalales",NA,NA,NA,"US01874161_01 US01874161_02","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1570","2020-09-12 05:00:02-03","US","US","2565899","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","A. F. C. P. de Saint-Hilaire","2/B/2345","1904","12","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874155",NA,"Polygalales",NA,NA,NA,"US01874155_01 US01874155_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1571","2020-09-12 05:00:02-03","US","US","1574021","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. H. von Langsdorff, G. Langsdorff & G. H. von Langsdorff","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874157",NA,"Polygalales",NA,NA,NA,"US01874157_01 US01874157_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1572","2020-09-12 05:00:02-03","US","US","2920035","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","W. R. Anderson & G. D. McPherson","11884","1978","1","27","South America - Neotropics","Bolivia","Beni",NA,NA,NA,"US03329820",NA,"Polygalales",NA,NA,"6 km W of Guayaramerin.","US03329820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1573","2020-09-12 05:00:02-03","US","US","2957637","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça, B. A. S. Pereira, A. E. Heringer Salles & et al.","2892","1979","12","10","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,"US01874261",NA,"Polygalales",NA,NA,"Bacia do Rio São Bartolomeu","US01874261_01 US01874261_02","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1574","2020-09-12 05:00:02-03","US","US","288596","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","-. Sellow","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,"US01874156",NA,"Polygalales",NA,NA,"Brasília","US01874156_01 US01874156_02","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1575","2020-09-12 05:00:02-03","US","US","1341527","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","S.C.","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US01874162",NA,"Polygalales",NA,NA,NA,"US01874162_01 US01874162_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1576","2020-09-12 05:00:02-03","US","US","1342077","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","P. K. Dusén","16438","1915","1","20","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874167",NA,"Polygalales",NA,NA,NA,"US01874167_01 US01874167_02","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1577","2020-09-12 05:00:02-03","US","US","3411688","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","I. Mimura","175","1961","12","30","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874288",NA,"Polygalales",NA,NA,"7,9 km SSE em linha reta da praça principal de São José dos Campos.","US01874288_01 US01874288_02","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1578","2020-09-12 05:00:02-03","US","US","2689017","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & L. T. Eiten","10546","1970","2","10","South America - Neotropics","Brazil","Maranhão",NA,NA,NA,"US01874275",NA,"Polygalales",NA,NA,"Ilha de Balsas region between the Balsas & Parnaiba Rivers. Ca. 40 km south of Loreto","US01874275_01 US01874275_02","Loreto","-45.07","-7.4","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1579","2020-09-12 05:00:02-03","US","US","3411690","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","M. Kuhlmann","3534","1955","1","8","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874281",NA,"Polygalales",NA,NA,"Emas-Pirassununga.","US01874281_01 US01874281_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1580","2020-09-12 05:00:02-03","US","US","2840907","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","E. P. Heringer & G. Eiten","14101","1974","12","20","South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US01874256",NA,"Polygalales",NA,NA,"At headwaters of the creek, Rio Quente, at hotel, Pousada do Rio Quente, at foot of west slope opf the Serra de Caldas, 13 Km due WSW of city of Caldas Novas","US01874256_01 US01874256_02","Caldas Novas","-48.75","-17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1581","2020-09-12 05:00:02-03","US","US","3075796","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","E. L. Taylor","1001","1983","2","26","South America - Neotropics","Brazil","Maranhão",NA,NA,NA,"US01874244",NA,"Polygalales",NA,NA,"Palmeirinhas, on unpaved road S from BR 226 between Presidente Duarte and Barro do Corda","US01874244_01 US01874244_02","Tuntum","-44.47","-5.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1582","2020-09-12 05:00:02-03","US","US","2687508","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & J. M. F. Campos","3394","1961","11","30","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874285",NA,"Polygalales",NA,NA,"3.1km east along road from RR at city of Itirapina.","US01874285_01 US01874285_02","Itirapina","-47.8199996948242","-22.25","800",NA,NA,"22843","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1583","2020-09-12 05:00:02-03","US","US","3347941","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. E. Schatz, R. Vilhena, E. Taylor, C. S. Rosario, J. Sailva & et al.","1011","1983","3","10","South America - Neotropics","Brazil","Maranhão",NA,NA,NA,"US01874245",NA,"Polygalales",NA,NA,"20 km N of Grajaú, along highway 006","US01874245_01 US01874245_02","Grajaú","-46.18","-5.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1584","2020-09-12 05:00:02-03","US","US","2252970","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. A. Black & P. Ledoux","50/10399","1950","10","30","South America - Neotropics","Brazil","Pará",NA,NA,NA,"US01874170",NA,"Polygalales",NA,NA,"Entre Santa Izabel e Curral Grande","US01874170_01 US01874170_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1585","2020-09-12 05:00:02-03","US","US","2687507","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & J. M. F. Campos","3394","1961","11","30","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01874286",NA,"Polygalales",NA,NA,"3.1 km east along road from RR at the city of Itirapina.","US01874286_01 US01874286_02","Itirapina","-47.8199996948242","-22.25","800",NA,NA,"22843","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1586","2020-09-12 05:00:02-03","US","US","2937632","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. T. Prance, E. Lleras & D. F. Coêlho","18993","1973","10","15","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01874253",NA,"Polygalales",NA,NA,"Vicinity of Colegio Buriti","US01874253_01 US01874253_02","Chapada dos Guimarães","-55.749698638916","-15.460599899292","720",NA,NA,"107042","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1587","2020-09-12 05:00:02-03","US","US","2689042","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & L. T. Eiten","9426","1969","11","16","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,NA,NA,"US01874265",NA,"Polygalales",NA,NA,"Ca. 20 km east of city of Rio Verde on road to Jataí","US01874265_01 US01874265_02","Rio Verde de Mato Grosso","-51.13","-17.82","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1588","2020-09-12 05:00:02-03","US","US","2930193","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","J. L. Zarucchi, M. G. G. Vieira, A. S. Silva & C. D. Mota","2611","1979","10","1","South America - Neotropics","Brazil","Amazonas",NA,NA,NA,"US01874259",NA,"Polygalales",NA,NA,"Road Humaitá to Porto Velho, 12 Km from Humaitá, Campo de Humaitá","US01874259_01 US01874259_02",NA,"-63.08","-7.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1589","2020-09-12 05:00:02-03","US","US","2828181","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","A. F. M. Glaziou","17612","1889","1","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874164",NA,"Polygalales",NA,NA,"Serra de Lenheiro","US01874164_01 US01874164_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1590","2020-09-12 05:00:02-03","US","US","3700788","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","J. Casas & Susanna","8307",NA,NA,NA,"South America - Neotropics","Bolivia","Pando",NA,NA,NA,"US03329815",NA,"Polygalales",NA,NA,"Nicolás Suárez: en la zona de Campoana, junto a la barraca San José.","US03329815_01",NA,NA,NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1591","2020-09-12 05:00:02-03","US","US","2920034","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","H. S. Irwin, H. Maxwell & D. C. Wasshausen","18951","1968","1","21","South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US01874274",NA,"Polygalales",NA,NA,"75 km N of Corumbá de Goiás on road to Niquelândia, in valley of Rio Maranhão.","US01874274_01 US01874274_02",NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1592","2020-09-12 05:00:02-03","US","US","3395970","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","C. A. Cid Ferreira, C. Sá, G. Martinelli, E. Soares, C. D. A. Mota & et al.","9501","1987","11","6","South America - Neotropics","Brazil","Pará",NA,NA,NA,"US01874248",NA,"Polygalales",NA,NA,"Serra do Ererê, parte do Mirtante","US01874248_01 US01874248_02","Monte Alegre","-54.25","-1.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1593","2020-09-12 05:00:02-03","US","US","2840906","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & L. T. Eiten","9572","1969","11","26","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01874267",NA,"Polygalales",NA,NA,"Serra do Roncador. 230 km along new road NNE of village of Xavantina (30 km due S of Royal Society-Royal Geographic Society Base Camp","US01874267_01 US01874267_02","Barra do Garças","-51.75","-12.85","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1594","2020-09-12 05:00:02-03","US","US","3697568","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","T. J. Killeen & J. Surubi","7252","1994","11","25","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US03329817",NA,"Polygalales",NA,NA,"Nuflo de Chavez Province. Ñuflo de Chávez. Camino de Concepción a San Antonio de Lomerio. A 10 Km al S de Concepción.","US03329817_01",NA,"-62.17","-16.05","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1595","2020-09-12 05:00:02-03","US","US","2771421","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15035","1974","1","15","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01874254",NA,"Polygalales",NA,NA,"Ca. 1 Km S of Rio de Contas on side road to W of the road to Livramento do Brumado","US01874254_01 US01874254_02","Rio de Contas","-41.82","-13.58","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1596","2020-09-12 05:00:02-03","US","US","2920030","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","H. S. Irwin, W. R. Anderson, M. Stieber & E. Y. T. Lee","34658","1972","1","24","South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US01874277",NA,"Polygalales",NA,NA,"25 km S of Niquelândia.","US01874277_01 US01874277_02",NA,NA,NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1597","2020-09-12 05:00:02-03","US","US","2678854","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Eiten & L. T. Eiten","9832","1969","12","9","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01874268",NA,"Polygalales",NA,NA,"Crest of Serra do Roncador, along new road, 172 km NNE of village of Xavantina, 36.9 km S of Landico´s restaurant.","US01874268_01 US01874268_02","Barra do Garças","-52.2566986083984","-15.8900003433228",NA,NA,NA,"123012","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1598","2020-09-12 05:00:02-03","US","US","3339366","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. T. Prance, B. S. Pena & J. F. Ramos","3609","1966","12","5","South America - Neotropics","Brazil","Amazonas",NA,NA,NA,"US01874264",NA,"Polygalales",NA,NA,"Road Humaitá to Porto Velho, km 21.","US01874264_01 US01874264_02","Humaitá","-63.0208015441895","-7.50611019134521",NA,NA,NA,"202650","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1599","2020-09-12 05:00:02-03","US","US","3251179","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","W. Thomas, P. Betella & A. Centurión R.","5574","1987","12","3","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US03329809",NA,"Polygalales",NA,NA,"Departamento de Santa Cruz. Prov. de Velasco: Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado, Cerrado between airstrip and destroyed cocaine refinery.",NA,NA,"-60.72","-13.98","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1600","2020-09-12 05:00:02-03","US","US","2924739","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","G. Christenson, P. Ivo & A. Manosso","1179","1979","9","17","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01874258",NA,"Polygalales",NA,NA,NA,"US01874258_01 US01874258_02","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1601","2020-09-12 05:00:02-03","US","US","2918176","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Hage & H. S. Brito","21843","1980","4","27","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01874278",NA,"Polygalales",NA,NA,"Chapadão Ocidental da Bahia. About 9 km SE of Correntina, on road to Jaborandí","US01874278_01 US01874278_02",NA,"-44.58","-13.4","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1602","2020-09-12 05:00:02-03","US","US","3395986","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","C. A. Cid Ferreira, C. Sá, G. Martinelli, E. Soares, C. D. A. Mota & et al.","9785","1987","12","6","South America - Neotropics","Brazil","Pará",NA,NA,NA,"US01874249",NA,"Polygalales",NA,NA,"Campos do Ariramba no lugar Tabuleta, 18 Km do rio Jaramacaru","US01874249_01 US01874249_02","Óbidos","-55.58","-1.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1603","2020-09-12 05:00:02-03","US","US","3261076","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","C. A. Cid Ferreira, O. A. Silva, K. F. Rodrigues, A. Henderson, F. R. Rickson & et al.","5402","1985","4","10","South America - Neotropics","Brazil","Amazonas",NA,NA,NA,"US01874246",NA,"Polygalales",NA,NA,"BR 319, Rod. Manaus-Porto Velho, a 15 Km de Humaitá","US01874246_01 US01874246_02","Humaitá","-63","-7.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1604","2020-09-12 05:00:02-03","US","US","3251180","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","W. Thomas, P. Betella & A. Centurión R.","5574","1987","12","3","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US03329811",NA,"Polygalales",NA,NA,"Departamento de Santa Cruz. Prov. de Velasco: Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado,. Cerrado between airstrip and destroyed cocaine refinery.","US03329811_01",NA,"-60.72","-13.98","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1605","2020-09-12 05:00:02-03","US","US","3070162","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","D. C. Daly, M. J. G. Hopkins, L. Forero, S. G. Beck & et al.","Daly 2179","1983","7","20","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US03329812",NA,"Polygalales",NA,NA,"Department of Santa Cruz. Province of Chiquitos. South slope of the Serrania de Santiago. 5 - 10 km east of town of Santiago de Chiquitos.",NA,NA,"-59.5","-18.38","800","950",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1606","2020-09-12 05:00:02-03","US","US","2120773","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","L. Smith, F. Vianna, W. A. Egler, A. Magnanini, S. L. O. Silva & et al.","6789'","1952","5","2","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874280",NA,"Polygalales",NA,NA,"30km ao norte de Lagoa Santa, km 72 da Estrada Belo Horizonte-Conceição","US01874280_01 US01874280_02","Jaboticatubas","-43.92","-19.67","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1607","2020-09-12 05:00:02-03","US","US","2920033","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","H. S. Irwin, R. Souza & R. R. Santos","10540","1965","11","19","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874279",NA,"Polygalales",NA,NA,"Cerrado and lake margin in Minas Gerais, 25 km E of Cabeceiras (4 km E. of Goiás-Minas Gerais border).","US01874279_01 US01874279_02",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1608","2020-09-12 05:00:02-03","US","US","1690026","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Y. Mexia","5639","1931","4","16","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874168",NA,"Polygalales",NA,NA,"Fazenda do Diamante, trail to Serra do angico; scrubby woods","US01874168_01 US01874168_02","Corinto","-44.4564018249512","-18.3808002471924",NA,NA,NA,"49021","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1609","2020-09-12 05:00:02-03","US","US","2920032","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","H. S. Irwin, J. W. Grear, R. Souza & R. R. Santos","12203","1966","2","2","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,"US01874263",NA,"Polygalales",NA,NA,"Brasília","US01874263_01 US01874263_02","Brasília","-47.9296989440918","-15.7797002792358","950",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1610","2020-09-12 05:00:02-03","US","US","3674854","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","B. Mostacedo, Arroyo, --, Cabrera, --, Gonzales, -- & Surubi","1656","1994","5","12","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US03329818",NA,"Polygalales",NA,NA,"Velasco. Parque Nacional Noel Kempff M. 1,5 km al S de la Pista Noel Kempff Mercado.",NA,NA,"-60.8144","-13.9061","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1611","2020-09-12 05:00:02-03","US","US","2920031","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","H. S. Irwin, R. R. Santos, R. Souza & S. F. Fonseca","22292","1969","1","19","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874273",NA,"Polygalales",NA,NA,"33 km SW of Diamantina, near Gouveia.","US01874273_01 US01874273_02",NA,NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1612","2020-09-12 05:00:02-03","US","US","3078080","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","E. P. Heringer","14947","1975","8","29","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,"US01874257",NA,"Polygalales",NA,NA,"Sobradimho","US01874257_01 US01874257_02","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1613","2020-09-12 05:00:02-03","US","US","2120783","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","L. Smith, F. Segadas-Vianna, W. A. Egler, W. T. Ormond, Z. Silva & et al.","6986","1952","4","28","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01874294",NA,"Polygalales",NA,NA,"10 km ao norte de Lagoa Santa, km 56 da Estrada Belo Horizonte-Conceição","US01874294_01 US01874294_02","Jaboticatubas","-43.92","-18.67","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1614","2020-09-12 05:00:02-03","US","US","2920036","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","W. R. Anderson, M. Stieber & J. H. Kirkbride","37084","1972","3","16","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01874276",NA,"Polygalales",NA,NA,"5 km S of Cocoa.","US01874276_01 US01874276_02",NA,NA,NA,"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
