"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLatitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","identifiedBy","imagecode","verbatimLongitude","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"162","2015-09-16 06:11:02-03","MNHN","RECOLNAT_MNHN_P","P00438696","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","isotype","Mandon, G.",NA,NA,"Bolivia","Prov. Larecaja : Viciniis Sorrata, Poquerani, San Pedro super frutices",NA,NA,"2500","2650","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438696' target='other'> <mi>dwc_moreinfo</mi></a>","P00438696",NA,NA,"Baker","1858","10",NA,NA,NA,NA,"Smith","P00438696_01 P00438696_02",NA,NA,NA,NA,NA,NA,NA,NA,"1179",NA,NA
"163","2015-09-16 02:51:26-03","MNHN","RECOLNAT_MNHN_P","P00438697","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","isotype","Mandon, G.",NA,NA,"Bolivia","Prov. Larecaja : Viciniis Sorrata, Poquerani, San Pedro super frutices",NA,NA,"2500","2650","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438697' target='other'> <mi>dwc_moreinfo</mi></a>","P00438697",NA,NA,"Baker","1858","10",NA,NA,NA,NA,"Smith","P00438697_01 P00438697_02",NA,NA,NA,NA,NA,NA,NA,NA,"1179",NA,NA
"164","2015-09-17 09:30:33-03","MNHN","RECOLNAT_MNHN_P","P00438698","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","isotype","Mandon, G.",NA,NA,"Bolivia","Prov. Larecaja : Viciniis Sorrata, Poquerani, San Pedro super frutices",NA,NA,"2500","2650","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438698' target='other'> <mi>dwc_moreinfo</mi></a>","P00438698",NA,NA,"Baker","1858","10",NA,NA,NA,NA,"Smith","P00438698_01 P00438698_02",NA,NA,NA,NA,NA,NA,NA,NA,"1179",NA,NA
"165","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175489","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Allemao, F.",NA,NA,"Brasil","Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",NA,". s.d. donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175489' target='other'> <mi>dwc_moreinfo</mi></a>","P02175489",NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,"P02175489_01",NA,NA,NA,NA,NA,NA,NA,NA,"1525",NA,NA
"166","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175490","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil. Province de Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",NA,". s.d. Reçu le 10 Janviet 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175490' target='other'> <mi>dwc_moreinfo</mi></a>","P02175490",NA,NA,"Baker",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"P02175490_01",NA,NA,NA,NA,NA,NA,NA,NA,"3124",NA,NA
"167","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175491","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",NA,". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175491' target='other'> <mi>dwc_moreinfo</mi></a>","P02175491",NA,NA,"Baker","1869","2","18",NA,NA,NA,NA,"P02175491_01",NA,NA,NA,NA,NA,NA,NA,NA,"3124",NA,NA
"168","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175492","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Weddell, H.A.",NA,NA,"Bolívia","Amériq. Mérid Répub. de Bolivia. Prov. d´Acebo. Bolívia",NA,NA,NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175492' target='other'> <mi>dwc_moreinfo</mi></a>","P02175492",NA,NA,"Baker","1845","11","1",NA,NA,NA,NA,"P02175492_01",NA,NA,NA,NA,NA,NA,NA,NA,"3655",NA,NA
"169","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175495","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Weddell, H.A.",NA,NA,"Paraguai","Paraguay. Paraguai",NA,NA,NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175495' target='other'> <mi>dwc_moreinfo</mi></a>","P02175495",NA,NA,"Baker","1845","4","1",NA,NA,NA,NA,"P02175495_01",NA,NA,NA,NA,NA,NA,NA,NA,"3222",NA,NA
"170","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175496","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Balansa, B.",NA,NA,"Paraguai","Paraguay. L´ Assomption. Paraguai",NA,NA,NA,NA,"hb",NA,"Pl. du Paraguay - 1874-1877. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175496' target='other'> <mi>dwc_moreinfo</mi></a>","P02175496",NA,NA,"Baker","1874","4","1",NA,NA,NA,NA,"P02175496_01",NA,NA,NA,NA,NA,NA,NA,NA,"617",NA,NA
"171","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175497","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Balansa, B.",NA,NA,"Paraguai","L´Assumption. Paraguai",NA,NA,NA,NA,"hb",NA,"Pl. du Paraguay - 1874-1877. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175497' target='other'> <mi>dwc_moreinfo</mi></a>","P02175497",NA,NA,"Baker","1874","4","1",NA,NA,NA,NA,"P02175497_01",NA,NA,NA,NA,NA,NA,NA,NA,"617",NA,NA
"172","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175498","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Balansa, B.",NA,NA,"Paraguai","Paraguay. Embochure du Rio-Ipane, prés de Villa-Conception. Paraguai",NA,NA,NA,NA,"hb",NA,"Pl. du Paraguay - 1874-1877. . Reçu le 29 Novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175498' target='other'> <mi>dwc_moreinfo</mi></a>","P02175498",NA,NA,"Baker","1876","3","1",NA,NA,NA,NA,"P02175498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175499","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Balansa, B.",NA,NA,"Paraguai","Sommet du Cerro - Hu, prés de Paraguari. Paraguai",NA,NA,NA,NA,"hb",NA,"Pl. du Paraguay - 1874-1877. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175499' target='other'> <mi>dwc_moreinfo</mi></a>","P02175499",NA,NA,"Baker","1876","11","1",NA,NA,NA,NA,"P02175499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2015-09-03 21:18:21-03","MNHN","RECOLNAT_MNHN_P","P02175500","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Zardini, E.M.|Guerrero, L.",NA,NA,"Paraguai","Paraguay. Misiones. Between San Juan Bautista and road San Ignacio-Pilar. Lafuente cué, 20km SE of San Juan Bautista. Paraguai","-26.7",NA,NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175500' target='other'> <mi>dwc_moreinfo</mi></a>","P02175500",NA,NA,"Baker","1994","2","23",NA,NA,"-57.26667",NA,"P02175500_01",NA,NA,NA,NA,NA,NA,NA,NA,"38486",NA,NA
"175","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175501","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Lourteig, A.",NA,NA,"Paraguai","Dep. Guaira, Col. Independência. Picada propriedad Tilinski. Paraguai",NA,NA,NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175501' target='other'> <mi>dwc_moreinfo</mi></a>","P02175501",NA,NA,"Baker","1967","10","12",NA,NA,NA,NA,"P02175501_01",NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA
"176","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175502","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Peterson, T.M.",NA,NA,"Argentina","Copenhagen. Estancia Santa Maria, Dep. Mburucuyá, Prov. Corrientes. Argentina, América do Sul",NA,NA,NA,NA,"hb",NA,"Plants of Argentina. . Botanic Museum of the University <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175502' target='other'> <mi>dwc_moreinfo</mi></a>","P02175502",NA,NA,"Baker","1951","12","22",NA,NA,NA,NA,"P02175502_01",NA,NA,NA,NA,NA,NA,NA,NA,"1409",NA,NA
"177","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175503","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Lillo, M.",NA,NA,"Argentina","Tucuman. Argentina, América do Sul",NA,NA,NA,NA,"hb",NA,"Flora Tucumana. . Reçu le 12 Février 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175503' target='other'> <mi>dwc_moreinfo</mi></a>","P02175503",NA,NA,"Baker","1887","3","30",NA,NA,NA,NA,"P02175503_01",NA,NA,NA,NA,NA,NA,NA,NA,"482",NA,NA
"178","2015-09-03 21:19:10-03","MNHN","RECOLNAT_MNHN_P","P02175504","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Humbert, H.",NA,NA,"Argentina","Province de Salta. Argentina, América do Sul",NA,NA,NA,NA,"hb",NA,"Plantes de l'Amérique du Sud. . Reçu en 1949 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175504' target='other'> <mi>dwc_moreinfo</mi></a>","P02175504",NA,NA,"Baker","1948","1","1",NA,NA,NA,NA,"P02175504_01",NA,NA,NA,NA,NA,NA,NA,NA,"21117",NA,NA
"179","2020-12-11 11:43:34-03","UFMG","BHCB","64855","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Lombardi, JA; Dulith, JHA; Semir, J","4463","Southern America","Brasil","lado direito da estrada Jaiba/Verdelândia, entre os kms 118-116","-16.660833","-16.660833",NA,NA,NA,NA,"Lageado. Erva epífita, folhas acinzentadas, frutos imaturos verdes",NA,"Monocotyledon",NA,"Baker","2001","10","20","Minas Gerais","Verdelândia","-43.619444",NA,NA,"-43.619444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:43:34-03","UFMG","BHCB","197706","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Ferreira, VL; Stehmann, JR; Santos, GVA","317","Southern America","Brasil","Lapa do Baú","-19.5875","-19.5875","637","637",NA,NA,"Borda de mata seca na base de afloramento calcáreo","BHCB197706","Monocotyledon",NA,"Baker","2019","04","18","Minas Gerais","Pedro Leopoldo","-43.435556",NA,NA,"-43.435556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-02-12 16:54:07-03","UFMG","BHCB","194353","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Ferreira, VL; Stehmann, JR; Moreira, NC","24","Southern America","Brasil","Lapinha.","-19.560556","-19.560556","737","737",NA,NA,"Afloramento de calcário. Forófito.","BHCB194353","Monocotyledon",NA,"Baker","2018","08","10","Minas Gerais","Lagoa Santa","-43.959167",NA,NA,"-43.959167",NA,"2020","11",NA,NA,NA,NA,NA,NA,NA
"182","2021-01-29 17:16:17-03","UFMG","BHCB","195205","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Ferreira, VL; Stehmann, JR; Moreira, NC","28","Southern America","Brasil","Lapinha.","-19.560833","-19.560833","737","737",NA,NA,"Afloramento de calcário. Forófito no maciço.","BHCB195205","Monocotyledon",NA,"Baker","2018","08","10","Minas Gerais","Lagoa Santa","-43.959167",NA,NA,"-43.959167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:43:34-03","UFMG","BHCB","195647","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Moreira, NC; Araújo, C; Gurgel, R; Ferreira, L","226","Southern America","Brasil","Lapinha.","-19.560278","-19.560278","739","739",NA,NA,"Epífita; Vegetação estacional semidecidual, em base de afloramento calcário.","BHCB195647","Monocotyledon",NA,"Baker","2015","01","09","Minas Gerais","Lagoa Santa","-43.959444",NA,NA,"-43.959444",NA,"2019","01",NA,NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:43:34-03","UFMG","BHCB","195649","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Moreira, NC; Stehmann, JR","228","Southern America","Brasil","Lapinha.","-19.558889","-19.558889","820","820",NA,NA,"Epífita; Vegetação estacional semidecidual, em base de afloramento calcário.","BHCB195649","Monocotyledon",NA,"Baker","2015","01","23","Minas Gerais","Lagoa Santa","-43.958056",NA,NA,"-43.958056",NA,"2019","01",NA,NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:43:34-03","UFMG","BHCB","58106","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Andrade, S","s.n.","Southern America","Brasil",NA,"-21.8691997528076",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Baker",NA,NA,NA,"Minas Gerais","Matias Barbosa","-43.3194007873535",NA,NA,NA,NA,NA,NA,NA,"10884","auto",NA,NA,NA,NA
"186","2020-12-11 11:43:34-03","UFMG","BHCB","13239","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Lemos Filho, JP","s.n.","Southern America","Brasil","Fazenda Neblina","-23.1900005340576",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Baker","1997","12","02","São Paulo","Piraju","-49.3800010681152",NA,NA,NA,NA,NA,NA,NA,"20806","auto",NA,NA,NA,NA
"187","2021-02-11 17:18:24-03","UFPR","UPCB","41272","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Arbo, M.M.","8267",NA,"Argentina","Corrientes, Dep. Mercedes, Estancia Rincon del Diablo, 28°44'S 58°02'W","-28.733333","-28.733333",NA,NA,NA,NA,"Epífita, hojas glaucas. Interior de monte a la orilla del estero..",NA,NA,NA,"Baker","1998","12","04","Corrientes","Mercedes","-58.033333","Schinini, A.",NA,"-58.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-11 17:18:24-03","UFPR","UPCB","53493","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Sabino, M.","21296",NA,"Brasil","Fazenda Santana",NA,NA,NA,NA,NA,NA,"Epífita sobre plantas cultivadas (Erythrina), em frutificação..",NA,NA,NA,"Baker","1986","08","31","Minas Gerais","São José das Três Ilhas",NA,"Tardivo, R.C.",NA,NA,NA,"2001","06","05",NA,NA,NA,NA,NA,NA
"189","2021-02-11 17:18:24-03","UFPR","UPCB","53495","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Krieger, L.","17159",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Epífita, em frutificação..",NA,NA,NA,"Baker","1980","03","30","Rio de Janeiro","Mendes Maristas",NA,"Tardivo, R.C.",NA,NA,NA,"2001","06","05",NA,NA,NA,NA,NA,NA
"190","2021-02-11 17:18:24-03","UFPR","UPCB","53496","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Krieger, L.","11825",NA,"Brasil","Cedofeita","-21.7642002105713",NA,NA,NA,NA,NA,"Epífita, em densas formações, lugar descoberto, ensolarado, frutos e botões..",NA,NA,NA,"Baker","1972","10","28","Minas Gerais","Juiz de Fora","-43.3502998352051","Tardivo, R.C.",NA,NA,NA,"2001","06","05","36144","auto",NA,NA,NA,NA
"191","2021-02-11 17:18:24-03","UFPR","UPCB","63268","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Bonnet, A.","34099",NA,"Brasil","Epífita. Floresta Estacional Semidecidual","-23.3103008270264",NA,"340","340",NA,NA,"Floresta nas margens do rio Tibagi (Ilha Bowman)..",NA,NA,NA,"Baker","2006","12","08","Paraná","Londrina","-51.1627998352051","Bonnet, A.",NA,NA,NA,"2006","12","08","63728","auto",NA,NA,NA,NA
"192","2021-02-11 17:18:24-03","UFPR","UPCB","63269","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Bonnet, A.","340100",NA,"Brasil","Epífita. Floresta Estacional Semidecidual","-23.3103008270264",NA,"341","341",NA,NA,"Floresta nas margens do rio Tibagi (Doralice)..",NA,NA,NA,"Baker","2006","12","08","Paraná","Londrina","-51.1627998352051","Bonnet, A.",NA,NA,NA,"2006","12","08","63728","auto",NA,NA,NA,NA
"193","2021-02-11 17:18:24-03","UFPR","UPCB","50765","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Borgo, M.","195",NA,"Brasil","Fazenda Ubá","-24.0793991088867",NA,NA,NA,NA,NA,"Epífita à 3m, sobre árvore cultivada, próximo habitação..",NA,NA,NA,"Baker","1998","03","28","Paraná","Lunardeli","-51.7374992370605","Büneker, H.M.",NA,NA,NA,"2016","06","01","16544","auto",NA,NA,NA,NA
"194","2021-02-11 17:18:24-03","UFPR","UPCB","50882","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Silva, S.M.",NA,NA,"Brasil","Mata do Barão, Fazenda Figueira, Maravilha","-23.3103008270264",NA,NA,NA,NA,NA,"Epífita com frutos, coletada em ramo caído, floresta estacional semidecidual..",NA,NA,NA,"Baker","1996","02","07","Paraná","Londrina","-51.1627998352051","Silva, S.M.",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
"195","2021-02-11 17:18:24-03","UFPR","UPCB","44858","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Hefler, S.M.","76",NA,"Brasil","Parque Estadual Mata dos Godoy","-23.3103008270264",NA,NA,NA,NA,NA,"Epífita..",NA,NA,NA,"Baker","2001","05","23","Paraná","Londrina","-51.1627998352051","Tardivo, R.C.",NA,NA,NA,"2001","09","29","63728","auto",NA,NA,NA,NA
"196","2008-05-27 22:02:00-03","MO","MOBOT","1100203","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides",NA,"SHADE","SHADE 8105","South America","Paraguay",NA,"-25.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Morren","1938","11",NA,"Cordillera",NA,"-57.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2008-05-27 22:02:00-03","MO","MOBOT","1100204","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides",NA,"Cornelius Osten","Osten 8105","South America","Paraguay","San Bernardino.","-25.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Morren","1915","8","25","Cordillera",NA,"-57.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"198","2011-06-09 17:46:00-03","MO","MOBOT","1757524","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides",NA,"Israel G. Vargas C.","Vargas Caballero 6308","South America","Bolivia","3 km. bajando de Sequerancho, hacia la casa del Gringo Bosque deciduo ralo en laderas secas y pedregosas","-16.475",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"E. Morren","2001","7","21","Cochabamba","Ayopaya","-66.78444","Roberto Vásquez(USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2011-06-09 17:46:00-03","MO","MOBOT","1758511","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides",NA,"Israel G. Vargas C.","Vargas Caballero 6381","South America","Bolivia","3 km subiendo de Sequerancho, camino hacia Atispaya. Bosque deciduo ralo en laderas secas.","-16.51722",NA,"1130.00000000",NA,NA,NA,NA,NA,NA,NA,"E. Morren","2001","7","24","Cochabamba","Ayopaya","-66.77222","Roberto Vásquez(USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2008-05-27 22:02:00-03","MO","MOBOT","608016","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 36773","South America","Paraguay","Estero del Ypoá: Trinchera Cué. Border of estero.","-25.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1993","8","5","Paraguarí",NA,"-57.38333","Bruce Holst (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"838","4",NA
"201","2011-06-09 17:35:00-03","MO","MOBOT","608054","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 36801","South America","Paraguay","Estero del Ypoá: Trinchera Cué. Gallery forest on clay soil along creek.","-25.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1993","8","5","Paraguarí",NA,"-57.38333","Bruce Holst (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"839","3",NA
"202","2009-08-07 05:43:00-03","MO","MOBOT","2292331","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 3931","South America","Argentina","Lules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1986","8","26","Tucumán","Famaillá",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2009-08-07 05:43:00-03","MO","MOBOT","2341496","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 4001","South America","Argentina","A ± 10 Km de Deán Funes, yendo a Quilino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1983","10","15","Córdoba","Ischilín",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2008-09-02 16:00:00-03","MO","MOBOT","100146649","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Martha Serrano","Serrano 4632","South America","Bolivia","Municipio Padcaya. Cantón Emborozú. Reserva Natural Alarachi. Camino quebrada Los Pinos-Campamento Alarachi. Al lado de rió Bermejo.","-22.205",NA,"1140.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2004","11","9","Tarija","Arce","-64.6213889","H.E. Luther (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"205","2011-06-21 11:39:00-03","MO","MOBOT","100175903","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Martín Cárdenas","Cárdenas Hermosa 4386","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"206","2009-04-01 14:03:00-03","MO","MOBOT","100175948","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Keiichi Mizoguchi","Mizoguchi 624","South America","Brazil","Santa Alice, Municipio de Itaguai.",NA,NA,"10.00000000","20.00000000",NA,NA,NA,NA,NA,NA,"Baker","1978","5","17","Rio de Janeiro",NA,NA,"K. Burt-Utley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"207","2014-11-17 15:33:00-02","MO","MOBOT","100175964","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Fabiana Mamani M.|Antony Jardim","Mamani M. 930","South America","Bolivia","Lomerio. 12 km al Norte de la comunidad Las Trancas. parcelas de Bolfor. Bosque seco chiquitano de Anadenanthera Suelos lateríticos.","-16.5202778",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1994","11","20","Santa Cruz","Nuflo de Chavez","-61.8463889","E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
