"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordedBy","county","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","infraspecificEpithet","fieldNumber","typeStatus","relatedCatalogItem"
"11","2020-02-08 09:19:58-03","NBC","NL-BOTANY","U.1092313","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek",NA,NA,"1946","02","01","Southern America","Argentina",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092313","NL-U1092313","Morel J",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:19:58-03","NBC","NL-BOTANY","U.1092314","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek",NA,NA,"1945","09","16","Southern America","Argentina",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092314","NL-U1092314","Bertoni MB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:19:58-03","NBC","NL-BOTANY","U.1092315","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek",NA,NA,"1946","02","15","Southern America","Argentina",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092315","NL-U1092315","Unreadable",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:21:54-03","MN","R","95059","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","Buek.",NA,"3879 b","1904","03","03",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Dusén, P.K.H.","Jequitibá","-44.0278015136719","-19.2355995178223",NA,NA,NA,"20730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-19 10:22:37-03","CPAP","CPAP","17621","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","Buek","A. Pott","06","2000","06","06",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,"Erva ereta. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Área de caronal (Elyonurus muticus). SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Branco, O. D.","Corumbá","-56.15","-18.983333","2000","56°09' W","18°59' S",NA,NA,NA,"06","90","90",NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:22:37-03","CPAP","CPAP","18132","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","Buek","A. Pott","3769","1998","10","10",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - cerrado próximo a baía 10, invernada 3",NA,"Erva ereta, 50-60cm de altura. FLOR: púrpura. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Pott, V. J.","Corumbá","-56.65","-18.983333","1998","56°39' W","18°59' S",NA,NA,NA,"10","90","90",NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:22:37-03","CPAP","CPAP","1218","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","Buek",NA,"57","1984","10","25",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,"FLOR: azul bem escuro. AMBIENTE: Campo cerrado - caronal.",NA,NA,"Gasparini, M. L.","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:34:16-03","IAP","PACA-AGP","48137","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","T. Meyer","1111","1948","11","28",NA,"Brasil","PR","Eng. Bley",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA048137",NA,"Hatschbach, G.","Lapa","-49.7158012390137","-25.7696990966797","1954",NA,NA,"49965","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"19","2019-08-27 13:34:16-03","IAP","PACA-AGP","96923","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","sem det.","3004","2004","12","16",NA,"Brasil","RS","na saída em direção a Santana da Boa Vista",NA,"com cerca de 30 cm de altura. Flores verde-acastanhadas&nf;HASU 14241 Hábito: Erva ereta","PACA096923",NA,"Mondin, C.","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,"50525","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:34:16-03","IAP","PACA-AGP","45155","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1950","01","04",NA,"Brasil","RS","Fazenda do Arroio",NA,"SEM MATERIAL Habitat: in siccis arenosis erecta Fenofase: flor","PACA045155",NA,"Rambo, B.","Osório","-50.2696990966797","-29.8866996765137","1954",NA,NA,"27350","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"21","2019-08-27 13:34:16-03","IAP","PACA-AGP","63543","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1958","01","23",NA,"Brasil","RS","Fazenda do Arroio",NA,"Habitat: in arenosis Fenofase: flor","PACA063543",NA,"Rambo, B.","Osório","-50.2696990966797","-29.8866996765137","1958",NA,NA,"27350","auto","Magnoliopsida","09",NA,NA,"17",NA,NA,NA,NA,NA
"22","2019-08-27 13:34:16-03","IAP","PACA-AGP","39145","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1948","12","24",NA,"Brasil","RS","Espirito Santo",NA,"Habitat: in siccis saxosis graminosis Fenofase: flor","PACA039145",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"23","2019-08-27 13:34:16-03","IAP","PACA-AGP","39242","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1948","12","27",NA,"Brasil","RS","Morro da Polícia",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA039242",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"24","2019-08-27 13:34:16-03","IAP","PACA-AGP","40401","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1949","03","05",NA,"Brasil","RS","Morro da Polícia",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA040401",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"25","2019-08-27 13:34:16-03","IAP","PACA-AGP","44149","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1949","10","31",NA,"Brasil","RS","Morro da Polícia",NA,"SEM MATERIAL Habitat: in siccis graminosis Fenofase: flor","PACA044149",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"26","2019-08-27 13:34:16-03","IAP","PACA-AGP","41289","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1949","04","29",NA,"Brasil","RS","Morro Santa Teresa",NA,"Habitat: in siccis saxosis graminosis erecta Fenofase: fruto maturo","PACA041289",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"27","2019-08-27 13:34:16-03","IAP","PACA-AGP","10125","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1942","01","30",NA,"Brasil","RS","Ijuisinho",NA,"Habitat: in siccis graminosis Fenofase: fruto","PACA010125",NA,"Rambo, B.","Tupanciretan",NA,NA,"1954",NA,NA,NA,NA,"Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"28","2019-08-27 13:34:16-03","IAP","PACA-AGP","53451","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1952","11","24",NA,"Brasil","RS","São Luiz",NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA053451",NA,"Rambo, B.","Caaró",NA,NA,"1954",NA,NA,NA,NA,"Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"29","2019-08-27 13:34:16-03","IAP","PACA-AGP","57678","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo","735","1955","01","26",NA,"Brasil","RS","Dr. Pestana",NA,"Habitat: in campestribus Fenofase: flor","PACA057678",NA,"J. Pivetta","Ijuí","-53.9146995544434","-28.3878002166748","1955",NA,NA,"36807","auto","Magnoliopsida","05",NA,NA,"13",NA,NA,NA,NA,NA
"30","2019-08-27 13:34:16-03","IAP","PACA-AGP","40831","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1949","04","03",NA,"Brasil","RS","Itapoan - Granja Neugebauer",NA,"Habitat: in siccis dumetosis erecta Fenofase: flor maturo","PACA040831",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"31","2019-08-27 13:34:16-03","IAP","PACA-AGP","27039","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1944","10",NA,NA,"Brasil","RS","Morro da Polícia",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA027039",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","04",NA,NA,"10",NA,NA,NA,NA,NA
"32","2019-08-27 13:34:16-03","IAP","PACA-AGP","38617","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1948","11","22",NA,"Brasil","RS","Morro da Polícia",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA038617",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"33","2019-08-27 13:34:16-03","IAP","PACA-AGP","34611","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1946","12","30",NA,"Brasil","RS","Fazenda da Ronda",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA034611",NA,"Rambo, B.","Vacaria","-50.9338989257812","-28.5121994018555","1954",NA,NA,"63451","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"34","2019-08-27 13:34:16-03","IAP","PACA-AGP","51522","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1951","12","26",NA,"Brasil","RS","Passo do Socorro",NA,"Habitat: in campestribus saxosis Fenofase: flor e fruto","PACA051522",NA,"Rambo, B.","Vacaria","-50.9338989257812","-28.5121994018555","1954",NA,NA,"63451","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"35","2019-08-27 13:34:16-03","IAP","PACA-AGP","30637","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1945","11","27",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA030637",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"36","2019-08-27 13:34:16-03","IAP","PACA-AGP","54258","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1932","10","12",NA,"Brasil","RS","Vila Manresa- Morro da Glória",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA054258",NA,"Rambo, B.","Porto Alegre","-51.2299995422363","-30.0331001281738","1954",NA,NA,"29946","auto","Magnoliopsida","05",NA,NA,"05",NA,NA,NA,NA,NA
"37","2019-08-27 13:34:16-03","IAP","PACA-AGP","26180","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Emrich-Rambo",NA,"1945","01",NA,NA,"Brasil","RS","Fazenda do Jarau",NA,"Habitat: in siccis graminosis Fenofase: flor","PACA026180",NA,"Rambo, B.","Quaraí","-56.4514007568359","-30.3875007629395","1954",NA,NA,"74636","auto","Magnoliopsida","05",NA,NA,"10",NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0013469","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Asclepiadaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek",NA,"41053","1987","3","3",NA,"Argentina","Corrientes","Dep. Ituzaingo. Ea. Santa Rita.",NA,"En campo. Corola marron-purpurea; corona blanca; apendice estigmatico purpureo.",NA,NA,"A. Krapovickas; C. L. Cristobal, S. Caceres, S. G. Tressens, C. Zamudio",NA,"-56.0667","-27.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:41:00-03","UFMS","CGMS","44430","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek ex E.Fourn.",NA,"5885","2007","03","04",NA,"Brasil","Rio Grande do Sul",NA,NA,"Flor ausente.","CGMS1074395",NA,"R.A. Záchia; H. Lorenzi; R. Tsuji","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:22:11-03","UNICAMP","UEC","187420","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek","Durigan, G","4253","2015","09","27",NA,"Brazil","São Paulo","coletada na margem da rodovia presidente castelo branco km 258, onde ocorre uma população agregada com cerca de 100 individuos, que tem sido roçada com alta frequencia. na região ocorrem fisionomias campestres do cerrado",NA,"subarbusto latescente, caule unico, sistema radicular muito ramificado, 40 cm, inflorescência globosa geralmente terminal, com cerca de 3 cm de diametro. flores vináceas, quase negra , corona amarela, frutos fusiformes de coloração ver","UEC115835","UEC115835","Durigan, G","Iaras","-49.166667","-22","2015","-49.166667","-22",NA,NA,NA,"09","660","660","27",NA,NA,NA,NA,NA
"41","2021-03-01 16:22:11-03","UNICAMP","UEC","132116","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek","Farinaccio, MA","480","2001","12","21",NA,"Brazil","São Paulo","SP 310, km 221. Rod. Washington Luis, São Carlos, sentido Rio Claro.",NA,"Planta ereta, latescente em cerrado. Flores de corola atro-purpurea. Corona amarela a esverdeada, Ginostégio amarelo, vináceo no ápice.","UEC053167","UEC053167","Farinaccio, MA; Magenta, MAG; Magenta, E","São Carlos","-47.827944","-22.09725","2001","-47.827944","-22.09725",NA,NA,NA,"12","761","761",NA,NA,NA,NA,NA,NA
"42","2019-01-17 11:25:35-02","PUCRS","MPUC","21835","S","Plantae",NA,"Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","C. Vogel-Ely",NA,"2017","03","09","South America","Brasil","RS","Parque Natural Municipal Saint Hilaire",NA,"SH2P17",NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672","2017",NA,NA,"41667","auto","Magnoliopsida","01",NA,NA,"01","1",NA,NA,NA,NA
"43","2021-03-16 17:52:27-03","UCS","HUCS","43500","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek ex E. Fourn.","Gaio, J.","1447","2014","11","29",NA,"Brasil","Rio Grande do Sul","Próximo à Lagoa das Traíras",NA,"erva ereta; campo",NA,NA,"Gonzatti, F.","Osório","-50.187056","-29.868806","2015","-50.187056","-29.868806",NA,NA,NA,"10","6","6","05",NA,NA,NA,NA,NA
"44","2021-02-11 16:52:51-03","UFSM","SMDB","10405","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Záchia, R.A; Plá, C","5885","2007","03","04",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"SMDB010405",NA,"Záchia, R.A; Lorenzi, H; Tsuji, R","Caçapava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-28 12:00:50-03","UFSM","SMDB","14748","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Rapini, A","6244","1993","05","02",NA,"Brasil","Santa Catarina","Margem leste da BR 101, cerca de 5km ao norte da c",NA,"Em restinga, roça abandonada em butiazal desmatado.Subarbusto ,10-20 cm altura,com latex branco sépalas verdes,coroa bem desenvolvida, amarela pétalas verdes no tubo e face externa exposta dos lobos é quase preta( violeta muito forte) idem estigma.b","SMDB014748",NA,"Falkenberg, BD","Laguna","-48.7807998657227","-28.4825000762939","2010",NA,NA,"21199","auto",NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:12:47-03","MBM","MBM","41513","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Smith, L.B.","2898","1952","12","21","Southern America","Brazil","Paraná","Vila Velha",NA,NA,"MBM041513","MBM041513","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
