"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"14","2020-02-08 09:48:22-03","NBC","NL-BOTANY","WAG.1877445","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach GG; Schinini A; Silva JM",NA,"Southern America","Brazil","Rod. MS-295, 15 km L de Iguatemi, Mato Grosso do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1877445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1877445","NL-WAG1877445",NA,"1993","02","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-11-19 10:23:30-03","CPAP","CPAP","18413","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Pott, A.","8132",NA,"Brasil","38Km Sul de Alcinopólis",NA,"Erva ereta, 50cm de altura, urticante. FLOR: brácteas amarelo-claro. FRUTO: não observado. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso litólico. RELEVO: encosta.",NA,NA,NA,"1999","10","28","MS","Alcinópolis","-53.75","-18.2","450","450",NA,NA,"53°45' W","18°12' S",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:23:30-03","CPAP","CPAP","15173","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.","33925",NA,"Brasil","Rodovia BR-163",NA,"Ereta. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"1974","02","08","MS","Bandeirantes","-54.363899230957","-19.9178009033203",NA,NA,NA,NA,NA,NA,"50915","auto",NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:43:19-03","UFMS","CGMS","29126","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"A. Pott; V.J. Pott","8132",NA,"Brasil","38km Sul de Alcinópolis.",NA,"Urticante. Brácteas amarelo-claro. Duplicata no SP. Habitat: Cerrado. Solo arenoso litólico. Relevo encosta. Frequente. Habito: Erva ereta. 0,50m de altura.","CGMS1058588",NA,NA,"1999","10","28","Mato Grosso do Sul","Alcinópolis","-53.75","-18.2","450","450",NA,NA,"-53,75","-18,2",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:11:25-03","UNICAMP","UEC","40578","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","morifolia","Dalechampia morifolia","Pax & K.Hoffm.",NA,"Webster, GL; Pott, A; Pott, V","25365",NA,"Brazil","Morraria do Urucum, cerrado, campo limpo at crest near Embratel station",NA,"flor, localy common, stems less than gland deep yellow.","UEC151342","UEC151342",NA,"1984","10","04","Mato Grosso do Sul","Ladário","-57.583333","-19.2","970","970",NA,NA,"-57.583333","-19.2",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:01:25-03","FURB","FURB","4854","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Gasper, A.L. de","320",NA,"Brasil","Parque Estadual do Cerrado.",NA,NA,"FURB24153","FURB24153","Silva, D.F.","2006","11","18","Paraná","Jaguariaíva","-49.6966666","-24.2172223",NA,NA,"2018","01","-49.6966666","-24.2172223",NA,NA,NA,NA,"17",NA,NA,NA
"20","2021-03-16 17:53:16-03","UCS","HUCS","40302","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Ribas, O.S.","8601",NA,"Brasil","Parque Estadual do Cerrad",NA,"xilopodífera, flor creme - Herbário MBM; campo cerrado",NA,NA,"Santos, E.L. dos","2012","03","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2012",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:39:17-03","UTFPR","HCF","441","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"A.E. Bianek","108",NA,"Brasil","Cerrado",NA,"planta herbácea, ereta, com cerca de 40 cm de altura.",NA,NA,"G. Hatschbach","2003","11","10","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"2004","05",NA,NA,"28572","auto",NA,NA,"05",NA,NA,NA
"22","2019-08-16 08:39:17-03","UTFPR","HCF","644","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"M.G. Caxambu","254",NA,"Brasil","Cerrado",NA,"planta herbácea, ereta, com folhas de bordo serreado. Folhas modificadas protegem os órgãos reprodutivos.",NA,NA,"M.G. Caxambu","2003","12","16","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"2004","05",NA,NA,"28572","auto",NA,NA,"14",NA,NA,NA
"23","2019-08-16 08:39:17-03","UTFPR","HCF","1521","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"A. Favro","47",NA,"Brasil","Cerrado Valtra",NA,"herbácea ereta, pilosa, com folhas alternas elípticas.",NA,NA,"M.G. Caxambu","2004","11","06","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"2004","12",NA,NA,"28572","auto",NA,NA,"06",NA,NA,NA
"24","2019-08-16 08:39:17-03","UTFPR","HCF","1530","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"E.A. Maieski","76",NA,"Brasil","Estação Ecológica do Cerrado",NA,"planta com caule pubescente. Flores amarelas.",NA,NA,"M.G. Caxambu","2004","11","20","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"2004","12",NA,NA,"28572","auto",NA,NA,"06",NA,NA,NA
"25","2020-12-21 16:24:24-03","MBM","MBM","32267","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis","Pax & K. Hoffm.",NA,"Pedersen, T.M.","9342","Southern America","Paraguay",NA,NA,NA,"MBM032267","MBM032267","Pedersen, T.M.","1969","02","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:24:24-03","MBM","MBM","87613","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis","Pax & K. Hoffm.",NA,"Hatschbach, G.; Callejas, R.; Callejas, R.","47251","Southern America","Paraguay","Fazenda el Buracon, 30km O de Pedro Juan Caballero",NA,NA,"MBM087613","MBM087613","Webster, G.L.","1983","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:24:28-03","MBM","MBM","167","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Hatschbach, G.","13014","Southern America","Brazil","Campo Mourão",NA,NA,"MBM000167","MBM000167","Hatschbach, G.","1965","10","10","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:24:28-03","MBM","MBM","292723","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Bianek, A.E.","108","Southern America","Brazil","Campo Mourão",NA,NA,"MBM292723","MBM292723","Cordeiro, J.; Barboza, E.","2003","11","10","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:24:28-03","MBM","MBM","41034","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Hatschbach, G.","8844","Southern America","Brazil","Campo Mourão",NA,NA,"MBM041034","MBM041034","Smith, L.B.","1962","02","02","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:24:28-03","MBM","MBM","228547","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Kozera, C.","596","Southern America","Brazil","Parque Estadual do Cerrado",NA,NA,"MBM228547","MBM228547","Kozera, C.","1997","10","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:24:28-03","MBM","MBM","225143","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Cervi, A.C.; et al.; et al.","3245","Southern America","Brazil","Jaguariaíva",NA,NA,"MBM225143","MBM225143","Uhlmann, A.","1990","10","22","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:24:28-03","MBM","MBM","216292","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"Cervi, A.C.; et al.; et al.","6282","Southern America","Brazil","Parque Estadual do Cerrado",NA,NA,"MBM216292","MBM216292","Cervi, A.C.","1997","05","27","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:24:28-03","MBM","MBM","87611","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.; Callejas, R.; Callejas, R.","47204","Southern America","Brazil","Amambai, arredores",NA,NA,"MBM087611","MBM087611","Webster, G.L.","1983","12","13","Mato Grosso do Sul","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:24:28-03","MBM","MBM","14276","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","21775","Southern America","Brazil","Rio Brilhante",NA,NA,"MBM014276","MBM014276","Webster, G.L.","1969","07","12","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:24:28-03","MBM","MBM","33109","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.","33925","Southern America","Brazil","Rod. BR-163",NA,NA,"MBM033109","MBM033109","Liesner, R.","1974","02","08","Mato Grosso","Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:24:28-03","MBM","MBM","157632","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58628","Southern America","Brazil","Rod. MS-295, 15km L de Iguatemi",NA,NA,"MBM157632","MBM157632","Hatschbach, G.","1993","02","07","Mato Grosso do Sul","Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:24:28-03","MBM","MBM","43602","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Hatschbach, G.","32934","Southern America","Brazil","Aeroporto",NA,NA,"MBM043602","MBM043602","Silva, D.F.","1973","10","20","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"2017","06",NA,NA,"28572","auto",NA,NA,"27",NA,NA,NA
"38","2015-09-27 13:48:36-03","MNHN","RECOLNAT_MNHN_P","P00712337","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad Yerbales montium Sierra de Maracayú : In regione fluminis Capibary","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712337' target='other'> <mi>dwc_moreinfo</mi></a>","P00712337","P00712337_01",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5918",NA,NA
"39","2015-09-27 13:47:59-03","MNHN","RECOLNAT_MNHN_P","P00712338","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad Yerbales montium Sierra de Maracayú : In regione fluminis Capibary","hb","Reçu le 29 juillet 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712338' target='other'> <mi>dwc_moreinfo</mi></a>","P00712338","P00712338_01",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5918",NA,NA
"40","2015-09-27 13:47:26-03","MNHN","RECOLNAT_MNHN_P","P00712333","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary","hb","Reçu le 20 septembre 1900 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712333' target='other'> <mi>dwc_moreinfo</mi></a>","P00712333","P00712333_01 P00712333_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476",NA,NA
"41","2020-10-20 16:06:14-03","MNHN","RECOLNAT_MNHN_P","P00712334","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary","hb","Reçu le 20 juillet 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712334' target='other'> <mi>dwc_moreinfo</mi></a>","P00712334","P00712334_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476",NA,NA
"42","2020-10-20 16:06:13-03","MNHN","RECOLNAT_MNHN_P","P00712335","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712335' target='other'> <mi>dwc_moreinfo</mi></a>","P00712335","P00712335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476",NA,NA
"43","2015-09-27 11:47:24-03","MNHN","RECOLNAT_MNHN_P","P00712336","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","syntype","Hassler, E.",NA,NA,"Paraguay","Iter ad Yerbales montium Sierra de Maracayú : In regione fluminis Capibary","hb","Reçu le 20 octobre 1900 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712336' target='other'> <mi>dwc_moreinfo</mi></a>","P00712336","P00712336_01","Croizat",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5918",NA,NA
"44","2016-05-31 15:33:34-03","MNHN","RECOLNAT_MNHN_P","P00587442","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.","isotype","Weddell, H.A.",NA,NA,"Brésil","Entre Goyas et Cujuba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00587442' target='other'> <mi>dwc_moreinfo</mi></a>","P00587442","P00587442_01",NA,"1844","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2974",NA,NA
"45","2015-09-27 13:44:44-03","MNHN","RECOLNAT_MNHN_P","P00640240","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.","type","Weddell, H.A.",NA,NA,"Brésil","Entre Goyas et Cujuba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640240' target='other'> <mi>dwc_moreinfo</mi></a>","P00640240","P00640240_01",NA,"1844","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2974",NA,NA
"46","2015-09-25 11:45:39-03","MNHN","RECOLNAT_MNHN_P","P00640241","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.","isotype","Weddell, H.A.",NA,NA,"Brésil","Entre Goyas et Cujuba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640241' target='other'> <mi>dwc_moreinfo</mi></a>","P00640241","P00640241_01",NA,"1844","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2974",NA,NA
"47","2015-09-25 12:18:40-03","MNHN","RECOLNAT_MNHN_P","P00640242","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Rojas, T.",NA,NA,"Paraguay","Itinera in Paraguaria septentrionaali : In altaplanitie et declivibus 'Sierra de Amambay'","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640242' target='other'> <mi>dwc_moreinfo</mi></a>","P00640242","P00640242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9763",NA,NA
"48","2015-09-25 12:38:46-03","MNHN","RECOLNAT_MNHN_P","P00640243","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Rojas, T.",NA,NA,"Paraguay","Itinera in Paraguaria septentrionaali : In altaplanitie et declivibus 'Sierra de Amambay'","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640243' target='other'> <mi>dwc_moreinfo</mi></a>","P00640243","P00640243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9763",NA,NA
