"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"100","2019-11-01 14:57:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis","Pax & K. Hoffm.",NA,"Villarroel, D; Centurión, T; Parada, A","1896","Southern America","Bolivia","Prov. German Bush. Serranía del Mutún",NA,"Hierba con tallos erectos y a veces decumbentes, raíz leñosa, flores con un par de brácteas de color amarillo verdoso; Cima de la montaña, sabanas arboladas a completamente abiertas",NA,NA,"Villarroel, D","2008","03","10","Santa Cruz",NA,"-57.875","-19.195036","650","735","2015",NA,"-57.875","-19.195036",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 14:57:44-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Villarroel, D; Parada, AG; Inturiaz, YI; Miranda, V","3359","Southern America","Bolivia","Cerro Mutún. Cima del cerro. Área de campos abiertos con algunos arbustos dispersos, vegetación de campo sujo seco con suelos pedregosos y algunos afloramientos abruptos.",NA,NA,NA,NA,"Villarroel, D","2014","07","22","Santa Cruz","Prov. Germán Busch","-57.880444","-19.189806","750","750",NA,NA,"-57.880444","-19.189806",NA,NA,NA,NA,NA,NA,NA,NA
"102","2018-08-09 21:11:04-03","UFMT","UFMT","3410","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Prance, G.T.; Lleras, E.; Coelho, D.F.","s.n.",NA,"Brasil","Cerradão behind Colégio de Buriti.",NA,"Creeping subshrub, bracts & inflorescence creamish green.; Cerradão",NA,NA,"Bigio, N.C.","1973","10","12","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292","720","720","2015","01",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"103","2018-08-09 21:11:04-03","UFMT","UFMT","3397","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Santos, J.U.; Rosário, C.S.","451",NA,"Brasil","Rodovia entre Cuiabá e Chapada dos Guimarães.",NA,"Erva decumbente, brácteas amarelas.; Cerrado, solo arenoso.",NA,NA,NA,"1982","11","21","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"104","2021-02-12 18:59:16-03","UFMT","UFMT","3393","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Cunha, C.N.; Guarim Neto, G.; Moraes, E.C.C.; Ferreira, L.A.D.; Guarim, V.L.M.S.","755",NA,"Brasil","Salgadeira. Sopé do Canyon.",NA,"Subarbusto de 40 cm de altura, engrossamento basal, ramos prostrados, inflorescência com brácteas esverdeadas.; solo arenítico vermelho.",NA,NA,"Bigio, N.C.","1983","03","02","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"2015","01",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"105","2018-10-03 21:33:26-03","UFMT","UFMT","3577","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Macedo, M.; Duarte, A.R.; Assumpção, S.","1104",NA,"Brasil","Vale da Benção próximo ao entroncamento.",NA,"Subarbusto. Pouco frequente.; Cerrado; solo argilo arenoso seco.",NA,NA,"Bigio, N.C.","1979","05","09","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"2015","01",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:09:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Weddell, HA","Hb. Mus. P2974","Southern America","Brazil","inter Goyaz et Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:41:08-03","UFRGS","ICN","196886","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Silva, DF","34","América do Sul","Brasil","Resquício de Cerrado, localizado ao lado da PR 317, Lote 7",NA,"subarbustiva; no Cerrado, num área com gramíneas altas",NA,NA,"Silva, DF","2017","02","24","PR","Campo Mourão","-52.3625","-24.014444",NA,NA,"2017","02","-52.3625","-24.014444",NA,NA,NA,NA,"24",NA,NA,NA
"108","2021-03-03 22:00:02-03","FLAS","FLAS","241471","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Grady L. Webster","25365",NA,"Brazil",NA,"Preserved herbarium specimen","[Label footing:] John M. Tucker and Beecher Crampton Herbaria, UC Davis Center for Plant Diversity.",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul","Ladário","-57.583333","-19.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:04:11-03","IBt","SP","327016","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Allem, A; Werneck, WL","3513",NA,"Brasil","30 km a NE de Alto Araguaia ao longo da rodovia BR-364 rumo a Alto Garças",NA,NA,NA,NA,"Silva, DF","1986","05","08","Mato Grosso","Alto Araguaia","-53.25","-17.083333","750","750","2018","01","-53.25","-17.083333",NA,NA,NA,NA,"10",NA,NA,NA
"110","2019-11-21 10:04:11-03","IBt","SP","447547","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Pott, A; Pott, VJ; Lima, LCP","15228",NA,"Brasil","Entre Tacuru e Amambaí, 12km de Tacuru.",NA,NA,NA,NA,"Silva, DF","2008","04","27","Mato Grosso do Sul","Tacuru","-55.138056","-23.478056",NA,NA,"2018","01","-55.138056","-23.478056",NA,NA,NA,NA,"10",NA,NA,NA
"111","2019-11-21 10:04:11-03","IBt","SP","447564","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Pott, A; Pott, VJ","8132",NA,"Brasil","38 km Sul de Alcinopolis.",NA,NA,NA,NA,NA,"1999","10","28","Mato Grosso do Sul","Alcinópolis","-53.75","-18.2","450","450",NA,NA,"-53.75","-18.2",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:04:11-03","IBt","SP","232946","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Kral, R; Wanderley, MGL","75021",NA,"Brasil","10 Km Noroeste do Alto do Araguaia, em direção à Rondonópolis.&nf;banhado próximo a cerrado.",NA,NA,NA,NA,"Silva, DF","1988","09","22","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736","700","700","2018","01",NA,NA,"100273","auto",NA,NA,"10",NA,NA,NA
"113","2019-11-21 10:04:11-03","IBt","SP","329955","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Wanderley, MGL; Lima, R; Araújo, AC; Zanin, A; Forzza, RC","2305",NA,"Brasil","BR - 364, ca. 20 Km da divisa GO-MT em direção a Cuiabá.",NA,NA,NA,NA,"Silva, DF","1997","11","25","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,"2018","01",NA,NA,"100273","auto",NA,NA,"10",NA,NA,NA
"114","2015-10-11 01:51:15-03","UM","RECOLNAT_UM_MPU","MPU015274","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis","Pax & K.Hoffm.","isotype","Rojas, T.",NA,NA,"Paraguay","Itinera in Paraguaria septentrionaali : In altaplanitie et declivibus 'Sierra de Amambay'","hb","Double de P00640242, P00640243 et P00640244 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu015274' target='other'> <mi>dwc_moreinfo</mi></a>","MPU015274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9763",NA,NA
"115","2015-10-04 07:14:28-03","UM","RECOLNAT_UM_MPU","MPU015280","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.","isosyntype","Hassler, E.",NA,NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary","hb","Double de P00712333, P00712334 et P00712335 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu015280' target='other'> <mi>dwc_moreinfo</mi></a>","MPU015280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476",NA,NA
"116","2010-08-16 16:38:43-03","GH","HU-HERB","GH 00047583","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffmann","Isotype","E. Hassler","4476","South America","Paraguay","In regione fluminis Capibary","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476",NA,"undetermined"
