"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"1574","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Riedel, L","1759",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo in silvis humidis.","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"1575","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","Juazeiro","in prov. Bahiensi in campis et pascuis ad Joazeiro.","-40.5","-9.41",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-40.5","-9.41",NA,NA,NA,NA,NA,NA,NA,NA
"1576","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Riedel, L","371",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Habitat in prov. Rio de Janeiro ad flumen Parahyba.","-43.21","-22.9",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"1577","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Pohl, JBE","979",NA,NA,NA,"Southern America","Brazil","Goiás","Luziânia","Luziânia, in prov. Mato Grosso ad S. Luzia, Megaponte et Rio S. Bartolomeo.","-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,NA,NA
"1578","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Monte Carmelo","in prov. Minas Geraes, ad Tambouril et valo.","-47.5","-18.73",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.5","-18.73",NA,NA,NA,NA,NA,NA,NA,NA
"1579","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Regnell, AF","1075",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberaba","prope Uberaba.","-47.93","-19.75",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.93","-19.75",NA,NA,NA,NA,NA,NA,NA,NA
"1580","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Warming, JEB","1637",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","ad Lagoa Santa in virgultis et ad margines silvarum humidiusculos frequens.","-43.89","-19.63",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,NA
"1581","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Warming, JEB","1638",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","ad Lagoa Santa in virgultis et ad margines silvarum humidiusculos frequens.","-43.89","-19.63",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,NA
"1582","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Ipanema","ad flumen Ypanema.","-43.205773","-22.986954",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.205773","-22.986954",NA,NA,NA,NA,NA,NA,NA,NA
"1583","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana albidus","Müll.Arg.",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,"albidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Riedel, L","61",NA,NA,NA,NA,"?",NA,NA,"prope Estive.",NA,NA,NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Widgren, JF","346",NA,NA,NA,NA,"?",NA,NA,"ad Descanzo.",NA,NA,NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Widgren, JF","341",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberaba","prope Uberaba.","-47.93","-19.75",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.93","-19.75",NA,NA,NA,NA,NA,NA,NA,NA
"1587","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Riedel, L","1759",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo in silvis humidis.","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"1588","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","Juazeiro","in prov. Bahiensi in campis et pascuis ad Joazeiro.","-40.5","-9.41",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-40.5","-9.41",NA,NA,NA,NA,NA,NA,NA,NA
"1589","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Riedel, L","371",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Habitat in prov. Rio de Janeiro ad flumen Parahyba.","-43.21","-22.9",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"1590","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Pohl, JBE","979",NA,NA,NA,"Southern America","Brazil","Goiás","Luziânia","Luziânia, in prov. Mato Grosso ad S. Luzia, Megaponte et Rio S. Bartolomeo.","-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,NA,NA
"1591","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Monte Carmelo","in prov. Minas Geraes, ad Tambouril et valo.","-47.5","-18.73",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.5","-18.73",NA,NA,NA,NA,NA,NA,NA,NA
"1592","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Regnell, AF","1075",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberaba","prope Uberaba.","-47.93","-19.75",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-47.93","-19.75",NA,NA,NA,NA,NA,NA,NA,NA
"1593","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Warming, JEB","1637",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","ad Lagoa Santa in virgultis et ad margines silvarum humidiusculos frequens.","-43.89","-19.63",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,NA
"1594","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Warming, JEB","1638",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","ad Lagoa Santa in virgultis et ad margines silvarum humidiusculos frequens.","-43.89","-19.63",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,NA
"1595","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Ipanema","ad flumen Ypanema.","-43.205773","-22.986954",NA,NA,NA,NA,NA,NA,"genuinus",NA,NA,NA,"-43.205773","-22.986954",NA,NA,NA,NA,NA,NA,NA,NA
"1596","2020-10-26 09:32:14-03","UNEMAT","NX-FANEROGAMAS","1062","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Ratter J.A.","Souza V.C. , Rodrigues R.R.; Souza J.P.; Sanches I.D.; Astorino A.; Magossi R.; Petrini M.; Tavares J.E.","11189","1996","06","01",NA,"Brasil","São Paulo","Nazaré Paulista","Estrada em trono da Repressa Atibainha.","-46.36","-23.14",NA,NA,NA,"Folhas velhas avermelhadas.[HABITAT=Mata Mesófila Semidecídua]",NA,NA,NA,NA,NA,NA,"-46.36","-23.14","2003","10",NA,NA,NA,NA,NA,NA
"1597","2020-10-26 09:32:14-03","UNEMAT","NX-FANEROGAMAS","6878","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riiner R.","Jancoski H. , Fernandes-Bulhão C.; Athayde-Filho F.P.; Stefanello D.","HJ25","2004","12","07",NA,"Brasil","Mato Grosso","Nova Xavantina","Córrego Colher.","-52.46","-14.66",NA,NA,NA,"Inflorescência jovens. Entrecasca com exsudado vermelho.[HABITAT=Mata de Galeria]",NA,NA,NA,NA,NA,NA,"-52.46","-14.66","2006","02",NA,NA,NA,NA,NA,NA
"1598","2021-02-08 12:41:04-03","UFRGS","ICN","029141","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","cf. urucurana","Croton cf. urucurana","Baill.","Allem, A","Quintas, A","s.n.","1974","01","04","América do Sul","Brasil","RS","Porto Alegre","Faculdade de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Cultivado no prédio da faculdade.",NA,NA,NA,NA,"29946","auto",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA
"1599","2021-02-08 12:41:07-03","UFRGS","ICN","198657","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Valduga, E","Hagelund, K","3719","1961","06",NA,"América do Sul","Brasil","RS","Crissiumal","Margem do Rio Uruguai","-54.1011009216309","-27.4997005462646",NA,NA,NA,NA,NA,NA,NA,NA,"18805","auto",NA,NA,"2018","06","21",NA,NA,NA,NA,NA
"1600","2021-02-08 12:41:07-03","UFRGS","ICN","170896","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Manara, MP; Santos, JB; de Lima, VB","42","1998","06","19","América do Sul","Brasil","SP","Presidente Epitácio","Córrego do Veado.","-52.1100006103516","-21.7600002288818",NA,NA,NA,"Doação BOTU 21716; Arvoreta de 5m altura, caule liso, fruto verde.; Brejo, no sol.",NA,NA,NA,NA,"59255","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","2021-02-08 12:41:07-03","UFRGS","ICN","045768","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Schinini, A; Cabral, E; Vanni, R","16814","1979","02","07","América do Sul","Argentina","Corrientes","Alvear","Ruta 40 y río Aguapey",NA,NA,NA,NA,NA,"Doação CTES; Planta 5-6m altura, flores amarillentas.; Muy abundante, formando comunidade em selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","2021-02-08 12:41:07-03","UFRGS","ICN","178431","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Molz, M","Molz, M","s.n.","2014","02","15","América do Sul","Brasil","RS","Garruchos",NA,"-55.494167","-28.084167","81","81",NA,"WGS-84; Arvoreta em área alterada com 8 m de altura, flores amarelo-esverdeadas; Floresta estacional",NA,NA,NA,NA,NA,NA,"-55.494167","-28.084167",NA,NA,NA,NA,NA,NA,NA,NA
"1603","2021-02-08 12:41:07-03","UFRGS","ICN","198059","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Valduga, E","Valduga, E","833","2017","12","14","América do Sul","Brasil","RS","Derrubadas","Parque Estadual do Turvo. Estrada para o antigo Porto Garcia.","-53.910278","-27.180278",NA,NA,NA,"Árvore de até 7 m de altura, a pleno sol.; Na margem do Rio Urugai.",NA,NA,NA,NA,NA,NA,"-53.910278","-27.180278","2017",NA,NA,NA,NA,NA,NA,NA
"1604","2021-02-08 12:41:07-03","UFRGS","ICN","005979","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Allem, AC","Ceroni, Z; Baptista, LRM; Irgang, BE","s.n.","1969","07","31","América do Sul","Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,"Arbusto.; Barranco.",NA,NA,NA,NA,"14404","auto",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA
"1605","2021-02-08 12:41:07-03","UFRGS","ICN","026278","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Allem, A","Lima, DA; Winkler, S; Irgang, BE","s.n.","1974","10","10","América do Sul","Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,"Árvore, látex vermelho.; Na barranca do Uruguai.",NA,NA,NA,NA,"14404","auto",NA,NA,"1976","01","29",NA,NA,NA,NA,NA
"1606","2020-09-17 10:40:44-03","UEPA","MFS","003902","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Flora do Brasil 2014","Lucas, F.C.A.","1186",NA,NA,NA,NA,"Brasil","Pará","Parauapebas",NA,"-49.903464","-6.056008",NA,NA,NA,"Árvore de 12 m de altura com fruto imaturo verde.","MFS003902","MFS003902 MFS003902_e",NA,NA,NA,NA,"-49.903464","-6.056008",NA,NA,NA,NA,NA,NA,NA,NA
"1607","2020-06-26 15:42:56-03","UNESP-IS","HISA","6991","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Noronha,M.R.P","Campos,Z.R","01","1997","11","11",NA,"Brasil","São Paulo","Ilha Solteira","Aterro sanitário","-51.340278","-20.430556",NA,NA,NA,"Próximo à reserva de eucalipto.Àrvore, ca 7m, flores esverdeadas com estames brancos.Nome vulgar: urucurana.",NA,NA,NA,NA,NA,NA,"51W20'25","20S25'50","1997","11","29","Magnoliopsida",NA,NA,NA,NA
"1608","2020-06-26 15:42:56-03","UNESP-IS","HISA","8420","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Santos,J","Souza,A.N","02 a","2000","12","07",NA,"Brasil","São Paulo","Andradina","Margem da Rodovia Marechal Rondon","-51.370278","-20.890556",NA,NA,NA,"Àrvore, ca 2m, flores com odor agradável.",NA,NA,NA,NA,NA,NA,"51W22'13","20S53'26","2002","02","08","Magnoliopsida",NA,NA,NA,NA
"1609","2020-09-01 11:23:15-03","UNESP-IS","HISA","11368","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"O. I. M. Uzumaki","29","2017","11","24",NA,"Brasil","São Paulo","Ilha Solteira","Ilha Fluvial, Ilha Solteira, Rio Paraná","-51.369444","-20.392222",NA,NA,NA,"Ilha Solteira, árvore, botões de cor creme.",NA,NA,NA,NA,NA,NA,"51w22'10","20s23'32",NA,NA,NA,NA,NA,NA,NA,NA
"1610","2020-09-01 11:23:15-03","UNESP-IS","HISA","11367","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"O. I. M. Uzumaki","21","2017","11","22",NA,"Brasil","São Paulo","Ilha Solteira","Ilha Fluvial, Ilha Solteira, Rio Paraná","-51.369444","-20.392222",NA,NA,NA,"Ilha Solteira, árvore, flores creme, látex vermelho.",NA,NA,NA,NA,NA,NA,"51w22'10","20s23'32",NA,NA,NA,NA,NA,NA,NA,NA
"1611","2020-06-26 15:42:56-03","UNESP-IS","HISA","3067","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Noronha,M.R.P","Caliente,A.D","627","1993","06","18",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Horto Barra do Moeda","-51.766667","-20.983333",NA,NA,NA,"Mata em regeneração.Àrvore, ca 3m, tronco 2cm, frutos imaturos, frequente.Nome vulgar: sangra d'àgua.",NA,NA,NA,NA,NA,NA,"51w46'","20s59'","1993","09","02","Magnoliopsida",NA,NA,NA,NA
"1612","2020-06-26 15:42:56-03","UNESP-IS","HISA","3904","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Caliente,A.D","Caliente,A.D","1662","1994","04","18",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Horto Barra do Moeda","-51.766667","-20.983333",NA,NA,NA,"Mata.Àrvore, ca 7m, flores brancas esverdeadas.",NA,NA,NA,NA,NA,NA,"51w46'","20s59'","1994","08","04","Magnoliopsida",NA,NA,NA,NA
"1613","2020-06-26 15:42:56-03","UNESP-IS","HISA","6383","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Seleguini.A","Seleguini,A","01","1998","11","04",NA,"Brasil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.407222","-20.361111",NA,NA,NA,"Cerrado.Arbusto, ca 2m, flores brancas e inodoras.Nome vulgar: urucurana, tapixingui.",NA,NA,NA,NA,NA,NA,"51w24'26''","20s21'40''","1998","11","14","Magnoliopsida",NA,NA,NA,NA
"1614","2020-06-26 15:42:56-03","UNESP-IS","HISA","6756","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Cavalcante, A.S","Martins,M","01","1999","11","01",NA,"Brasil","São Paulo","Ilha Solteira","Cinturão verde","-51.340278","-20.430556",NA,NA,NA,"Mata.Àrvore, ca 1,50m, botões verdes, flores amarelas inodoras, frutos imaturos.",NA,NA,NA,NA,NA,NA,"51W20'25","20S25'50","2018","09","05","Magnoliopsida",NA,NA,NA,NA
"1615","2020-06-26 15:42:56-03","UNESP-IS","HISA","3825","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Noronha,M.R.P","Nascimento,P.T et al","1475","1994","02","02",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Horto Rio Verde Lageado","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Mata ciliar.Àrvore, ca 4m,tronco 3cm, flores amarelas.Nome vulgar: sangra d'àgua.",NA,NA,NA,NA,"150618","auto",NA,NA,"1994","07","15","Magnoliopsida",NA,NA,NA,NA
"1616","2020-04-30 16:06:45-03","UFMT","CNMT","7100","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Dias, D.C.","Dias, D.C.","340","2018","01","10",NA,"Brasil","Mato Grosso","Sinop","Supressão da vegetação do futuro reservatório da UHE Sinop.","-55.532287","-11.539894","308","308",NA,"FolhasSimples, membranáceas, com tricomas; inflorescência com flores verdes. <ll>dwc_commonname:</ll> Sangra-d'água.. Programa de Resgate da Flora - UHE Sinop (PRFUHES_EX506)","CNMT007100",NA,NA,NA,NA,NA,"55°31'56,232W","11°32'23,618S","2018","01","10",NA,NA,NA,NA,NA
"1617","2020-06-03 17:38:59-03","UFMT","CNMT","9812","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Córdova, M.O.","Córdova, M.O.; Keffer, J.F.","1192","2018","12","03",NA,"Brasil","Mato Grosso","Sinop","Rio Curupi, final da estrada da Madenorte, a 2km da ilha do Pescador (encontro com o Rio Teles Pires). Area de Influencia da UHE Sinop.","-55.641836","-11.582206","319","319",NA,"Inflorescência esverdeada levemente ferruginea. Frequente.Projeto de Ictiocoria UHE Sinop. Laboratório de Ictiologia Tropical, UFMT, Sinop.","CNMT009812",NA,NA,NA,NA,NA,"55°38'30.61W","11°34'55.94S","2020","05","18",NA,NA,NA,NA,NA
"1618","2020-04-30 16:06:45-03","UFMT","CNMT","7975","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Córdova, M.O.","Córdova, M.O.","904","2017","12","10",NA,"Brasil","Mato Grosso","Sinop","Ribeirão Indio Posseso. Afluente do rio Teles Pires. Área de Influência UHE Sinop.","-55.577803","-11.483689","289","289",NA,"Inflorescência esverdeada. Muito ramificada. Frequente.Projeto de Ictiocoria UHE Sinop. Laboratorio Ictiologia Tropical, UFMT Sinop.","CNMT007975",NA,NA,NA,NA,NA,"55°34'40.09W","11°29'01.28S","2018","02","10",NA,NA,NA,NA,NA
"1619","2020-04-30 16:06:45-03","UFMT","CNMT","7794","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Giacoppini, D. R.","Giacoppini, D.R.","314","2017","12","12",NA,"Brasil","Mato Grosso","Sinop","UHE Sinop - Trilha do Tucunaré","-55.704444","-11.694167",NA,NA,NA,"InflorescênciaTrilha de Monitoramento de Fauna - UHE Sinop","CNMT007794",NA,NA,NA,NA,NA,"55°42'16W","11°41'39S","2017","09","10",NA,NA,NA,NA,NA
"1620","2020-04-30 16:06:45-03","UFMT","CNMT","7793","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Giacoppini, D. R.","Giacoppini, D.R.","306","2017","12","12",NA,"Brasil","Mato Grosso","Sinop","UHE Sinop - Trilha do Tucunaré","-55.704444","-11.694167",NA,NA,NA,"Flores amarelasTrilha de Monitoramento de Fauna - UHE Sinop","CNMT007793",NA,NA,NA,NA,NA,"55°42'16W","11°41'39S","2017","09","10",NA,NA,NA,NA,NA
"1621","2020-04-30 16:06:45-03","UFMT","CNMT","5579","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","cf. urucurana","Croton cf. urucurana","Baill.","Lopes, C.M","Giacoppini, D.R.; Cordova, M.O.; Keffer, J.F.","222","2017","02","20",NA,"Brasil","Mato Grosso","Nova Ubiratã","Estação Ecológica (ESEC) Rio Ronuro. Região Norte. Estrada. Interseção do RioSantiago com Rio Ronuro","-54.326261","-12.859111","379","379",NA,"Inflorescencia esverdeada. Frutos verde imaturo. Frequente.Biodiversidade da ESEC Rio Ronuro - SEMA - MT e UFMT Sinop.","CNMT005579",NA,NA,NA,NA,NA,"54°19'34.54W","12°51'32.80S","2017","03",NA,NA,NA,NA,NA,NA
"1622","2020-04-30 16:06:45-03","UFMT","CNMT","2640","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Claudia, R.F.; Emilson, M.","1","2010","10","28",NA,"Brasil","Mato Grosso","Sinop","Fragmento Urbano. Parque Florestal Municipal.","-55.501667","-11.836667","384","384",NA,"<ll>dwc_commonname:</ll> sangra-d#?#água.","CNMT002640",NA,NA,NA,NA,NA,"55°30'06W","11°50'12S",NA,NA,NA,NA,NA,NA,NA,NA
"1623","2020-04-30 16:06:45-03","UFMT","CNMT","7790","S","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Giacoppini, D. R.","Giacoppini, D.R.","265","2017","12","12",NA,"Brasil","Mato Grosso","Sinop","UHE Sinop - Trilha do Tucunaré","-55.704444","-11.694167",NA,NA,NA,"InflorescênciaTrilha de Monitoramento de Fauna - UHE Sinop","CNMT007790",NA,NA,NA,NA,NA,"55°42'16W","11°41'39S","2017","12","12",NA,NA,NA,NA,NA
