"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","individualCount","class","relatedCatalogItem"
"44","2019-10-07 09:34:41-03","UEFS","HUEFS","2874","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","R.Goldenberg",NA,"Noblick, L.R.","2871","1983","11","20",NA,"Brasil","Bahia","Andaraí",NA,"-41.3","-12.25","900","1000",NA,NA,"HUEFS0002874","HUEFS0002874","2015",NA,"41W18'","12S15'",NA,NA,NA,NA,"Rosanae",NA
"45","2019-10-07 09:34:41-03","UEFS","HUEFS","46470","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","R.Goldenberg",NA,"Giulietti, A.M.","1943","2000","03","25",NA,"Brasil","Bahia","Mucugê","Centro do Projeto de Sempre-Viva. Trilha para Tiburtino, próx. aos rios Piabinha e Cumbuca.","-41.341389","-12.993333",NA,NA,NA,NA,"HUEFS0046470","HUEFS0046470","2015",NA,"41W20'29''","12S59'36''",NA,NA,NA,NA,"Rosanae",NA
"46","2019-10-07 09:34:41-03","UEFS","HUEFS","79932","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Harley, R.M.","54631","2003","09","04",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê.","-41.341389","-12.992778","925","925",NA,"Campo rupestre, entre pedras, com solo arenoso.","HUEFS0079932","HUEFS0079932","2015","08","41W20'29''","12S59'34''",NA,NA,NA,NA,"Rosanae",NA
"47","2019-10-07 09:34:41-03","UEFS","HUEFS","91789","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Souza, E.B.","1029","2005","01","20",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Pico do Gobira.Vertente. Trecho de descida entre 1.447-1.336m alt. Área em forte declive com muitos afloramentos rochosos, ressurgências(olhos d'água) e pequenos cursos d'água.","-41.377222","-13.084167",NA,NA,NA,"Campo rupestre, 1447-1471m alt. Solo arenoso com afloramentos rochosos e áreas de depressão encharcadas por pequenos cursos d'água.","HUEFS0091789","HUEFS0091789 HUEFS0091789_01","2015","08","41W22'38''","13S5'3''",NA,NA,NA,NA,"Rosanae",NA
"48","2019-10-07 09:34:41-03","UEFS","HUEFS","92958","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Castro, R.M.","1094","2005","01","20",NA,"Brasil","Bahia","Mucugê","Pico do Gobira.","-41.377778","-13.084722",NA,NA,NA,"Campo rupestre no declive. Blocos de rocha expostos. Nascentes e cursos d'água efêmeros presentes.","HUEFS0092958","HUEFS0092958","2015","08","41W22'40''","13S5'5''",NA,NA,NA,NA,"Rosanae",NA
"49","2019-10-07 09:34:41-03","UEFS","HUEFS","99618","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Santos, A.K.A.","431","2001","08","15",NA,"Brasil","Bahia","Mucugê","Trilha para o Gobira.","-41.376111","-13.0825","1467","1467",NA,"Campo com muitas gramíneas e Eriocaulaceae.","HUEFS0099618","HUEFS0099618","2015","08","41W22'34''","13S4'57''",NA,NA,NA,NA,"Rosanae",NA
"50","2019-10-07 09:34:41-03","UEFS","HUEFS","93689","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Costa, J.","827","2005","01","08",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê.","-40.483333","-12.3",NA,NA,NA,NA,"HUEFS0093689","HUEFS0093689","2015","08","40W29'","12S18'",NA,NA,NA,NA,"Rosanae",NA
"51","2019-10-07 09:34:41-03","UEFS","HUEFS","43095","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","R.Goldenberg",NA,"Queiroz, L.P.de","5652","2000","01","24",NA,"Brasil","Bahia","Mucugê","Encosta da serra na subida para o campo do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0043095","HUEFS0043095","2015",NA,NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"52","2019-10-07 09:34:41-03","UEFS","HUEFS","209130","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Santos, A.K.A.","1115","2011","11","15",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê Coletada na trilha após o Rio Piabinha, em direção ao Tiburtino.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0209130","HUEFS0209130","2015",NA,NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"53","2019-10-07 09:34:41-03","UEFS","HUEFS","169490","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Oliveira, P.N.de","16","2010","11","06",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê. Trilha cachoeira das Andorinhas.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0169490","HUEFS0169490","2015","08",NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"54","2019-10-07 09:34:41-03","UEFS","HUEFS","173528","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Fagundes, M.C.","10","2011","06","04",NA,"Brasil","Bahia","Mucugê","Trilha cachoeira do Tiburtino.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0173528","HUEFS0173528","2015","08",NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"55","2019-10-07 09:34:41-03","UEFS","HUEFS","169211","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Oliveira, P.N.de","46","2011","03","26",NA,"Brasil","Bahia","Mucugê","Trilha das Ciperáceas.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0169211","HUEFS0169211","2015","08",NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"56","2019-10-07 09:34:41-03","UEFS","HUEFS","169213","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Oliveira, P.N.de","45","2011","03","26",NA,"Brasil","Bahia","Mucugê","Trilha de Zé Leandro.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0169213","HUEFS0169213","2015","08",NA,NA,NA,"52493","auto",NA,"Rosanae",NA
"57","2020-07-23 12:13:17-03","CEPLAC","CEPEC","141575","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana",NA,"J. Coelho",NA,"Goldenberg, R.","1813","2014","02","24",NA,"Brasil","Bahia","MUCUGÊ","Parque das Sempre-Vivas, trilha do Tiburtino","-41.341667","-12.996389",NA,NA,NA,NA,NA,NA,NA,NA,"41W20'30","12S59'47",NA,NA,NA,NA,NA,NA
"58","2020-07-23 12:13:17-03","CEPLAC","CEPEC","37391","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana",NA,"Baumgratz e Souza","Isótipo","G. Hatschbach","47984","1984","06","16",NA,"Brasil","Bahia","MUCUGÊ","Rodovia para Andaraí,","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,"30/12/2004"
"59","2020-07-23 12:13:36-03","CEPLAC","CEPEC","12249","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana",NA,"R. Goldenberg",NA,"R. M. Harley","15939","1989","01","05",NA,"Brasil","Bahia","MUCUGÊ","Perto Rio Cumbuca, ca. 3Km ao S de Mucugê, na Rod. Para Cascavel.","-41.35","-13.016667",NA,NA,NA,NA,NA,NA,NA,NA,"41W21'","13S1'",NA,NA,NA,NA,NA,"30/12/2012"
"60","2020-07-23 12:13:36-03","CEPLAC","CEPEC","21842","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana",NA,"R. Goldenberg",NA,"R. M. Harley","18747","1977","02","16",NA,"Brasil","Bahia","ANDARAÍ","22km ao S de Andarai Rod. para Mucugê.","-41.333333","-12.95",NA,NA,NA,NA,NA,NA,NA,NA,"41W20'0","12S57'0",NA,NA,NA,NA,NA,"30/12/2012"
"61","2020-07-23 12:13:36-03","CEPLAC","CEPEC","25158","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana",NA,"R. Goldenberg",NA,"R. M. Harley","20599","1980","01","25",NA,"Brasil","Bahia","MUCUGÊ","Ca. 2km ao longo da Rod. para Andaraí.","-41.35","-12.983333",NA,NA,NA,NA,NA,NA,NA,NA,"41W21'0","12S59'0",NA,NA,NA,NA,NA,"30/12/2012"
"62","2020-07-23 12:13:36-03","CEPLAC","CEPEC","20632","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana",NA,"J. F. A. Baumgratz","Paratipo","S. A. Mori","13400","2000","02","05",NA,"Brasil","Bahia","MUCUGÊ","A 6Km ao SW de Mucugê.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,"30/12/2004"
"63","2020-07-23 12:13:36-03","CEPLAC","CEPEC","103361","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana",NA,"R. Goldenberg",NA,"L. P. de Queiroz","5652","2000","01","24",NA,"Brasil","Bahia","MUCUGÊ","Encosta da serra na subida para o campo do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,"30/10/2012"
"64","2019-05-06 11:59:45-03","UFU","HUFU","69993","S","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & Souza",NA,NA,"Goldenberg, R.; Daneu, L.; Gomes, L.C. & Michelangeli, F.A.","1813",NA,NA,NA,NA,"Brasil","Bahia","Mucugê","Parque da Sempre-Vivas, Trilha do Tiburtino.","-41.341667","-12.996389","925","925",NA,"Arbusto 2 m alt.; (vizinhos férteis 1-3 m) hipanto vermelho, pétalas lilases, anteras amarelas; frutos maduros beges, secos e caindo muito facilmente, antes de liberar as sementes.; Campo rupestre.","HUFU00063300","HUFU00063300",NA,NA,"-41.341667","-12.996389",NA,NA,NA,NA,NA,NA
"65","2015-10-21 10:32:59-02","CAS","CAS-BOT","3541","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Sousa","F. Almeda","isotype","Hatschbach, Gerdt; Kummrow, R.","47984","1984","6",NA,"South America","Brazil","Bahia",NA,"Mucugê, rod. p/ Andarai, Bahia.",NA,NA,NA,NA,NA,"Arbusto 2 m; flor rosada, anteras amarelas. Campo rupestre, solo arenoso proximo a rochas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"66","2016-12-20 11:06:54-02","CAS","CAS-BOT","531860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D'El Rei) Michelang., Almeda & Goldenb.",NA,NA,"Goldenberg, R.; Daneu, L.; Gomes, L. C.; Michelangeli, F.","1813","2014","2",NA,"South America","Brazil","Bahia","Mucuge","Parque das Sempre-Vivas, triha do Tiburtino","-41.3416666667","-12.9963888889","925",NA,NA,"Arbusto 2m (vizinhos férteis 1-3m); hipanto vermelho, pétalas lilases, anteras amarelas; frutos maduros beges, secos e caindo muito facilmente, antes de liberar as sementes",NA,NA,NA,NA,"41° 20' 30 W","12° 59' 47 S",NA,NA,NA,NA,"Magnoliopsida",NA
