"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","previousCatalogNumber"
"50","2020-09-12 05:00:02-03","US","US","2200928","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"M. L. Grant","10518","1944","South America - Neotropics","Colombia","Cordillera Oriental. Las Cascades, south side Guavio River, 18 kilometers northeast of Gachalá","2070",NA,NA,NA,"US01608258",NA,"10","29","Cundinamarca",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","1859816","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"G. Woronow & S. V. Juzepczuk","5816",NA,"South America - Neotropics","Colombia","Between Gabinete and Sucre, Caquetá",NA,NA,NA,NA,"US01608259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","3295424","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"J. A. Steyermark, C. Brewer-Carias, G. C. K. Dunsterville & E. Dunsterville","112430","1976","South America - Neotropics","Venezuela","Cerro Roraima: cumbre, parte NO de Venezuela inmediata al S del hito que marca los limites con Guyana, Brasil, y Venezuela","2750","2800",NA,NA,"US00808849",NA,"8","26","Bolívar",NA,"-60.7","5.2",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"53","2021-03-25 13:53:16-03","UNIVILLE","JOI","14632","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","C. Michelon","Mancinelli, W.S.","856","2009",NA,"Brasil","Pico Garuva.","500","500",NA,"; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI014632",NA,"02","06","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,"22441","auto",NA,NA,"2011",NA,NA,"10","05",NA,NA
"54","2019-11-07 11:18:21-03","UFMG","BHCB-SL","141519","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Viveros, RS","Arruda, AJ; Oliveira, CT","58","2009","América","Brasil","RPPN Santuário do Caraça, Subida para o Pico da Carapuça","1800","1800",NA,"Rupícola.",NA,NA,"02","17","Minas Gerais","Catas Altas","-43.471944","-20.090556",NA,NA,NA,NA,NA,"2009","-43.471944","-20.090556","02",NA,NA,NA
"55","2019-12-19 16:20:55-03","UFMG","BHCB-SL","141532","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Viveros, RS","Viveros, RS; Oliveira, CT; Giacomin, LL","75","2009","América","Brasil","RPPN Santuário do Caraça, Próximo ao platô antes do Pico do Sol. Floresta semidecidual","1827","1827",NA,"Rupícola, em paredão rochoso, local sombreado próximo a curso d'água.","BHCB002036","BHCB002036","04","25","Minas Gerais","Catas Altas","-43.450833","-20.109444",NA,NA,NA,NA,NA,"2009","-43.450833","-20.109444","06",NA,NA,NA
"56","2019-11-07 11:18:21-03","UFMG","BHCB-SL","56942","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Salino, A","Salino, A","s.n.","2000","América","Brasil","Parque Natural do Caraça",NA,NA,NA,"Rupícola no interior da gruta, em local sombreado.",NA,NA,"10","13","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,"11966","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA
"57","2019-11-07 11:18:21-03","UFMG","BHCB-SL","74164","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Salino, A","Salino, A","7927","2002","América","Brasil","Parque Natural do Caraça Bocaína",NA,NA,NA,NA,NA,NA,"03","08","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,"11966","auto",NA,NA,"2002",NA,NA,"03",NA,NA,NA
"58","2019-11-07 11:18:21-03","UFMG","BHCB-SL","73877","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Salino, A","Mota, RC","1473","2002","América","Brasil","Serra do Caraça",NA,NA,NA,NA,NA,NA,"08","07","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-07 11:18:21-03","UFMG","BHCB-SL","74464","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Salino, A","Badini, J","290",NA,"América","Brasil","Serra do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,NA,"2002",NA,NA,"09",NA,NA,NA
"60","2015-02-26 09:29:24-03","NHMLondon","NHM-LONDON-BOT","Carlos Types - 5891","S","Plantae",NA,NA,"Grammitidaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"Auguste François Marie Glaziou; b.1828; d.1906; Glaz.","2456",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","Holotype",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4881454"
