"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1416220","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","K. D. Barreto",NA,"2016","10",NA,"South America","Brazil","São Paulo","Capao Bonito",NA,"-48.34","-24","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3104572' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","629428","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","O. Handro","A. P. Viégas","s.n.","1939","09","25","South America","Brazil","São Paulo",NA,"Campinas, Fazenda Santana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629428","NY00629428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","629431","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","D. S. Silva","52","1986","09","30","South America","Brazil","São Paulo",NA,"Jacareí, Mata da Escola Técnica Agrícola Cônego José Bento",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629431","NY00629431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","629434","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","J. C. Lindeman","1729","1966","06","23","South America","Brazil","Paraná",NA,"Forested slope bordering on várzea of Rio Paraná near Porto Byington",NA,NA,"sheet","Wood sample no. U 13284 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629434",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","629432","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","J. R. Pirani","F. C. Hoehne","s.n.","1933","10","04","South America","Brazil","São Paulo",NA,"Cabreúva",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629432","NY00629432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","720082","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"P. L. Krieger","11911","1972","11","04","South America","Brazil","Espírito Santo",NA,"Marataizes.","-40.841828","-21.086253","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720082","NY00720082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02212758","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"M. Aparecida da Silva","5440","2003","01","29","South America","Brazil","Minas Gerais","Rio Paranaíba","Fazenda Olhos D'Água, aproximandamente 11 Km da cidade. Proprietário Sr. Antônio Marciano Filho.","-46.23","-19.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355517' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212758","NY02212758_01","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2212796","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"P. K. H. Dusén","10560","1910","11","07","South America","Brazil","Paraná",NA,"Itararé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355608' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212796","NY02212796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02212801","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"G. F. Arbocz","736","1994","09","03","South America","Brazil","São Paulo","Lindóia","Estrada da ponte tipo FLSD.","-46.6500015258789","-22.5200004577637","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355620' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212801","NY02212801_01",NA,NA,NA,NA,"6377","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2212798","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"L. Rossi","72","1979","09","27","South America","Brazil","São Paulo","Sao Paulo","Butantã. Mata da Reserva da Cidade Universitária Armando de Salles Oliveira - USP. Área 1.","-46.6300010681152","-23.5400009155273","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355610' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212798","NY02212798_01",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02212802","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"L. Rossi","83","1979","10","11","South America","Brazil","São Paulo","Sao Paulo","Butantã. Mata da Reserva da Cidade Universitária Armando de Salles Oliveira - USP. Área 3.","-46.6300010681152","-23.5400009155273","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355621' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212802","NY02212802_01",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2212797","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"L. Rossi","66","1979","09","13","South America","Brazil","São Paulo","Sao Paulo","Butantã. Mata da Reserva da Cidade Universitária Armando de Salles Oliveira - USP. Área 3.","-46.6300010681152","-23.5400009155273","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355609' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212797","NY02212797_01",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02212803","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"L. Rossi","709","1985","10","01","South America","Brazil","São Paulo","Sao Paulo","Parque Previdência.","-46.6300010681152","-23.5400009155273","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355622' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212803","NY02212803_01",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","629433","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"W. Hoehne","s.n.","1951","09","28","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo, S. Paulo. Parque do Estado de S. Paulo","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629433","NY00629433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1018116","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"H. C. de Lima","5954","2001","11","16","South America","Brazil","Rio de Janeiro","Nova Iguaçú","REBIO, Tinguá, Estrada do Ouro, Boa Esperança. Estrada p/a represa. Mata do Sopá da encosta.","-43.4508","-22.7594","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018116","NY01018116_01","130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2212794","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"V. Demuner","4544","2007","11","20","South America","Brazil","Espírito Santo","Aguia Branca","Pedra Redonda, propr. Jorge Wroblewski.","-40.7694","-18.9756","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355606' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212794","NY02212794_01","300","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2212759","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"L. Rossi","33","1979","08","23","South America","Brazil","São Paulo","Sao Paulo","Butantán. Mata da Reserva da Cidade Universitaria Armando de Salles Oliveira. USP. Área 4.","-46.63","-23.5403","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355518' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212759","NY02212759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2212795","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"P. C. Porto","771","1918",NA,NA,"South America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355607' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212795","NY02212795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","629424","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"W. Hoehne","s.n.","1945","08","22","South America","Brazil","São Paulo","Caieiras","Caieiras","-46.740798","-23.374672","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629424","NY00629424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","629427","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","R. R. Rodrigues","s.n.","1986","06","11","South America","Brazil","São Paulo","Jundiaí","Serra do Japi - Entrada da Ermida","-46.88","-23.1803","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629427","NY00629427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2212760","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"A. P. Duarte","s.n.","1950","08","27","South America","Brazil","Minas Gerais","Patos de Minas","Cascata.","-46.5181","-18.5792","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355519' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212760","NY02212760_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1488236","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","J. Pires",NA,"2007","11","21","South America","Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biologica União. Parcela permanente, gasoduto 3.","-42.0372","-22.4583","sheet","indivíduo 965. Material coletado durante estudo fenológico. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2667597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488236","NY01488236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02674898","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. Piotto; D. C. Daly","D. Piotto","3852","2011","04","02","South America","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671591' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674898","NY02674898_01","120","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","629426","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","D. C. Daly","P. L. Rodrigues de Moraes","2104","1999","12","27","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.989753","-24.144027","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629426","NY00629426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","629425","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","S. Gandolfi","S. Gandolfi","10","1984","07","30","South America","Brazil","São Paulo","Guarulhos","Mata de Cumbica, Aeroporto Internacional","-46.5297","-23.46","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629425","NY00629425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02212790","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"R. D. Ribeiro","935","2007","03","07","South America","Brazil","Minas Gerais","Belmiro Braga","Fazenda Nossa Senhora da Glória.","-43.4150009155273","-21.948600769043","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355602' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212790","NY02212790_01",NA,NA,NA,NA,"23805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2212793","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"G. M. Magalhaes","403","1940","09","16","South America","Brazil","Minas Gerais","Lima Duarte","Conceição da Ibitipoca.","-43.793098449707","-21.8425006866455","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355605' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212793","NY02212793_01",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","720081","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"C. Farney","961","1985","10","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guadalupe, Estrada do Camboatá, Morro do Paiol, 1° BFE","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720081","NY00720081_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2212761","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"G. F. Arbocz","761","1994","09","17","South America","Brazil","São Paulo","Socorro","Estrada do clube - derivação da estrada das gabirobas.","-46.5200004577637","-22.5900001525879","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355520' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212761","NY02212761_01",NA,NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","5947","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Lima, L.R.","Simões, H.",NA,"1974","10","12",NA,"Brasil","São Paulo","Botucatu","Atrás do grupo escolar Rubião Jr.",NA,NA,NA,"Árvore","BOTU005947",NA,NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","5943","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Lima, L.R.","Yokoyama, L.K.","17","1974","11","24",NA,"Brasil","São Paulo","Botucatu","Morro da Igreja Santo Antonio",NA,NA,NA,"Árvore com 4 m de altura e 5 cm de diâmetro com botões possuindo cheiro de manga","BOTU005943",NA,NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","5279","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Lima, L.R.","Garcia, W.","21","1974","10","05",NA,"Brasil","São Paulo","Botucatu","Morro da Igreja Santo Antonio",NA,NA,NA,"Árvore com diâmetro de 9 cm, cheiro de mangueira","BOTU005279",NA,NA,NA,NA,NA,NA,NA,"1997","9999","9999",NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","5940","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Lima, L.R.","Jesus, D.M.","16","1974","10","12",NA,"Brasil","São Paulo","Botucatu","Rubião Júnior",NA,NA,NA,"Arbórea","BOTU005940",NA,NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","5273","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Lima, L.R.","Garcia, W.","13",NA,NA,NA,NA,"Brasil","São Paulo","Botucatu","Morro da Igreja Santo Antonio",NA,NA,NA,"Árvore de até 2 m de altura","BOTU005273",NA,NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:29:42-03","UFRJ","RFA","39822","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","Ricardo Finotti","Finotti R.; Caruzo J.","216",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515",NA,"Árvore de 12 metros de altura e PAP de 87cm.","RFA24845",NA,"50","50",NA,NA,NA,NA,NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:37:38-03","EAO","IAN","22936","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.",NA,"Widgren","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN022936","IAN022936_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
