"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 10:36:41-03","NBC","NL-BOTANY","U.1750038","PreservedSpecimen","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","Ule EHG",NA,"1911","09","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1750038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1750038",NA,"Solanales","Schott ex Spreng.",NA,NA,NA,NA,NA,"NL-U1750038","Soringveld J Francisco. Rio Acre.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:50:48-02","IPA","IPA","50035","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Félix, L.P.; Dornelas; Dornelas","173","1986","06","19","Southern America","Brasil",NA,NA,"Hábito: erb#?#caeo reptante. Flor: branca. EAN nº 2.641","IPA0050035","Plantae",NA,"(Spreng.) Bitter","Stehmann, J.R.","Paraíba","Areia","-35.6916999816895","-6.96332979202271",NA,"Centro de Ciências Agrárias.",NA,NA,"2017","04",NA,NA,NA,"24","15425","auto",NA,NA,NA,NA
"13","2019-02-15 11:50:48-02","IPA","IPA","26060","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Roxana Barreto","1","1981","05","06","Southern America","Brasil",NA,NA,"Hábito: erva de sombra. Flores: alvas, solitárias, longopedunculadas.","IPA0026060","Plantae",NA,"(Spreng.) Bitter","Stehmann, J.R.","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Praça do Brum.",NA,NA,"2017","04",NA,NA,NA,"24","18865","auto",NA,NA,NA,NA
"14","2019-02-15 11:50:48-02","IPA","IPA","43697","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Perruci, A.","s.n.","1983","03","28","Southern America","Brasil",NA,NA,NA,"IPA0043697","Plantae",NA,"(Spreng.) Bitter","Stehmann, J.R.","Pernambuco","Olinda","-34.8553009033203","-8.00889015197754",NA,NA,NA,NA,"2017","04",NA,NA,NA,"24","7110","auto",NA,NA,NA,NA
"15","2019-11-21 14:46:06-03","UFJF","CESJ","7899","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","L. Krieger","CESJ7899","1969","11",NA,"América do Sul","Brasil",NA,NA,"No chão da mata. Formando um tapete. Flores brancas, escondidas entre e folhagem.","CESJ007899","Angiosperma",NA,"(Spreng.) Bitter","J.R. Stehmann","Minas Gerais",NA,NA,NA,NA,"Fazenda Experimental Água Limpa",NA,NA,"1995","05",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:48:54-03","UFMS","CGMS","37129","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","V.J. Pott; A. Pott","9146","2007","05","10",NA,"Brasil",NA,NA,"Flor branca. Fruto ausente. Estames amarelos. Habitat: Forração de jardim de árvores nativas. Solo argiloso. Relevo plano. Frequente. Habito: Erva rasteira.","CGMS1066539",NA,NA,"(Spreng.) Bitter","V.J. Pott; A. Pott","Mato Grosso do Sul","Campo Grande","-54.55","-20.4522222",NA,"Parque dos Poderes, em frente à Secretaria de Estado de Meio Ambiente (SEMAC).",NA,NA,NA,NA,"-54,55","-20,4522222",NA,NA,NA,NA,"646","646",NA,NA
"17","2021-03-01 16:41:30-03","UNICAMP","UEC","63236","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Stehmann, JR; Mendonça Filho, CV","s.n.","1991","01","09",NA,"Brazil",NA,NA,"Flores com pétalas violáceas, estames amarelos. Flor isolada pendente; pedúnculo ereto, recurvo no ápice.; Estrato herbpaceo, interior da mata. Erva radicante.","UEC082725","Magnoliopsida",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434","UEC082725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"18","2019-11-19 14:09:35-03","UFRPE","PEUFR","21119","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","E.B. Souza","64","1995","11","29",NA,"Brasil",NA,NA,"Planta herbácea, reptante. Flores brancas. Estames amarelos.","PEUFR021119",NA,NA,"(Spreng.) Bitter","L. L. Giacomin","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Campus da UFRPE, de fronte ao DRCA",NA,NA,"2012","03",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"19","2019-11-19 14:09:39-03","UFRPE","PEUFR","21589","PreservedSpecimen","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","J. R. R. Cantarelli",NA,"1997","03","19",NA,"Brasil",NA,NA,"Sépalas verdes, pétalas alvas e estames amarelos.","PEUFR021589",NA,NA,"Schott ex Spreng.",NA,"Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Campus da UFRPE",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"20","2020-04-22 16:25:17-03","UFPB","JPB","64170","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Gadelha Neto, PC","4127","2017","04","12","Southern America","Brasil",NA,NA,"Erva prostrada, estolonífera. Folhas simples, cordiformes, cartáceas. Flores brancas solitárias. Vegetando em locais úmidos e sombreados. Substrato areno-argiloso.; HABITAT: Floresta Ombrófila Aberta; DESC: Erva prostrada, estolonífer","JPB0064170","Angiosperma","Dicotyledon","(Spreng.) Bitter",NA,"Paraíba","Areia","-35.714722","-6.970833",NA,"UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes",NA,NA,NA,NA,"-35.714722","-6.970833",NA,NA,NA,NA,"537","537",NA,NA
"21","2019-11-06 09:57:41-03","UFOP","OUPR","22838","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","s.col.","s.n.","1948","01",NA,NA,"Brasil",NA,NA,"Erva. Flores violáceas. Coletada em terreno úmido",NA,NA,NA,"(Spreng.) Bitter","Almeida-Lafetá, R.C.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1997","11",NA,NA,NA,"21",NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:57:41-03","UFOP","OUPR","22839","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","s.col.","s.n.","1948","01",NA,NA,"Brasil",NA,NA,"Erva. flores violáceas. Coletada em terreno úmido",NA,NA,NA,"(Spreng.) Bitter","Giacomin, L.L.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-10-14 15:57:08-03","BS","M","M-0171959","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0171959","Magnoliophyta","Solanales","(Spreng.) Bitter",NA,NA,NA,NA,NA,NA,"Brasilia Provinc. Minarum",NA,"NOTATYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"24","2014-10-14 15:57:08-03","BS","M","M-0171960","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0171960","Magnoliophyta","Solanales","(Spreng.) Bitter",NA,NA,NA,NA,NA,NA,"Brasilia Provinc. Minarum",NA,"NOTATYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"25","2014-10-14 15:57:08-03","BS","M","M-0171961","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0171961","Magnoliophyta","Solanales","(Spreng.) Bitter",NA,NA,NA,NA,NA,NA,"Habitat in sylvis perpetuis ad Pref. S. Joh. Bapt.; Provinciae Minas Geraes",NA,"NOTATYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"26","2014-10-14 15:57:08-03","BS","M","M-0171962","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0171962","Magnoliophyta","Solanales","(Spreng.) Bitter",NA,NA,NA,NA,NA,NA,"Brasilia Provinc. Minarum / In sylva perpetua prope Lousidium, St. Joh. Bapt.",NA,"NOTATYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:11:47-03","UFES","VIES","2681","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Pereira, O.J.; et al.","778","1986","11","24",NA,"Brasil",NA,NA,NA,"VIES002681",NA,NA,"(Spreng.) Bitter",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","VIES002681","Jardim Botânico.",NA,NA,"1998","04",NA,NA,NA,"23","57442","auto",NA,NA,NA,NA
"28","2019-08-16 08:41:11-03","UTFPR","HCF","21380","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","E. Barboza","1580","2006","06","20",NA,"Brasil",NA,NA,"reptante, flor amarela; solo arenoso.",NA,NA,NA,"(Spreng.) Bitter","S.F. Smith","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,"Porto Morrinho",NA,NA,"2006",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"29","2021-03-21 19:38:57-03","UFC","EAC","23711","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Lima-Verde, L.W.","s.n.","1996","01","03","Southern America","Brasil",NA,NA,"Erva.; Mata úmida","EAC0023711","Dicotyledon",NA,"(Spreng.) Bitter","Sampaio, V.S.","Ceará","Pacatuba","-38.6203002929688","-3.98416996002197",NA,"Serra da Aratanha",NA,NA,"2015","01",NA,NA,NA,"21","16295","auto",NA,NA,NA,NA
"30","2020-12-21 16:45:30-03","MBM","MBM","341970","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Krieger, L.","7899","1969","11",NA,"Southern America","Brazil",NA,NA,"No chão da mata. Formando um tapete. Fl. brancas, escondida entre a folhagem","MBM341970",NA,NA,"(Spreng.) Bitt.","Stehmann, J.R.","Minas Gerais","Iguatama","-45.7113990783691","-20.1744003295898","MBM341970","Faz. Experimental, Água Limpa",NA,NA,"1995","05",NA,NA,NA,"05","23336","auto",NA,NA,NA,NA
"31","2020-12-21 16:46:02-03","MBM","MBM","252943","PreservedSpecimen","Plantae","Solanaceae","Solanum","violaefolium","Solanum violaefolium","Dusén, P.","11315",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM252943",NA,NA,"Schltt","Bitter, G.","Paraná","Prudentópolis","-50.9777984619141","-25.2131004333496",NA,"Prudentópolis",NA,NA,NA,NA,NA,NA,NA,NA,"61049","auto",NA,NA,NA,NA
"32","2015-09-03 19:57:59-03","MNHN","RECOLNAT_MNHN_P","P00384861","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Goudot",NA,NA,NA,NA,NA,"Colombie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384861' target='other'> <mi>dwc_moreinfo</mi></a>","P00384861",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384861_01","Ibague",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"33","2015-09-20 00:45:51-03","MNHN","RECOLNAT_MNHN_P","P00384862","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384862' target='other'> <mi>dwc_moreinfo</mi></a>","P00384862",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384862_01 P00384862_02","Prov. Santa Cruz",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA
"34","2015-09-15 16:16:35-03","MNHN","RECOLNAT_MNHN_P","P00384863","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384863' target='other'> <mi>dwc_moreinfo</mi></a>","P00384863",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384863_01","Prov. Santa Cruz",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA
"35","2015-09-20 00:46:13-03","MNHN","RECOLNAT_MNHN_P","P00384864","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384864' target='other'> <mi>dwc_moreinfo</mi></a>","P00384864",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384864_01","Prov. Santa Cruz",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA
"36","2015-09-03 19:57:59-03","MNHN","RECOLNAT_MNHN_P","P00384865","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384865' target='other'> <mi>dwc_moreinfo</mi></a>","P00384865",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384865_01","Prov. Santa Cruz",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA
"37","2015-09-03 19:57:59-03","MNHN","RECOLNAT_MNHN_P","P00384866","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Weddell, H.A.",NA,"1845",NA,NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384866' target='other'> <mi>dwc_moreinfo</mi></a>","P00384866",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384866_01","prov. de la Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3592",NA
"38","2015-09-04 13:56:53-03","MNHN","RECOLNAT_MNHN_P","P00384867","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Glaziou, A.|Warming, leg.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384867' target='other'> <mi>dwc_moreinfo</mi></a>","P00384867",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384867_01","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 13:56:53-03","MNHN","RECOLNAT_MNHN_P","P00384868","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384868' target='other'> <mi>dwc_moreinfo</mi></a>","P00384868",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384868_01","Prov. Saint Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1417",NA
"40","2015-09-03 19:57:59-03","MNHN","RECOLNAT_MNHN_P","P00384869","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384869' target='other'> <mi>dwc_moreinfo</mi></a>","P00384869",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384869_01","Prov. Saint Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1417",NA
"41","2015-09-20 00:46:42-03","MNHN","RECOLNAT_MNHN_P","P00384870","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Sellow",NA,NA,NA,NA,NA,"Brésil","hb",NA,"donné en 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384870' target='other'> <mi>dwc_moreinfo</mi></a>","P00384870",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384870_01 P00384870_02","Ypanema",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-04 13:56:53-03","MNHN","RECOLNAT_MNHN_P","P00384871","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Sellow",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384871' target='other'> <mi>dwc_moreinfo</mi></a>","P00384871",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384871_01","Ypanema",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-11-16 14:08:25-02","MNHN","RECOLNAT_MNHN_P","P00384872","PreservedSpecimen",NA,"Solanaceae","Solanum","violaefolium","Solanum violaefolium","Hassler, E.",NA,"1906","7",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384872' target='other'> <mi>dwc_moreinfo</mi></a>","P00384872",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00384872_01","in regione cursus inferioris fluminis Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"275",NA
"44","2020-12-11 11:41:51-03","UFMG","BHCB","156598","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Giacomin, LL; Almeida, TE","1745","2012","03","06","Southern America","Bolívia",NA,NA,"Erva reptante, flores alvas, estames amarelos.","BHCB019912","Dicotyledon",NA,"(Spreng.) Bitter",NA,"Dep. Santa Cruz","Prov. Andrés Ibañez","-63.179306","-17.793417",NA,"Mun. Santa Cruz de la Sierra, Na cidade, cruzamento das ruas M.J. Santiestevan (continuação da Chuqisaca) e Diego de Mendoza. Espontânea em canteiro",NA,NA,"2014",NA,"-63.179306","-17.793417",NA,NA,NA,NA,"488","488",NA,NA
"45","2020-12-11 11:41:51-03","UFMG","BHCB","126594","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Ceccantini, GCT; Nakamura, C; Silva, GB; Freire, GQ; Cardim, RH","3027","2006","12","02","Southern America","Brasil",NA,NA,"Herbácea; Estolonífera; Corola lilás anternada de branco, estames amarelos; Frutos verdes; Sem coletad de madeira","BHCB002699","Dicotyledon",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Matozinhos","-44.015167","-19.477194","BHCB002699","Fazenda Cauaia., arredores da Lapa do Santo&nf;WGS84",NA,NA,NA,NA,"-44.015167","-19.477194",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:41:51-03","UFMG","BHCB","19458","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Leoni, LS","s.n.","1988","06",NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Carangola","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA
"47","2020-12-11 11:41:51-03","UFMG","BHCB","16874","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Salino, A","2617","1995","12","12","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"48","2020-12-11 11:41:51-03","UFMG","BHCB","78533","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Melo, PHA de","267","2002","12","30","Southern America","Brasil",NA,NA,"Herbácea, sobre afloramento calcáreo, flores brancas com listras lilás.",NA,"Dicotyledon",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Pains","-45.6613998413086","-20.3705997467041",NA,"Fazenda Amargoso.",NA,NA,NA,NA,NA,NA,NA,NA,"18263","auto",NA,NA,NA,NA
"49","2020-12-11 11:41:51-03","UFMG","BHCB","19192","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Stehmann, JR","s.n.","1991","01",NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Spreng.) Bitter",NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,"Fazenda Montes Claros",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
