"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","sex"
"226","2021-02-04 10:27:23-03","UFRPE","HST","8219","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","D.Araújo","A.M.Miranda; et M.F.O.Pires","1995","03","10","Brasil","Pernambuco","Triunfo","Lagoa do Mariano","-38.1016998291016","-7.83805990219116",NA,NA,"HST008219",NA,"2011","12","14",NA,NA,"Trepadeira; caule verde arroxeado; folhas menbranáceas; flores esverdeadas.","2173",NA,NA,NA,NA,NA,"14606","auto",NA,NA,NA,NA,NA,NA,NA
"227","2021-02-25 10:11:30-03","CVRD","CVRD","5433","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Mizué Kirizawa","Folli, D.A.","1996","05","07","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"CVRD005433","CVRD005433","2002","03","01",NA,NA,"<ll>dwc_commonname:</ll> Cará peluda","2744","América do Sul",NA,NA,"Magnoliophyta","Dioscoreales","48094","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"228","2021-02-25 10:11:30-03","CVRD","CVRD","16110","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R. Morokawa","Morokawa, R.","2011","04","16","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","39,54391 W","19,5482 S","CVRD016110","CVRD016110","2011","05","16",NA,NA,"Liana, frutos secos. <ll>dwc_commonname:</ll> Cará peluda","362","América do Sul",NA,NA,"Magnoliophyta","Dioscoreales","48094","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"229","2021-02-25 10:11:30-03","CVRD","CVRD","5690","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Mizué Kirizawa","Folli, D.A.","1997","05","07","BRASIL","ES","Linhares","Ao lado ant. Marca de ferro","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD005690",NA,"2002","03","01",NA,NA,"<ll>dwc_commonname:</ll> Cará peluda","2998","América do Sul",NA,NA,"Magnoliophyta","Dioscoreales","48094","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"230","2021-03-01 11:53:42-03","UFPE","UFP","69934","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Buril, MT; Rodrigues, R; Mendes, K; Chagas, E; Lavour, P","2010","03","20","Brasil","Pernambuco","São Caetano",NA,"-36.188972","-8.239389","-36.188972","-8.239389","UFP069934",NA,"2013","01","03",NA,NA,"Trepadeira bastane frequente na trilha de subida para a Pedra do Cachorro. Flores com coloração vinácea.; Mata da base da Pedra.","401",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 11:53:42-03","UFPE","UFP","79412","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lucena, DS; Alves, M; Heald, S","2015","06","05","Brasil","Pernambuco","Trinfo",NA,"-38.054111","-7.823806","-38.054111","-7.823806","UFP079412",NA,NA,NA,NA,"1200","1200","Trepadeira, folhas membranáceas frutos verdes.; Afloramento Rochoso","687",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-01 11:53:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Moura, D; Silva, RA","2000","05","23","Brasil","Sergipe","Canindé do São Francisco",NA,"-38.019444","-9.55","-38.019444","-9.55",NA,NA,"2012","01","03",NA,NA,"Trepadeira, flor verde, estames amarelo, botões florais verde.; Planossolo solódico.","1174",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-01 11:53:42-03","UFPE","UFP","34065","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Moura, D; Silva, RA","2000","05","23","Brasil","Sergipe","Canindé do São Francisco",NA,"-38.019444","-9.55","-38.019444","-9.55","UFP034065",NA,"2012","01","03",NA,NA,"Trepadeira, flor verde, estames amarelo, botões florais verde.; Planossolo solódico.","1174",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-01 11:53:40-03","UFPE","UFP","16402","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Alves, M; et al.","1996","08",NA,"Brasil","Pernambuco","Alagoinha",NA,"-36.7757987976074","-8.46638965606689",NA,NA,"UFP016402",NA,"2012","01","03",NA,NA,"Sobre afloramento rochoso em Caatinga com ponto de retenção de água.","7096",NA,NA,NA,NA,"Dioscoreales","16004","auto",NA,NA,NA,NA,NA,NA,NA
"235","2021-03-01 11:53:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Alves, M; Martins, S; Alves, A; Cordeiro, A","2004","08","07","Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"2012","01","03","700","700","Escandente, flores diminutas esverdeadas, pouco frequente.; Caatinga e afloramento rochoso. Solo arenoso.","2816",NA,NA,NA,NA,"Dioscoreales","38964","auto",NA,NA,NA,NA,NA,NA,NA
"236","2021-03-01 11:53:42-03","UFPE","UFP","41400","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Oliveira, M","2005","06","19","Brasil","Pernambuco","Pesqueira",NA,"-36.6963996887207","-8.35778045654297",NA,NA,"UFP041400",NA,"2012","01","03","800","800","Trepadeira de frutos esverdeados.; Vegetação Caatinga. Área de afloramento rochoso.","1819",NA,NA,NA,NA,"Dioscoreales","36615","auto",NA,NA,NA,NA,NA,NA,NA
"237","2021-03-01 11:53:42-03","UFPE","UFP","30645","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Silva, RA; Salles, M","1999","06","08","Brasil","Sergipe","Canindé do São Francisco",NA,NA,NA,NA,NA,"UFP030645",NA,"2012","01","03",NA,NA,"Erva ereta de caule verde; inflorescência com flor verde amarelada.","488",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-01 11:53:42-03","UFPE","UFP","34073","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Moura, D; Silva, RA","2000","05","17","Brasil","Sergipe","Canindé do São Francisco",NA,NA,NA,NA,NA,"UFP034073",NA,"2012","01","03",NA,NA,"Trepadeira, flor verde, estames amarelo.","1154",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-01 11:53:42-03","UFPE","UFP","62547","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Lucena, MFA; Córdula, B; Maciel, JR; Alves, M; Pinheiro, K","2006","03","31","Brasil","Pernambuco","Mirandiba",NA,"-38.656111","-9.336111","-38.656111","-9.336111","UFP062547",NA,"2012","01","03","441","441","Trepadeira; folhas membr.; flores femininas de cor verde.; Caatinga arbustiva aberta. Solo arenoso.","1198",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-01 11:53:42-03","UFPE","UFP","69931","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Mendes, K; Chagas, MA","2011","06","18","Brasil","Pernambuco","São Caetano",NA,"-36.191639","-8.235639","-36.191639","-8.235639","UFP069931",NA,"2013","01","03","620","620","Trepadeira. Presente na ilha de vegetação.; Afloramento rochoso granítico em meio a Caatinga.","696",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-01 11:53:42-03","UFPE","UFP","69933","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Buril, MT; Rodrigues, R; Mendes, K; Chagas, E; Lavour, P","2010","03","20","Brasil","Pernambuco","São Caetano",NA,"-36.188972","-8.239389","-36.188972","-8.239389","UFP069933",NA,"2013","01","03","839","839","Trepadeira bastante frequente nas áreas florestadas do inselberg.; Caatinga.","413",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-01 11:53:42-03","UFPE","UFP","47190","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Oliveira, M; Cavalcanti, A; Pessoa, L; Rocha, F","2007","09","08","Brasil","Bahia",NA,NA,NA,NA,NA,NA,"UFP047190",NA,"2012","01","03","338","338","UTM: 24L 0566750 e 8996958.; Trepadeira, frutos amarronzados. Ocasional.; Caatinga arbustivo-arbórea espaçada. Solo arenoso.","3007",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-01 11:53:42-03","UFPE","UFP","52655","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Oliveira, M","2008","03","08","Brasil","Bahia","São Desidéiro",NA,NA,NA,NA,NA,"UFP052655",NA,"2012","01","03",NA,NA,"UTM: 23L 482178 / 8624854.; Trepadeira; flores verde-amareladas.; Complexo vegetacional (Cerrado, Caatinga e Mata). Vegetação arbóreo-arbustivo espaçado. Solo arenoso de coloração esbranquiçada, com pouca serapilheira.","3280",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-01 11:53:42-03","UFPE","UFP","56022","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","?","2005","09","21","Brasil","Pernambuco",NA,NA,"-37.257722","-8.591694","-37.257722","-8.591694","UFP056022",NA,"2012","01","03","805","805","Vegetação Caatinga.","213",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-01 11:53:42-03","UFPE","UFP","60266","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Pinheiro, K","2008","07","19","Brasil","Pernambuco","Mirandiba",NA,"-38.695833","-8.14","-38.695833","-8.14","UFP060266",NA,"2012","01","03","528","528","Trepadeira lenhosa, estéril.; Caatinga. Solo de areia quartzosa, áera de topo.","1073",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-01 11:53:42-03","UFPE","UFP","62539","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Pinheiro, K","2008","04","30","Brasil","Pernambuco","Mirandiba",NA,"-38.703278","-8.138889","-38.703278","-8.138889","UFP062539",NA,"2012","01","03","520","520","Trepadeira glaba de flores creme.","467",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-01 11:53:42-03","UFPE","UFP","62539","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Pinheiro, K","2008","04","30","Brasil","Pernambuco","Mirandiba",NA,"-38.703278","-8.138889","-38.703278","-8.138889","UFP062539",NA,"2012","01","03","520","520","Trepadeira glabra de flores creme.","467",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-01 11:53:42-03","UFPE","UFP","62857","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Pinheiro, K","2008","04","30","Brasil","Pernambuco","Mirandiba",NA,"-38.703278","-8.138889","-38.703278","-8.138889","UFP062857",NA,"2012","01","03","520","520","Trepadeira glabra de flores creme.; Caatinga arbustiva densa. Solo de areia quartzosa.","467",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-01 11:53:42-03","UFPE","UFP","62970","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Pinheiro, K","2008","04","30","Brasil","Pernambuco","Mirandiba",NA,"-38.703278","-8.138889","-38.703278","-8.138889","UFP062970",NA,"2012","01","03","520","520","Trepadeira glabra de flores creme.","467",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-01 11:53:42-03","UFPE","UFP","81157","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lucena, DS; Coutinho, TS; Duarte, RC; Bazante, ML; Luna, NK","2015","08","07","Brasil","Pernambuco","Bezerros",NA,"-35.755694","-8.151028","-35.755694","-8.151028","UFP081157",NA,NA,NA,NA,"839","839","Trepadeira, folhas membranáceas, flores verdes.; Afloramento Rochoso","710",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-01 11:53:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Silva, RA; Salles, M","1999","06","08","Brasil","Sergipe","Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,"2012","01","03",NA,NA,"Erva ereta de caule verde; inflorescência com flor verde amarelada.","488",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-01 11:53:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Moura, D; Silva, RA","2000","05","17","Brasil","Sergipe","Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,"2012","01","03",NA,NA,"Trepadeira, flor verde, estames amarelo.","1154",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-01 11:53:42-03","UFPE","UFP","81140","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lucena, DS; Coutinho, TS; Duarte, RC; Alves, M","2015","08","13","Brasil","Pernambuco","Agrestina",NA,"-35.985583","-8.358778","-35.985583","-8.358778","UFP081140",NA,NA,NA,NA,"564","564","Trepadeira, folhas membranáceas, botões florais verdes.; Afloramento Rochoso","717",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-01 11:53:42-03","UFPE","UFP","69935","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Mendes, K; Lourenço, ARL; Araújo, AAM; Chagas, MA","2011","03","30","Brasil","Pernambuco","São Caetano",NA,"-36.186833","-8.239278","-36.186833","-8.239278","UFP069935",NA,"2013","01","03","620","620","Trepadeira. Flores verdes.; Caatinga ao redor do afloramento rochoso.","661",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-01 11:53:42-03","UFPE","UFP","16403","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Alves, M; et al.","1996","08",NA,"Brasil","Pernambuco","Alagoinha",NA,"-36.7757987976074","-8.46638965606689",NA,NA,"UFP016403",NA,"2012","01","03",NA,NA,"Sobre afloramento rochoso em Caatinga com ponto de retenção de água.","7196",NA,NA,NA,NA,"Dioscoreales","16004","auto",NA,NA,NA,NA,NA,NA,NA
"256","2021-03-01 11:53:42-03","UFPE","UFP","40944","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Alves, M; Martins, S; Alves, A; Cordeiro, A","2004","08","07","Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,"UFP040944",NA,"2012","01","03","700","700","Escandente, flores diminutas esverdeadas, pouco frequente.; Caatinga e afloramento rochoso. Solo arenoso.","2816",NA,NA,NA,NA,"Dioscoreales","38964","auto",NA,NA,NA,NA,NA,NA,NA
"257","2021-03-01 11:53:42-03","UFPE","UFP","41421","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Oliveira, M","2005","06","19","Brasil","Pernambuco","Pesqueira",NA,"-36.6963996887207","-8.35778045654297",NA,NA,"UFP041421",NA,"2012","01","03","800","800","Trepadeira de flores esverdeadas.; Área de afloramento rochoso. Vegetação de Caatinga.","1816",NA,NA,NA,NA,"Dioscoreales","36615","auto",NA,NA,NA,NA,NA,NA,NA
"258","2019-07-31 14:32:29-03","CPATSA","HTSA","2228","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Silva, K.B.D.","2003","02","27","Brasil","Pernambuco","Petrolina","CPATSA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"2011","08","19",NA,NA,NA,"2228",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"259","2019-08-02 10:21:19-03","CPATSA","HTSA","225","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Fotius, G.","1983","01","13","Brasil","Pernambuco","Petrolina","Limite Sul do CPATSA","-40.519722","-9.130556","-40.519722","-9.130556",NA,NA,"2011","08","19",NA,NA,"Erva per., Trepad. fl2., fl 3., enroscada em Jurema Preta, Folhas verdes com manchas cinzentas, flores verde amareladas.; Bordadura de areia degradada e compactada.","3305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-08-02 10:21:19-03","CPATSA","HTSA","4914","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Leite, A.K.L.","Conceição, A.A.; Romão, R.L.","2008","09","21","Brasil","Bahia","Paulo Afonso","62 Km saindo do km 28 da BR 110.","-38.75","-10.083333","-38.75","-10.083333",NA,NA,"2010","01",NA,NA,NA,"Trepadeira. Fruto castanho.; Caatinga arenosa.","3032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-07-31 14:32:29-03","CPATSA","HTSA","2625","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Souza, S.A.O. de; Silva, K.B.D.; Santos, R.F.","2003","04","01","Brasil","Pernambuco","Petrolina","CPATSA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"2011","08","19",NA,NA,NA,"2625",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"262","2019-07-31 14:32:29-03","CPATSA","HTSA","2580","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Souza, S.A.O. de; Silva, K.B.D.; Santos, R.F.","2003","04","10","Brasil","Pernambuco","Petrolina","CPATSA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"2011","08","19",NA,NA,NA,"2580",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"263","2019-07-31 14:32:29-03","CPATSA","HTSA","2531","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Silva, K.B.D.","2003","02","27","Brasil","Pernambuco","Petrolina","CPATSA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"2011","08","19",NA,NA,NA,"2531",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"264","2019-07-31 14:32:29-03","CPATSA","HTSA","2459","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Souza, S.A.O. de","2003","04","08","Brasil","Pernambuco","Petrolina","CPATSA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"2011","08","19",NA,NA,NA,"2459",NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-09-12 05:00:02-03","US","US","2027104","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"G. Hatschbach","1950","2","26","Brazil","Paraná","Morretes","Picada Frontal, Serra Marumbí.","-48.834400177002","-25.476900100708",NA,NA,"US01329430","US01329430_01",NA,NA,NA,NA,NA,NA,"1868","South America",NA,NA,NA,"Liliales","30514","auto","Monocotyledonae",NA,NA,"1",NA,NA,NA
"266","2020-09-12 05:00:02-03","US","US","2949714","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"A. C. Brade","1948","2","5","Brazil","Rio de Janeiro","Itatiaia","Lote 28-30","-44.5633010864258","-22.4960994720459",NA,NA,"US01329431","US01329431_01",NA,NA,NA,NA,NA,NA,"18821","South America - Neotropics",NA,NA,NA,"Liliales","19648","auto","Monocotyledonae",NA,NA,"1",NA,NA,NA
"267","2020-09-12 05:00:02-03","US","US","616915","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"US01329433","US01329433_01",NA,NA,NA,NA,NA,NA,"s.n.","South America - Neotropics",NA,NA,NA,"Liliales",NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"268","2020-09-12 05:00:02-03","US","US","390154","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"E. Warming",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra da Piedade",NA,NA,NA,NA,"US01329432","US01329432_01",NA,NA,NA,NA,NA,NA,"s.n.","South America - Neotropics",NA,NA,NA,"Liliales",NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"269","2020-09-02 16:24:03-03","Cenargen","CEN","12331","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","Gilberto Pedralli","1985","11","25","Brasil","MG","JAIBA","Manga.","-43.6744003295898","-15.3382997512817",NA,NA,"CEN00012331","CEN00012331","1993","11",NA,NA,NA,"6 estames, sem rudimento de estilete, área 8 (Serra Azul). Doação.",NA,NA,"Exsicatas",NA,NA,NA,"47016","auto",NA,NA,NA,"2",NA,NA,NA
"270","2020-09-02 16:24:03-03","Cenargen","CEN","12332","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","Gilberto Pedralli","1985","10","23","Brasil","MG","JAIBA","Manga.","-43.6744003295898","-15.3382997512817",NA,NA,"CEN00012332","CEN00012332","1993","11",NA,NA,NA,"Tépalas verdes, sépalas verdes e marrom, folhas simples membranosas alternadas, folhas pilosas, base cordada, acuminadas, estames e estiletes inclusos. Área 4 - Lajedo. Doação.",NA,NA,"Exsicatas",NA,NA,NA,"47016","auto",NA,NA,NA,"2",NA,NA,NA
"271","2020-09-02 16:24:03-03","Cenargen","CEN","67802","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","M. Kirizawa & C. C. Xifreda","Glocimar Pereira-Silva","2007","07","17","Brasil","TO","PARANA","Margem direita do rio Tocantins, canteiro de obras.","-48.228333","-12.831111","-48.228333","-12.831111","CEN00067802","CEN00067802","2016","03",NA,"250","250","Botões florais verde. Área de influência direta (lago).","12060",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"272","2020-09-02 16:24:03-03","Cenargen","CEN","72381","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","J. B. Pereira","João Benedito Pereira","2008","02","29","Brasil","TO","PALMEIROPOLIS","Torres 127 a 132, córrego Curuá.","-48.230277","-12.979444","-48.230277","-12.979444","CEN00072381","CEN00072381","2013","02",NA,"1098","1098",NA,"163",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"273","2020-09-02 16:24:03-03","Cenargen","CEN","12600","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","Raulino Reitz","1983","04","11","Brasil","SC","BALNEARIO CAMBORIU","Taquaras.","-48.6347007751465","-26.9906005859375",NA,NA,"CEN00012600","CEN00012600","1990","10",NA,NA,NA,"Cálice amarelo, ovário verde. Doação Plantas de Santa Catarina.","8024",NA,"Exsicatas",NA,NA,NA,"8793","auto",NA,NA,NA,"1",NA,NA,NA
"274","2020-09-02 16:24:03-03","Cenargen","CEN","12608","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","Raulino Reitz","1958","01","10","Brasil","SC","CAMPO ALEGRE","Morro do Iquererim.","-49.2655982971191","-26.1924991607666",NA,NA,"CEN00012608","CEN00012608","1990","10",NA,"1300","1300","Doação Plantas de Santa Catarina.","6100",NA,"Exsicatas",NA,NA,NA,"37493","auto",NA,NA,NA,"1",NA,NA,NA
"275","2020-09-02 16:24:03-03","Cenargen","CEN","12625","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","Roberto Miguel Klein","1969","03","13","Brasil","SC","FLORIANOPOLIS","Morro Costa da Lagoa.","-48.5491981506348","-27.596700668335",NA,NA,"CEN00012625","CEN00012625","1990","10",NA,"490","490","Doação - Universidade Federal de Santa Catarina, Departamento de Biologia - Divisão de Botânica. Plantas da Ilha de Santa Catarina - Florianópolis.","8264",NA,"Exsicatas",NA,NA,NA,"27000","auto",NA,NA,NA,"1",NA,NA,NA
"276","2020-09-02 16:24:03-03","Cenargen","CEN","12632","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","A. Bresolin","1971","03","17","Brasil","SC","FLORIANOPOLIS","Morro da Felicidade, Pântano do Sul.","-48.5491981506348","-27.596700668335",NA,NA,"CEN00012632","CEN00012632","1990","10",NA,"350","350","Doação Universidade Federal de Santa Catarina. Centro de Estudos Básicos. Departamento de Biologia. Divisão de Botânica. Plantas da Ilha de Santa Catarina - Florianópolis - SC - Brasil.","204",NA,"Exsicatas",NA,NA,NA,"27000","auto",NA,NA,NA,"1",NA,NA,NA
