"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02206113","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R. S. Couto; D. A. do Araújo","W. W. Thomas","2001","10","24","Brazil","Bahia","Jequié","Fazenda of Marcus Ludovico and Joao Andrade--W on BR 330 14.7 km from junction with BR 116 in Jequié, then S on dirt road to Prainha Lomanto for 5.9 km to fazenda road; right on fazenda road 11.9 km to wide dry river bed with silt and sand over rock","-40.314483","-13.795617",NA,NA,"NY02206113","NY02206113_01",NA,NA,NA,"640","640","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267255' target='other'> <mi>dwc_moreinfo</mi></a>","12584","South America","sheet",NA,"Magnoliophyta","Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00617878","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. Pedralli","G. G. Hatschbach","1985","02","01","Brazil","Paraná","Guarapuava","Canta Galo","-52.1225","-25.37603",NA,NA,"NY00617878","NY00617878_01",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701819' target='other'> <mi>dwc_moreinfo</mi></a>","48877","South America","sheet",NA,"Magnoliophyta","Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00617879","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. G. Hatschbach","E. Barbosa","1998","01","22","Brazil","Paraná","Guarapuava","Colônia Sao Judas Tadeu","-51.4581","-25.3956",NA,NA,"NY00617879","NY00617879_01",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701821' target='other'> <mi>dwc_moreinfo</mi></a>","90","South America","sheet",NA,"Magnoliophyta","Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00617880","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","G. M. Barroso; E. F. Guimarães","A. C. Brade","1948","02","05","Brazil","Rio de Janeiro","Itatiaia","Itatiaia lote 28 - 30","-44.65833","-22.358",NA,NA,"NY00617880","NY00617880_01",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701818' target='other'> <mi>dwc_moreinfo</mi></a>","18821","South America","sheet",NA,"Magnoliophyta","Dioscoreales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG722","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris",NA,"Pedralli","Pedralli e Teixeira","1993","11","24","Brasil","Minas Gerais","Joaquim Felício","Município de Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação do CETEC; herbário nº 010649; Coleção: 3432; Cor da flor verde, Liana.",NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:30:03-03","UFRJ","RFA","39885","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R. S. Couto","V. C. Souza; P. T. Sano; N. Roque; R. Harley; C. M. Sakuragui","1994","03","10","Brasil","Bahia","Caetité","18km da cidade. Localidade de Santa Luzia","-42.459167","-14.138611","42º27'33''W","14º8'19''S","RFA52958",NA,"2011","03","25","850","850","Escandente; sépalas e filetes verdes; anteras creme","5429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:03-03","UFRJ","RFA","37142","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R. S. Couto","R. S. Couto","2009","10","20","Brasil","Rio de Janeiro","Itatiaia","PARNA, Planalto, trilha para as prateleiras. Platô da pedra na trilha","-44.5633010864258","-22.4960994720459",NA,NA,"RFA23925",NA,"2009","10","20",NA,NA,"Trepadeira, folha subcoriáceas verde-escuro na face adaxial, verde-claro fosco na face abaxial. Flores masculinas alvo-amareladas, anteras amarelas. Frequente","265",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:03-03","UFRJ","RFA","37237","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S. Couto","R.S. Couto","2010","07","19","Brasil","Rio de Janeiro","Itatiaia","Véu da Noiva","-44.5633010864258","-22.4960994720459",NA,NA,"RFA24056",NA,NA,NA,NA,NA,NA,"Trepadeira de folhas discolores, verde-escuras lúcidas, estéril.","471",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:03-03","UFRJ","RFA","37643","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","M. S. Wängler; F.C.Alzer, G.F.Mazzoni; V.C.Hellmann","2011","05","15","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre.","-43.4185981750488","-22.4286003112793",NA,NA,"RFA49771",NA,"2011","11","16",NA,NA,"Trepadeira, folha toda verde. Estéril.","553",NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:30:03-03","UFRJ","RFA","37035","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S. Couto","R.S. Couto; C.P. Bove, P. Baleeiro, A. Oliveira.","2009","06","03","Brasil","Goiás","Goiás","Chapada dos Veadeiros, próximo à sede do parque","-49.423889","-14.995556","49º25'26''W","14º59'44''S","RFA23772",NA,"2009","06","03","30","30","Trepadeira, folhas levemente discolores, pecíolos canaliculadas. Afilos quando eretos o caule. Frutos já passados. Material para cultivo","189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:03-03","UFRJ","RFA","37083","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","R.S.Couto; C.P.Bove, P.Baleeiro, A.Oliveira","2009","06","03","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. Próximo à sede do Parque.","-47.816667","-14.15","47º49'W","14º9'S","RFA30260",NA,"2009","06","03","30","30","Folhas levemente discolores, pecíolos canaliculados. Caules afilos quando eretos. Flores masculinas passadas. Material para cultivo. Habito: Trepadeira","188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:03-03","UFRJ","RFA","39878","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","V.C.Souza","2001","07","20","Brasil","Bahia","Iaçu","Estrada Iaçu-Milagres. Fazenda Suíbra","-40.097778","-12.732778","40º5'52''W","12º43'58''S","RFA30212",NA,"2011","03","25","300","300","Liana. Flores cremes. Prensado em álcool","26579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:03-03","UFRJ","RFA","39881","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","V.C.Souza; J.P.Souza, F.F.Mazine, G.O.Romão","2001","07","20","Brasil","Bahia","Iaçu","Estrada Iaçu-Milagres. Fazenda Morros","-40.0725","-12.740556","40º4'21''W","12º44'26''S","RFA30211",NA,"2011","03","25","300","300","Escandente, flores verdes","26525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:03-03","UFRJ","RFA","38035","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","R.S.Couto; C.P.Bove, P.Baleeiro, A.Oliveira","2009","06","03","Brasil","Goiás","Goiás","Chapada dos Veadeiros. Próximo à sede do Parque","-47.828333","-15.665278","47º49'42''W","15º39'55''S","RFA30210",NA,"2009","06","03",NA,NA,"Folhas levemente discolores, pecíolos canaliculadas. Afilos quando eretos o caule. Frutos já passados. Material para cultivo. Habito: Trepadeira","189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:30:03-03","UFRJ","RFA","37003","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","R.S.Couto","2009","10","20","Brasil","Rio de Janeiro","Itatiaia","PARNA. Planalto pedra na beira da estrada a cerca de 100 m da entrada do abrigo Rebouças.","-44.5633010864258","-22.4960994720459",NA,NA,"RFA30257",NA,"2009","10","20",NA,NA,"Folhas subcoriáceas verde-escuro na face adaxial, verde-claro fosco na face abaxial. Flores masculinas verde-claras com anteras amarelas.","266",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:30:03-03","UFRJ","RFA","37203","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S. Couto; M. Rocha; I.R. Lage","R.S. Couto","2010","07","20","Brasil","Rio de Janeiro","Itatiaia","PNI. Entrada da trilha para a cachoeira véu de noiva, junto à ponte","-44.5633010864258","-22.4960994720459",NA,NA,"RFA24014",NA,NA,NA,NA,NA,NA,"Trepadeira de flores masculinas amarelas, crescendo ao sol.","380",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:30:03-03","UFRJ","RFA","37215","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S. Couto","R.S. Couto; Marcos Rocha; Isabela R. Lage","2010","07","20","Brasil","Rio de Janeiro","Itatiaia","Trilha para cachoeira Poranga","-44.5633010864258","-22.4960994720459",NA,NA,"RFA24032",NA,NA,NA,NA,NA,NA,"Trepadeira estéril de folhas verde-escuro. Tubérculo discoide de córtex marrom-escuro. Coletado para anatomia.","375",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:30:03-03","UFRJ","RFA","37058","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","R.S.Couto; J.M.A.Braga, L.J.T.Cardoso","2009","08","28","Brasil","Rio de Janeiro","São Fidélis","Estrada para Ayres sentido Santa Maria Madalena, para Aracajú. Barra do Rio Colégio, fazenda do advogado Helinho.","-41.746898651123","-21.6460990905762",NA,NA,"RFA30253",NA,"2009","08","28",NA,NA,"Folhas subcoriáceas verde-escuro na face adaxial, verde-claro fosco na face abaxialo. Flores femininas alvo-esverdeadas. Habito: Trepadeira","233",NA,NA,NA,NA,NA,"31178","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:03-03","UFRJ","RFA","37046","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S. Couto","R.S. Couto; J.M.A. Braga, L.J.T. Cardoso","2009","08","28","Brasil","Rio de Janeiro","São Fidélis","Estrada para Ayres sentido Santa Maria Madalena, para Aracaju, barra do rio Colégio, fazenda do Advogado Helinho (S 022 27 87 W 76 02 803).","-41.746898651123","-21.6460990905762",NA,NA,"RFA23783",NA,"2009","08","28",NA,NA,"Trepadeira, flores alvas masculinas. Afloramento rochoso, tubérculos na matéria orgânica. Tubérculo em cultivo.","232",NA,NA,NA,NA,NA,"31178","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:30:03-03","UFRJ","RFA","37154","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","R.S.Couto","R.S.Couto; M.Nadruz, L.A.F.Santos Filho, M.J.F.Barros, P.Godinho","2010","03","30","Brasil","Rio de Janeiro","Teresópolis","PNSO. Trilha para a pedra do Sino, cerca de 500 m após o portão. Próximo ao Abrigo I.","-42.9655990600586","-22.4122009277344",NA,NA,"RFA30258",NA,"2010","03","30",NA,NA,"Iniciando senescência, poucos frutos ainda não maduros e poucas folhas ainda vivas. Folhas de coloração verde-escuro, iniciando a amarelar. Frutos marrons pintalgados de manchas negras. Habito: Trepadeira","315",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:44:52-03","EAO","IAN","31474","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Sellow, F",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN031474","IAN031474_f",NA,NA,NA,NA,NA,NA,"50","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:52:20-03","EAO","IAN","186928","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M","Kinupp, VF","1998","01","22","Brasil","Paraná","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,"IAN186928",NA,"2005",NA,NA,NA,NA,"Volúvel ,flores amarelas imaturos verdes.","1016","Southern America",NA,NA,"Monocotiledônea",NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 16:28:49-03","CPAN-UFMS","COR","9705","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Mizué Kirizawa","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Nakajima, J. N.; Ishii, I. H.; Scimareli, Alan; Assis, E. L. M.; Rodriguez, D. P.; Nascimento, V.; José Luis; Flávio; Helry; Porfírio, Grasiela & José","2002","10","16","Brasil","Mato Grosso do Sul","Corumbá","Margem da lagoa do Castelo; morro nos fundos da casa do Álvaro","-57.544167","-18.591111","57º32'39''W","18º35'28''S",NA,NA,"2003","10","09",NA,NA,"Trepadeira; flor creme Habito: Trepadeira","1095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:28:05-03","UFBA","ALCB","040418","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Hatschbach, G","Barbosa, E; Hatschbach, G; Ribas, OS","1998","01","22","Brasil","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.45","-25.383333","-51.45","-25.383333","ALCB004937","ALCB004937","1998",NA,NA,NA,NA,"volúvel. Borda dos lajeados, junto ao capão.","90","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:28:05-03","UFBA","ALCB","15420","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Pedralli, G","Santana, W","1980","08","07","Brasil","Bahia","Castro Alves","Recôncavo Sul, Vale do Paraguaçu","-39.416667","-12.75","-39.416667","-12.75","ALCB004936","ALCB004936","1997","05",NA,NA,NA,"flores pequenas esverdeadas.","s/n","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:00:12-03","NBC","NL-BOTANY","U.1291320","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Rosengurtt B","1942","01","27","Uruguay",NA,NA,"Paysandú rio Uruguay, Isla Queguay selvestre.",NA,NA,NA,NA,"NL-U1291320","NL-U1291320",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1291320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Dioscoreales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:00:12-03","NBC","NL-BOTANY","U.1291495","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lindeman JC; Haas JH de","1965","12","16","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Foz do Iguacu, between rocks below the falls Twiner.",NA,NA,NA,NA,"NL-U1291495","NL-U1291495",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1291495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Dioscoreales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:00:12-03","NBC","NL-BOTANY","U.1291496","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lindeman JC; Haas JH de","1967","01","24","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. On Island in Rio Parana in 7 Quedas near Guaira Twiner.",NA,NA,NA,NA,"NL-U1291496","NL-U1291496",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1291496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Dioscoreales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:00:12-03","NBC","NL-BOTANY","U.1291497","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Lindeman JC; et al.","1972","12","19","Brazil",NA,NA,"Porto Alegre. Brasil 6 Km E de Itaqui.",NA,NA,NA,NA,"NL-U1291497","NL-U1291497",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1291497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Dioscoreales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:06:12-03","ESALQ","ESA","74830","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Couto, R.S.","Souza, V.C.; Souza, J.P.; Romão, G.O.","2001","07","20","Brasil","Bahia","Iaçu","Estrada Iaçu - Milagres. Fazenda Suíbra. Caatinga aberta sobre afloramento rochoso utilizada como pasto.","-400.552","-124.358","-400,552","-124,358","ESA074830","ESA074830","2011",NA,NA,"300","300","Liana; flores creme.","26579.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:06:12-03","ESALQ","ESA","74776","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Couto, R.S.","Souza, V.C.; Souza, J.P.; Romão, G.O.","2001","07","20","Brasil","Bahia","Iaçu","Estrada Iaçu - Milagres. Fazenda Morros. Caatinga sobre afloramento rochoso com pasto adjacente.","-400.421","-124.426","-400,421","-124,426","ESA074776","ESA074776","2011",NA,NA,"300","300","Escandente; flores verdes.","26525.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:06:12-03","ESALQ","ESA","22731","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Couto, R.S.","Souza, V.C. et al.","1994","03","10","Brasil","Bahia","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,"ESA022731","ESA022731","2011",NA,NA,NA,NA,NA,"5429.0",NA,NA,NA,"Magnoliophyta",NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:06:12-03","ESALQ","ESA","114989","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris",NA,NA,"Morokawa, R.","2011","04","16","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114989","ESA114989",NA,NA,NA,NA,NA,NA,"362.0",NA,NA,NA,"Magnoliophyta",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
