"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01788466","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","elliptica","Avicennia elliptica martii","W. A. Ducke","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788466",NA,NA,NA,NA,"Magnoliophyta","Lamiales","martii","Moldenke",NA,"5407","Pará",NA,NA,NA,"NY01788466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00955662","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","elliptica","Avicennia elliptica martii","R. de Lemos Fróes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955662","1932","08","16","Maracassumé River region, Praia do Murcego.","Magnoliophyta","Lamiales","martii","Moldenke","H. N. Moldenke","1818","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00955663","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","elliptica","Avicennia elliptica martii","A. Duke","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955663","1903","09","18","Sao Luiz do Maranhao.","Magnoliophyta","Lamiales","martii","Moldenke","H. N. Moldenke","s.n.","Maranhão","São Luís","-44.3028","-2.5297","NY00955663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01788466","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","elliptica","Avicennia elliptica martii","W. A. Ducke","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788466",NA,NA,NA,NA,"Magnoliophyta","Lamiales","martii","Moldenke",NA,"5407","Pará",NA,NA,NA,"NY01788466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","573459","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","R. P. Belém","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573459","1967","01","09","Itacaré","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke","H. N. Moldenke","3039","Bahia","Itacaré","-38.9967","-14.2778","NY00573459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1788477","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","F. J. Breteler","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788477","1966","06","03","South border of Bahia de Beunaventura.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"5178","Valle del Cauca",NA,NA,NA,"NY01788477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1788476","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","E. Forero","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096170' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788476","1973","01","11","Bahía Solano. Mangalares cerca del pueblo.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"794","Chocó",NA,NA,NA,"NY01788476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01788469","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","B. V. Rabelo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788469","1979","11","05","Cidade do Amapá. Terra firme, quintal. Interior da cidade.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"46","Amapá",NA,NA,NA,"NY01788469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1788474","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","N. A. Rosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096168' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788474","1992","01","14","trecho de praia compriendido Hotel Pousada dos Guarás e o Mangal Batuba Igarapé São João, reserva ecológica de Salva Terra, Marajó.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"5530","Pará",NA,NA,NA,"NY01788474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-02-01 14:55:00-02","NY","NYBG","542334","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","A. B. Alvarez","South America","Ecuador","sheet",NA,"colectado por G. Mosquera <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542334","1992","11","20","San Lorenzo. La Tola 1. Manglar. Colecciones en la ribera del canal","Magnoliophyta","Lamiales",NA,NA,"A. B. Alvarez","735","Esmeraldas",NA,"-79.05","1.2",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1788473","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","G. Davidse","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096167' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788473","1980","04",NA,"Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"17797","Pará","Marapanim","-47.68","-0.62","NY01788473_01","20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01788467","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","J. Sales","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788467","1993","12","08","Praia do Ajuruteua.","Magnoliophyta","Lamiales",NA,"(L.) L.",NA,"1993","Pará","Bragança","-46.7655982971191","-1.05360996723175","NY01788467_01",NA,NA,"56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01788468","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","K. Kubitzki","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096155' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788468","1979","09","22",NA,"Magnoliophyta","Lamiales",NA,"(L.) L.",NA,"79-258","Pará","Salinópolis","-47.3560981750488","-0.613610982894897","NY01788468_01",NA,NA,"23190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1788472","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","A. S. Foster","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788472","1948","09","29","Rio Assai.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"10","Pará","Vigía","-48.1417007446289","-0.858332991600037","NY01788472_01",NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","542333","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","R. L. Liesner","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542333","1981","05","20","Peninsula de Araya, ca 26 km northwest of Cariaco by air, immediately west of turnoff to new road","Magnoliophyta","Lamiales",NA,"(L.) L.","H. N. Moldenke","12162","Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01788398","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","N. A. Rosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788398","1992","01","12","Mangue Batuba Nativo, da reserva ecológica de Salva Terra, proximo ao Rio São João.","Magnoliophyta","Lamiales",NA,"(L.) L.",NA,"5477","Pará","Ilha de Marajó",NA,NA,"NY01788398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 03:01:00-03","NY","NYBG","1183956","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","B. R. Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183956","2003","08","20","Mun. de São Francisco do Itabapoana, Gargaú. Braço do Rio Paraíba do Sul. Aproximadamente nível do mar, EPE 8M.","Magnoliophyta","Lamiales",NA,NA,"C. N. Fraga","1073","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028","NY01183956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","542332","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","J. G. Jardim","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542332","1998","07","09","Distrito de Serra Grande. Estrada que leva à Prainha","Magnoliophyta","Lamiales",NA,"(L.) L.","B. M. Torke","1801","Bahia","Uruçuca","-39.031091","-14.472473","NY00542332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-01-18 11:30:00-02","NY","NYBG","01390872","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","J. J. Kohlmeyer","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1781605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01390872","1973","11","13","Tasagera (Atlantic Ocean)","Magnoliophyta","Lamiales",NA,NA,"J. J. Kohlmeyer","3446","Magdalena",NA,NA,NA,"NY01390872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02423685","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","D. F. André","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675440' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423685","2014","03","13","Foz do Rio Macaé.","Magnoliophyta","Lamiales",NA,"(L.) L.",NA,"s.n.","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105","NY02423685_01",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1788470","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","D. F. Austin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096164' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788470","1979","11","06","Várzea dum braço do Rio Amapá, ao Este da cidade","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"7331","Amapá",NA,NA,NA,"NY01788470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","573462","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","D. Philcox","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573462","1975","06","02","Rockly Bay, between Lambeau and Scarborough","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke","H. N. Moldenke","7850","Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1788471","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","G. A. Black","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096165' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788471","1948","09","30","Vigia; Campina do Livramento. Rio Assahy","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"48-3237","Pará",NA,NA,NA,"NY01788471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","573460","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","D. R. Simpson","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573460","1968","01","08","Bosque Nacional de Tumbes: Región de bosque muy seco tropical (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke","H. N. Moldenke","601","Tumbes","Tumbes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","573461","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","F. E. Drouet","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573461","1935","09","09","Bordering tidal flats 2 km. east of Soure","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke","H. N. Moldenke","2442","Ceará","Caucaia","-38.6531","-3.7361","NY00573461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1788475","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","G. A. Black","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096169' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788475","1948","09","30","Vigia; Campina do Livramento. Beira do Rio Assahí","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"48-3236","Pará",NA,NA,NA,"NY01788475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","337276","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans venezuelensis","F. J. Breteler","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337276","1965","10","21","+/- 53 km NE of Maturin, left bank of San Juan River, near confluence with Guarapiche R. Mangrove","Magnoliophyta","Lamiales","venezuelensis","Moldenke","H. N. Moldenke","4677","Sucre",NA,NA,NA,"NY00337276_01",NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","573459","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","R. P. Belém","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573459","1967","01","09","Itacaré","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke","H. N. Moldenke","3039","Bahia","Itacaré","-38.9967","-14.2778","NY00573459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1788477","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","F. J. Breteler","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788477","1966","06","03","South border of Bahia de Beunaventura.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"5178","Valle del Cauca",NA,NA,NA,"NY01788477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1788476","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","E. Forero","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096170' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788476","1973","01","11","Bahía Solano. Mangalares cerca del pueblo.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"794","Chocó",NA,NA,NA,"NY01788476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01788469","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","B. V. Rabelo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788469","1979","11","05","Cidade do Amapá. Terra firme, quintal. Interior da cidade.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"46","Amapá",NA,NA,NA,"NY01788469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1788474","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","N. A. Rosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096168' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788474","1992","01","14","trecho de praia compriendido Hotel Pousada dos Guarás e o Mangal Batuba Igarapé São João, reserva ecológica de Salva Terra, Marajó.","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"5530","Pará",NA,NA,NA,"NY01788474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1788473","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans guayaquilensis","G. Davidse","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096167' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788473","1980","04",NA,"Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","Magnoliophyta","Lamiales","guayaquilensis","(Kunth) Moldenke",NA,"17797","Pará","Marapanim","-47.68","-0.62","NY01788473_01","20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
