"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","822539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Hook.","W. Ganev","Brazil","Bahia","Abaíra","Caminho Catolés - Cristais. Mata dos Fríos.","-41.88","-13.33",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912849' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"373","1992","10","25","South America","1800","1800","sheet","NY00822539","NY00822539_01","A. L. V. Toscano de Brito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","625806","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Hook.","G. Martinelli","Brazil","Rio de Janeiro","Petrópolis","Entre Araras e Vale das Videiras, Morro do Cuca, Pico do Pindoba.","-43.1783","-22.505",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185150' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9867","1984","06","02","South America","1600","1600","sheet","NY00625806","NY00625806_01","A. L. V. Toscano de Brito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","625808","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Hook.","R. Reitz","Brazil","Santa Catarina","Sao Francisco do Sul","Monte Crista, Garuva.","-48.6381","-26.2433",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10.014","1960","10","06","South America","900","900","sheet","NY00625808","NY00625808_01","G. F. J. Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","687076","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Hook.","R. M. Harley","Brazil","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852722' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"50819","1992","01","28","South America","1700","1700","sheet","NY00687076","NY00687076_01","A. L. V. Toscano de Brito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","625813","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","P. K. H. Dusén","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216724' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6859","1908","10","10","South America",NA,NA,"sheet","NY00625813","NY00625813_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 07:29:00-03","NY","NYBG","1477509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"R. S. Williams","Bolivia",NA,NA,"Near Machichoirisa",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811539' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1632","1902","08","01","South America","1676",NA,"photo","NY01477509","NY01477509_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1477507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","H. H. Rusby","Bolivia",NA,NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811536' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2746","1885",NA,NA,"South America","1829",NA,"photo","NY01477507","NY01477507_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 01:44:00-03","NY","NYBG","1477511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"M. Bang","Bolivia",NA,NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811542' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"453","1890",NA,NA,"South America",NA,NA,"sheet","NY01477511","NY01477511_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 07:29:00-03","NY","NYBG","1477510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"M. Bang","Bolivia",NA,NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811540' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"453","1890",NA,NA,"South America",NA,NA,"sheet","NY01477510","NY01477510_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1477506","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","H. H. Rusby","Bolivia",NA,NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811538' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2746","1885",NA,NA,"South America","1829",NA,"photo","NY01477506","NY01477506_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 07:28:00-03","NY","NYBG","1477505","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"C. Vargas C.","Peru","Cusco",NA,"Yuncawaro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"18525","1966","12","10","South America","1000",NA,"photo","NY01477505","NY01477505_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 07:29:00-03","NY","NYBG","1477508","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"M. Bang","Bolivia",NA,NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1811576' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"none [probably Bang 272]",NA,NA,NA,"South America",NA,NA,"sheet","NY01477508","NY01477508_01","E. A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:49-03","UFRJ","RFA","12134","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","mackayi","Zygopetalum mackayi","Hook.","P. Occhioni; Elêna, Carmem","Brasil","Minas Gerais","Minas Gerais","Serra do Belo Vale",NA,NA,NA,"perigônio verde, pontilhado de marrom com labelo riscado de roxo",NA,NA,"1970","05","26",NA,NA,NA,NA,"RFA31913",NA,"J. L. Moutinho","1979","07","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:49-03","UFRJ","RFA","18426","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","mackayi","Zygopetalum mackayi","Hook.","C. Pereira","Brasil","Rio de Janeiro","Itatiaia","Estrada para o Planalto km 6","-44.5633010864258","-22.4960994720459","19648","escapo bem maior do que as folhas","auto","739","1977","08","12",NA,"1800","1800",NA,"RFA31915",NA,"J. L. Moutinho","1979","06","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:49-03","UFRJ","RFA","12136","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","mackayi","Zygopetalum mackayi","Hook.","P. Occhioni; Elêna, Carmem","Brasil","Minas Gerais","Minas Gerais","Serra da Piedade",NA,NA,NA,"Erva ca. 50 cm de altura, flores com perigônio pardacento e labelo lilás estriado de roxo",NA,NA,"1970","05","25",NA,NA,NA,NA,"RFA31916",NA,"J. C. Santana","2000","07","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:20:36-03","UFRJ","RFA","9514","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","mackayi","Zygopetalum mackayi","Hook.","G.G. Hatschbach","Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","55154","Labelo alvo com estrias violeta, sépalas e pétalas com exterior verde e interior castanho","auto","20320","1968","11","13",NA,"1300","1300",NA,"RFA31914",NA,"G.F.J. Pabst","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:36-03","UFRJ","RFA","37630","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","M. S. Wängler; G. F. Mazzoni; R. C. Albuquerque","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre, Propriedade da Sra. Isabel","-43.386389","-22.445833",NA,"Erva rupícola, 80 cm; raízes brancas, espessas, pseudobulbos fusiformes verdes, duas folhas basais e duas apicais verdes plicadas. Planta estéril. Vegetando sobre rocha em local ensolarado juntamente com Ptcairnia flamea e Philodendrum",NA,"910","2011","10","09",NA,NA,NA,NA,"RFA38798",NA,"M. S. Wängler","2012","03","19","43º23'11''W","22º26'45''S",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:36-03","UFRJ","RFA","37779","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","M. S. Wängler; N. Fortuna; V. S. Ferreira","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre. Alameda Água Fria, morro em frente ao Marão.","-43.370278","-22.446111",NA,"Erva terrícola, 77 cm, caule curto, folhas verdes, lanceoladas, nervuras salientes, brácteas no pedúnculo, cinco flores, sépalas e pétalas alvo amareladas com manchas marrons, labelo alvo com listas e pontos violáceos. Encontrada em loc",NA,"480","2011","04","17",NA,NA,NA,NA,"RFA38796",NA,"M. S. Wängler","2012","03","19","43º22'13''W","22º26'46''S",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:36-03","UFRJ","RFA","37781","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","M. S. Wängler; D. F. Massunaga; G. F. Mazzoni; N. Fortuna","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre, Estrada do Marão","-43.381944","-22.451111",NA,"Erva terrícola, ca. 75 cm, raízes brancas, espessas, caule curto, folhas lanceoladas, verdes, nervuras salientes, brácteas no pedúnculo, inflorescência racemosa, 9 flores, sépalas e pétalas alvo amarelado maculadas de marrom, labelo alv",NA,"377","2011","04","09",NA,NA,NA,NA,"RFA38799",NA,"M. S. Wängler","2012","03","19","43º22'55''W","22º27'4''S",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:49-03","UFRJ","RFA","36505","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","M.O.O.Pellegrini","Brasil","Rio de Janeiro","Petrópolis","1° Distrito/Petrópolis, Moinho Preto/Pedra do Retiro","-43.1786003112793","-22.5049991607666","36524","heliófila terrestre ou rupícola; folhas cartáceas, verde-amareladas devido ao sol; caule espessado formando pseudobulbo ovóide; flores passadas; sépalas e pétalas verde-amareladas, máculas vináceas, labelo branco com veios roxos; coluna","auto","29","2010","08","22",NA,NA,NA,NA,"RFA31912",NA,"M.O.O.Pellegrini","2010","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-27 20:28:30-03","PUCPR","HUCP","25662","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","intermedium","Zygopetalum intermedium","Lodd. ex Lindl.","Kersten, RA","Brasil","Parana","Campina Grande do Sul","Morro Capivari Grande","-48.8216","-25.1283",NA,"Campos de altitude do Morro Capivari Grande. Campos Altomontanas.",NA,"2011","2019","09","28",NA,"1600","1600",NA,"HUCP00025662","HUCP00025662","Kersten, RA","2019","10",NA,"-48.8216","-25.1283",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-27 21:09:32-03","PUCPR","HUCP","22236","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Felitto, G; Nardin, EC; Felix, J","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"auto","330","2012","08","10",NA,NA,NA,NA,NA,NA,"Ariati, V; Felitto, G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:39-03","PUCPR","HUCP","23728","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Cardoso, G","Brasil","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465","55154",NA,"auto","001","2010","07","21",NA,NA,NA,NA,"HUCP00006801","HUCP00006801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:39-03","PUCPR","HUCP","21356","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Ariati, V","Brasil","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465","55154",NA,"auto","360","2009","11","07",NA,NA,NA,NA,"HUCP00006698","HUCP00006698","Ariati, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:39-03","PUCPR","HUCP","13713","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Silva, JM","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465","55154",NA,"auto","1688","1996","09","07",NA,NA,NA,NA,"HUCP00006726","HUCP00006726","Van den Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:26:39-03","PUCPR","HUCP","19031-B","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Selusniaki, M","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375","17116",NA,"auto","1383","2007","10","27",NA,NA,NA,NA,"HUCP00006900","HUCP00006900","Kersten, RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:39-03","PUCPR","HUCP","17722","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Beltrami, L","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"auto","081","2006","11","29",NA,NA,NA,NA,"HUCP00005284","HUCP00005284","Kersten, RA","2007","04","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:26:39-03","PUCPR","HUCP","21133","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","mackaii","Zygopetalum mackaii","Paxton.","Ariati, V","Brasil","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465","55154",NA,"auto","089","2008","08","30",NA,NA,NA,NA,"HUCP00006300","HUCP00006300","Ariati, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:26:39-03","PUCPR","HUCP","22305","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","Paxton.","Lozano, E; Selusniaki, M","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"auto","243","2010","04","01",NA,NA,NA,NA,"HUCP00006248","HUCP00006248","Kersten, RA; Lozano, E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:26:39-03","PUCPR","HUCP","24454","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","Paxton.","Santos, TF","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"auto","043","2014","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:28:46-03","UFBA","ALCB","00967","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Noblick, LR","Brasil","Bahia","Palmeiras","Chapada Diamantina, próximo à Cachoeira da Fumaça (Glass)","-41.55","-12.516667",NA,"flores brancas com violeta.",NA,"1195","1979","04","24","Southern America",NA,NA,NA,"ALCB007680","ALCB007680","Queiroz, LP de","1983","12",NA,"-41.55","-12.516667",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:28:46-03","UFBA","ALCB","15466","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Guedes, ML; Queiroz, LP de","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.55","-12.516667",NA,"terrestre. Pseudobulbos pequenos e maciços. Folhas semi-coriáceas discolores. Flores aromáticas, vistosas, sépalas e pétalas verdes com manchas marrons, labelo alvo com traços roxos.",NA,"656","1983","06","29","Southern America",NA,NA,NA,"ALCB007683","ALCB007683","Meneguzzo, TEC","2019","09","24","-41.55","-12.516667",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:28:46-03","UFBA","ALCB","81408","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Silva, JM; Cordeiro, J; Nicolack, V","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-49.0553016662598","-25.3055992126465","55154","tépalas verdes, estrias marrons; labelo alvacento, nervuras vinosas.; encostas garminosas, úmidas do morro.","auto","698","1989","10","04","Southern America",NA,NA,NA,"ALCB007682","ALCB007682","C. van den Berg","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:28:46-03","UFBA","ALCB","121595","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Silva, MS","Brasil","Bahia","Santa Teresinha","Morro da Pioneira, próximo as antenas.","-39.475556","-12.854167",NA,"ERva: 0,5 m. Sépalas e pétalas verdes, maculadas de roxo. Labelo branco com linhas roxas. Eixo da inflorescência verde.; Mata atlântica. Rupícola, em área semelhante a campo rupestre.",NA,"116","2014","07","14","Southern America","813","813",NA,"ALCB007877",NA,"Vieira, T","2014","07","17","-39.475556","-12.854167",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:28:46-03","UFBA","ALCB","96192","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Cordeiro, J; Silva, JM","Brasil","São Paulo","São José do Barreiro","Serra da Bocaína","-44.5699996948242","-22.6399993896484","30784","Pétalas verdes com estrias marrom, labelo alvescente com nervuras vinosas.","auto","3471","2010","03","06","Southern America","1640","1640",NA,"ALCB007681","ALCB007681","Cordeiro, J","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
