"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"157","2019-05-06 11:54:41-03","UFU","HUFU","7357","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Romero, R.","Romero, R.; et al.","1691","1995","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,50m. Cálice verde - vinho. Corola com tubo alaranjado; lacínio verde. Filetes creme. Anteras marrom.; Campo vidromórfico.","HUFU00051735","HUFU00051735",NA,NA,NA,NA,NA,"57119","auto","2001","12",NA,NA,NA,NA
"158","2019-05-06 11:54:41-03","UFU","HUFU","24145","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Andrade, T.","Farinaccio, M.A.; Campos-Filho, E.M.","231","1998","12","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Erva em brejo, solo arenoso, pedregoso, caule vermelho. Flores cálice verde com estrias, tubo da corola laranja, lacínias amarelo - esverdeadas, filetes alvos, anteras marrons, estilete verde - claro.; Solo arenoso, pedregoso.","HUFU00051740","HUFU00051740",NA,NA,NA,NA,NA,"57119","auto","2004","10","29",NA,NA,NA
"159","2019-05-06 11:54:41-03","UFU","HUFU","30573","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Pacheco, R.A.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","386","2002","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Erva ca. 0.5m. Cálice verde, corola de alaranjado a amarelo esverdeado, estames creme, anteras castanhas.; Campo hidromórfico.","HUFU00051738","HUFU00051738",NA,NA,NA,NA,NA,"57119","auto","2003","01","22",NA,NA,NA
"160","2019-05-06 11:54:41-03","UFU","HUFU","8416","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Vieira, A.O.S.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","890","1995","03","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, próximo ao córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,8m. Cálice verde. Corola com tubo laranja; lacínios verdes. Filetes creme.; Campo limpo. Solo arenoso.","HUFU00051736","HUFU00051736",NA,NA,NA,NA,NA,"57119","auto","1995","10",NA,NA,NA,NA
"161","2019-05-06 11:54:41-03","UFU","HUFU","13377","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Romero, R.; Nakajima, J.N.","3805","1996","11","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, próximo à torre de observação.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,8m. Cálice verde. Corola alaramjada, lacínias verde - amareladas. Anteras nigrescente. Estilete e estigma esverdeados.; Campo limpo em solo hidromórfico.","HUFU00051743","HUFU00051743",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"162","2019-05-06 11:54:41-03","UFU","HUFU","14476","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Andrade, T.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4088","1997","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,5. Cálice verde. Corola com tubo alaranjado, lácinias amarelas. Anteras marrons. Filetes creme. Estilete alvo.; Campo limpo.","HUFU00051742","HUFU00051742",NA,NA,NA,NA,NA,"57119","auto","2004","10","25",NA,NA,NA
"163","2021-03-04 15:42:44-03","IF","SPSF","22551","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,NA,"J.M.Torezan","526","1997","12","11","América do Sul","Brasil","SP","Itararé","floresta estacional transiçao","-49.3400001525879","-24.1100006103516",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Ad rivulum prope Tijuca.",NA,NA,NA,NA,NA,"P06P4N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Riedel, L","2727p. p.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Chapada de São Marcos",NA,NA,NA,"In humidis ripis rivi S. Bartholomeu, Chapada de S. Marcos.; HABITAT: In humidis ripis rivi S. Bartholomeu, Chapada de S. Marcos.",NA,"P06P4N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Loco non addicto.",NA,NA,NA,"Flor. Aug.",NA,"P06P4N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 10:14:38-03","UNEMAT","NX-FANEROGAMAS","683","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don.","Proença C.","Proença C. , Kirkbride M.C.G.","86","1982","05","05",NA,"Brasil","Distrito Federal","Brasília","Cabeceiras do Córrego Cabeceira Comprida.","-48.07","-15.62",NA,"Cálice verde e corola muito vistosa.[HABITAT=Campo Alagado]",NA,NA,"1260","1260",NA,"-48.07","-15.62",NA,NA,"1999",NA,NA,NA,NA,NA
"168","2020-08-26 10:48:26-03","MCN-FZBRS","HAS","67664","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.)G.Don","Coelho, G.P.","Mattos, J.","10694","1962","11",NA,NA,"Brasil","Paraná","Jaguariaiva","Divisa de Jaguariaiva com Arapotí","-49.7057991027832","-24.2511005401611",NA,"No campo, erva com 2 m de altura.Caule vermelho, cálice verde-arroxeado.Corola vermelha sendo amarela internamente.Estigma bilobado e anteras azuladas.","HAS0067664",NA,NA,NA,NA,NA,NA,"44368","auto","2018","11","28",NA,NA,NA
