"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","typeStatus","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"97","2010-09-03 14:48:00-03","MO","MOBOT","100301774","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"R.W. Pearce","Pearce s.n. 1865","1865","12",NA,"Bolivia","La Paz",NA,"Coroico","-67.7166667","-16.1666667",NA,NA,"1225.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2013-06-02 05:38:00-03","MO","MOBOT","100365517","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"Efraín Suclli|Jim Farfán|V. Chama|Yesenia Vizcardo","Suclli Montañés 1626","2003","10","20","Peru","Cusco","La Convención","Dist. Vilcabamba. Ututo.","-73.0833333","-13.0666667",NA,NA,"3000.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"99","2018-09-20 14:24:00-03","MO","MOBOT","101044674","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","H.A. Keller",NA,NA,NA,"H. A. Keller","Keller 11951","2013","12","20","Argentina","Misiones","Eldorado","Afueras de la ciudad de Eldorado, calle Pionero Engwald, 2 cuadras al sur de Avda El Fundador.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","1189017","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"José Campos de la Cruz|O. Díaz","Campos de la Cruz 2228","1996","1","28","Peru","Cajamarca","San Ignacio","Distrito San Ignacio: Portachuelo.","-78.95","-5.13333",NA,NA,"1000.00000000","1500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"6","23"
"101","2012-03-01 11:34:00-03","MO","MOBOT","1430966","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"Henry H. Rusby","Rusby 1045","1886","4",NA,"Bolivia","La Paz",NA,"Mapiri (2500ft?) (05/1886?)","-68.1666667","-15.25",NA,NA,"1524.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"102","2017-05-12 11:00:00-03","MO","MOBOT","1679618","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"Roy F. Steinbach","Steinbach 506","1966","11","19","Bolivia","Cochabamba",NA,"San Rafael","-65.5","-17.1",NA,NA,"500.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"103","2010-02-10 14:16:00-02","MO","MOBOT","1779476","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"Andrew C. Matthews","Matthews s.n.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA
"104","2010-09-03 13:54:00-03","MO","MOBOT","2137041","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"Hipólito Ruiz L.|José A. Pavón","Ruiz López 5/84","1794",NA,NA,"Peru",NA,NA,"Vitoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","2458105","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"* PLAUMANN","PLAUMANN 301","1944","1","11","Brazil","Santa Catarina",NA,"Seara. Nova Teutonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2012-03-14 11:14:00-03","MO","MOBOT","2824468","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"Erich Werdermann","Werdermann 2713","1926","9",NA,"Bolivia","Santa Cruz","Cordillera","Cordillera de Santa Cruz",NA,NA,NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,"South America",NA,"Isotype",NA,NA,NA,NA,NA,NA,"1",NA
"107","2013-11-26 05:40:00-02","MO","MOBOT","3368244","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","W.D. Stevens",NA,NA,NA,"A. Carretero|H. Huaylla|Reinaldo Lozano|Ariel Lliully","Carretero 1047","2003","12","22","Bolivia","Chuquisaca","Luis Calvo","Ca. 1 km del comunidad Las Frias subiendo hacia la cima de la serrania de Yahuananca. Bosque seco con arboles de Myroxylon y Parapiptadenia; potreros y casas en el pie de monte de la serrania de Yahuananca; exposicion E.","-63.8530556","-19.1586111",NA,NA,"1552.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"108","2009-11-23 18:35:00-02","MO","MOBOT","1942050","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"H.F.A. von Eggers","Eggers 1533",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2014-06-26 11:12:00-03","MO","MOBOT","1541966","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Elsa M. Zardini|R. Gamarra","Zardini 55574","2000","12","2","Paraguay","Itapúa",NA,"Yacyreta Dam Island Reserve. Bridge entrance.","-56.7797223","-27.4069444",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","1221"
"110","2010-07-19 16:27:00-03","MO","MOBOT","1206169","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Timothy C. Plowman","Plowman 8848","1980","2","18","Brazil","Pará","Santana do Araguaia","Municipo Santa de Araguaia. 100 km S of Redencáo on road (PA-150) to Barrairos dos Campo. Fazenda Inajaporã betweem Rio Inajãzinho and Rio Inajã.","-50.4166667","-8.75",NA,NA,"210.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"12","17"
"111","2016-12-02 05:30:00-02","MO","MOBOT","100223158","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"José Schunke V.|J.G. Graham","Schunke Vigo 16485","2004","10","23","Peru","Ucayali","Padre Abad","Distrito Padre Abad, cuenca del Río Aguaytia, carretera a la quebrada Alto San Pedro, al oeste de la Aguaytia","-75.5333333","-9.0333333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"112","2016-12-02 05:30:00-02","MO","MOBOT","100223180","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"J.G. Graham|José Schunke V.","Graham 4422","2007","7","31","Peru","Ucayali","Coronel Portillo","Distr. Iparia, cuenca del Río Iparia, afluente del Río Ucayali, cerca de la comunidad nativa Ashaninka de Miraflores","-74.4805556","-9.3530556",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2013-04-29 12:55:00-03","MO","MOBOT","1077677","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Teodoro Rojas","Rojas 2476","1917","3",NA,"Paraguay","Concepción",NA,"San Salvador, alto Paraguay.","-57.8","-22.85",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","1086706","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Karl Fiebrig","Fiebrig 6190","1910","2",NA,"Paraguay","Alto Paraná",NA,"Tacurú Pucú.","-54.6","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2010-10-25 13:08:00-02","MO","MOBOT","1126096","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Elsa M. Zardini|M. Vera","Zardini 44834","1996","2","29","Paraguay","Alto Paraná",NA,"South of Santa Lucía. Tall forest.","-54.9966666","-25.7483333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","1057"
"116","2012-02-28 16:12:00-03","MO","MOBOT","1243184","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"T. Herzog","Herzog 1511","1911","1",NA,"Bolivia","Santa Cruz",NA,"Rio Piräi bei Sta. Cruz",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2015-09-16 06:16:00-03","MO","MOBOT","1246749","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo",NA,NA,NA,NA,"Benedict (Benjamin) Balansa","Balansa 1342","1874",NA,NA,"Paraguay",NA,NA,"Asunción, dans les haies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","1246853","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Émile Hassler","Hassler 3846","1899","2",NA,"Paraguay",NA,NA,"San Bernardino, in silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2010-07-30 17:07:00-03","MO","MOBOT","1274342","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Anders F. Regnell","Regnell III 1602","1868","2","7","Brazil","Minas Gerais",NA,"Caldas","-46.3666667","-21.9166667",NA,NA,"1175.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2010-07-28 16:00:00-03","MO","MOBOT","1274343","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Anders F. Regnell","Regnell III 1602","1869","2","6","Brazil","Minas Gerais",NA,"Caldas, inter Boa Vista et Poço Fundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2020-05-30 04:37:00-03","MO","MOBOT","1274344","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Ernst Üle","Üle 2635","1892","2",NA,"Brazil","Minas Gerais",NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","1274345","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Magalhaes","Magalhaes 402","1892","2",NA,"Brazil","Minas Gerais",NA,"Ouro Preto, ad viam ex Lages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","1274346","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Badini, J.","Badini s.n.","1974","2","14","Brazil","Minas Gerais",NA,"Mpio. Mariana, Passagem de Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","1274347","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Badini, J.","Badini s.n.","1979","2","9","Brazil","Minas Gerais",NA,"Mpio. Mariana, Passagem de Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","1274352","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Auguste F.M. Glaziou","Glaziou 11205","1878","11","19","Brazil","Rio de Janeiro",NA,"Restinga da Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2013-08-23 04:12:00-03","MO","MOBOT","1274353","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Luiz Emygdio de Mello Filho","Emygdio de Mello Filho 817","1948","11","15","Brazil","Rio de Janeiro",NA,"Mpio. Rio de Janeiro, Restinga dos Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-01-27 05:26:00-02","MO","MOBOT","1274354","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Miguel Angel Palacios|Bernardo Balegno|Alberto R. Cuezzo","Palacios 4049","1949","1","9","Brazil","Rio de Janeiro",NA,"Mpio. Rio de Janeiro, Jacarepaguá, Recreio dos Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","1274357","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"A. Loefgren","Loefgren 689","1888","6","21","Brazil","São Paulo",NA,"Estação de Morro Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-01-22 11:07:00-02","MO","MOBOT","1274358","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Novães, José de Campos","Novães 5820",NA,NA,NA,"Brazil","São Paulo",NA,"Campinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","1274359","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Augusto Gehrt","Gehrt s.n.","1939","1","23","Brazil","São Paulo",NA,"São Paulo-capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2012-11-24 05:13:00-02","MO","MOBOT","1274361","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"J. Dutra","Dutra 531","1902","12",NA,"Brazil","Rio Grande do Sul",NA,"Estrada da Serra do Mundo Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2009-08-21 06:32:00-03","MO","MOBOT","1274362","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"Balduino Rambo","Rambo 48771","1951","1","18","Brazil","Rio Grande do Sul",NA,"Lagoa dos Quadros p. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2008-05-27 22:02:00-03","MO","MOBOT","1274367","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Émile Hassler","Hassler 6716",NA,NA,NA,"Paraguay",NA,NA,"In dumetis pr. Cholobo, in valle fluminis Y-Aca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2014-08-06 08:10:00-03","MO","MOBOT","1274371","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Émile Hassler","Hassler 8682","1905","1",NA,"Paraguay",NA,NA,"In regione collium, Cordillera de Villa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","1274375","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Erik L. Ekman","Ekman 1560","1908","1",NA,"Argentina","Misiones",NA,"Posadas, Bonpland","-55.46666","-27.46666",NA,NA,"175.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-03-19 13:37:00-03","MO","MOBOT","1274378","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"August G. Schulz","Schulz 58","1932","2",NA,"Argentina","Chaco","1 de Mayo","Colonia Benitez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"137","2015-03-19 12:04:00-03","MO","MOBOT","1274381","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"August G. Schulz","Schulz 58","1933","1",NA,"Argentina","Chaco",NA,"Colonia Benitez, ribera de Rio de Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"138","2008-05-27 22:02:00-03","MO","MOBOT","1274382","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Troels M. Pedersen","Pedersen 4808","1958","1","27","Argentina","Corrientes","Mburucuyá","Estancia Santa María",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","1274383","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Troels M. Pedersen","Pedersen 4814","1958","2","13","Argentina","Corrientes","General Paz","Tacuaral; outskirts of moist woodland on sandy soil","-57.78333","-27.86666",NA,NA,"60.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2011-06-27 08:42:00-03","MO","MOBOT","1274384","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","J. Fontella",NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,"In Brasilia inferiore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2013-04-29 12:16:00-03","MO","MOBOT","1287395","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"Russell J. Seibert","Seibert 2295","1945","12","7","Peru","Huánuco",NA,"Tingo Maria, Estación Experimental Agricola",NA,NA,NA,NA,"701.04000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"142","2011-06-08 11:53:00-03","MO","MOBOT","1287414","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W.D. Stevens",NA,NA,NA,"José Schunke V.","Schunke Vigo 4547","1970","12","7","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo, Challua Yacu (margen izquierda del Río Huallaga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2008-05-27 22:02:00-03","MO","MOBOT","1522367","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W. Stevens",NA,NA,NA,"Michael H. Nee","Nee 33736","1987","1","23","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz","-63.2","-17.78333",NA,NA,"420.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2008-05-27 22:02:00-03","MO","MOBOT","1524547","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W. D. Stevens",NA,NA,NA,"Michael H. Nee","Nee 33864","1987","1","28","Bolivia","Santa Cruz","Warnes","E side of Colonia Okinawa","-62.88333","-17.23333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","1528399","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W. D. Stevens",NA,NA,NA,"Michael H. Nee","Nee 46726","1996","1","7","Bolivia","Santa Cruz","Warnes","At and just above floodline of Río Grande, Puerto Macdonald, end of the Montero to Colonia Okinawa No. 1 road, at ferry crossing to Los Troncos and San Ramón","-62.78333","-17.175",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","1533355","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","W. D. Stevens",NA,NA,NA,"Michael H. Nee","Nee 36137","1988","1","30","Bolivia","Santa Cruz","Ichilo","9 km (by air) NE of Buena Vista on road to Portachuelo, La Arboleada","-63.6","-17.4",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","1533701","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","D. Goyder",NA,NA,NA,"Michael H. Nee","Nee 47558","1997","12","26","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz, Ave Banzer and Tercer Anillo","-63.18333","-17.76666",NA,NA,"420.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013-08-23 04:12:00-03","MO","MOBOT","2193048","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","Cáceres Moral, S. A., //",NA,NA,NA,"Ricardo O. Vanni|Sergio Cáceres M.|G. López|Anita Radovancich","Vanni 1600","1990","3","2","Argentina","Corrientes","San Miguel","12 km NE de San Miguel, Ea. Toro-y","-57.75","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2011-02-18 21:15:00-02","MO","MOBOT","2193078","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","Cáceres Moral, S. A., //",NA,NA,NA,"Ricardo O. Vanni|Sergio Cáceres M.|G. López|Anita Radovancich","Vanni 1685","1990","3","3","Argentina","Corrientes","San Miguel","12 Km NE de San Miguel, Ea. Curupayty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2012-10-08 15:55:00-03","MO","MOBOT","2294787","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","Cáceres Moral, S. A., //",NA,NA,NA,"Sara G. Tressens|M. Silvia Ferrucci|Anita Radovancich","Tressens 3923","1991","2","16","Argentina","Corrientes","Ituzaingó","Ea. Santa Rita","-56.0666667","-27.3333333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"151","2011-03-01 23:35:00-03","MO","MOBOT","2342459","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E. Fourn.) Bacigalupo","Cáceres Moral, S. A., //",NA,NA,NA,"Sara G. Tressens|M. Silvia Ferrucci|Victor Maruñak|M.G. Pellegrini","Tressens 4071","1992","4","10","Argentina","Corrientes","Santo Tomé","Ea. San Benito, 22 Km NW de Santo Tomé. Monte Mberity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
