"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"228","2020-12-11 11:36:45-03","UFMG","BHCB","137424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Santos, MF; Borges, LM","189","2007","12","17","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi) .Subida para o alto da serra, a partir da casa de José Fernandes.","-43.431333","-19.414444",NA,"Árvore, 6m. Ramos avermelhados. Botões florais verdes com pilosidade avermelhada. Material prensado em álcool.",NA,NA,NA,NA,NA,"-43.431333","-19.414444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-11 11:36:45-03","UFMG","BHCB","150765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Miranda, GM","45","2010","08","12","Southern America","Brasil","Minas Gerais","Brumadinho","Casa Branca, Proximidades do templo budista na Aldeia da Cacheira das Pedras","-44.036981","-20.101639",NA,"Solo argiloso, vermelho-amarelado. Árvore de pequeno porte, folhas verde-claro na face adaxial e acinzentadas na face abaxial",NA,NA,NA,"948","948","-44.036981","-20.101639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-11 11:34:38-03","UFMG","BHCB","157251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Gontijo, FD","221","2012","01","12","Southern America","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Leste, Mina de Fábrica Nova, Complexo Mariana.Campo Rupestre Ferruginoso/Floresta Estacional Semidecidual","-43.435","-20.195833",NA,"Árvore",NA,NA,NA,"1085","1085","-43.435","-20.195833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-11 11:36:45-03","UFMG","BHCB","164391","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Tameirão Neto, E; Mansur, T","5218","2011","02","01","Southern America","Brasil","Minas Gerais","Caeté",NA,"-43.693889","-20.004167",NA,"Floresta semidecidual","BHCB036165","BHCB036165",NA,NA,NA,"-43.693889","-20.004167",NA,NA,"2013","06","12",NA,NA,NA,NA,NA,NA
"232","2020-12-11 11:36:45-03","UFMG","BHCB","166127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2082","2013","03","07","Southern America","Brasil","Minas Gerais","Mariana","Mina de Alegria, Morro da Mina. Litotipo: Itabirito, itabirito filítico e dolomítico.","-43.453056","-20.161667",NA,"Projeto Lacunas do Conhecimento.; Arvoreta, frutos imaturos verdes.; no Capão Forestal",NA,NA,NA,"993","993","-43.453056","-20.161667",NA,NA,"2019","03",NA,NA,NA,NA,NA,NA,NA
"233","2020-12-11 11:36:45-03","UFMG","BHCB","167570","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Miranda, E; Tomich, S; Machado, TM; Souza, FS","996","2013","04","12","Southern America","Brasil","Minas Gerais","Brumadinho","Córrego do Feijão, Litotipo: Canga; fragmentos de itabirito e hematita compacta, cimentados por limonita, parcialmente coberta por solo laterítico.","-44.153056","-20.110556",NA,"Projeto Lacunas do Conhecimento.; Arbustiva; em Campo Cerrado Ferruginoso",NA,NA,NA,"988","988","-44.153056","-20.110556",NA,NA,"2019","03",NA,NA,NA,NA,NA,NA,NA
"234","2020-12-11 11:36:45-03","UFMG","BHCB","196919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Rezende, SG; Justo, AG","6620","2018","01","24","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.682778","-20.11",NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196919",NA,NA,"1330","1330","-43.682778","-20.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-11 11:36:45-03","UFMG","BHCB","196918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Rezende, SG; Justo, AG","6619","2018","01","16","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.670833","-20.014444",NA,"Arbóreo; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB196918",NA,NA,"1487","1487","-43.670833","-20.014444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-11 11:36:45-03","UFMG","BHCB","197757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Rezende, SG; Justo, AG","6833","2018","05","15","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.49","-20.106944",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração","BHCB197757",NA,NA,"1345","1345","-43.49","-20.106944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-11 11:36:45-03","UFMG","BHCB","54161","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Tameirão Neto, E","2932",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-11 11:36:45-03","UFMG","BHCB","63653","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, LCS","384","2001","11","25","Southern America","Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-11 11:36:45-03","UFMG","BHCB","58431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Barreto, HLM; et al.","2913",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-11 11:36:45-03","UFMG","BHCB","58430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Barreto, HLM","10505",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-11 11:36:45-03","UFMG","BHCB","58429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Barreto, HLM","2908",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-11 11:36:45-03","UFMG","BHCB","58428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Barreto, HLM","2937",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-11 11:36:45-03","UFMG","BHCB","58427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Barreto, HLM","2909",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-11 11:36:45-03","UFMG","BHCB","58426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mendes Magalhães","88",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-11 11:36:45-03","UFMG","BHCB","35623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Teixeira, EM; Brina, AE","s.n.","1990","12",NA,"Southern America","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,"Arbórea",NA,NA,NA,NA,NA,NA,NA,"20553","auto","2019","03",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:36:45-03","UFMG","BHCB","58432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mendes Magalhães","1326",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-11 11:36:45-03","UFMG","BHCB","170168","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Kamino, LHY; Silva, LM","921B",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:36:45-03","UFMG","BHCB","25953","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-11 11:36:45-03","UFMG","BHCB","52306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mello-Silva, R de; et al.","347",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santos Dumont",NA,"-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-11 11:36:45-03","UFMG","BHCB","2512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Grandi, TSM","559","1981","01","22","Southern America","Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,"arbusto;flores cremes;purgativa;folhas c/ glândulas;; Cerrado",NA,NA,NA,"960","960",NA,NA,"37754","auto","2019","03",NA,NA,NA,NA,NA,NA,NA
"251","2020-12-11 11:36:45-03","UFMG","BHCB","28451","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-11 11:36:45-03","UFMG","BHCB","95420","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Echternacht, LA; Dornas, T","251","2004","03","11","Southern America","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,"Arbóreo em borda de Floresta Estacional Semidecidual. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-11 11:36:45-03","UFMG","BHCB","146677","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mota, RC da; Costa, HES","117","2009","12","05","Southern America","Brasil","Minas Gerais","Brumadinho","Inhotim, Borda da mata semidecídua próxima à casa do pesquisador.","-44.1996994018555","-20.1432991027832",NA,"Árvores com flores creme com pontuações nigrescentes","BHCB049710",NA,NA,"780","780",NA,NA,"26639","auto","2019","03","18",NA,NA,NA,NA,NA,NA
"254","2020-12-11 11:36:45-03","UFMG","BHCB","146676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Oliveira, JG; Rodrigues, FM","412","2009","02","10","Southern America","Brasil","Minas Gerais","Brumadinho","Inhotim, Borda de mata semidecidua na trilha que leva à obra Som da Terra","-44.1996994018555","-20.1432991027832",NA,"Árvore","BHCB049709",NA,NA,"860","860",NA,NA,"26639","auto","2009","03","18",NA,NA,NA,NA,NA,NA
"255","2020-12-11 11:36:45-03","UFMG","BHCB","146675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Rodrigues, FM; Oliveira, JG","374","2008","12","18","Southern America","Brasil","Minas Gerais","Brumadinho","Inhotim, Borda de mata semídecidua próximo à casa do Pesquisador","-44.1996994018555","-20.1432991027832",NA,"Árvore com sépalas acastanhadas e pétalas creme.","BHCB049708",NA,NA,"780","780",NA,NA,"26639","auto","2019","03","18",NA,NA,NA,NA,NA,NA
"256","2020-12-11 11:36:45-03","UFMG","BHCB","63879","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mota, RC da; Viana, L","597","2000","12","05","Southern America","Brasil","Minas Gerais","Mariana","Mina da Samitri.","-43.4160995483398","-20.377799987793",NA,"Planta coletada em cerrado rupestre; árvore.",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-02-12 16:53:51-03","UFMG","BHCB","200019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Faria, FS; Silva, AMM","s.n.","2020","02","04","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG","-43.937801361084","-19.9207992553711",NA,"Folha com a face abaxial ferrugínea; Floresta Estacional Semidecidual","BHCB200019","BHCB200019",NA,NA,NA,NA,NA,"17082","auto","2020","03","06",NA,NA,NA,NA,NA,NA
"258","2020-12-11 11:36:45-03","UFMG","BHCB","41605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Magalhães, GM","s.n.","1943","02","02","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra de Catas Altas.","-43.4152984619141","-19.959400177002",NA,"Ruão. Mata, margem de córrego. Árvore 4 m",NA,NA,NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-11 11:36:45-03","UFMG","BHCB","66919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mota, RC da","721","2000","04","01","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em mata semidecídua; árvore.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-11 11:36:45-03","UFMG","BHCB","66902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Mota, RC da","704","2000","04","01","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em cerrado rupestre; subarbóreo.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-12-11 11:36:45-03","UFMG","BHCB","78231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Stehmann, JR; Passos, RVM; Ribeiro, MC","3392","2003","02","15","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça., Próximo à entrada de Tabõoes","-43.4152984619141","-19.959400177002",NA,"Árvore, ca. 4m de altura; flores pistiladas",NA,NA,NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-02-11 17:18:33-03","UFPR","UPCB","66276","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Valente, A.S.M.","125","2002","01","12",NA,"Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca. Mata 1km antes da portaria do PE Ibitipoca.","-43.793098449707","-21.8425006866455",NA,"Árvore ca. 6m em borda de mata. Folhas discolores e flores alvas..",NA,NA,"Valente, A.",NA,NA,NA,NA,"30417","auto","2004","02","14",NA,NA,NA,NA,NA,NA
"263","2018-05-03 08:16:00-03","MO","MOBOT","101043014","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","René Chávez A.","Chávez Alfaro 1813","1973","11","19","South America","Peru","Madre de Dios","Tambopata","Puerto Maldonado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"264","2008-12-11 16:24:00-02","MO","MOBOT","203788","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Thomas B. Croat","Croat 18348","1972","7","23","South America","Peru","Loreto",NA,"Along road to Puerto Almendra, 7 km from Río Nanay.","-73.3758334","-3.8261111",NA,NA,NA,NA,"Ronald L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"256","5",NA
"265","2008-11-18 17:31:00-02","MO","MOBOT","203830","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Thomas B. Croat","Croat 19106","1972","8","12","South America","Peru","Loreto",NA,"Along road to Santo Thomas, S of Iquitos.","-73.3444444","-3.7972222",NA,NA,NA,NA,"Ronald L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"282","1",NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","3299371","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Renato de Mello-Silva","Mello-Silva 1729","1999","12","29","South America","Brazil","Minas Gerais",NA,"Santos Dumont: Posses. Sitio Boa Esperanca II.",NA,NA,NA,NA,NA,NA,"R. Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2009-07-31 17:16:00-03","MO","MOBOT","3299404","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20910","1968","2","26","South America","Brazil","Minas Gerais",NA,"Cerradão and adjacent capoeira, Serra do Espinhaço, MG, ca 30 km N of Serro on road (MG 2) to Diamantina.",NA,NA,NA,NA,NA,NA,"N. Robson","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2010-11-02 12:43:00-02","MO","MOBOT","100318794","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Apparicio P. Duarte","Duarte 8674","1965","1","5","South America","Brazil","Minas Gerais","Santos Dumont",NA,"-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"L. Varsieux",NA,NA,NA,NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"269","2020-06-22 18:27:09-03","UNESP-IBILCE","SJRP","06055","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Windisch & al.",NA,NA,NA,NA,"América do Sul","Brasil","Mato Grosso","Chapada dos Guimarães","nas proximidades do rio Casca","-55.749698638916","-15.460599899292",NA,"Arvoreto;",NA,NA,"Valéria Cristina Rufo",NA,NA,NA,NA,"107042","auto","1992",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"270","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","20740",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","R.R. Vervloet; et al","2438","2003","05","14",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto de 3m, frutos imaturos de cor verde, látex alaranjado. Baixada, dossel 12m.","MBML020740","MBML020740","L.C. Marinho/2014",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","21327",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","J. Rossini; et al","426","2003","08","12",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto 4m. Sépalas verdes e frutos verdes.","MBML021327","MBML021327","L.C. Marinho/2014",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","2551",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","J. M. Vimercat","257","1985","06","11",NA,"Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333",NA,"Arvoreta de 3m, DAP 4cm, frutos verdes, heliófila, capoeira de encosta.","MBML002551","MBML002551","V. Demuner/17-04-2003",NA,NA,"40W33'10","19S57'12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","2554",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","H. Q. Boudet Fernandes","1082","1985","04","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada para a Estação Biológica de Santa Lúcia","-40.533333","-19.963056",NA,"Arbusto, heliófila de 3m, com frutos jovens e inflorescência digo, flores com cálice esverdeados e pétalas esverdeadas externamente e revestidos com pêlos internamente, solo arenoso.","MBML002554","MBML002554","V. Demuner/17-04-2003",NA,NA,"40W32'","19S57'47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","26264",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1671","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,"Árvore 7m, fuste 5m, DAP 18cm, botões florais, flores brancas ferrugíneas, folha face abaxial dourada. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026264","MBML026264","V. Demuner & L.F.S. Magnago","150","150","40W33'4","19S20'54",NA,NA,"2006","02","08",NA,NA,NA,NA,NA,NA
"275","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","26266",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1806","2006","02","14",NA,"Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete, Fazenda Caioaba, Prop.: Cláudio Virloni, trilha da divisa, lado direito","-40.470639","-20.058611",NA,"Arvoreta 5m, botões florais, flores brancas ferrugíneas. Borda de mata.","MBML026266","MBML026266","V. Demuner & L.F.S. Magnago","250","250","40W28'14,3","20S3'31",NA,NA,"2006","02","21",NA,NA,NA,NA,NA,NA
"276","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","26944",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","F. Z. Saiter","259","2006","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore c/ botões ferrugíneos, flores c/ pétalas verde-claro e c/ manchas marrons, A2P50N1325.","MBML026944","MBML026944","F.Z. Saiter/30-X-2012",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","26972",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","R. C. Britto","96","2006","07","12",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Arbusto com 6 metros de altura. Frutos verdes.","MBML026972","MBML026972","R. C. Britto/28-08-2006",NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-10 09:46:24-03","MBML","MBML-HERBARIO","28177",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","R. C. Britto","27","2006","02","27",NA,"Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111",NA,"arvoreto com 3m, flores e frutos jovens, borda de mata.","MBML028177","MBML028177","R. C. Britto/06-11-2006",NA,NA,"40W56'5","19S45'4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
