"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","infraspecificEpithet","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","498477","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","A. M. V. de Carvalho","6804","1999","09","06","South America","Brazil","Bahia","Rod. BR-030, ca. 11,3 km na Rod. Saquaíra/Campinhos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498477","NY00498477_01","Maraú","-38.93","-13.93","P. A. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2099555","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. A. Black","52-15025","1952","06","15","South America","Brazil","Rondônia","Rio Guaporé, Bahia do Meio, campo dos amigos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238847' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099555","NY02099555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2099563","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. H. H. Tate","71","1928","09","04","South America","Brazil","Amazonas","Muyrapenima. Rio Negro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238855' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099563","NY02099563_01 NY02099563_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02684752","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","B. M. Torke","647","2009","06","02","South America","Bolivia","La Paz","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Malanoche on the N shore of the Rio Enatahua (Rio Inambari according to one guide), ca. 3.5 linear km NE of the confluence of the Enatahua with the Rio Madidi, 1.5-3 km inland from camp","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320342' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684752","NY02684752_01","Abel Iturralde","-67.79614","-12.92378","L. J. Dorr","172","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2099621","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. E. Schatz","752","1983","02","22","South America","Brazil","Maranhão","Municipio Fortuna and Municipio de Buriti-Bravo along the Rio Itapecuru, the border between the two Municipios, 15 km SE of Fortuna","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238982' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099621","NY02099621_01",NA,"-44.05","-5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2099618","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","C. A. Cid Ferreira","1767","1980","07","23","South America","Brazil","Pará","Rio Trombetas, margem esquerda, lago do Ajudante em frente a Porto de Trombetas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238979' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099618","NY02099618_01","Oriximiná","-56.3846228","-1.4559609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02339753","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","S. R. Hill","12942","1983","07","04","South America","Brazil","Amazonas","Rio Abacaxis, Terra Preta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518712' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339753","NY02339753_01",NA,"-58.67","-4.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2099612","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","C. A. Cid Ferreira","1767","1980","07","23","South America","Brazil","Pará","Rio Trombetas, margem esquerda, lago do Ajudante em frente a Porto de Trombetas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238973' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099612","NY02099612_01","Oriximiná","-56.3846228","-1.4559609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2099610","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L. O. A. Teixeira","1272","1982","06","21","South America","Brazil","Amazonas","Estrada Humaitá-Jacarecanga, km 150, a 60 km ao Sul.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238971' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099610","NY02099610_01","Humaitá","-63.0208","-7.50611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2099622","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. T. Prance","10682","1971","02","24","South America","Brazil","Roraima","Rio Uraricoeira between Igarapé Cutalba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238983' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099622","NY02099622_01",NA,"-63.117","3.517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2086625","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. T. Prance","18700","1973","07","04","South America","Brazil","Amazonas","Manaus. Grounds of INPA, estrada do Aleixo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238842' target='other'> <mi>dwc_moreinfo</mi></a>","NY02086625","NY02086625_01",NA,"-59.986249","-3.097461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2099553","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Collector unspecified","1735A","1921",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238845' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099553","NY02099553_01 NY02099553_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2099565","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","S. R. Hill","12921","1983","07","02","South America","Brazil","Amazonas","Rio Paca, ca. 5 km S of rio Mari-Mari near Laranjal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238857' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099565","NY02099565_01",NA,"-59","-4.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02339752","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","R. de Lemos Fróes","21302","1945","10","31","South America","Brazil","Amazonas","Cachoeira das Araras, Vaupés, terrenos abandonados.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518710' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339752","NY02339752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2086622","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. T. Prance","18700","1973","07","04","South America","Brazil","Amazonas","Manaus. Grounds of INPA, estrada do Aleixo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238839' target='other'> <mi>dwc_moreinfo</mi></a>","NY02086622","NY02086622_01",NA,"-59.986249","-3.097461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2099617","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. L. Sobel","4868","1984","10","29","South America","Brazil","Pará","Ilha do Marajó. Repartimento at mouth of Igarapé Francés on Rio Mocões.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238978' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099617","NY02099617_01","Anajás","-49.94","-0.986667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2099554","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","N. A. Rosa","4438","1982","06","28","South America","Brazil","Amapá","Quadrícula SA-22-VB, arredores do acampamento Ariramba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238846' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099554","NY02099554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2099615","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L. C. B. Lobato","183","1986","02","20","South America","Brazil","Pará","Bacuriteua. Praia do Crispim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238976' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099615","NY02099615_01","Marapanim","-47.6996994018555","-0.717499971389771",NA,NA,NA,"39607","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2086619","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","B. V. Rabelo","956","1980","10","30","South America","Brazil","Amapá","Vila de Maruanum.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238836' target='other'> <mi>dwc_moreinfo</mi></a>","NY02086619","NY02086619_01","Macapá","-51.0664","-0.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2099609","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L. O. A. Teixeira","909","1982","06","04","South America","Brazil","Amazonas","Estrada Humaitá-Lábrea, km 63.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238970' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099609","NY02099609_01","Humaitá","-63.5633","-7.4917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2099559","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. T. Prance","4267","1967","02","10","South America","Brazil","Roraima","Base of Serra Tepequem, Boca da Mata.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238851' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099559","NY02099559_01",NA,"-61.75","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2099557","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","M. J. G. Hopkins","597","1986","06","08","South America","Brazil","Roraima","Ilha de Maracá. Furo Santa Rosa of Rio Uraricoera.-Ilha de Maracá. SEMA Estação. Furo Santa Rosa of Rio Uraricuera. Trail behind Casa Santa Rosa. Ca 1 km from river","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238849' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099557","NY02099557_01","Alto Alegre","-61.33","3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2099620","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","N. T. da Silva","2629","1969","08","09","South America","Brazil","Pará","Estrada do Caracurú.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238981' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099620","NY02099620_01","Jari","-52.6095611","-1.0289849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02339754","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","G. Gardner","1243","1838","02",NA,"South America","Brazil","Alagoas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518721' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339754","NY02339754_01 NY02339754_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02099556","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","J. F. Pruski","3409","1987","10","08","South America","Brazil","Roraima","Ilha de Maraca. Sandy savannaat Santa Rosa at the E side of island","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238848' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099556","NY02099556_01",NA,"-61.416667","3.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00942234","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","H. S. Irwin","27555","1970","03","15","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942234","NY00942234_01",NA,"-43.50795","-18.1448","P. A. Fryxell","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2099558","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","G. H. H. Tate","55","1928","09","04","South America","Brazil","Amazonas","Muyrapenima. Rio Negro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238850' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099558","NY02099558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","386885","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","R. C. Campêlo","1037","1980","08","09","South America","Brazil","Alagoas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386885","NY00386885_01","Maragogi","-35.2222","-9.0122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","386883","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","I. L. do Amaral","47","1982","10","13","South America","Brazil","Amazonas","Rio Solimoes, margem direita, lago Tefé, Vila Nogueira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386883","NY00386883_01","Tefé","-64.780916","-3.3006428","P. A. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02099551","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","S. R. Hill","13128","1983","07","21","South America","Brazil","Amazonas","Rio Maués-Açu, W of Maués","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238843' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099551","NY02099551_01","Maués","-57.75","-3.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2099552","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","S. R. Hill","12917","1983","07","01","South America","Brazil","Amazonas","FUNAI village of Laranjal, rio Mari-Mari just below rio Paca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238844' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099552","NY02099552_01","Nova Olinda do Norte","-58.95","-4.083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","386884","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","A. Krapovickas","12873","1967","04","16","South America","Brazil","Paraíba","Pedra de Fogo, 28 km S de Joao Pessoa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386884","NY00386884_01","Pedras de Fogo","-35.1164","-7.4019","F. D. Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2099614","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","B. Maguire","40213","1954","12","11","South America","Brazil",NA,"Fazenda Vista Geral, Rio Cotinga.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238975' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099614","NY02099614_01",NA,NA,NA,NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","2099619","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","J. S. Blanchet","1044","1831",NA,NA,"South America","Brazil","Bahia","In Brasilia intratropica circa Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238980' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099619","NY02099619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
