"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","stateProvince","county","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 08:48:25-03","NBC","NL-BOTANY","U.1108876","PreservedSpecimen","Plantae","Compositae","Calea","lantanoides","Calea lantanoides",NA,"Steinbach J",NA,"1928","04","13","Southern America","Bolivia","Campos de San Fraguin, Prov. Sara, Depart. Santa Cruz.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108876",NA,"Asterales",NA,NA,NA,NA,"NL-U1108876","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"12","2020-02-08 08:48:25-03","NBC","NL-BOTANY","U.1115329","PreservedSpecimen","Plantae","Compositae","Calea","lantanoides","Calea lantanoides",NA,"Ratter JA; et al.",NA,"1968","04","10","Southern America","Brazil","Mato Grosso, 8 km NE of the base Camp of the Expidition (Base Camp, close o the Xavantina-Sao Felix road).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1115329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1115329",NA,"Asterales","-51.866667","-12.9",NA,NA,"NL-U1115329","Gardner",NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 08:48:25-03","NBC","NL-BOTANY","U.1115330","PreservedSpecimen","Plantae","Compositae","Calea","lantanoides","Calea lantanoides",NA,"Mexia YEJ",NA,"1931","04","14","Southern America","Brazil","State of Minas Geraes. Corinto, Fazenda do Diamante; pasture beyond Retiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1115330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1115330",NA,"Asterales",NA,NA,NA,NA,"NL-U1115330","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-11-04 11:01:12-03","ESALQ","ESA","66362","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Souza, V.C. et al.","23819.0","2000","07","13",NA,"Brasil",NA,NA,NA,NA,"ESA066362","Magnoliophyta",NA,"-49.4650001525879","-18.968900680542",NA,NA,"ESA066362","Gardner","Minas Gerais","Ituiutaba","Reis-Silva, G.A.",NA,NA,"2017","50022","auto",NA,"03","14",NA,NA
"15","2020-12-20 21:15:45-03","UFV","VIC","047827","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Barroso, G.M.; et al.","s.n.","1977","04","23",NA,"Brasil",NA,NA,NA,"Plantas de flores brancas em capítulo(Planta aromática), altura de 1 m.","VIC047827",NA,NA,"-60.1458015441895","-12.7405996322632",NA,NA,"VIC047827","Gardner.","Rondônia","Vilhena",NA,NA,NA,NA,"196523","auto",NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015790","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"M. Dematteis; M. S. Ferrucci, G. Pieszko, J. D. Urdampilleta","2065","2006","4","1",NA,"Bolivia","Prov. Ñuflo de Chavez, 12 km SW de San Javier.",NA,NA,"Sufrútice erecto. Flores amarillas.",NA,"Magnoliophyta","Asterales","-62.5389","-16.4667",NA,NA,NA,"Gardn.","Santa Cruz",NA,"Dematteis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:31:34-03","UFJF","CESJ","61562","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"J.B.Bringel","814","2011","05","31","América do Sul","Brasil","Fazenda Santa Maria. Núcleo rural Riacho das Pedra, Próximo à DF-100, ao Sul do entroncamento com a DF-250. Lat.: 15º46'48S; Lon.: 47º20'51W",NA,NA,"Em borda de fragmento de mata degradada, no meio de pastagem. Relevo inclinado, latossolo-vermelho-amarelo (...). Arbusto, 1,4m alt. Flores amarelas.","CESJ061562","Angiosperma",NA,NA,NA,NA,NA,"CESJ061562","Gardner","Distrito Federal",NA,"J.B.Bringel",NA,NA,"2011",NA,NA,NA,"06",NA,NA,NA
"18","2021-04-07 11:41:20-03","UFMS","CGMS","36752","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"A. Pott; V.J. Pott","11154","2003","04","01",NA,"Brasil","Fazenda Mandioré, lado sul da Serra do Amolar.",NA,NA,"Flor amarela. Habitat: Cerrado alterado, com Hyparrhenia e Brachiaria. Solo areno-argiloso. Relevo sopé de serra. Habito: Subarbusto. Esparso. 1,20 m de altura.","CGMS1066163",NA,NA,"-57.6166667","-17.9275","170","170",NA,"Gardner","Mato Grosso do Sul","Corumbá","G.H. Silva","-57,6166667","-17,9275",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:41:20-03","UFMS","CGMS","44737","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"R.C.C.I","9","1982","03","22",NA,"Brasil","CPA.",NA,NA,"Inflorescência em capítulos.","CGMS1074704",NA,NA,"-56.0966987609863","-15.5960998535156",NA,NA,NA,"Gardner","Mato Grosso","Cuiabá","G.H. Silva",NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA
"20","2021-03-01 16:23:34-03","UNICAMP","UEC","2505","S","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Leitão Filho, HF; Andrade, JB; Milanez, AC","7856","1978","05","22",NA,"Brazil","Beira da estrada, rumo a Paraopeba",NA,NA,"Arbusto até 1.2m, flores amarelas; Cerrado","UEC124340","Magnoliopsida",NA,"-44.2467002868652","-19.465799331665","800","800","UEC124340","Gardner","Minas Gerais","Sete Lagoas","Pruski, JF",NA,NA,"1987","22227","auto",NA,"10",NA,NA,NA
"21","2019-11-05 16:43:47-03","UFOP","OUPR","5785","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Badini, J.","s.n.","1971","02","24",NA,"Brasil","Falcão",NA,NA,"Campo. Subarbusto",NA,NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Gardner","Minas Gerais","Ouro Preto","Badini, J.",NA,NA,"1971","44599","auto",NA,"02","24",NA,NA
"22","2019-11-05 16:43:47-03","UFOP","OUPR","5110","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Falcão",NA,NA,NA,NA,NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Gardner","Minas Gerais","Ouro Preto","Lisboa, M.A.",NA,NA,"1971","44599","auto",NA,"02","11",NA,NA
"23","2019-11-05 16:43:47-03","UFOP","OUPR","5109","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Falcão",NA,NA,NA,NA,NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Gardner","Minas Gerais","Ouro Preto","Lisboa, M.A.",NA,NA,"1971","44599","auto",NA,"02",NA,NA,NA
"24","2019-08-16 08:38:29-03","UTFPR","HCF","27573","S","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"E. Barboza","4673","2006","06","12",NA,"Brasil","Rodovia Caracol para Porto Murtinho, Km",NA,NA,"arbusto, 1 m, capítulo amarelo. Cerrado.",NA,NA,NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,"Gardner","MS","Porto Murtinho","H. Robinson",NA,NA,"2006","185577","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:15:14-03","MBM","MBM","79804","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Oliveira, P.I.; Anderson, W.R.; Anderson, W.R.","392","1982","02","20","Southern America","Brazil","Rio da Prata",NA,NA,"Arbusto 2m; flor amarela.; Da beira do rio.","MBM079804",NA,NA,"-49.7863998413086","-19.2133007049561",NA,NA,"MBM079804","Gardner","Minas Gerais","Gurinhata","Robinson, H.",NA,NA,"1983","50608","auto",NA,"09",NA,NA,NA
"26","2020-12-21 16:15:14-03","MBM","MBM","355448","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Dematteis, M.; Coulleri, J.P.; Meza Torres, E.I.; Vega, A.J.; Coulleri, J.P.; Meza Torres, E.I.; Vega, A.J.","3481","2009","04","04","Southern America","Bolivia","2,5 km NW de San Javier, camino a la curtiembre",NA,NA,"Sufrútice erecto. Flores amarillas.; Cerrado arbustivo degradado con afloramiento rocoso, suelo arenoso.","MBM355448",NA,NA,"-62.536667","-16.275","535","535","MBM355448","Gardner","Santa Cruz","Ñuflo de Chavez","Dematteis, M.","-62.536667","-16.275","2009",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:15:14-03","MBM","MBM","414830","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Pott, A.; Pott, V.J.; Pott, V.J.","11154","2003","04","01","Southern America","Brazil","Fazenda Mandioré, Lado oeste da serra do Amolar.",NA,NA,"Subarbusto 1.2m de altura. Esparsa. Flor: amarela.&nf;Obs.: Flores odorosas.; Cerrado alterado, com hyparrhenia e brachiaria. Solo areno-argiloso. Relevo sopé de serra.","MBM414830",NA,NA,"-57.618611","-17.9275","170","170",NA,"Gardner","Mato Grosso do Sul","Corumbá","Silva, G.H.","-57.618611","-17.9275","2014",NA,NA,NA,"09",NA,NA,NA
"28","2020-12-21 16:15:14-03","MBM","MBM","55922","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Krapovickas, A.; et al.; et al.","31757","1977","04","26","Southern America","Argentina",NA,NA,NA,NA,"MBM055922",NA,NA,NA,NA,NA,NA,"MBM055922","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:15:14-03","MBM","MBM","65381","PreservedSpecimen","Plantae","Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Irwin, H.S.; et al.; et al.","24449","1969","03","15","Southern America","Brazil","40km N of Veadeiros",NA,NA,NA,"MBM065381",NA,NA,NA,NA,NA,NA,"MBM065381","Gardner","Goiás","Alto Paraíso","Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 05:48:28-03","MNHN","RECOLNAT_MNHN_P","P02469747","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Glaziou, A.",NA,"1895","3","14",NA,"Brasil","Brésil, Goyaz, Vicente Pires. Brasil, América do Sul","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469747' target='other'> <mi>dwc_moreinfo</mi></a>","P02469747",NA,NA,NA,NA,NA,NA,"P02469747_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21614",NA
"31","2015-09-04 05:48:29-03","MNHN","RECOLNAT_MNHN_P","P02469748","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Glaziou, A.",NA,"1895","3","14",NA,"Brasil","Brésil, Goyaz, Vicente Pires. Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469748' target='other'> <mi>dwc_moreinfo</mi></a>","P02469748",NA,NA,NA,NA,NA,NA,"P02469748_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21614",NA
"32","2015-09-04 05:48:29-03","MNHN","RECOLNAT_MNHN_P","P02469749","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Burchell, W.J.",NA,NA,NA,NA,NA,"Brasil",". Brasil, América do Sul","hb",NA,"Catalogus Geographicus Plantarum Brasiliae Tropicae. s.d. 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469749' target='other'> <mi>dwc_moreinfo</mi></a>","P02469749",NA,NA,NA,NA,NA,NA,"P02469749_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6884 3",NA
"33","2015-09-04 05:58:05-03","MNHN","RECOLNAT_MNHN_P","P02412548","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Claussen",NA,NA,NA,NA,NA,"Brasil","Brésil. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412548' target='other'> <mi>dwc_moreinfo</mi></a>","P02412548",NA,NA,NA,NA,NA,NA,"P02412548_01","Gardner","Minas Gerais",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-10-09 07:07:37-03","MNHN","RECOLNAT_MNHN_P","P02140735","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides","isotype","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","Province de Goyaz","hb",NA,"Catal. 1866, n°18 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140735' target='other'> <mi>dwc_moreinfo</mi></a>","P02140735",NA,NA,NA,NA,NA,NA,"P02140735_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3853",NA
"35","2015-10-09 07:07:47-03","MNHN","RECOLNAT_MNHN_P","P02140736","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides","isotype","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","Province de Goyaz","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140736' target='other'> <mi>dwc_moreinfo</mi></a>","P02140736",NA,NA,NA,NA,NA,NA,"P02140736_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3853",NA
"36","2015-10-09 07:07:57-03","MNHN","RECOLNAT_MNHN_P","P02140737","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides","isotype","Gardner, G.",NA,"1841",NA,NA,NA,"Brésil","Province de Goyaz","hb",NA,"[P02140739, P02140740, P02140737 et P02140738 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140737' target='other'> <mi>dwc_moreinfo</mi></a>","P02140737",NA,NA,NA,NA,NA,NA,"P02140737_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3853",NA
"37","1996-01-31 10:39:30-02","MNHN","RECOLNAT_MNHN_P","P02140738","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Martius",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"[P02140739, P02140740, P02140737 et P02140738 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140738' target='other'> <mi>dwc_moreinfo</mi></a>","P02140738",NA,NA,NA,NA,NA,NA,"P02140738_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-10-08 02:55:31-03","MNHN","RECOLNAT_MNHN_P","P02140739","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Manso",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"[P02140739, P02140740, P02140737 et P02140738 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140739' target='other'> <mi>dwc_moreinfo</mi></a>","P02140739",NA,NA,NA,NA,NA,NA,"P02140739_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130",NA
"39","2015-10-09 00:18:50-03","MNHN","RECOLNAT_MNHN_P","P02140740","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"s.c.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"[P02140739, P02140740, P02140737 et P02140738 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140740' target='other'> <mi>dwc_moreinfo</mi></a>","P02140740",NA,NA,NA,NA,NA,NA,"P02140740_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119",NA
"40","2015-09-04 05:58:05-03","MNHN","RECOLNAT_MNHN_P","P02412549","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Claussen",NA,"1838","1","1",NA,"Brasil","Curvello. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412549' target='other'> <mi>dwc_moreinfo</mi></a>","P02412549",NA,NA,NA,NA,NA,NA,"P02412549_01","Gardner","Minas Gerais",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 05:58:05-03","MNHN","RECOLNAT_MNHN_P","P02412551","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Richard",NA,NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412551' target='other'> <mi>dwc_moreinfo</mi></a>","P02412551",NA,NA,NA,NA,NA,NA,"P02412551_01","Gardner",NA,NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,"119",NA
"42","2015-09-04 05:48:28-03","MNHN","RECOLNAT_MNHN_P","P02469746","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Brésil, province. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . nº 1322 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469746' target='other'> <mi>dwc_moreinfo</mi></a>","P02469746",NA,NA,NA,NA,NA,NA,"P02469746_01","Gardner","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 421",NA
"43","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469758","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",". Paraguai","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469758' target='other'> <mi>dwc_moreinfo</mi></a>","P02469758",NA,NA,NA,NA,NA,NA,"P02469758_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3306",NA
"44","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469759","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",". Paraguai","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469759' target='other'> <mi>dwc_moreinfo</mi></a>","P02469759",NA,NA,NA,NA,NA,NA,"P02469759_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3306",NA
"45","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469760","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Claussen",NA,"1838","1","1",NA,"Brasil","Brésil. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469760' target='other'> <mi>dwc_moreinfo</mi></a>","P02469760",NA,NA,NA,NA,NA,NA,"P02469760_01","Gardner","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469761","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Claussen",NA,"1838","1","1",NA,"Brasil","Brésil, Minas Gerais. Minas Gerais, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469761' target='other'> <mi>dwc_moreinfo</mi></a>","P02469761",NA,NA,NA,NA,NA,NA,"P02469761_01","Gardner","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469763","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil","Brésil, Brasília. Brasil, América do Sul","hb",NA,". s.d. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469763' target='other'> <mi>dwc_moreinfo</mi></a>","P02469763",NA,NA,NA,NA,NA,NA,"P02469763_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-04 05:48:49-03","MNHN","RECOLNAT_MNHN_P","P02469764","PreservedSpecimen",NA,"Asteraceae","Calea","lantanoides","Calea lantanoides",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",". Brasil, América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02469764' target='other'> <mi>dwc_moreinfo</mi></a>","P02469764",NA,NA,NA,NA,NA,NA,"P02469764_01","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2117",NA
