"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","871998","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","H. S. Irwin","1969","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871998","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","21869","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205","1300","1300","NY00871998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","872001","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","W. R. Anderson","1972","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872001","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","35641","Minas Gerais","Gouveia","Serra do Espinhaço, ca. 17 km SW of Gouevia, km 258 on MG-259","-43.83445","-18.56465","1000","1050","NY00872001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00750295","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","W. R. Anderson","1972","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750295","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","35788","Minas Gerais",NA,"Serra do Espinhaço; eastern slopes of Pico de Itambé, first large sandstone outcrop below the summit",NA,NA,"1700","1700","NY00750295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","798338","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","H. S. Irwin","1972","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=639096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798338","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","34458","Goiás","Corumbá de Goiás","Serra dos Pireneus, ca. 23 km E. of Pirenopolis","-48.8083","-15.9236","1000","1000","NY00798338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","798336","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","A. F. M. Glaziou","1885","08","06","South America","Brazil","sheet",NA,"Plantes des environs de Rio-de-Janeiro et d'Ouro-Preto- Brésil, recuillies en 1883 et 1884 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=639098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798336","Magnoliophyta","Asterales","Sch.Bip. ex Baker",NA,NA,"Minas Gerais",NA,"Minas Gerais",NA,NA,NA,NA,"NY00798336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00750274","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","E. Nogueira","1981","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750274","Magnoliophyta","Asterales","Sch.Bip. ex Baker","M. H. Nee","142","Goiás","Corumbá de Goiás","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho","-48.8086013793945","-15.9236001968384","1380","1380","NY00750274_01","41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01066478","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","V. C. Souza","1994","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066478","Magnoliophyta","Asterales","Sch.Bip. ex Baker","A. M. Teles","CFCR13807","Minas Gerais","Santa Bárbara","Parque Natural do Caraça. Arredores da Cascatinha","-43.45","-20.12",NA,NA,"NY01066478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00750300","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","W. R. Anderson","1972","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750300","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","35157","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km W of Diamantina, km 299 on MG-259","-43.60083333","-18.24015","1350","1350","NY00750300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","259347","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=639097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00259347","Magnoliophyta","Asterales","Sch.Bip. ex Baker",NA,"3620",NA,NA,"Ante Infeçionade",NA,NA,NA,NA,"NY00259347_01",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","798337","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","H. S. Irwin","1971","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=639095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798337","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","28751","Minas Gerais",NA,"Serra do Espinhaço. Middle and upper slopes, south side of Serra da Piedade, ca. 5 km N. of Caeté","-43.67613","-19.82237","1800","1800","NY00798337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","871997","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","H. S. Irwin","1970","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871997","Magnoliophyta","Asterales","Sch.Bip. ex Baker","G. M. Barroso","28620","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Inhaí.","-43.6002998352051","-18.2493991851807","1150",NA,"NY00871997_01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:29:21-03","UFRJ","RFA","5153","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Mendes Magalhães","1958","03","07",NA,"Brasil",NA,NA,"Arbusto de cerrado. Herbácea 1-1, 50m alto, pequeno grupo de flores róseas, papus albo. Fre: +++ isolada.","RFA38980",NA,NA,"Sch.Bip. ex Baker",NA,"10117","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-15 11:14:28-03","FUNED","FUNED-POL","3258","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003258",NA,NA,NA,NA,NA,"MG",NA,NA,NA,NA,NA,NA,"POL003258_p01 POL003258_p04 POL003258_p06 POL003258_p07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:43:25-03","UNEB","HUNEB","11797","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.","2006","12","11",NA,"Brasil",NA,NA,NA,"HUNEB0011797","Angiospermae","Florideophycidae","Sch. Bip. ex Baker",NA,"588","Minas Gerais","Mariana","Parque Estadual do Itacolomi: Trilha da Serrinha.","-43.4160995483398","-20.377799987793",NA,NA,NA,"33524","auto",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:43:25-03","UNEB","HUNEB","11673","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.","2006","01","26",NA,"Brasil",NA,NA,NA,"HUNEB0011673","Angiospermae","Florideophycidae","Sch. Bip. ex Baker",NA,"244","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:43:25-03","UNEB","HUNEB","11796","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.","2006","01","26",NA,"Brasil",NA,NA,NA,"HUNEB0011796","Angiospermae","Florideophycidae","Sch. Bip. ex Baker",NA,"238","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha do Pico do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:35:07-03","EAO","IAN","118768","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Belém, RP","1965","01","30","Southern America","Brasil",NA,NA,"50cm; capítulo roxo escuro na base, lilás para o ápice.","IAN118768","Dicotiledônea",NA,"Sch.Bip. ex Baker","Barroso, GM","418","Minas Gerais",NA,"Cerrado a 53km de Montes Claros para Pirapora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:37:11-03","EAO","IAN","60929","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Pohl, RW",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN060929","Dicotiledônea",NA,"Sch.Bip. ex Baker",NA,"644",NA,NA,NA,NA,NA,NA,NA,"IAN060929_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:35:07-03","EAO","IAN","90764","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Macêdo, A","1956","02","17","Southern America","Brasil",NA,NA,"Subarbusto campestre, lilazes.","IAN090764","Dicotiledônea",NA,"Sch.Bip. ex Baker",NA,"4339","Goiás","Corumbá","Pirineus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:35:07-03","EAO","IAN","148861","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Anderson, WR; Stieber, MT","1972","02","02","Southern America","Brasil",NA,NA,NA,"IAN148861","Dicotiledônea",NA,"Sch.Bip. ex Baker","Barroso, GM","35157","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7km W of Diamantina, km 299 on M.G. 259, gallery forest and adjoining campo sujo.","-43.6002998352051","-18.2493991851807","1350","1350",NA,"101169","auto",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:35:07-03","EAO","IAN","14030","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Magalhães, MG","1942","02","16","Southern America","Brasil",NA,NA,"Herbácea, flores violáceas.","IAN014030","Dicotiledônea",NA,"Sch.Bip. ex Baker","Barreto, M","1351","Minas Gerais","Nova Lima","Canga, serra do Curral.","-43.8466987609863","-19.9855995178223",NA,NA,"IAN014030 IAN014030_e","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:35:07-03","EAO","IAN","105852","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Magalhães, MG","1960","02","07","Southern America","Brasil",NA,NA,"Herbácea; flor rósea.","IAN105852","Dicotiledônea",NA,"Sch.Bip. ex Baker","Barroso, GM","17200","Minas Gerais","Nova Lima","Serra do Curral. Campo graminoso com cascalho.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-05-19 10:29:39-03","UFBA","ALCB","128968","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Martinelli, G; Lima, T; Moraes, L","2016","03","18","Southern America","Brasil",NA,NA,"Saxícola, heliófita. Folhas verdes, concolores, flores com capítulos roxos.; Campos Rupestres.","ALCB046507","Dicotyledon",NA,"Sch. Bip. ex Baker","Teles, AM","19007","Minas Gerais","Diamantina","Parque do Rio Preto. Pico Dois Irmãos.","-43.3125","-18.232222","1605","1605","ALCB046507",NA,NA,NA,NA,"2017","12","-43.3125","-18.232222",NA,NA,NA,NA
"34","2020-02-08 08:51:31-03","NBC","NL-BOTANY","L.3657719","PreservedSpecimen","Plantae","Compositae","Senecio","pohlii","Senecio pohlii","Anderson WR; Stieber M; Kirkbride Jr JH","1972","02","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3657719 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3657719",NA,"Asterales","Sch.Bip. ex Baker",NA,NA,NA,NA,"Estado de Minas Gerais, Serra do Espinhaco, Eastern slopes of Pico do Itambë.",NA,NA,NA,NA,"NL-L3657719",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:02:12-03","ESALQ","ESA","72488","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Krieger, L. ; Brügger, M.C.","1976","01","28",NA,"Brasil",NA,NA,NA,"ESA072488","Magnoliophyta",NA,"Sch. Bip.","Barroso, G.M.","14058.0","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"ESA072488","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:02:12-03","ESALQ","ESA","83441","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Marcondes-Ferreira, W. Tsuji, R.","2001","04","27",NA,"Brasil",NA,NA,NA,"ESA083441","Magnoliophyta",NA,NA,"Teles, A.M.","1729.0","Minas Gerais","Monte Verde",NA,NA,NA,NA,NA,"ESA083441",NA,NA,NA,NA,"2005","03",NA,NA,"18",NA,NA,NA
"37","2020-11-04 11:02:12-03","ESALQ","ESA","83444","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Marcondes-Ferreira, W. Tsuji, R.","2001","04","26",NA,"Brasil",NA,NA,NA,"ESA083444","Magnoliophyta",NA,NA,"Teles, A.M.","1716.0","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,"ESA083444","22140","auto",NA,NA,"2005","03",NA,NA,"18",NA,NA,NA
"38","2020-11-19 10:22:53-03","CPAP","CPAP","16370","PreserverdSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Gomes Jr., J. C.","1964","02","15",NA,"Paráguai",NA,NA,"Arbusto 1m de altura. FLOR: amarelo-escuro. Brácteas amarelo-claro. FRUTO: . INTERESSE: . FREQUÊNCIA: Relativamente Frequente. AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Sch.Bip. ex Baker",NA,"1543",NA,"Caballero","Fazenda Cerro-Cora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:15:59-03","UFV","VIC","26530","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; et al.","2006","12","11",NA,"Brasil",NA,NA,"Ervas de 1 m, capítulos de brácteas involucrais lanceoladas, com margem hialina expandida, ápice agudo ciliado, vináceo, flores amarelas, cerdas de papilho alvas caducas.","VIC026530",NA,NA,"Sch. Bip.",NA,"588588","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Trilha da serrinha","-43.4160995483398","-20.377799987793",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:15:59-03","UFV","VIC","26528","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; Custódio, J.","2006","01","26",NA,"Brasil",NA,NA,NA,"VIC026528",NA,NA,"Sch. Bip.",NA,"244244","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:15:59-03","UFV","VIC","26525","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; et al.","2007","01","29",NA,"Brasil",NA,NA,"Subarbusto de 1,2 m, , ramos vináceos, capítulos de flores lilases, papilho roseos a alvos.","VIC026525",NA,NA,"Sch. Bip.",NA,"621621","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do calais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:15:59-03","UFV","VIC","26527","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; Custódio, J.","2006","01","27",NA,"Brasil",NA,NA,"Subarbusto de 1m., ramos vináceos, capítulos de flores lilases, papilho roseos a alvos.","VIC026527",NA,NA,"Sch. Bip.",NA,"275275","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Trilha do sertão","-43.4160995483398","-20.377799987793",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:15:59-03","UFV","VIC","12225","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Carvalho, A.F.","1992","12","17",NA,"Brasil",NA,NA,"Erva, c.a. de 60 cm de altura; flores roxas.","VIC012225",NA,NA,"Sch. Bip.","Teles, A.M.","324","Minas Gerais","Entre Rios","Bom Jardim dos Coelhos",NA,NA,NA,NA,"VIC012225",NA,NA,NA,NA,"2005","07",NA,NA,"15",NA,NA,NA
"44","2020-12-20 21:15:59-03","UFV","VIC","5792","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Coons, M.P.; et al.","1977","02","23",NA,"Brasil",NA,NA,"Erva, c.a. de 1,0 metro de altura. Capítulos creme-esverdeados, nutantes. Comum.","VIC005792",NA,NA,"Sch. Bip.","Teles, A.M.","270","Minas Gerais",NA,"Parque Florestal da Serra de Ibitipoca, Campo.",NA,NA,NA,NA,"VIC005792",NA,NA,NA,NA,"2005","07",NA,NA,"15",NA,NA,NA
"45","2020-12-20 21:15:59-03","UFV","VIC","26524","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; Coser, T.","2006","11","27",NA,"Brasil",NA,NA,"Subarbusto de 1,0 m, , ramos vináceos, capítulos de flores lilases, papilho roseos a alvos.","VIC026524",NA,NA,"Sch. Bip.",NA,"576576","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:15:59-03","UFV","VIC","26526","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Almeida, G.S.S.; Custódio, J.","2006","01","26",NA,"Brasil",NA,NA,"Subarbusto de 1m., ramos vináceos, capítulos de flores lilases, papilho roseos a alvos.","VIC026526",NA,NA,"Sch. Bip.",NA,"243243","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
