"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","503744","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","gardneri","Actinostemon gardneri","(Müll.Arg.) Pax","G. L. Webster","W. W. Thomas","10098","1993","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503744","NY00503744_01","10","22","Prado","Reserva Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance","-39.33","-17.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 14:31:00-02","NY","NYBG","503748","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii",NA,NA,"B. D. Sucre","3775","1968","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503748","NY00503748_01","10","07","Rio de Janeiro","Guanabara. Reduto de formaçao secundária do Morro Macedo Sobrinho","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01807114","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","I. Cordeiro","W. W. Thomas","9994","1993","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139332' target='other'> <mi>dwc_moreinfo</mi></a>","NY01807114","NY01807114_01","10","20","Prado","8 km west of Cumuruxatiba on road to Itamaraju","-39.25","-17.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02431352","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"L. Riedel",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2967760' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431352","NY02431352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02796449","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","J. A. Kallunki","J. R. Pirani","3557","1995","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3154218' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796449","NY02796449_01","02","20","Maricá","Itaipuaçu, Serra da Tiririca, alto do morro no limite com o município de Niterói. Trilha para a Pedra do Elefante","-42.8183","-22.9194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","503745","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","E. Jablonski","R. de Lemos Fróes","11593","1939","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503745","NY00503745_01 NY00503745_02","02",NA,"São Luís","Island of Sao Luiz. Estrada de Ferro","-44.246042","-2.58622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 14:32:00-02","NY","NYBG","503747","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii",NA,NA,"B. D. Sucre","3235","1968","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503747","NY00503747_01","07","14","Rio de Janeiro","Guanabara. Reduto de formaçao secundária do Morro Macedo Sobrinho","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","503749","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","G. M. Barroso","E. P. Heringer","325","1940","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503749","NY00503749_01 NY00503749_02","09","08","Coronel Pacheco","Coronel Pacheco, Estaçao Exp. do Café","-43.2656","-21.5881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-07 11:50:00-02","NY","NYBG","1145514","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii",NA,"A. Souza","H. C. de Lima","3099","1987","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145514","NY01145514_01","07","30","Sao Pedro da Aldeia","São Mateus, estrada p/ Macaé, Fazenda da Vaeira.","-42.1028","-22.8392","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02431351","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Gandichand","1153","1824","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2967761' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431351","NY02431351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-01 14:32:00-02","NY","NYBG","503746","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii",NA,"E. Jablonski","F. C. Hoehne","25048","1914","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503746","NY00503746_01","10",NA,"Rio de Janeiro","Morro de S. Joao","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02796448","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","P. P. Eymael","R. de Mello-Silva","872","1993","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3153890' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796448","NY02796448_01","05","15","Cabo Frio","Arraial de Búzios, praia dos Tocuns, restinga baixa.","-42.0186004638672","-22.8794002532959",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","503756","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","G. Gardner","1838","1836","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503756","NY00503756_01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1280185","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","L. Riedel","s.n.",NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1597690' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280185","NY01280185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1065374","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","S. F. Smith","E. P. Heringer","18565","1982","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065374","NY01065374_01","10","22","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-01 11:45:00-02","NY","NYBG","503752","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus",NA,"L. J. Gillespie","J. R. Pirani","2974","1994","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503752","NY00503752_01","02","14","Ibicaraí","Rodovia Itabuna-Itapetinga, a 41 km W da BR-101, e 5 km W do portao da Cidade de Ibicaraí","-39.58","-14.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","503754","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","A. F. M. Glaziou","13172","1881","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503754","NY00503754_01","07","08",NA,"Fazenda de Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1065375","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","Y. E. J. Mexia","4987","1930","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065375","NY01065375_01","08","20",NA,"Districto Ilheu. Fazenda da Tabunha",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 11:45:00-02","NY","NYBG","503753","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus",NA,"E. Jablonski","A. F. M. Glaziou","13177","1881","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503753","NY00503753_01","07","20",NA,"Aldeia de S. Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","503755","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","A. F. M. Glaziou","13179",NA,"South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503755","NY00503755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-01 11:45:00-02","NY","NYBG","503750","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus",NA,"W. Punt","R. P. Belém","942","1965","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503750","NY00503750_01","04","25","Aurelino Leal","Rodovia Ubaitaba-Lages, 8 km de Ubaitaba","-39.32","-14.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1065376","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","E. Jablonski","Y. E. J. Mexia","5198","1930","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230831' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065376","NY01065376_01","10","21","Vicosa","Road to São Miguel; slope near km. 5.",NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 11:45:00-02","NY","NYBG","503751","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus",NA,"D. C. Daly","A. M. Amorim","2079","1997","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503751","NY00503751_01","07","16","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Fazenda Jaqueiral, área do canopy worlk","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","263008","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Dactylostemon","gardneri","Dactylostemon gardneri","Müll.Arg.",NA,"G. Gardner","166","1836","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00263008","NY00263008_01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","23300","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, P.P.","Sartori, M.S.",NA,"2001",NA,"Brasil","São Paulo",NA,NA,"BOTU023300",NA,"02","21","Itatinga","Estação Experimental de Itatinga",NA,NA,NA,NA,NA,NA,NA,NA,"2011","06","01","9999","9999",NA,NA,NA,NA,NA
"36","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","14180","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, P.P.","Amaral Jr., A.","44","1985",NA,"Brasil","São Paulo",NA,"Flores e frutos verdes, arbusto, 1 m de altura, com látex","BOTU014180",NA,"10","17","Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","01","09","9999","9999",NA,NA,NA,NA,NA
"37","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","10760","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Silva, O.L.M.","Gottsberger, I.S.","18-14972","1972",NA,"Brasil","São Paulo",NA,"Mata secundária logo após a passagem do trem. Frutos; Coleção: Cerrado Estação 13 de Maio","BOTU010760",NA,"09","14","Botucatu","18km ao norte de Botucatu, 12km a leste de São Manuel. Ao longo da estrada São Manuel-Piracicaba.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","01","30","9999","9999",NA,NA,NA,NA,NA
"38","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","19286","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Grombome, M.T.",NA,"1986",NA,"Brasil","São Paulo",NA,"Árvore de até 15 m de altura","BOTU019286",NA,"08","29","Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"39","2021-02-08 11:08:30-03","UNESP-IBB","BOTU","29790","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Fonseca, R.C.B.","69","2003",NA,"Brasil","São Paulo",NA,"arvoreta de sub-bosque de FES","BOTU029790",NA,"11","05","Botucatu",NA,"-48.383333","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48° 23'w","22° 49's",NA,NA,NA,NA,NA
"40","2021-02-08 11:08:30-03","UNESP-IBB","BOTU","29805","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Fonseca, R.C.B.","37","2002",NA,"Brasil","São Paulo",NA,"arvoreta de sub-bosque de Fl. Estacional Semidecidual","BOTU029805",NA,"11","29","Botucatu",NA,"-48.383333","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48° 23'w","22° 49's",NA,NA,NA,NA,NA
"41","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","19450","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Grombome, M.T.","P 2","1986",NA,"Brasil","São Paulo",NA,"Árvore com 2,5 m de altura e circunferência de 5,0 cm à cm do solo, flores amarelas","BOTU019450",NA,"08","29","Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"42","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","25730","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Kazi, M.C.",NA,"1994",NA,"Brasil","São Paulo",NA,"Falso guajuívira","BOTU025730",NA,"12","08","Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"43","2020-06-29 11:30:14-03","UFRJ","RFA","18085","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"D. Sucre","3239","1968",NA,"Brasil","Rio de Janeiro",NA,"Arbusto até com 3 m de altura; flores amarelas","RFA15335",NA,"07","14","Rio de Janeiro","Morro Macedo Sobrinho","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:38:17-03","EAO","IAN","18601","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Actinostemon","angustifolius","Actinostemon angustifolius","(Müll.Arg.) Pax",NA,"Riedel, L","s.n.",NA,"Southern America","Brasil",NA,NA,NA,"IAN018601","IAN018601_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
