"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"1199","2019-10-16 14:15:16-03","UEL","FUEL","42117","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Mentz, LA","Rego, L","s.n.","2007","07","10","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1200","2020-11-12 17:03:41-03","UEL","FUEL","8279","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Gouvea, MF","s.n.","1988","10","27","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Conjunto Residencial Água Verde",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1201","2020-11-12 17:03:41-03","UEL","FUEL","22920","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Zamberlan, A; et al.","s.n.","1997","09","06","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Água Boa",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1202","2020-11-12 17:03:41-03","UEL","FUEL","22932","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Bonifácio, J; et al.","s.n.","1997","09","06","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Água Boa, Distrito de São Luiz, Distrito de São Luiz",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1203","2019-10-16 14:15:16-03","UEL","FUEL","42006","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Cotarelli, VM","Francisco, EM","2","2003","03","12","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2007","08","14","Fazenda Ranpez, São Luiz",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1204","2020-11-12 17:03:41-03","UEL","FUEL","1659","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Vieira, AOS; et al.","39","1985","10","24","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Santa Ana",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1205","2020-11-12 17:03:41-03","UEL","FUEL","5040","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Vieira, AOS; et al.","195","1987","09","14","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2001",NA,NA,"Fazenda Santa Maria, Rio Tibagi",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1206","2020-11-12 17:03:41-03","UEL","FUEL","32511","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Kranz, WM","Kranz, WM; Cassiano, J","717","2001","09","10","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2001","09","10","Faz. Jangada Grande, pastagem",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1207","2020-11-12 17:03:41-03","UEL","FUEL","27140","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Mattos, FJI; et al.","s.n.","1998","08","13","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Irerê",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1208","2020-11-12 17:03:41-03","UEL","FUEL","5801","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Silveira, M; Dias, MC","s.n.","1988","10","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Mata do Água Verde",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1209","2020-11-12 17:03:41-03","UEL","FUEL","35042","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"Bianchini, E; Papolo, RS","s.n.","2000","05","29","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual Mata dos Godoy",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1210","2020-11-12 17:03:41-03","UEL","FUEL","26628","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Stehmann, JR","Dias, MC; Baitello, JB","s.n.","1999","10","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2009","07","15","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1211","2020-11-12 17:03:41-03","UEL","FUEL","3490","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Paro, FE","s.n.","1986","09","17","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Parque Municipal Arthur Thomas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1212","2020-11-12 17:03:41-03","UEL","FUEL","346","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"Dias, MC; et al.","15","1984","10","31","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"Parque Municipal Arthur Thomas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1213","2020-11-12 17:03:41-03","UEL","FUEL","1406","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Rodas, LAC","s.n.","1985","10","23","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Parque Municipal Arthur Thomas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1214","2020-11-12 17:03:41-03","UEL","FUEL","1348","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Pereira, LFP","s.n.","1985","09","20","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Parque Municipal Arthur Thomas, Beira da estrada",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1215","2020-11-12 17:03:41-03","UEL","FUEL","27675","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Vieira, AOS","Estevan, DA; Kranz, WM; et al.","150","2000","09","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Recanto Beija-flor, vale do ribeirão Cafezal, flor. Vale do Ribeirão Cafezal",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1216","2020-11-12 17:03:41-03","UEL","FUEL","3453","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Vieira, AOS; et al.","101","1986","10","22","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Rio Três Bocas, Sitio do Gasparine",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1217","2020-11-12 17:03:41-03","UEL","FUEL","15087","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","K.L.V.R. de Sá; et al.","38","2001","03","20","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2001",NA,NA,"Sitio Agua Boa - Dist. Sao Luis, Dist. Sao Luis",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1218","2020-11-12 17:03:41-03","UEL","FUEL","4408","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Vieira, AOS; et al.","144","1986","10","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Sítio Casa das Pedras, Tamarana/Londrina",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1219","2020-11-12 17:03:41-03","UEL","FUEL","10293","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Morais, H; et al.","1","1991","10","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Universidade Estadual de Londrina, Horto",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1220","2019-10-16 14:15:16-03","UEL","FUEL","7603","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Agner, AR; et al.","s.n.","1989","11","17","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2000",NA,NA,"Usina do rio Apucaraninha, Copel",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"1221","2020-11-12 17:03:41-03","UEL","FUEL","23808","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"Francisco, EM; Alves, J","s.n.","1998","09","22","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA
"1222","2020-11-12 17:03:41-03","UEL","FUEL","26332","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Volpato, HG; et al.","s.n.","1999","08","23","Brasil","Paraná","Nossa Senhora das Graças","-51.7943992614746","-22.9136009216309",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"10515","auto",NA,NA,NA,NA,NA,NA
"1223","2020-11-12 17:03:41-03","UEL","FUEL","26630","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Francisco, EM; Pavão, OC; Alves, J","s.n.","1999","06","11","Brasil","Paraná","Nova Santa Barbara","-50.5853004455566","-23.5853004455566",NA,NA,NA,NA,"2000",NA,NA,"Sítio do Zé Procópio",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"25438","auto",NA,NA,NA,NA,NA,NA
"1224","2020-11-12 17:03:41-03","UEL","FUEL","15143","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Alves, J; et al.","s.n.","2000","11","08","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"1225","2020-11-12 17:03:41-03","UEL","FUEL","27133","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Pavão, OC; Francisco, EM","s.n.","1998","11","25","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Estancia do Sol",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"1226","2020-11-12 17:03:41-03","UEL","FUEL","25875","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Stehmann, JR","Camargo, EH; Baitello, JB","22","1999","10","17","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"2000",NA,NA,"Sítio Santo Antônio",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"1227","2019-10-16 14:15:16-03","UEL","FUEL","27590","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"Hertel, B","303","1945","10","01","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"Volta Grande",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"1228","2020-11-12 17:03:41-03","UEL","FUEL","25594","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"Hertel, B","s.n.",NA,NA,NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"Volta Grande",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"1229","2020-11-12 17:03:41-03","UEL","FUEL","22894","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Pilatti, LN; et al.","s.n.","1997","10","04","Brasil","Paraná","Santo Antônio do Paraíso","-50.6455993652344","-23.4936008453369",NA,NA,NA,NA,"2000",NA,NA,"Estrada para o Distrito de São Judas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"24994","auto",NA,NA,NA,NA,NA,NA
"1230","2020-11-12 17:03:41-03","UEL","FUEL","34596","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","K.L.V.R. de Sá; et al.","341","2002","09","19","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2003",NA,NA,"Reserva Indígena São Jerônimo",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA
"1231","2020-11-12 17:03:41-03","UEL","FUEL","34598","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","K.L.V.R. de Sá; et al.","478","2003","03","06","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2003",NA,NA,"Reserva Indígena São Jerônimo",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA
"1232","2020-11-12 17:03:41-03","UEL","FUEL","27708","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Medri, C; Francisco, EM","s.n.","1991","09","11","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2000",NA,NA,"Salto João Nogueira",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA
"1233","2019-10-16 14:15:16-03","UEL","FUEL","27134","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Ishikawa, OK","s.n.","1997","10","30","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Nossa Senhora de Fatima",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"1234","2020-11-12 17:03:41-03","UEL","FUEL","43090","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Dall#?#Agnol, RF","Laforga, AL; Vanzela, ALL","s.n.","2002","12","15","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"2008","06","07","Mata de Galeria. Borda da Mata.",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"1235","2020-11-12 17:03:41-03","UEL","FUEL","26627","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Medri, C; et al.","s.n.","1997","10","11","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"2000",NA,NA,"Salto das Orquídeas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"1236","2020-11-12 17:03:41-03","UEL","FUEL","26626","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Kinupp, VF","s.n.","1998","01","22","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"2000",NA,NA,"Salto das Orquídeas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"1237","2020-11-12 17:03:41-03","UEL","FUEL","26625","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Kinupp, VF; Francisco, EM","30","1998","08","29","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"2000",NA,NA,"Salto das Orquídeas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"1238","2020-11-12 17:03:41-03","UEL","FUEL","31196","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Pavão, OC; Ferreira, JA","s.n.","2001","06","21","Brasil","Paraná","Sertaneja","-50.8382987976074","-23.0368995666504",NA,NA,NA,NA,"2001",NA,NA,"Fazenda Tanguara",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA
"1239","2020-11-12 17:03:41-03","UEL","FUEL","7631","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Stehmann, JR","Vieira, AOS; et al.","351","1989","11","20","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"2000",NA,NA,"Fazenda Monte Alegre, Estrada para Ilha Surubim",NA,"600","600",NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"1240","2020-11-12 17:03:41-03","UEL","FUEL","17421","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Barbosa, GC; et al.","s.n.","1995","10","27","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2000",NA,NA,"Capão do Salto Santa Rosa",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"1241","2020-11-12 17:03:41-03","UEL","FUEL","24340","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Francisco, EM; et al.","s.n.","1998","09","25","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2001",NA,NA,"Tibagi-cidade (área de estudo), cidade (área de estudo)",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"1242","2020-11-12 17:03:41-03","UEL","FUEL","36637","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Estevan, DA","Estevan, DA; et al.","434","2004","09","10","Brasil","Paraná","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"2004",NA,NA,"Fazenda Califórnia de Henrique Sato, Henrique Sato",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA
"1243","2020-11-12 17:03:41-03","UEL","FUEL","37809","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Estevan, DA","Estevan, DA; et al.","811","2005","09","16","Brasil","Paraná","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"2005",NA,NA,"Sítio do Pinheiro",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA
"1244","2019-10-16 14:15:16-03","UEL","FUEL","50192","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Gonzatti, F; Valduga","Gonzatti, F","489","2012","05","06","Brasil","Rio Grande do Sul","Balneário Pinhal","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,"2012","05",NA,"Túnel Verde - Prop. Carlos Alberto Silva, arbusto - fortemente armado, no campo",NA,"10","10",NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"17849","auto",NA,NA,NA,NA,NA,NA
"1245","2020-11-12 17:03:41-03","UEL","FUEL","43287","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","Stehmann, JR","Beduhn, FA; Oliveira, E","10","1999","04","15","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"2009","07","15","Jazida do Silveira, Beira da encosta pedregosa. Solo argilo-arenoso.",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA
"1246","2019-10-16 14:15:16-03","UEL","FUEL","31396","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Sacco, JC","210","1954","10","29","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"2002",NA,NA,"I.A.S., A.S.",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"1247","2020-11-12 17:03:41-03","UEL","FUEL","21627","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Elias, SI; et al.","164","1997","12","15","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"2001",NA,NA,"Estrada B. Sucesso de Itararé-2 Km antes Min. S. J, 2 Km antes Min. S. Judas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"1248","2020-11-12 17:03:41-03","UEL","FUEL","21649","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Elias, SI; et al.","147","1997","07","15","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"2001",NA,NA,"Estrada B. Sucesso do Itararé-2Km antes Min. S. Ju, 2Km antes Min. S. Judas",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"1249","2020-11-12 17:03:41-03","UEL","FUEL","23241","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","K.L.V.R. de Sá","Chung, F; et al.","42","1997","12","11","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"2001",NA,NA,"Estrada de Itararé-Bonsucesso, Bonsucesso",NA,NA,NA,NA,NA,NA,"Tracheophyta","Solanales",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
