"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"34","2020-11-19 10:24:52-03","CPAP","CPAP","14031","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","J. F. M. Valls","Pott, V. J.","2737","1995","06","13",NA,"Brasil","MS","Corumbá","Fazenda Pouso Alto; Sub-região da Nhecolândia; Pantanal - sede","-55.810833","-19.027222",NA,"Erva aquática flutuante fixa. FLOR: inflorescência roxa. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Vazante com 50-60 cm profundidade (em época de água baixa). SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"140","140",NA,"55°48'39'' W","19°01'38'' S",NA,NA,"1996",NA,NA,"00",NA,NA,NA,NA
"35","2020-11-19 10:24:52-03","CPAP","CPAP","17026","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","J. A. Valls","Pott, V. J.","3393","1998","04","17",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 9; baía 77","-56.65","-18.983333",NA,"Erva. FLOR: branca. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Ilha flutuante (baceiro) com Ludwigia nervosa, dominante. SUBSTRATO: solo com muita matéria orgânica. RELEVO: plano deprimido.",NA,NA,"90","90",NA,"56°39' W","18°59' S",NA,NA,"1998",NA,NA,"08","13",NA,NA,NA
"36","2020-11-19 10:24:52-03","CPAP","CPAP","18995","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","A. Pott","Resende, U. M.","1585","1998","09","01",NA,"Brasil","MS","Alcinópolis","Fazenda Morro Alto - córrego Água Limpa - logradouro","-53.466389","-18.2625",NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Vereda - inundável. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,NA,NA,"53°27'59'' W","18°15'45'' S",NA,NA,"1999",NA,NA,"04",NA,NA,NA,NA
"37","2020-11-19 10:24:52-03","CPAP","CPAP","22390","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.",NA,"Pott, V. J.","7680","2005","04","17",NA,"Brasil","MS","Naviraí","Fazenda Panasqueira, 5 Km E da BR-163, Km 148,8 a 27 Km N de Naviraí","-54.388333","-22.938056",NA,"Erva aquática emergente, 30-50cm de altura. Mancha osasional. Campo úmido graminoso com pastagem cultivada no entorno,. Solo: hidromórfico com matéria orgânica, assoreado,. Relevo: quase plano..",NA,NA,"350","350",NA,"54°23'18'' W","22°56'17'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-07-26 11:41:00-03","IPA","IPA","45427","S","Plantae","Plantae",NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","Fotius, G.","Cavalcanti, G.","45427","1981",NA,NA,"Southern America","Brasil","Pernambuco","Parnamirim","Lagoa do Chifre Quebrado, Dentro da lagoa.","-39.5783004760742","-8.09055995941162",NA,NA,"IPA0045427",NA,NA,NA,NA,NA,NA,"69919","auto","1981",NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:48:00-02","IPA","IPA","19375","S","Plantae","Plantae",NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.",NA,"Academia Brasileira de Ciências","494","1971","05","04","Southern America","Brasil","Pernambuco","Ouricuri","Margem da estrada Lagoa-Ouricuri. Aquática em lago temporario.","-40.0816993713379","-7.88250017166138",NA,"Erva ereta 40 - 50cm, espículas e glumas alvas.","IPA0019375",NA,NA,NA,NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:48:00-02","IPA","IPA","85804","S","Plantae","Plantae",NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","Fotius, G.","Fotius, G.","3470","1983","05","25","Southern America","Brasil","Pernambuco","Petrolina","4 Km ao Sul do CPATSA.","-40.322222","-9.983333",NA,"Erva anual. Erva alastrando-se com enraizamento nos nós. Caule florífero ereto. Flor espiga pequena macho. Rosada.; Poça d'água em local que está secando.","IPA0085804",NA,NA,NA,NA,"-40.322222","-9.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:48:00-02","IPA","IPA","27469","S","Plantae","Plantae",NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.",NA,"Harley, R.M.","20039","1977","03","27","Southern America","Brasil","Bahia",NA,"Serra do Rio de Contas, About 2 km N of the Vila do Rio de Contas in flood plain of Rio Brumado with riverine and chiefly weedy vegetation.","-41.833333","-13.566667",NA,"Deeply-rooting grass to ca. 15 cm. Leaves often purplish-tinged. Male spikelets pale, translucent, whitish, with fragile pale stamens. Female spikelets pale green. This plant growing in damp sand with little competition on river margi","IPA0027469",NA,"980","980",NA,"-41.833333","-13.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:26:00-03","IAP","PACA-AGP","66192","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Luziola","bahiensis","Luziola bahiensis","(Steud) Hitchc.","J.R. Swallen","Reitz, R.","11917","1962","01","09",NA,"Brasil","SC","Lebon Regis",NA,"-50.6953010559082","-26.9288997650146",NA,"Habitat: banhado","PACA066192",NA,"900","900",NA,NA,NA,"33793","auto","1964","Liliatae",NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:47:28-03","UFMS","CGMS","22681","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","V.J. Pott","V.J. Pott; A. Pott","10200","2008","03","21",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Faz. Harmonia, 1,5Km Leste da sede; Buritizal próx. a Serra do Bom jardim.","-53.7044444","-18.1155556",NA,"Flor esverdeada. Fruto esverdeado Habitat: Campo graminoso úmido de Vereda em domínio de Cerrado Habito: Erva aquática","CGMS1052096",NA,"378","378",NA,"-53,7044444","-18,1155556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:47:28-03","UFMS","CGMS","71043","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","V.J. Pott","V.J. Pott; A. Pott; R. Tsuji","7555","2005","03","13",NA,"Brasil","Mato Grosso do Sul","Rio Negro","Rodovia MS-080, 11 Km SE de Rio Negro.","-54.9991666","-19.5391666",NA,"Esparsa. Habitat: Campo úmido de vereda, perturbado, com bovinos; Solo areno-siltoso; Relevo vale em ondulado. Habito: Erva rizomatosa, 30-40 cm altura.","CGMS1103701",NA,"340","340",NA,"-54,9991666","-19,5391666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:47:28-03","UFMS","CGMS","31046","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Luziola","bahiensis","Luziola bahiensis","(Steud.) Hitchc.","V.J. Pott","T.H. Stefanello; V.S. Santos; A.C.S. Brito","332","2010","11","27",NA,"Brasil","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, mata do fundão da RPPN Acurizal.","-57.6833333","-17.7383333",NA,"Antécios verdes. Habitat: Floresta estacional semidecídua. Habito: Erva.","CGMS1060460",NA,"91","91",NA,"-57,6833333","-17,7383333",NA,NA,"2014",NA,NA,"10","02",NA,NA,NA
