"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","phylum","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","order","preparationType","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"268","2020-02-17 11:30:12-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Incógnito; Jair","2010","04","16","Harley, R.M.; Faria, J.E.Q.","319","2008","09","16","Brasil","Goiás","Água Fria de Goiás","Margem esquerda da GO-118 (Km-76), sentido Sul-Norte","Arbusto ca. de 0,4 m de altura, frutos imaturos verdes com com os cinco lobos calicíneos também verdes; Cerrado sensu stricto",NA,"Dicotyledoneae","-47.573611","-14.871944","-47.573611","-14.871944","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-02-17 11:30:12-03","UEG","HUEG","4462","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria Júnior, J.E.Q.","2007","03",NA,"Faria Júnior, J.E.Q.","43","2006","08","13","Brasil","Goiás","Pirenópolis","Subida dos três picos da Serra dos Pireneus.","Arbusto ca. 60cm, frutos imaturos verdes com lobos calicínios persistentes, toda planta pilosa, até os frutos.; Cerrado rupestre.","HUEG004462","Dicotyledoneae","-48.835833","-15.791389","-48.835833","-15.791389","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-02-17 11:30:12-03","UEG","HUEG","9211","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Brandão, V.R.; Santos, M. .L.",NA,NA,NA,"Farias, R.; Paulo, J A M","s.n.","2013","08","19","Brasil","Goiás","Anápolis","Campus UEG - Trilha do tatu","Araçazinho do cerrado - goiabinha; Semi-arbusto aprroximadamente 89cm, folhas opostas, lisas com fruto. Alt. 1.098 m.&nf;&nf;S= 1638 166°/0.4894494°","HUEG009211","Dicotyledoneae","-48.9528007507324","-16.3267002105713",NA,NA,"Southern America",NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA
"271","2020-02-17 11:30:12-03","UEG","HUEG","4461","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Incógnito; Faria Júnior, J.E.Q.","2007","03",NA,"Mattos, J.K.A.; Faria Júnior, J.E.Q.","24","2006","08","13","Brasil","Goiás","Pirenópolis","Parque Estadual serra dos Pireneus.","Coordenadas:&nf;&nf;15°48'04'' W&nf;48°48'56'' S; Arbusto a arvoreta de ca. de 2,5m; inflorescências supraxilares, flores brancas a esverdeadas na superfície interna, pentâmera, duas bractéolas na base do cálice e uma bráctea base do pecíol","HUEG004461","Dicotyledoneae","-48.9592018127441","-15.852499961853",NA,NA,"Southern America",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA
"272","2020-02-17 11:30:12-03","UEG","HUEG","1586","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Incógnito",NA,NA,NA,"Silva, A.P.; Miranda; et al.","286","2003","07","10","Brasil","Goiás","Pirenópolis","Parque Estadual serra dos Pireneus.","Arbusto.; Cerrado rupestre","HUEG001586","Dicotyledoneae","-48.9592018127441","-15.852499961853",NA,NA,"Southern America",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA
"273","2020-02-17 11:30:12-03","UEG","HUEG","1580","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, C.","2007","03",NA,"Miranda","485","2003","10","11","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus.","Subarbusto.; Campo rupestre, transição para campo limpo.","HUEG001580","Dicotyledoneae","-48.9592018127441","-15.852499961853",NA,NA,"Southern America",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA
"274","2020-11-19 14:06:27-03","Unimontes","MCMG","950","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","Berg","Neto, Santos D'Angelo.",NA,NA,NA,"Cayô, R |",NA,"2002","11","23","Brasil","Minas Gerais","Montes Claros",NA,NA,NA,NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA
"275","2020-11-19 14:06:27-03","Unimontes","MCMG","1069","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O . Berg.","Neto, Santos D'Angelo.",NA,NA,NA,"Sara. |",NA,"2002","11","23","Brasil","Minas Gerais","Montes Claros",NA,NA,NA,NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA
"276","2020-11-19 14:06:27-03","Unimontes","MCMG","1159","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Santos, R. M.",NA,NA,NA,"Ávila, M. A. | Veloso, M.D.M. | Coutinho, C. A. | Silva, W. A. |",NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","APA do Rio PandeirosVereda Buriti Grosso",NA,NA,NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA
"277","2020-11-19 14:06:27-03","Unimontes","MCMG","2388","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg.","Santos, R.M.",NA,NA,NA,"Braga, L.L | Coutinho, C.A. | Fonseca, J.M.L. | Lima, L.P.D. | Mota, G.S. | Oliveira, M.H. | Santos, C.S. | Silva, W.A.",NA,"2010","03","21","Brasil","Minas Gerais","Janúaria","APA do Rio Pandeiros Refugio de vida silvestreagropop",NA,NA,NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA
"278","2019-07-16 10:36:11-03","UFSJ","HUFSJ","829","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Sobral, M",NA,NA,NA,"Sobral, M; Matta, A","12862","2009","08","19","Brasil","Minas Gerais","Tiradentes","Trilha do Mangue, Serra de São José","Subarbusto 0,4 m, em campo rupestre; flores fenecidas; frutos imaturos.","HUFSJ000829",NA,"-44.867972","-21.100333","-44.867972","-21.100333",NA,"108","108","HUFSJ000829_v00 HUFSJ000829_v01 HUFSJ000829_v02 HUFSJ000829_v03 HUFSJ000829_v04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-12-09 10:46:11-03","UFSJ","HUFSJ","5875","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Faria, JEQ","2012","06",NA,"Faria, JEQ; Silva-Júnior, MC; Miranda, SC","2681","2012","06","08","Brasil","Goiás","Mossâmedes","Fazenda Estância Quinta da Serra, base da serra Dourada","Arbusto ca. 1,2 m de altura, botão floral verde","HUFSJ005875",NA,"-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA
"280","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5739","S","Plantae","Myrtaceae","Psidium","lourteigiae","Psidium lourteigiae","D.Legrand","Faria, JEQ","2012","09",NA,"Faria, JEQ; Soares Silva, LH; Silva Júnior, MC","2864","2012","09","28","Brasil","Goiás","Mossâmedes","Estância Quinta da Serra, próximo ao trevo de Goiás para Mossâmedes. Borda de cerradão.","Arbusto, ca. 1,3m de altura, fruto imaturo verde.","HUFSJ005739",NA,"-50.2150001525879","-16.1266994476318",NA,NA,NA,"275","275",NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA
"281","2021-02-12 15:02:20-03","UFSCar","SPSC","7148","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","M.A. Batalha",NA,NA,NA,"M.V. Cianciaruso",NA,"2003","05",NA,"Brasil","Goias",NA,"Parque Nacional das Emas.","Cerrado hiperestacional ( campo limpo)",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-01 15:06:48-03","UnB","UB","110365","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Correia, CAS",NA,NA,NA,"Correia, CAS; Carvalho, PS","92","2007","07","28","Brasil","Distrito Federal",NA,"Fazenda Sucupira/Embrapa","Dois ramos partindo da base. Folhas com nervura central amarela e margem revoluta. Cálice verde-amarelado persistente no fruto. Fruto imaturo. Área de afloramento rochoso; Arbusto 0,5m; . Topologia: Encosta de morro.",NA,"Dicotyledoneae","-48.001389","-16.503889","-48.001389","-16.503889","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-01 15:06:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg",NA,NA,NA,NA,"Nogales, T; Lima, DF","271","2014","09","08","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília.","Arbusto até 1m.; Cerrado sensu stricto.",NA,"Dicotyledoneae","-47.916667","-15.7","-47.916667","-15.7","Southern America","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-01 15:06:48-03","UnB","UB","112072","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Ramos, PCM","184","1990","10","23","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Próximo ao Córrego Bananal","Subarbusto. Fruto verde.; .",NA,"Dicotyledoneae","-47.933333","-15.883333","-47.933333","-15.883333","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-01 15:06:48-03","UnB","UB","107966","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Carvalho, PS",NA,NA,NA,"Carvalho, PS; Correia, CAS","316","2007","09","25","Brasil","Distrito Federal","Brasília","Fazenda Sucupira","Subarbusto 0,40 m. Fruto verde.; cerrado rupestre. Solo: afloramento rochoso.",NA,"Dicotyledoneae","-48.001389","-16.503889","-48.001389","-16.503889","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-01 15:06:48-03","UnB","UB","10628","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2005",NA,NA,"Farias, R","546a","1998","11","26","Brasil","Distrito Federal","Brasília","Reserva da Embrapa Cerrados - Planaltina","Arbusto ereto, solitário, 0,9m. Folha discolor; fruto maduro verde amarelado.; Cerrado fehado. Topologia: Plano.",NA,"Dicotyledoneae","-47.666667","-15.616667","-47.666667","-15.616667","Southern America","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-01 15:06:48-03","UnB","UB","107447","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Amaral, AG; Eugênio, CUO","1646","2007","06","19","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, borda de mata de galeria","Folhas novas e maduras. Botões florais. Frutos novos.; Subarbusto 0,6m; Campo sujo.",NA,"Dicotyledoneae","-47.905556","-15.926389","-47.905556","-15.926389","Southern America","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-01 15:06:48-03","UnB","UB","109691","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria, JEQ",NA,NA,NA,"Silva, JS; Alves, MM","595","2008","09","11","Brasil","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","Presente na borda do cerradão; Arbusto 0,6m. Fruto verde.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae","-47.816667","-15.85","-47.816667","-15.85","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-01 15:06:48-03","UnB","UB","136939","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Campos, LZO","2009","09","24","Campos, LZO; Faria, JEQ; Martins, RC","38","2009","09","24","Brasil","Goiás","Cavalcante","Campo sujo","0,8m. Coletado em campo sujo, caminho para a Cachoeira Santa Bárbara.",NA,"Dicotyledoneae","-47.475","-13.623611","-47.475","-13.623611","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-11-01 15:06:48-03","UnB","UB","111328","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2010","07",NA,"Cezare, CHG; Souza-Silva, S; Raimundo, R","135","2007","09","26","Brasil","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","Arbusto 0,8m. Fruto verde.; Cerrado ralo. Topologia: Plano a inclinado.",NA,"Dicotyledoneae","-47.946","-16.7813","-47.946","-16.7813","Southern America","765","765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-01 15:06:48-03","UnB","UB","111462","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria, JEQ",NA,NA,NA,"Cezare, CHG; Machado Neto, A","284","2007","10","23","Brasil","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","fruto imaturo verde, fruta saborosa; Árvore 1m. Fruto verde.; Cerrado ralo (antropizado). Topologia: Suave ondulado a ondulado.",NA,"Dicotyledoneae","-48.0122","-16.7179","-48.0122","-16.7179","Southern America","772","772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-01 15:06:48-03","UnB","UB","112071","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Ramos, PCM","42A","1990","09","30","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Bifurcação estrada Cristal d'água","Subarbusto 0,5m. Fruto verde.; Cerrado.",NA,"Dicotyledoneae","-47.933333","-15.883333","-47.933333","-15.883333","Southern America","1020","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-01 15:06:48-03","UnB","UB","112162","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Delprete, PG; Klein, VLG","9076","2004","11","06","Brasil","Goiás","Pirenópolis","Serra dos Pirineus. Córrego da Barriguda","Folhas subcoriáceas.; Arbustinho 3m. Fruto imaturo verde-claro.; .",NA,"Dicotyledoneae","-48.884167","-15.8175","-48.884167","-15.8175","Southern America","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-01 15:06:48-03","UnB","UB","118247","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg",NA,NA,NA,NA,"Harley, RM","25668","1988","10","26","Brasil","Bahia","Rio de Contas","9km ao norte da cidade na estrada para o povoado de Mato Grosso","Frutos verdes.; Arbusto 0,7m.; Cerrado",NA,"Dicotyledoneae","-41.833333","-13.5","-41.833333","-13.5","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-01 15:06:48-03","UnB","UB","121215","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Correia, CAS",NA,NA,NA,"Correia, CAS","257","2008","08","01","Brasil","Distrito Federal","Sobradinho","APA do rio São Bartolomeu. Chácara Angaturama","Dois ramos partindo do solo.Casca fina. Folhas novas amareladas concolores. Folhas velhas levemente discolores com odor de goiaba e eucalipto.Flor com odor levemente doce. Pequenos coleópteros negros presentes. Foto.; Arbusto 0,9m. Flor branca; Cerr",NA,"Dicotyledoneae","-48.237778","-16.2275","-48.237778","-16.2275","Southern America","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-11-01 15:06:48-03","UnB","UB","13163","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Proença, CEB; Santos, DS; Mendes, VC","2677","2003","09","03","Brasil","Distrito Federal","Brasília","Região de Saia Velha. Clube Parque Águas Correntes. DF-495","Flor com perfume cítrico.; Arbusto 0,8m. Flor branca; Encosta pedregosa com campo sujo.",NA,"Dicotyledoneae","-47.933333","-16.05","-47.933333","-16.05","Southern America","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-11-01 15:06:48-03","UnB","UB","121260","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Correia, CAS",NA,NA,NA,"Correia, CAS","322","2008","09","27","Brasil","Distrito Federal","Sobradinho","APA do rio São Bartolomeu. Chácara Angaturama","Planta pouco ramificada. Caule marrom-escuro. Folhas velhas discolores. Vários frutos verdes nos ramos e no solo. Indivíduo coletado em flor em 01/08/08 (Correia, CAS 257). Foto.; Arbusto 0,9m. Fruto verde.; Cerrado. Topologia: Plano. Solo: Arenoso.",NA,"Dicotyledoneae","-48.237778","-16.2275","-48.237778","-16.2275","Southern America","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-11-01 15:06:48-03","UnB","UB","121227","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Correia, CAS",NA,NA,NA,"Correia, CAS","273","2008","08","11","Brasil","Distrito Federal","Sobradinho","APA do rio São Bartolomeu. Chácara Angaturama","Área com afloramentos lateríticos. Casca marrom destacando-se em lâminas finas. Folhas com grande variação de tamanho e forma; concolores; nervuras amarelas; forte odor de goiaba. Botões verde-amarelados. Maioria das flores secas. Foto.; Arbusto 0,9",NA,"Dicotyledoneae","-48.237778","-16.225556","-48.237778","-16.225556","Southern America","1079","1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-01 15:06:48-03","UnB","UB","136818","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria, JEQ","2009","09","15","Alkimim, W; Carvalho-Silva, M","51","2009","09","08","Brasil","Distrito Federal","Brasília","Jardim Botânico, Trilha Ecológica","Subarbusto. 50 cm. Fruto verde.; Cerrado Denso",NA,"Dicotyledoneae","-47.835","-15.874167","-47.835","-15.874167","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-11-01 15:06:48-03","UnB","UB","136940","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Campos, LZO","2009","09","24","Campos, LZO; Faria, JEQ; Martins, RC","39","2009","09","24","Brasil","Goiás","Cavalcante",NA,"80 cm. Coletado em campo sujo, caminho para a Cachoeira Santa Bárbara.",NA,"Dicotyledoneae","-47.475","-13.623611","-47.475","-13.623611","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-11-01 15:06:48-03","UnB","UB","136951","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Campos, LZO","2010","05","07","Campos, LZO; Faria, JEQ; Borges, J","50","2010","05","07","Brasil","Distrito Federal","Brasília","Cerrado típico. Assentamento de Sobradinho.","0,6m. Estéril.",NA,"Dicotyledoneae","-47.730556","-15.658611","-47.730556","-15.658611","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-11-01 15:06:48-03","UnB","UB","143082","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2009",NA,NA,"Costa, IR; Oliveira, RS","628","2005","12","11","Brasil","Distrito Federal",NA,"Campus da Unb.","Arbusto com menos de 50 cm, frutos secos com algumas sementes germinando dentro do próprio fruto.; Cerrado ralo.",NA,"Dicotyledoneae","-47.871361","-15.773528","-47.871361","-15.773528","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-11-01 15:06:48-03","UnB","UB","143083","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2009","03",NA,"Costa, IR; Proença, CEB","632","2005","12","13","Brasil","Distrito Federal",NA,"Jardim Botânico de Brasília.","Arbusto com menos de 50 cm, frutos secos.",NA,"Dicotyledoneae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-11-01 15:06:48-03","UnB","UB","146516","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2009","10","29","Kuhlmann, MP","128","2009","10","22","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília.","Foto em www.frutosatrativosdocerrado.bio.br; Subarbusto 40cm de altura. Fruto verde. Zoocórico; Cerrado sentido restrito",NA,"Dicotyledoneae","-47.840131","-15.893861","-47.840131","-15.893861","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-11-01 15:06:48-03","UnB","UB","14714","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Proença, CEB; Harris, SA","2950","2004","09","19","Brasil","Goiás","Pirenópolis","Estrada entre Pirenópolis e o Parque Estadual da Serra do Pirineus","Cálice verde claro, sépalas curvas ascendentes.; SubArbusto 0,7m. Fruto verde escuro imaturo.; Campo cerrado. Topologia: Encosta. Solo: Solo arenoso.",NA,"Dicotyledoneae","-48.910556","-15.837222","-48.910556","-15.837222","Southern America","900","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-01 15:06:48-03","UnB","UB","14805","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Martins, CR","212","2004","04","21","Brasil","Distrito Federal",NA,"Parque Nacional de Brasília. Próximo da Administração e do antigo Pouso de Ultra-leve. Sofreu queima controlada em abril de 2003","SubArbusto 0,48m. Fruto imaturo verde.; Cerrado antropizado com 40-50% de capim-gordura. Solo: Solo latossolo.",NA,"Dicotyledoneae","-47.926944","-15.731389","-47.926944","-15.731389","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-01 15:06:48-03","UnB","UB","151731","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Amaral, AG","2007",NA,NA,"Amaral, AG; Corrêa, ACG","1923","2007","07","21","Brasil","Distrito Federal",NA,"Brasília. Fazenda Água Limpa. Borda de mata de galeria","Subarbusto ca. 0,60m alt. Folhas novas e maduras. Flores abertas, murchas e botões. Sépalas verdes, Pétalas e estames cremes; Campo sujo",NA,"Dicotyledoneae","-47.905833","-15.926111","-47.905833","-15.926111","Southern America","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-01 15:06:48-03","UnB","UB","161297","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria, JEQ","2008","09","16","Faria, JEQ; Cota, MRC; Caires, CS; Zanatta, MRV","319","2008","09","16","Brasil","Goiás","Água Fria de Goiás","Margem esquerda da GO-118 (Km-76), sentido Sul-Norte","Arbusto ca. de 0,4 m de altura, frutos imaturos verdes com com os cinco lobos calicíneos também verdes; Cerrado sensu stricto",NA,"Dicotyledoneae","-47.573611","-14.871944","-47.573611","-14.871944","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-01 15:06:48-03","UnB","UB","16322","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB",NA,NA,NA,"Martins, CR","467","2004","09","14","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Área ao lado da antiga pista de pouso de ultra-leve, próxima a Administração do Parque. Área submetida a uma queimada controlada em abril de 2003","Arbusto 0,67m; Campo sujo antropizado com presença de 40-50% de capim gordura. Solo: Latossolo.",NA,"Dicotyledoneae","-47.926389","-15.731667","-47.926389","-15.731667","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-01 15:06:48-03","UnB","UB","168088","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2004",NA,NA,"Martins, RC","499","2004","09","05","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Comunidade de Moinho","Arbusto 1,3m. Flor branca. Frutos usados para suco.; Cerrado no terreno da Rasata",NA,"Dicotyledoneae","-47.516667","-14.116667","-47.516667","-14.116667","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-01 15:06:48-03","UnB","UB","168089","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2004",NA,NA,"Proença, CEB","2950","2004","09","19","Brasil","Goiás","Pirenópolis","Estrada entre Pirenópolis e o parque estadual da Serra dos Pirineus","Subarbusto 0,7m. Fruto verde escuro imaturo. Cálice verde claro, sépalas curvas ascendentes.; Campo Cerrado, Solo arenoso",NA,"Dicotyledoneae","-48.910556","-15.837222","-48.910556","-15.837222","Southern America","900","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-01 15:06:50-03","UnB","UB","168090","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Proença, CEB","2007",NA,NA,"Proença, CEB","3416","2007","08","12","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Entre Alto Paraíso de Goiás e o vale da Lua","Arbusto. Flor branca. Fruto imaturo verde.; Cerrado rupestre",NA,"Dicotyledoneae","-47.516667","-14.116667","-47.516667","-14.116667","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-01 15:06:50-03","UnB","UB","170482","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg",NA,NA,NA,NA,"Faria, JEQ; Cota, MRC; Amorim, PRF","1490","2011","07","30","Brasil","Goiás","Cristalina","Próximo as Lages, ca. 12 Km ao sul de Cristalina","Subarbusto ca. 0,5 m de altura, botões florais verdes e flores brancas; Campo sujo",NA,"Dicotyledoneae","-47.612778","-16.869444","-47.612778","-16.869444","Southern America","1005","1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-01 15:06:50-03","UnB","UB","170753","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","Faria, JEQ","2011","08",NA,"Faria, JEQ; Zanatta, MRV; Mello, TRB","1599","2011","08","18","Brasil","Distrito Federal",NA,"Reserva Biológica de Contagem","Arbusto ca. 1 m de altura, fruto imaturo verde (coletado material em sílica gel); Cerrado sensu stricto",NA,"Dicotyledoneae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
