"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-01-14 15:33:28-03","MN","R","7929","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Glaziou, A.F.M.","14587",NA,"Brasil","Serra da Estrela",NA,NA,"Plantas do Brasil Central","R010051823",NA,NA,"Engl.","1883","08","25","Rio de Janeiro",NA,NA,NA,"R010051823_001","Kaastra, R.C.",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-07-02 14:04:07-03","JBP","HPL","7163","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"H. Lorenzi","4321",NA,"Brasil","Coletado no Jardim Botânico (quadra: 08/A).",NA,NA,NA,NA,NA,NA,NA,"2004","01","27","RJ","Rio de Janeiro","-43.2075","-22.9028",NA,"H. Lorenzi",NA,NA,"2004","01","57442","auto",NA,NA,NA,"27",NA,NA,NA
"13","2020-04-27 16:11:31-03","UFES","VIES","35409","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K.; Garbin, M.L. &","1761",NA,"Brasil","Parque Estadual de Mata das Flores. Floresta Ombrófila Densa de Terras Baixas.",NA,NA,NA,"VIES035409",NA,NA,"Engl.","2014","06","28","Espírito Santo","Castelo","-41.184722","-20.603611","VIES035409","Luber, J.",NA,NA,"2014","06",NA,NA,"41º11'5''W","20º36'13''S",NA,"28",NA,NA,NA
"14","2020-06-29 09:32:04-03","UFRRJ","RBR","7601","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"P. Germano-Filho","60",NA,"Brasil","REBIO do Tinguá, Estrada para Boa Esperança. Reserva Biológica do Tinguá",NA,NA,NA,"RBR00007601",NA,NA,"Engl.","1995","03","30","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:44:11-03","MBM","MBM","210141","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Stehmann, L.A.","s.n.","Southern America","Brazil","Fazenda Macedônia",NA,NA,NA,"MBM210141",NA,NA,"Mart.",NA,NA,NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434","MBM210141","Skorupa",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:44:11-03","MBM","MBM","162957","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Pinto, G.C.P.; et al.; et al.","380","Southern America","Brazil","Reserva Florestal do Instituto Baiano do Fumo",NA,NA,NA,"MBM162957",NA,NA,"Mart.",NA,NA,NA,"Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939","MBM162957","Lima, M.P.",NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 19:44:22-03","MNHN","RECOLNAT_MNHN_P","P06678755","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Riedel",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678755' target='other'> <mi>dwc_moreinfo</mi></a>","P06678755",NA,NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,"P06678755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-04 19:44:22-03","MNHN","RECOLNAT_MNHN_P","P06678754","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Gaudichaud, C.",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678754' target='other'> <mi>dwc_moreinfo</mi></a>","P06678754",NA,NA,"Engl.","1833","1","1","São Paulo",NA,NA,NA,"P06678754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-11-07 08:35:18-02","MNHN","RECOLNAT_MNHN_P","P02440931","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Sellow, F.",NA,NA,"Brésil","Brasilia","hb",NA,"Fragment de type ; the type has been destroyed in Berlin, the isotype in Berlin also, R.C. Kaastra Utrecht, 1976 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440931' target='other'> <mi>dwc_moreinfo</mi></a>","P02440931",NA,NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,"P02440931_01","Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5998",NA,NA
"20","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678752","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Glaziou, A.",NA,NA,"Brasil","Serra da Estrella, à Mandiocca.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678752' target='other'> <mi>dwc_moreinfo</mi></a>","P06678752",NA,NA,"Engl.","1883","8","25","Rio de Janeiro",NA,NA,NA,"P06678752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14587",NA,NA
"21","2015-09-04 19:44:22-03","MNHN","RECOLNAT_MNHN_P","P06678753","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Glaziou, A.",NA,NA,"Brasil","Serra da Estrella ad Mandioca.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678753' target='other'> <mi>dwc_moreinfo</mi></a>","P06678753",NA,NA,"Engl.","1883","8","25","Rio de Janeiro",NA,NA,NA,"P06678753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14587",NA,NA
"22","2020-12-11 11:41:12-03","UFMG","BHCB","19479","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Stehmann, JR; et al.","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Engl.","1991","11",NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:12-03","UFMG","BHCB","19479","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Stehmann, JR; et al.","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Engl.","1991","11",NA,"Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:12-03","UFMG","BHCB","7893","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Lopes, MA; et al.","731","Southern America","Brasil","Estação Biológica de Caratinga. Mata do Jaó.",NA,NA,"Mata Atlântica.arbusto;anotada anteriormente como arv.nº5956;",NA,"Dicotyledon",NA,"Engl.","1985","04","27","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-08-31 09:09:53-03","INPA","INPA","182576","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Pinto, GCP","380/83","Southern America","Brasil","Reserva Florestal do Instituto Baiano do Fumo (IBF).",NA,NA,NA,"INPA0182576","Dicotyledon Com-Clade","Sapindales","Engl.","1983","11","12","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,"Lima, MPM de",NA,NA,"1988","08","14660","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-08-31 09:09:53-03","INPA","INPA","182576","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus","paratype","Pinto, GCP","380","Southern America","Brasil","Reserva Florestal do Instituto Baiano do Fumo (IBF).",NA,NA,NA,"INPA0182576","Dicotyledon Com-Clade","Sapindales","Engl.","1983","11","12","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,"Lima, MPM de",NA,NA,"1988","09","14660","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","53900",NA,"Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"G. Martinelli; B. Kurtz; M. Nadruz e J. C. Gomes","13441",NA,"Brasil","Paratimirim. Ilha da Cotia, Floresta Atlântica ao nível do mar",NA,NA,"Arbusto com até 3 metros de altura ciófila, próximo ao mar; folhas verticiladas discolores; flores verdes vinosas; frutos imaturos verdes amarelados, quando maduros vinosos","MBML053900",NA,NA,"Engl.","1989","08","01","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,"J.R. Pirani/Nov.2005",NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:11:38-03","FZB-BH","BHZB","9804","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Ordones, J. et al.","1674",NA,"Brasil","FZB , Coleção Mata Atlântica",NA,NA,"Cultivado. Outro coletor Ferreira Junior, C.A., cultivado. Proveniente do Parque Estadual do Rio Doce, Mata Atlântica <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,NA,"2013","02","28","MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"29","2014-11-06 16:18:45-02","UFPB","EAN","1710","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,NA,NA,NA,"Brasil","Jardim Botânico",NA,NA,"Arbusto parecido com pequeno genipapeia..",NA,NA,NA,"Engler.","1944","12","21","Rio de Janeiro",NA,NA,NA,NA,"L. A. Siloropa",NA,NA,"1996","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-18 11:41:28-03","UERJ","HRJ","11176","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"?","s.n.",NA,"Brasil","Ilha Grande.",NA,NA,NA,"HRJ00011176",NA,NA,"Engl.","2009","05","29","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-09-02 16:39:17-03","Cenargen","CEN","75750","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Ladislau Araújo Skorupa","1007",NA,"Brasil","A 3 km da entrada da fábrica Ultrafértil, rumo ao Morro-da-onça.","Exsicatas",NA,"Botões florais creme.","CEN00075750",NA,NA,"Engl.","1993","07","19","SP","CUBATAO","-46.425833","-23.895","CEN00075750 CEN00075750_1","L. A. Skorupa",NA,NA,"1993","07",NA,NA,"-46.425833","-23.895",NA,NA,NA,"3",NA
"32","2020-09-02 16:39:17-03","Cenargen","CEN","75747","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Ladislau Araújo Skorupa","981",NA,"Brasil","A 3 km da entrada da Ultrafértil, rumo ao Morro da Onça / Serra do Mar.","Exsicatas",NA,"População com vários indivíduos. Espécie considerada tolerante a poluição. Botões florais vinho.","CEN00075747",NA,NA,"Engl.","1992","02","25","SP","CUBATAO","-46.416666",NA,"CEN00075747","L. A. Skorupa",NA,NA,"1992","02",NA,NA,"-46.416666","-2385000.0",NA,NA,NA,"3",NA
"33","2019-11-13 11:30:59-03","USP","SPF","104455","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Kallunki, JA","698",NA,"Brasil","19º16'S-19º17'S, 40º10'W - 40º11'W",NA,NA,NA,"SPF00104455",NA,NA,"Engl.","1995","04","19","Espírito Santo","Linhares","-40.166667","-19.266667",NA,"Kallunki, JA",NA,NA,NA,NA,NA,NA,"-40.166667","-19.266667",NA,NA,NA,NA,NA
"34","2019-11-13 11:30:59-03","USP","SPF","160205","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"França, GS","365",NA,"Brasil","Lagoa Jacaré.",NA,NA,NA,"SPF00160205",NA,NA,"Engl.","2003","06","06","Minas Gerais","Dionísio","-42.663333","-19.820833",NA,"França, GS","276","276",NA,NA,NA,NA,"-42.663333","-19.820833",NA,NA,NA,NA,NA
"35","2021-03-15 18:29:51-03","USP","SPF","174984","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Fiaschi, P","2925",NA,"Brasil","Serra do Corcovado, 9.8 km a SW de Coaraci na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco. Flores sub-montana/montana com algumas áreas perturbadas.",NA,NA,"Arvoreta comum, ca. 4 m alt. Folhas discolores. Inflorescência verde-clara, flores com pétalas vináceos-clara. Botões vináceos.","SPF00174984",NA,NA,"Engl.","2005","06","21","Bahia","Almadina","-39.603333","-14.705833",NA,"Pirani, JR","650","750","2009",NA,NA,NA,"-39.603333","-14.705833",NA,NA,NA,NA,NA
"36","2021-03-15 18:29:51-03","USP","SPF","190785","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Lima, RAF","764",NA,"Brasil","Morro do Itaguá. Trilha para Prainha.",NA,NA,"Vegetação sobre costão rochoso.","SPF00190785",NA,NA,"Engl.","2008","03","13","São Paulo","Bertioga","-45.880556","-23.7625",NA,"Pirani, JR",NA,NA,"2008",NA,NA,NA,"-45.880556","-23.7625",NA,NA,NA,NA,NA
"37","2021-03-15 18:29:51-03","USP","SPF","212910","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Fiaschi, P","3881",NA,"Brasil","Reserva Biológica de Poço das Antas, Rodovia Silva Jardim-Casimiro de Abreu, ramal à direita ca. 6,5 km antes da sede do parque. Estrada para a barragem Juturnaíba, 5 km. Trilha da Pelonha.",NA,NA,"Arvoreta monocaule ca. 4 m alt., comum. Folhas discolores. Inflorescência cauliflora pendente. Botões florais esverdeados. Flores com cálice verde, pistilo verde, corola, estames e disco creme.; Floresta Ombrófila Densa (Mata Atlânti","SPF00212910",NA,NA,"Engl.","2012","03","05","Rio de Janeiro","Silva Jardim","-42.301083","-22.545194",NA,"Pirani, JR","20","20","2014",NA,NA,NA,"-42.301083","-22.545194",NA,NA,NA,NA,NA
"38","2021-03-15 18:29:51-03","USP","SPF","225249","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Dias, P","337",NA,"Brasil","Reserva Natural Vale, Estrada Bomba d#?#Água, ca. de 40 m antes do final da estrada, no local onde as onças tomam sol, lado esquerdo, entre grande número de",NA,NA,"Arvoreta, ca. 1,5 m de altura. Folhas discolores, face adaxial verde escura e bastante lustrosa e face abaxial verde clara, glândulas claramente visíveis. Flores com cálice esverdeado, corola verde-amarelada, disco nectarífero verde-","SPF00225249",NA,NA,"Engl.","2007","02","14","Espírito Santo","Linhares","-39.906389","-19.111556",NA,"Dias, P","45","45","2007","02",NA,NA,"-39.906389","-19.111556",NA,"14",NA,NA,NA
"39","2021-03-15 18:29:51-03","USP","SPF","174099","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Martinelli, G","13441",NA,"Brasil","Ilha da Cotia, Paratimirim, Ilha da Cotia. Floresta Atlântica ao nível do mar.",NA,NA,"Arbusto com até 3 m de alt ciófila, próximo ao mar; folhas verticiladas discolores; flores verdes vinosas; frutos imaturos verdes amarelados,quando maduros vinosos.","SPF00174099",NA,NA,"Engl.","1989","08","01","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,"Pirani, JR",NA,NA,"2005","11","34470","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:30:59-03","USP","SPF","140773","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Martins, SE","672",NA,"Brasil","Ilha de Urubuqueçaba",NA,NA,NA,"SPF00140773",NA,NA,"Engl.","2000","02","28","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,"Pirani, JR",NA,NA,"2000","03","26836","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-09-04 18:45:23-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","macrocarpus","Pilocarpus macrocarpus","Type [status unknown]","F. Sellow","5998","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"42","2020-07-23 12:21:39-03","CEPLAC","CEPEC","13829","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"S. A. Mori","10070",NA,"Brasil","3Km NW Jussari.",NA,NA,NA,NA,NA,NA,NA,"1995","05","08","Bahia","JUSSARÍ","-39.4953002929688","-15.1913995742798",NA,"J. A. Kallunki",NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,"30/12/1981"
"43","2020-07-23 12:21:39-03","CEPLAC","CEPEC","13185","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"S. A. Mori","9300",NA,"Brasil","BA-265, a 23Km de Una.",NA,NA,"<ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,NA,"1978","02","26","Bahia","UNA","-39.0752983093262","-15.2932996749878",NA,"S. A. Mori",NA,NA,NA,NA,"36070","auto","0*0'99","99*99'99",NA,NA,NA,NA,NA
"44","2020-07-23 12:21:39-03","CEPLAC","CEPEC","10797","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"T. S. dos Santos","2772",NA,"Brasil","Km 40 Rod. Rio Branco/Una, Faz. Dendhevea.",NA,NA,NA,NA,NA,NA,NA,"1974","09","04","Bahia","UNA","-39.0752983093262","-15.2932996749878",NA,"S. A. Mori",NA,NA,NA,NA,"36070","auto","0W0'0","0S0'0",NA,NA,NA,NA,"29/03/1978"
"45","2020-07-23 12:21:39-03","CEPLAC","CEPEC","44255","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"M. Sobral","5802",NA,"Brasil","UNACAU.",NA,NA,NA,NA,NA,NA,NA,"1988","01","01","Bahia","UNA","-39.0752983093262","-15.2932996749878",NA,"M. Sobral",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,"30/12/1988"
"46","2020-07-23 12:21:39-03","CEPLAC","CEPEC","14215","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"S. A. Mori","10087",NA,"Brasil","3Km NW Jussari.",NA,NA,NA,NA,NA,NA,NA,"1976","05","09","Bahia","JUSSARÍ","-39.4953002929688","-15.1913995742798",NA,"J. A. Kallunki",NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,"30/12/1981"
"47","2019-11-13 16:05:05-03","UNISANTA","HUSC","2450","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Martins, S.E.; Sampaio, P.S.P.","672",NA,"Brasil","Ilha de Urubuqueçaba.",NA,NA,"Arvoreta com 3m de altura.Botões florais vináceos.; Sub-bosque.",NA,"Magnoliophyta",NA,"Engler","2000","02","28","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,"Pirani, J.R.",NA,NA,"2000","03","26836","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-13 16:05:05-03","UNISANTA","HUSC","10455","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Artibano, J.; Louzada, R.B.","7",NA,"Brasil","Ilha de Urubuqueçaba.",NA,NA,"Árvore.; Encosta.",NA,"Magnoliophyta",NA,"Engler","2003","03","24","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,"Martins, S.E.; et al.",NA,NA,"2003","08","26836","auto",NA,NA,NA,NA,NA,NA,NA
