"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2016-09-30 00:36:00-03","NY","NYBG","01096379","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata",NA,NA,NA,NA,NA,"A. C. Cervi","7302","1994","12","15","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada. Agreste, Area de transição Florestas Estacional Semidecidual/Decidual Contrafortes de Borborema,.","-36.42","-9.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096379","NY01096379_01","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 12:06:00-03","NY","NYBG","533087","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata",NA,NA,NA,NA,NA,"N. Soria","3555","1989","04","20","Paraguay","Cordillera",NA,"Piribebuy. Salto Amambay.","-57.08","-25.45",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533087",NA,"Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 12:06:00-03","NY","NYBG","533083","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata",NA,"R. L. Liesner",NA,NA,NA,"G. S. Hartshorn","2504","1980","03","19","Paraguay",NA,NA,"Paraguay Dept: YBYCUI National Park. Along northern road.","-56.83","-26",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533083",NA,"Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:37:40-03","EAO","IAN","186946","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Vieira, AOS","2000",NA,NA,"Hertel, R","20880","1948","01","06","Brasil","Paraná","Palmeira","Rio das pombas. Flora do Paraná- Fitotéca HERTEL","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Flora do Paraná- Fitotéca HERTEL","IAN186946",NA,"Dicotiledônea",NA,"Southern America",NA,"35166","auto",NA,NA,NA,NA,NA
"15","2021-03-30 12:37:40-03","EAO","IAN","183274","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Scaramuzza, CAM","1995","01","23","Souza, VC; Yamamoto, KY; Stelmann, JR","4768","1993","11","27","Brasil","São Paulo","Itararé","Fazenda Sta. Andréia. Escarpa rochosa recoberta por campo graminoso, formando escrubes esparsos e com mata em direção ao vale.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Árvore, 4m de altura, pétalas e estames creme. Escrube.","IAN183274",NA,"Dicotiledônea",NA,"Southern America",NA,"27729","auto",NA,NA,NA,NA,NA
"16","2019-12-04 15:25:05-03","PUCPR","HUCP","20037","S","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Miq.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","1942","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00010868","HUCP00010868","Eudicotiledonea",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"17","2019-12-04 15:25:05-03","PUCPR","HUCP","19817","S","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Miq.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1936","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00010999","HUCP00010999","Eudicotiledonea",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"18","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U 0077732","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077732",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw13987",NA,NA,NA
"19","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U 0077733","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"edge of small campo near Brandalize, sawmill N of Rio Chopim, ca. 20 km N of clevelandia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077733",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12917a",NA,NA,NA
"20","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U 0077749","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"edge of small campo near Brandalize, sawmill N of Rio Chopim, ca. 20 km N of clevelandia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200077749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0077749",NA,NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12917",NA,NA,NA
"21","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U.1236372","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","10","18","Brazil",NA,NA,"Est. Parana. Roadside 1 km S of Calogeras.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236372","NL-U1236372",NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U.1236373","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","10","18","Brazil",NA,NA,"Est. Parana. Roadside 1 km S of Calogeras.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236373","NL-U1236373",NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U.1236374","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","01","Brazil",NA,NA,"Est. Parana. Edge of small campo near Brandalize, sawmill N. of Rio Chopim, ca. 20 km N. of Clevelandia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236374","NL-U1236374",NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U.1236375","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","07","16","Brazil",NA,NA,"Est. Parana. Sandstone Ravine 50 km N.W. of Curitiba, towards Pontagrossa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236375","NL-U1236375",NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:08:57-03","NBC","NL-BOTANY","U.1236376","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Widgren JF",NA,"1845","01","01","Brazil",NA,NA,"Minas Geraes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1236376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1236376","NL-U1236376",NA,"Oxalidales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-11-04 11:05:30-03","ESALQ","ESA","17079","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) O.Kuntze","Souza, V.C.",NA,NA,NA,"Souza, V.C. et al.","2370.0","1993","02","19","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA017079","ESA017079","Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:05:30-03","ESALQ","ESA","5883","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zickel, C.S.",NA,NA,NA,"Vieira, A.O.S. et al.","238.0","1988","12","05","Brasil","Paraná","Jaguariaíva/Piraí do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"ESA005883","ESA005883","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:05:30-03","ESALQ","ESA","18060","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Scaramuzza, C.A.M.",NA,NA,NA,"Souza, V.C. et al.","7378.0","1994","11","14","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA018060","ESA018060","Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:05:30-03","ESALQ","ESA","12467","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) O.Kuntze","Souza, V.C.",NA,NA,NA,"Souza, V.C. et al.","4731.0","1993","11","27","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA012467","ESA012467","Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:05:30-03","ESALQ","ESA","12663","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Scaramuzza, C.A.M.",NA,NA,NA,"Souza, V.C. et al.","4768.0","1993","11","27","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA012663","ESA012663","Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:05:30-03","ESALQ","ESA","22541","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Scaramuzza, C.A.M.",NA,NA,NA,"Souza, V.C. et al.","7140.0","1994","11","13","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA022541","ESA022541","Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"32","2021-03-31 13:37:37-03","MN","R","120514","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Lutz, A.","539","1913","09",NA,"Brasil","São Paulo",NA,"Serra da Bocaina.",NA,NA,NA,NA,NA,NA,"Herbarium Lutz nº 539","R010064061,R010064052","R010064052 R010064061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:27:33-03","MN","R","63030","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zickel, C.S.","1989","12",NA,"Dusén, P.K.H.","2902","1903","12","22","Brasil","Paraná","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,"R010064012,R010064754,R010064755","R010064012 R010064754 R010064755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:27:33-03","MN","R","63044","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zickel, C.S.","1989","05",NA,"Schwacke, C.A.W.",NA,"1874","09",NA,"Brasil","Paraná","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,"R010064010,R010064008","R010064008 R010064010",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA
"35","2021-01-14 15:27:33-03","MN","R","77020","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zicket, C.S","1989","05",NA,"Vidal, J. III - 66; Silva Araujo, E.",NA,"1950","11",NA,"Brasil","Paraná","Castro",NA,"-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,NA,"R010064011,R010064009,R010064006","R010064006 R010064009 R010064011",NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA
"36","2021-01-14 15:27:33-03","MN","R","63071","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zickel, C.S.","1989","12",NA,"Gurgel, L.","15026","1929","12","16","Brasil","Paraná","Porto Amazonas",NA,"-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,"R010064007,R010064005","R010064005 R010064007",NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA
"37","2021-03-31 13:37:37-03","MN","R","198096","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Ribas, O.S.","1997",NA,NA,"Silva, J.M.","1834","1996","12","13","Brasil","Paraná","Tibagi","Canyon Guartelá. Próximo de rio encachoeirado.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"R010064000","R010064000",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"38","2021-03-31 13:37:37-03","MN","R","190135","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zicket, C.S","1989","05",NA,"Hatschbach, G.G. 17702; Fontella, J.P. 241",NA,"1967","09","05","Brasil","Paraná","Ponta Grossa","Rodovia do Café, Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Jardim Botânico do Rio de Janeiro - RB 183.272","R010064062","R010064062",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"39","2021-03-31 13:37:37-03","MN","R","195470","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zicket, C.S","1989","03",NA,"Alves, R.J.V.","6312","1958","10","10","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,"1150","1150",NA,"R010064057,R010064056,R010064001","R010064001 R010064056 R010064057",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA
"40","2021-01-14 15:27:33-03","MN","R","226555","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze",NA,NA,NA,NA,"Alves, R.J.V.","6412","1998","11","22","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"R010005803","R010005803",NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA
"41","2021-03-31 13:37:37-03","MN","R","117681","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","Zicket, C.S","1989","03",NA,"Santos, N.","5697","1964","12","06","Brasil","Minas Gerais","Poços de Caldas","Véu da Noiva","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"R010064054","R010064054",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"42","2019-11-21 14:33:41-03","UFJF","CESJ","35505","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","L.D. Meireles","2002","05",NA,"R.M. Castro; L.S. Fernandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","749","2001","12","09","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore ca 17m, heliófila na borda da mata, casca com odor similar ao abacate. Botões florais creme esverdeados, flores brancas.","CESJ035505",NA,"Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA
"43","2019-11-21 14:33:41-03","UFJF","CESJ","35635","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","A.T. Oliveira-Filho","2004","03","22","A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","90","2001","12","17","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras. Cerca de 1270m de altitude.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Arbusto até 2m no cerrado. Tépalas alvas, ovário esverdeado, glândulas alaranjadas e androceu alvo.","CESJ035635",NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA
"44","2019-11-21 14:33:41-03","UFJF","CESJ","48800","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","C.N. Matozinhos; L. Meireles",NA,NA,NA,"E.A. Feliciano; L. Menini Neto; N.L. Abreu","37","2007","03","17","Brasil","Minas Gerais","Rio Preto","Fazenda da Água Amarela, Trilha indo para a cachoeira da Água Amarela.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arvoreta ca. 2,5 m alt. Interior de mata. Folhas levemente discolores. Flores com cálice, corola e anteras creme, filetes alvos. Fruto imaturo verde, cálice caduco.","CESJ048800",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:33:41-03","UFJF","CESJ","43953","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","C.N. Matozinhos; L. Meireles","2010","03",NA,"C.N. Matozinhos; N.L. Abreu; C.N. Matozinhos; A.S.M. Valente; F.S. Souza","166","2005","04","22","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arbusto, campo rupestre. Frutos imaturos de coloração verde.","CESJ043953",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"46","2019-11-21 14:33:41-03","UFJF","CESJ","49701","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","cuneata","Lamanonia cuneata","(Cambess.) Kuntze","C.N. Matozinhos; L. Meireles","2010","03",NA,"F.R.G. Salimena; J.A. Oliveira; L. Menini Neto; I.C.Almeida; T. Mota; S.M. Dutra; F.S. Souza; S.","2565","2007","12","08","Brasil","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 18º36'01,6 S, 43º57'04,2 W. 1139 m.s.m.","-45.951167","-18.600444","-45.951167","-18.600444","1139","1139","Arvoreta até 3m alt., flores em botão, róseas.","CESJ049701",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
