"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","629549","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","W. Ganev","604","1992","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629549","Magnoliophyta","Myrtales","(Cham.) Cogn.","E. M. Woodgyer","Bahia","Abaíra","Caminho Betao-Tanque do Boi","-41.9","-13.27","NY00629549_01","1380","1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03257245","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","P. Rosa","853","2016","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3578886' target='other'> <mi>dwc_moreinfo</mi></a>","NY03257245","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Mirante do Parqu na subida para a Morumbeca.","-41.9294","-21.8789",NA,"971","971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1551881","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1415517' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551881","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Minas Gerais",NA,"Ad Lagoa Santa",NA,NA,"NY01551881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3910003","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","F. Almeda","8557","2001","10","20","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451359' target='other'> <mi>dwc_moreinfo</mi></a>","NY03910003","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Minas Gerais","Santana do Rioachii","Serra do Cipó. Between km 111 and 112 along the road from Lagoa Santa to Conceição do Mato Dentro.","-43.56722641","-19.2947197",NA,"1228","1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00909989","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","G. G. Hatschbach","30052","1972","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909989","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386","NY00909989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00909997","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","B. Maguire","49179","1960","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909997","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Minas Gerais",NA,"Road between Diamantina and Gouveia.","-43.6719","-18.348","NY00909997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02098829","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. K. Caddah","397","2009","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305511' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098829","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. K. Caddah","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, casa dos visitantes, mata ciliar","-46.3656","-20.2456","NY02098829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","478198","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","A. F. M. Glaziou","21405","1885","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478198","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Goiás",NA,"Entre Taquari [?illegible] et Bom Successo",NA,NA,"NY00478198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00909988","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","G. G. Hatschbach","27824","1971","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909988","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Minas Gerais","Gouveia","Serra do Espinhaço.","-43.7406","-18.4544","NY00909988_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02098949","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","F. Almeda","9640","2009","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500275' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098949","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. Reginato","Minas Gerais","Diamantina","Cadeia do Espinhaço. Nature trail on property of Pousada Real (formerly Pousada Jardim da Serra) on ridge just east of the city of Diamantina off of Estrada do Cruzeiro Luminosa.","-43.58082","-18.23582","NY02098949_01","1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","478201","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. M. Harley","15555","1974","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478201","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Bahia","Barra da Estiva","Serra do Sincorá; Ca. 6 km N. of Barra da Estiva on Ibicoara road","-41.3","-13.58","NY00478201_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","478200","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. M. Harley","25892","1988","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478200","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. F. A. Baumgratz","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53","NY00478200_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","478197","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478197","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"NY00478197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00909992","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","H. S. Irwin","18850","1968","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909992","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Goiás","Cocalzinho de Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","NY00909992_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","478209","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. Reiss","88","1934","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478209","Magnoliophyta","Myrtales","(Cham.) Cogn.","H. A. Gleason","Paraná","Tibagi","Tibagy","-50.488585","-24.686032","NY00478209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00909990","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","H. S. Irwin","25787","1970","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909990","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Minas Gerais",NA,"Serra dos Óculos, ca. 55 km N.E. of Patrocínio","-46.8","-18.66669","NY00909990_01","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","478207","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","F. C. Hoehne","276","1917","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478207","Magnoliophyta","Myrtales","(Cham.) Cogn.","F. C. Hoehne","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521","NY00478207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00909985","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. Romero","3591","1996","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909985","Magnoliophyta","Myrtales","(Cham.) Cogn.","R. Romero","Minas Gerais","São Roque de Minas","Morro próximo a sede administrativa, Parque Nacional da Serra da Canastra.","-46.3656","-20.2456","NY00909985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00909983","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","G. Gardner","X4595","1842",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909983","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Minas Gerais",NA,NA,NA,NA,"NY00909983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3107682","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea",NA,"1358","2007","12","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3446210' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107682","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Santa Cruz","Florida",NA,"-63.6772","-18.25",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2862126","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. M. Vasconcellos","16","2016","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3006452' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862126","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. Reginato","Minas Gerais","Itamonte","Parque Estadual Serra do Papagaio, Rd. Itamonte-Alagoa, 20 km from Itamonte","-44.72931","-22.22331","NY02862126_01","1777","1777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02098880","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. Reginato","1159","2011","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568230' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098880","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. Reginato","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.672311","-20.503581","NY02098880_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00909995","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","B. Maguire","49294","1960","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909995","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. J. Wurdack","Minas Gerais",NA,"Serra de Lavras Novas, about 20 km. south of Ouro Preto.",NA,NA,"NY00909995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","478211","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. Kuhlmann","s.n.","1939","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478211","Magnoliophyta","Myrtales","(Cham.) Cogn.","S. A. C. Chiea","Paraná","Balsa Nova","Sao Luiz, entre Campo Largo e Palmeiras [Sao Luiz do Puruná].","-49.6356","-25.5842","NY00478211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02098902","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. Reginato","1160","2011","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568231' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098902","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. Reginato","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.672311","-20.503581","NY02098902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","478210","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","A. Usteri","s.n.","1905","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478210","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"São Paulo","Sao Paulo","Ipiranga-Moóca","-46.63","-23.5403","NY00478210_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","887323","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","S. A. C. Chiea","658","1991","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887323","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. L. D. R. Souza; J. F. A. Baumgratz","São Paulo","Assis",NA,"-50.4097","-22.66","NY00887323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03166896","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","H. H. Rusby","2312","1905","02","27","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3432196' target='other'> <mi>dwc_moreinfo</mi></a>","NY03166896","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,NA,NA,"Yungas",NA,NA,NA,"1829","1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","03257246","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","P. Rosa","1213","2016","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3578887' target='other'> <mi>dwc_moreinfo</mi></a>","NY03257246","Magnoliophyta","Myrtales","(Cham.) Cogn.",NA,"Rio de Janeiro","Santa Maria Madalena","Area adjacente ao Parque Estadual do Desengano. Fazenda Ddibua. Pedra Dubois. Cume da Pedra Dubois, lado dreito de descida.","-41.9936","-21.9436",NA,"1227","1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","777130","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. M. Harley","50714","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777130","Magnoliophyta","Myrtales","(Cham.) Cogn.","J. F. A. Baumgratz; M. L. D. R. Souza","Bahia","Abaíra","Campo de Ouro Dino (baixo)","-41.9","-13.25","NY00777130_01","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","687322","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","R. M. Harley","50712","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687322","Magnoliophyta","Myrtales","(Cham.) Cogn.","B. C. Campos","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","NY00687322_01","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00909987","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","J. Mattos","10230",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909987","Magnoliophyta","Myrtales","(Cham.) Cogn.","S. A. C. Chiea","Minas Gerais","Baependi","São Tomé das Letras, próximo à vila, na Serra de São Tomé das Letras.","-44.8897","-21.9592","NY00909987_01","1440","1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02064136","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","M. L. Brotto","454","2010","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2419032' target='other'> <mi>dwc_moreinfo</mi></a>","NY02064136","Magnoliophyta","Myrtales","(Cham.) Cogn.","M. K. Caddah","Rio de Janeiro","Nova Friburgo","Parque Estadual Trs Picos.","-42.7228","-22.3297","NY02064136_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
