"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-29 11:11:00-03","NY","NYBG","630269","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","M. A. Chase","South America","Brazil","Bahia","Rio Salitre, 46 km. West-Southwest of Joazeiro","300","300","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630269","7937","1924","12","15","Magnoliophyta","Poales",NA,NA,NA,NA,NA,"NY00630269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 11:11:00-03","NY","NYBG","630280","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","H. E. Strang","South America","Brazil","Rio de Janeiro","Guanabara, A têrro do Flamengo",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630280","518","1962","11","25","Magnoliophyta","Poales",NA,"C. E. Hubbard",NA,NA,NA,"NY00630280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00862281","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","T. S. d. Silva","South America","Brazil","Mato Grosso do Sul","Fazenda Bodoquena",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862281","122","1974","03","03","Magnoliophyta","Poales","(L.) Link","T. S. d. Silva","Miranda","-56.72","-20.03","NY00862281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00862255","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","K. Mizoguchi","South America","Brazil","Mato Grosso do Sul","Fazenda De Caranba, Estrada Maracaju 35 km. N from Dourados","650","700","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862255","587","1978","03","11","Magnoliophyta","Poales","(L.) Link","M. H. Nee","Dourados","-54.8056","-22.2211","NY00862255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02730879","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","M. F. Simon","South America","Brazil","Rondônia","Canteiro de obras da UHE Jirau. Linha de Transmissão Jirau - Porto Velho.","123",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3033425' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730879","1051","2010","10","20","Magnoliophyta","Poales","(L.) Link","R. P. de Oliveira","Porto Velho","-64.6142","-9.2589","NY02730879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 02:18:00-03","NY","NYBG","1100041","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","E. A. Goeldi","South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100041","140",NA,NA,NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,"NY01100041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02618044","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","T. C. Plowman","South America","Brazil","Amazonas","Banks of Lago Tefé",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2890710' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618044","12068","1982","12","02","Magnoliophyta","Poales","(L.) Link",NA,"Tefé","-64.8792887","-3.4491668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 20:58:00-03","NY","NYBG","00862257","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","W. R. Anderson","South America","Brazil","Minas Gerais","15 km N of Montalvânia","550","550","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862257","37188","1972","03","18","Magnoliophyta","Poales",NA,"G. Davidse",NA,NA,NA,"NY00862257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02618048","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","T. C. Plowman","South America","Brazil","Pará","Banks of the Rio Tocantins, upriver 1-5km from Represa Tucuruí.","30","30","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2890714' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618048","9913","1980","03","22","Magnoliophyta","Poales","(L.) Link",NA,"Tucuruí","-49.6353292","-3.8753925","NY02618048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 11:11:00-03","NY","NYBG","630276","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","L. B. Holm-Nielsen","South America","Ecuador","Santa Elena","Pacific coast immediately W of Punta Carnero","1","2","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630276","2012","1973","03","17","Magnoliophyta","Poales",NA,"E. J. Judziewicz",NA,"-80.92","-2.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","630271","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","G. Eiten","South America","Brazil","Bahia","About 20 km. south of village of Formosa, on Tarrachil-Canudos road",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630271","4994","1962","07","18","Magnoliophyta","Poales","(L.) Link","J. R. Swallen","Euclides da Cunha","-39.0158004760742","-10.5074996948242","NY00630271_01","65162","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","630275","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","G. Eiten","South America","Brazil","Maranhão","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 30 km. south of Lorêto. About 1/2 km N of main house of Fazenda Sao Raimundo on trail to Faz. Santa Rita","200","300","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630275","4086","1962","04","06","Magnoliophyta","Poales","(L.) Link","J. R. Swallen","Loreto","-45.1411018371582","-7.08444023132324","NY00630275_01","79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-06 11:42:41-03","UFPI-MRV","HDELTA","2290","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Nascimento, R. H.",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,"HDELTA002290","10","2012","01","24",NA,NA,"(L.) Link","Costa, M. C. A.",NA,NA,NA,NA,NA,NA,"2012","01","24",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-06 11:42:41-03","UFPI-MRV","HDELTA","2320","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Neves, M. J. C.",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Capim arroz","HDELTA002320","6","2012","01","11",NA,NA,"(L.) Link","Costa, M. C. A.",NA,NA,NA,NA,NA,NA,"2012","02","09",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-06 11:42:43-03","UFPI-MRV","HDELTA","765","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Neves, M. J. C.",NA,"Brasil","Piauí","Lagoa Grande",NA,NA,NA,NA,"Arbusto <ll>dwc_commonname:</ll> Capim de arroz","HDELTA000765","58","2012","06","25",NA,NA,"(L.) Link",NA,"Buriti dos Lopes","-41.8669013977051","-3.17499995231628",NA,"21335","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:45:27-03","UNEB","HUNEB","246","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","França, F.",NA,"Brasil","Bahia","Lagoa 2.","108","108",NA,NA,NA,"HUNEB0000246","23907","1996","10","06","Angiospermae","Florideophycidae","(L.) Link.",NA,"Feira de Santana","-39.05","-12.266667",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","39W3'","12S16'",NA,NA,NA,NA
"27","2019-11-19 15:45:27-03","UNEB","HUNEB","7557","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","França, F.",NA,"Brasil","Bahia","Lagoa 3",NA,NA,NA,NA,NA,"HUNEB0007557","2226","1997","05","04","Angiospermae","Florideophycidae","(L.) Link",NA,"Anguera","-39.111667","-12.225",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","39W6'42''","12S13'30''",NA,NA,NA,NA
"28","2019-11-19 15:45:27-03","UNEB","HUNEB","7560","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","França, F.",NA,"Brasil","Bahia","Lagoa 3",NA,NA,NA,NA,NA,"HUNEB0007560","2218","1997","05","04","Angiospermae","Florideophycidae","(L.) Link",NA,"Anguera","-39.111667","-12.225",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","39W6'42''","12S13'30''",NA,NA,NA,NA
"29","2021-03-30 12:53:15-03","EAO","IAN","104131","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Magalhães, MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN104131","38","1940","01","19","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:17-03","EAO","IAN","105220","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Oliveira, E","Southern America","Brasil","Pará","Km 130 1/2 da Rodovia Belém-Brasília. Beira da estrada; terreno baixo.",NA,NA,NA,NA,NA,"IAN105220","480","1960","02","08","Monocotiledônea",NA,"(L.) Link","Bouças, PRP",NA,NA,NA,NA,NA,NA,"1978","04",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:53:17-03","EAO","IAN","112556","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Papov, G",NA,NA,NA,"Siroka, Erikrea.",NA,NA,NA,NA,NA,"IAN112556","1388","1954","02","13","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:53:17-03","EAO","IAN","11832","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Archer, WA","Southern America","Brasil","Pará","Campus of the I.A.N. Not common.",NA,NA,NA,NA,NA,"IAN011832","7727","1942","10","29","Monocotiledônea",NA,"(L.) Link","Weintraub, FC",NA,NA,NA,"IAN011832 IAN011832_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:53:17-03","EAO","IAN","159263","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Dantas, M","Southern America","Brasil","Amapá","Fazenda Paraiso, campo inundado. Campo de várzea.",NA,NA,NA,NA,"Erva perene. Com fruto.","IAN159263","1304","1982","11","04","Monocotiledônea",NA,"(L.) Link","Cordeiro, MR",NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA
"34","2021-03-30 12:53:17-03","EAO","IAN","132944","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Serrão, A; Bulhosa, JA","Southern America","Brasil","Pará","Fazenda Ananatuba, Marajó. Campo de pastagem baixo.",NA,NA,NA,NA,"Sementes.","IAN132944","03","1970","05","20","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:53:17-03","EAO","IAN","154899","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Soares, E","Southern America","Brasil","Piauí",NA,NA,NA,NA,NA,"Aparece por toda a lavoura, nos lugares mais secos.","IAN154899","006","1978","07","18","Monocotiledônea",NA,"(L.) Link",NA,"Taiano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:53:17-03","EAO","IAN","156434","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Coradin, L; Cordeiro, MR","Southern America","Brasil","Roraima","Along Boa Vista-Bonfim road (BR 401) km 27. Fazenda São Joaquim. Dry, sandy soil. Moist, sandy soil. Along the road, by small stream.",NA,NA,NA,NA,"Locally common. Specimen was preserved with 1.5% Pentachlorphenol in alcohol.","IAN156434","1000","1977","11","07","Monocotiledônea",NA,"(L.) Link","Coradin, L",NA,"-59.254167","0.737222",NA,NA,NA,"1978",NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA
"37","2021-03-30 12:53:17-03","EAO","IAN","157736","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Nee, MH",NA,"Panamá",NA,"Weedy roadside and heavily disturbed slope along Carretera Transistmica at the Continental Divide. Alcalde Diaz.","190","190",NA,NA,NA,"IAN157736","8291","1973","11","23","Monocotiledônea",NA,"(L.) Link","Davidse, G",NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:53:17-03","EAO","IAN","170229","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Antônio, M","Southern America","Brasil","Pará","UFPA, Poema.",NA,NA,NA,NA,NA,"IAN170229","s.n.","1997","10","20","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:53:17-03","EAO","IAN","43875","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Hitchcock, AS",NA,"Guiana","Georgetown","Along ditch.",NA,NA,NA,NA,NA,"IAN043875","16604","1919","11","01","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:53:17-03","EAO","IAN","44057","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Fassett, NC",NA,"Colômbia",NA,"In sand on cement bridge Flat land bordering Rio magdalena, Puerto Olaya, opposite Puerto Berrio.",NA,NA,NA,NA,NA,"IAN044057","25358","1944","06","15","Monocotiledônea",NA,"(L.) Link","Swallen, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:17-03","EAO","IAN","46998","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Black, GA",NA,"Estados Unidos","Califórnia","Riverside.",NA,NA,NA,NA,NA,"IAN046998","6303","1938","12","20","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:17-03","EAO","IAN","52421","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Andrade-Lima, D de","Southern America","Brasil","Bahia","Estação Experimental de Cacaó. Uruçuca.",NA,NA,NA,NA,NA,"IAN052421","426","1950","01","12","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:53:17-03","EAO","IAN","54258","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Black, GA; Engelhard, F","Southern America","Brasil","Pará","Ilha do Marajó; Rio Paracauary; fazenda Menino Deus.",NA,NA,NA,NA,"Anual; em água.","IAN054258","8944","1950","02","20","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:53:17-03","EAO","IAN","54303","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Black, GA; Engelhard, F","Southern America","Brasil","Pará","Ilha do Marajó. Fazenda Menino Deus, Vitoria.",NA,NA,NA,NA,"Anual, ruderal.","IAN054303","8972","1950","02","19","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:53:17-03","EAO","IAN","54358","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Black, GA; Engelhard, F","Southern America","Brasil","Pará","Ilha do Marajó; fazenda Menino Deus; em campo de ''joncos e capins''; plantas com grande freqüencia.",NA,NA,NA,NA,"Perene; canarana; formando grandes massas onde as águas são represadas.","IAN054358","9044","1950","02","24","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:53:17-03","EAO","IAN","56372","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Standley, PC","Southern America","Guatemala",NA,"Dept. Huehuetenango: Mountains west of Aguacatán, on the road to Huehuetenango. In arenal.",NA,NA,NA,NA,NA,"IAN056372","81259","1940","12","27","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:53:17-03","EAO","IAN","56412","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Standley, PC","Southern America","Guatemala",NA,"Dept. Jutiapa: El Barrial, east of Jutiapa. In small marsh.",NA,NA,NA,NA,"Erect.","IAN056412","75747","1940","10","30","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:53:17-03","EAO","IAN","61833","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Black, GA; Ledoux, PVD","Southern America","Brasil","Pará","Rio Jamundá; Paciência; capoeira em cacaual velho.",NA,NA,NA,NA,"Anual, prostrada.","IAN061833","10532","1950","11","05","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,"IAN061833 IAN061833_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:53:17-03","EAO","IAN","64151","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Fróes, RL","Southern America","Brasil","Pará","Estrada de Ferro do Tocantins.",NA,NA,NA,NA,NA,"IAN064151","27126","1951","05","17","Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,"IAN064151 IAN064151_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:53:17-03","EAO","IAN","66126","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Sampaio, AJ de","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN066126","50189","1935","01",NA,"Monocotiledônea",NA,"(L.) Link",NA,"Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:53:17-03","EAO","IAN","67847","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Forsten, EA",NA,NA,NA,"Celebes, in cultis prope Gorontalo.",NA,NA,NA,NA,NA,"IAN067847","s.n.",NA,NA,NA,"Monocotiledônea",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:53:17-03","EAO","IAN","67878","PreservedSpecimen","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Coert, JH",NA,"Java",NA,"Sf. Poerwodadi.",NA,NA,NA,NA,NA,"IAN067878","498","1927","04","28","Monocotiledônea",NA,"(L.) Link","Jansen, P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
