"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"22","2021-03-15 16:37:00-03","NY","NYBG","539443","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","I. de Vattimo",NA,NA,NA,"R. Reitz","1645","1954","03","02","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539443","NY00539443_01","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","539441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","I. de Vattimo",NA,NA,NA,"R. Reitz","1645","1954","03","02","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539441","NY00539441_01","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","539437","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","14874","1966","10","15","Brazil","Paraná","Sao Joao do Triunfo","S. Joao do Triunfo","-50.2972","-25.6833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539437","NY00539437_01","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","539446","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","S. A. C. Chiea",NA,NA,NA,"F. de Barros","1954","1990","11","19","Brazil","São Paulo","Sao Paulo","Sao Paulo, Reserva Biologica do Parque Estadual das Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539446","NY00539446_01","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","539440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"H. C. de Lima","3508","1989","04","02","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Hum New Baccus","-42.5311012268066","-22.2819004058838",NA,NA,"1400","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539440","NY00539440_01","Magnoliophyta","Laurales",NA,"South America","sheet","33190","auto",NA,NA,NA,NA,NA
"27","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22293","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil",NA,NA,NA,NA,"Salvador, J.L.G.","42","1998","06","19","Brasil","Mato Grosso do Sul","Anaurilândia",NA,NA,NA,"9999","9999",NA,NA,"Floresta de galeria, Árvore de 5m, caule liso, borda da mata.","BOTU022293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:02-03","UFRJ","RFA","5702","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Ida de Vattino","1978","01","12","E. Pereira","4525","1959","02","24","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Silvestre","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 10 - 12 m de altura","RFA25860",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"29","2020-06-29 11:31:02-03","UFRJ","RFA","39565","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Alexandre Quinet",NA,NA,NA,"Finotti R.; Caruzo J.","87","2007","09","14","Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal de propriedade do Sr. Eli, Areal Santa Helena","-42.8375","-22.541667","42º50'15''W","22º32'30''S","50","50","Arvore de 12 metros de altura e PAP de 47,3 cm.","RFA24546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:20:05-03","UFRJ","RFA","27341","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","A. Quinet","2001","08","07","F. B. Pereira","19/82","2001","03","25","Brasil","Rio de Janeiro","Sapucaia","Fazendas Selo Verde.","-42.848056","-22.079722","42º50'53''W","22º4'47''S","758","758","Árvore, 7m de altura, 8cm de DAP, folha verde, flor branca.","RFA38687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:02-03","UFRJ","RFA","5701","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Ida de Vattino","1978","01","12","E. Pereira","4527","1959","02","24","Brasil","Rio de Janeiro","Rio de Janeiro","Próximo a Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore 10 - 12 m de altura","RFA25859",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"32","2020-11-24 17:10:47-03","UTFPR","DVPR","3652","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Brotto M.L.","2010","06","25","Caxambu, MG; et al.","2631","2009","05","15","Brasil","Paraná","Turvo",NA,"-51.34026","-25.02369","-51.34026","-25.02369","1097","1097","árvore ca. 12 m. Frutos imaturos verdes. Flores verdes.; Relevo:suave-ondulado - Vegetação:Floresta Ombrófila Mista Montana. Trilha na Floresta.","DVPR003652",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:47-03","UTFPR","DVPR","6412","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Silva, DR","2018","11","21","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","616","2018","02","06","Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, mata próxima a guarita da Balsa.","-53.3859","-25.3048","-53.3859","-25.3048","256","256","Árvore 18 m de altura. Folhas cartáceas. Flores verde-claras.; Fragmento de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006412",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:47-03","UTFPR","DVPR","6047","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Silva, DR","2018","11","20","Silva, DR; Dama, VJ; Moura, AP","380","2018","07","11","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata a esquerda do rio Iguaçu , ca. 400 - 500 m da balsa.","-53.3928","-25.3045","-53.3928","-25.3045","237","237","Árvore 25 m de altura. Folhas cartáceas, glabras. Frutos carnosos, verde-claros com pontuação e manchas marrom escuras. Ponto 020.; Floresta estacional semidecidual em estágio avançado de sucessão secundária, solo argiloso. Associação","DVPR006047",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:47-03","UTFPR","DVPR","2702","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Soares-Silva, LH",NA,NA,NA,"Francisco das Chagas-Silva","1478","1991","12","21","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Árvore 20m, botões florais esverdeados, flores cremes. Frequente na área.","DVPR002702",NA,"Magnoliophyta",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"36","2019-09-10 21:43:16-03","UNEMAT","TANG","3679","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Pizzaia, LN",NA,NA,NA,"Chagas, Silva, F","1476","1991","12","18","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,"TANG000003679",NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"37","2020-01-20 14:40:34-03","UPM","MACK","2833","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","J. B. Baitello","2006",NA,NA,"R. Costa","223","2005","08","23","Brasil","SP","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:26:06-03","PUCPR","HUCP","25111","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil.","Soares-Silva, LH","1989",NA,NA,"Soares-Silva, LH","182","1989","01","20","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 23m; botões florais e flores creme; frequente.","HUCP00025111","HUCP00025111","Magnoliidae",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"39","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L 0574383","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200574383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0574383",NA,NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804494","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","03","21","Brazil",NA,NA,"SANTA CATARINA. ! inhal da Conapnhis, Lauro Müller-Urussanga ! inhal.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804494","NL-L1804494",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804495","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","03","20","Brazil",NA,NA,"Vargem Grande, Lauro Müller. Capoeira. Arbusto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804495","NL-L1804495",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804496","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","08","01","Brazil",NA,NA,"Serra do Matador, Rio do Sul. Mata. Arvore.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804496","NL-L1804496",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804497","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","02","24","Brazil",NA,NA,"Pilõas, Palhoça. Capoeira. Arvore.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804497","NL-L1804497",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804498","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","09","27","Brazil",NA,NA,"Pilõas, Palhoça. Capoeira. Arvore.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804498","NL-L1804498",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804499","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1954","03","02","Brazil",NA,NA,"Horto Florestal I.N.P., Ibirama. Mata. Arvoreta.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804499","NL-L1804499",NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0079652","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200079652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0079652",NA,NA,"Laurales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","Uw14526",NA,NA,NA
