"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","fieldNumber","individualCount","class","typeStatus"
"13","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","11980",NA,"Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Cintia C. Chamas; et al","460",NA,"Brasil","Espírito Santo",NA,"Altura 2,5m, folha verde, face inf.mais clara, flor branca e perfumada. Trilha Bonita, altitude aprox. 680m, meia sombra, proximo córrego.","MBML011980",NA,"K.Schum","Mário Gomes/2006",NA,NA,NA,"1997","06","06","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-18 11:50:10-03","UERJ","HRJ","11450","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Manão, C.Y#?#G; Vasconcellos,T.; Silva,W.","816",NA,"Brasil","Rio de Janeiro",NA,"Arbusto com 3 m, rara, heliófito, folhas coriácea, flores com cálice vermelho e corola vermelha.","HRJ00012021",NA,"K.Schum.","Manão, C.Y'G","2012","04","27","2012","04","27","Nova Iguaçu","Reserva Biológica do Tinguá, entre o caminho da Serra Velha e Reunião.","-43.451099395752","-22.7591991424561",NA,NA,"25743",NA,NA,"auto",NA,NA,NA,NA
"15","2019-10-07 09:14:55-03","UEFS","HUEFS","169881","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Guedes, R.","2238",NA,"Brasil","Rio de Janeiro",NA,NA,"HUEFS0169881","HUEFS0169881","K.Schum.",NA,NA,NA,NA,"1991","08","27","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.833333","-22.433333","42W50'0''","22S26'0''",NA,"100","160",NA,NA,NA,"Asteranae",NA
"16","2019-09-04 18:55:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","A. Glaziou",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]"
"17","2019-01-23 10:01:09-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","A. Glaziou","14937","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1885",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isolectotype"
"18","2019-09-04 18:18:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","A. Glaziou","12038","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype"
"19","2019-09-04 18:20:20-03","F","FMNH-SEEDPLANTS","V0071038F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","L. Riedel & et al.","1062","South America","Brazil",NA,NA,NA,"V0071038F","V0071038F_01",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype"
"20","2019-01-23 10:09:42-02","F","FMNH-SEEDPLANTS","V0071039F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","A. Glaziou","12038","South America","Brazil",NA,NA,NA,"V0071039F","V0071039F_01",NA,NA,NA,NA,NA,"1881",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype"
"21","2021-02-23 13:23:08-03","MN","R-TIPOS","10466","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Glaziou, A.F.M.","14937",NA,"Brasil","Rio de Janeiro",NA,NA,"R000010466","R000010466_001","K. Schum.","Delprete, P.","1996","08","05","1883","08","25","Rio de Janeiro","Serra da Estrela","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,"Isolectotypus"
"22","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Martius, CFP","Obs.57","Southern America","Brazil","Rio de Janeiro",NA,"fl. Augusto",NA,NA,"K.Schum.",NA,NA,NA,NA,NA,NA,NA,NA,"in silvis editioribus provinciae Rio de Janeiro in Serra dos Orgâos prope Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Riedel, L","68","Southern America","Brazil","Rio de Janeiro",NA,"fr. Januario",NA,NA,"K.Schum.",NA,NA,NA,NA,NA,NA,NA,NA,"in silvis editioribus provinciae Rio de Janeiro in Serra dos Orgâos prope Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Glaziou, AFM","14937","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"K.Schum.",NA,NA,NA,NA,NA,NA,NA,NA,"in silvis editioribus provinciae Rio de Janeiro in Serra dos Orgâos prope Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Glaziou, AFM","12038","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"K.Schum.",NA,NA,NA,NA,NA,NA,NA,NA,"in silvis editioribus provinciae Rio de Janeiro in Serra dos Orgâos prope Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Riedel, L","1062","Southern America","Brazil","Rio de Janeiro",NA,"floret Majo ad Junium",NA,NA,"K.Schum.",NA,NA,NA,NA,NA,NA,NA,"Macaé","in silvis primaevis ad Macahé","-41.7869","-22.3708",NA,NA,"47209",NA,NA,"auto",NA,NA,NA,NA
"27","2014-09-23 10:59:34-03","G","G","G00436721","S","Plantae",NA,NA,"Rubiaceae","Rustia","angustifolia","Rustia angustifolia","Glaziou, A. F. M.","14937","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436721",NA,"K. Schum.","Delprete, P. G.","1994","01","01","1885",NA,"00",NA,NA,"-42.9125","-22.48222222","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,"LECTOTYPUS of Rustia angustifolia K. Schum."
