"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class"
"11","2021-04-08 17:40:07-03","EAO","IAN","162417","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Barneby, RC","Irwin, HS; Fonsêca, SG da; Souza, R; Santos, RR dos; Ramos, J","27143","1970","03","07","Southern America","Brasil","Minas Gerais",NA,"Cerrado, Brown sandy soil, summit, ca. 7km W of Joaquim Felicio.",NA,NA,"1200","1200",NA,"Tufted herb to ca. 35cm tall. Heads pinkish purple. Fruit green.","IAN162417",NA,"isotipo","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:40:07-03","EAO","IAN","108072","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Rodrigues, WA","Magalhães, MG","s.n.","1953","12","09","Southern America","Brasil","Minas Gerais","Buenópolis","No cerrado c/ cascalho de quartzo - Serra do Cabral.","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Flor rose. Pouco frequente.","IAN108072","IAN108072",NA,"1988","42854","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-10-22 10:34:28-03","EPAMIG","PAMG","10743","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","paucifolia","var. paucifolia","Mimosa paucifolia var. paucifolia","Benth.","V.F. Dutra","M. Brandão","8220","1984","09","19",NA,"Brasil","Minas Gerais","Araxá",NA,"-46.940833","-19.593333","1008","1008",NA,"Campo de surgente. Unicata",NA,NA,NA,"2008",NA,NA,"02","12","46° 56' 27 W","19° 35' 36 S",NA,NA,NA
"14","2020-10-22 10:34:28-03","EPAMIG","PAMG","20389","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","paucifolia","var. paucifolia","Mimosa paucifolia var. paucifolia","Benth.","V.F. Dutra","M. Brandão","15026","1989","02","24",NA,"Brasil","Minas Gerais","Araxá","Chapadão do Bugre, Km 16 após trevo da rodovia Araxá - Sacramento","-46.940833","-19.593333","1008","1008",NA,"Unicata",NA,NA,NA,"2008",NA,NA,"02","12","46° 56' 27 W","19° 35' 36 S",NA,NA,NA
"15","2020-11-06 15:26:57-03","EPAMIG","PAMG","51771","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","paucifolia","var. paucifolia","Mimosa paucifolia var. paucifolia","Benth.","L.S.B. Jordão","M. Brandão","24522","1994","10","26",NA,"Brasil","Minas Gerais","Monte Alegre de Minas","Estrada para Ituiutaba","-48.875278","-18.870278","741","741",NA,"Flores rosadas em glomérulos. Unicata",NA,NA,NA,"2015",NA,NA,"10","27","48° 52' 31W","18° 52' 13S",NA,NA,NA
"16","2020-11-06 15:26:57-03","EPAMIG","PAMG","23105","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","paucifolia","var. scoparia","Mimosa paucifolia var. scoparia","Barneby","L.S.B. Jordão","M. Brandão","16330","1988","11","20",NA,"Brasil","Minas Gerais","Sacramento","Serra da Canabrava, UHE Igarapava, Fazenda Santo Antônio","-47.4525","-19.858333","852","852",NA,"Campo rupestre. Unicata",NA,NA,NA,"2016",NA,NA,"01","25","47° 27' 9W","19° 51' 30S",NA,NA,NA
"17","2020-11-04 11:10:00-03","ESALQ","ESA","73627","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,"Jordão, L.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25376.0","2001","07","07",NA,"Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Conselheiro Mata, ca. 13 km da Estrada Diamantina - Curvelo. Campo rupestre","-437.808","-182.903","1275","1275",NA,"Erva; corola vinho; estames creme.","ESA073627","ESA073627",NA,"2017",NA,NA,"07","12","-437,808","-182,903",NA,NA,NA
"18","2020-11-04 11:10:00-03","ESALQ","ESA","24049","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,"Jordão, L.","Sakuragui, C.M. et al.",NA,"1994","03","20",NA,"Brasil","Minas Gerais","Augusto de Lima",NA,"-44.2668991088867","-18.1091995239258",NA,NA,NA,NA,"ESA024049","ESA024049",NA,"2017","34209","auto","07","12",NA,NA,NA,NA,NA
"19","2021-04-02 02:01:00-03","UFPI","TEPB","3417","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"FERNANDES, A.",NA,"1984","05","17",NA,"Brasil","Piauí","Uruçuí-Uma","Estação Ecologica - Uruçuí-Una",NA,NA,NA,NA,NA,"Erva, flor rósea Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-22 11:45:42-03","IPA","IPA","14984","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Lima, A.","Roppa, O.","575","1965","02","19","Southern America","Brasil","Minas Gerais","Poços de Caldas","Cascata das Antas.","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Material insuficiente para esclarecer algumas divergências com a descrição.","IPA0014984",NA,NA,"1968","23696","auto","03","15",NA,NA,NA,NA,NA
"21","2020-12-20 21:17:37-03","UFV","VIC","35135","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","450","2008","01","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre Vivas, Morro do Gavião. Campo rupestre, em solo arenoso.","-43.767222","-17.924167",NA,NA,NA,"Erva, c.a. de 60 cm de altura. Frutos jovens verdes.","VIC035135","VIC035135",NA,"2008",NA,NA,"04","28","-43.767222","-17.924167",NA,NA,NA
"22","2020-12-20 21:17:37-03","UFV","VIC","26101","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Hatschbach, G.","Hatschbach, G.; et al.","66253","1977","03","14",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Campo rupestre. Solo arenoso.","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"VIC026101","VIC026101",NA,"1997","37503","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:14:25-03","UNICAMP","UEC","6984","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Semir, J","3880","1976","09","08",NA,"Brazil","Goiás","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,"Arbusto ereto, com até 50cm, flores avermelhadas.","UEC049637","UEC049637",NA,"2017","63502","auto","07","11",NA,NA,NA,NA,NA
"24","2020-02-10 17:52:54-03","UNICAMP","UEC","6983","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Leitão Filho, HF; Andrade, JB; Bufarah, GBG","6586","1977","12","05",NA,"Brazil","Minas Gerais","Araxá","Serra da Canastra","-46.940601348877","-19.5932998657227",NA,NA,NA,"Herbácea, erecta; flores rosadas.","UEC140550","UEC140550",NA,"2017","29994","auto","07","11",NA,NA,NA,NA,NA
"25","2019-08-20 10:14:25-03","UNICAMP","UEC","94814","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1453","1997","11","05",NA,"Brazil","São Paulo","Pedregulho","Estreito, Perto da Fazenda Três Irmãos, campo rupestre.","-47.4700012207031","-20.25",NA,NA,NA,"Planta prostada, com flores rosadas.","UEC140565","UEC140565",NA,"2017","27552","auto","07","11",NA,NA,NA,NA,NA
"26","2019-08-20 10:14:25-03","UNICAMP","UEC","94811","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1549","1997","11","06",NA,"Brazil","São Paulo","Pedregulho","Estreito, Perto do Rio Grande, cerrado-campo rupestre.","-47.4700012207031","-20.25",NA,NA,NA,"botões florais jovens.","UEC140562","UEC140562",NA,"2017","27552","auto","07","11",NA,NA,NA,NA,NA
"27","2020-04-27 16:09:59-03","UFES","VIES","11698","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","450","2008","01","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre Vivas.","-43.6002998352051","-18.2493991851807","1329","1329",NA,NA,"VIES011698","VIES011698",NA,"2008","101169","auto","01","18",NA,NA,NA,NA,NA
"28","2020-04-27 16:09:59-03","UFES","VIES","11928","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia",NA,"Andrade, T.A.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","444","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"VIES011928",NA,NA,"2005","57119","auto","02",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:27:26-03","MBM","MBM","415441","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Borges, L.M.","Antar, G.M.; Seto, I.S.; Akemi-Borges, I.; Farhat, C.; Seto, I.S.; Akemi-Borges, I.; Farhat, C.","657","2014","12","22","Southern America","Brazil","Minas Gerais","Santana de Pirapama","trilha para a serra da Senhorinha, até o cume da serra","-43.784167","-18.965444","676","676",NA,"Subarbusto ca. 1,1 m alt. Cálice esverdeado, corola e filetes rosados, anteras amarelas. Frutos imaturos verdes.; Cerrado sensu stricto, solo argiloso seco.","MBM415441",NA,NA,"2015",NA,NA,"02",NA,"-43.784167","-18.965444",NA,NA,NA
"30","2020-12-21 16:27:26-03","MBM","MBM","282747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Ribas, O.S.","Barreto, M.","11589","1945","08","10","Southern America","Brazil","Minas Gerais","Uberaba","Almeida Campos","-47.9319000244141","-19.7483005523682",NA,NA,NA,"= 263450","MBM282747","MBM282747",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:27:26-03","MBM","MBM","241975","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Ribas, O.S.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69492",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, próximo ao Armazém da Laje","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM241975","MBM241975",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:27:26-03","MBM","MBM","209055","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Ribas, O.S.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66253",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Córrego Embaiassaia","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM209055","MBM209055",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:27:26-03","MBM","MBM","187452","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Barneby, R.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","64186",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Várzea da Palma","Estrada na subida da Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,NA,NA,"MBM187452","MBM187452",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:27:26-03","MBM","MBM","109164","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Barneby, R.C.","Giulietti, A.M.; et al.; et al.","6392","1984","11","23","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Bocaina.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Erva, raiz principal desenvolvida e muitos caules ascendentes; flores róseas. Cerrado.; Erva, raiz principal desenvolvida e muitos caules ascendentes; flores róseas.; Cerrado.","MBM109164","MBM109164","PARATYPE","1986","37503","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:27:26-03","MBM","MBM","263450","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Ribas, O.S.","Barreto, M.","11589","1945","08","10","Southern America","Brazil","Minas Gerais","Uberaba","Almeida Campos","-47.9319000244141","-19.7483005523682",NA,NA,NA,"= 282747","MBM263450","MBM263450",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 02:57:40-03","MNHN","RECOLNAT_MNHN_P","P00684414","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00684414' target='other'> <mi>dwc_moreinfo</mi></a>","P00684414","P00684414_01",NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 953",NA,NA
"37","2015-09-04 02:57:40-03","MNHN","RECOLNAT_MNHN_P","P00684415","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00684415' target='other'> <mi>dwc_moreinfo</mi></a>","P00684415","P00684415_01",NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 953",NA,NA
"38","2015-09-04 02:57:40-03","MNHN","RECOLNAT_MNHN_P","P00684416","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00684416' target='other'> <mi>dwc_moreinfo</mi></a>","P00684416","P00684416_01",NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 953",NA,NA
"39","2015-09-05 10:41:07-03","MNHN","RECOLNAT_MNHN_P","P00798264","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Barneby","Irwin, H.S.|da Fonsêca, S.F.|Souza, R.|Reis dos Santos, R.|Ramos, J.",NA,"1970","3","7",NA,"Brésil",NA,NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Cabral. Summit, ca. 7km W. of Joaquim Felicio.",NA,NA,"1200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798264' target='other'> <mi>dwc_moreinfo</mi></a>","P00798264","P00798264_01","isotype",NA,NA,NA,NA,NA,NA,NA,"27143",NA,NA
"40","2020-12-11 11:36:16-03","UFMG","BHCB","34054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:36:16-03","UFMG","BHCB","69119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Barreto, HLM","11589","1945","08","10","Southern America","Brasil","Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,"Subarbusto; Flor rosea","BHCB047484",NA,NA,"2008","73879","auto","06","26",NA,NA,NA,NA,NA
"42","2021-02-11 17:19:03-03","UFPR","UPCB","41573","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Hatschbach, G.","69492","1999","10","22",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, próximo de Armazém da Laje","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Campo cerrado..",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"43","2014-09-26 11:25:00-03","MO","MOBOT","2917542","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Peter W. Lund","Lund s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-02 16:07:00-03","MO","MOBOT","2917797","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia",NA,NA,"J.B.E. Pohl","Pohl 424",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-04-02 16:15:00-03","MO","MOBOT","101189109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby",NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27143","1970","3","7","South America","Brazil","Minas Gerais",NA,"Serra do Cabral. Brown sandy soils, summit, ca. 7 km W. of Joaquim Felício.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2009-12-05 05:17:00-02","MO","MOBOT","2918182","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","R. Barneby","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 64186","1996",NA,NA,"South America","Brazil","Minas Gerais",NA,"Estrada Várzea da Palma a Serra do Cabral, subida da Serra (mun. Várzea da Palma)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","1337744","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,NA,"A. Regnell","514*","1848","11",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraës, cidade de Uberava",NA,NA,NA,NA,NA,NA,"US02206638","US02206638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"48","2020-09-12 05:00:02-03","US","US","3026209","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","23843","1969","2","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil. Estado de Minas gerais. Serra do Espinhaço. Cerrado, ca. 20km west of Montes Claros, road to Agua Boa",NA,NA,"1000",NA,NA,NA,"US02206637","US02206637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
