"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","00959933","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","latifolia","Chamaecrista choriophylla latifolia","(Benth.) H.S.Irwin & Barneby","G. G. Hatschbach","30077","1972","08","08","South America","Brazil","Minas Gerais","Serra do Cipó, Fda. Palacio","-43.7447","-19.5136",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959933","NY00959933_01","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00959940","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","latifolia","Chamaecrista choriophylla latifolia","(Benth.) H.S.Irwin & Barneby","J. R. Pirani","CFSC12245","1991","04","26","South America","Brazil","Minas Gerais","km 125 da Rodovia Belo Horizonte- Conceiçao do Mato Dentro. Elevaçao frente à Estátua do Velho Juca","-43.7142","-19.1692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959940","NY00959940_01","Santana do Riacho","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00959939","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","latifolia","Chamaecrista choriophylla latifolia","(Benth.) H.S.Irwin & Barneby","J. R. Pirani","CFSC12337","1991","05","31","South America","Brazil","Minas Gerais","km 124 da Rodovia Belo Horizonte- Conceiçao do Mato Dentro. Alto do Palácio. Curva da estrada ao Sul da Estátua do Velho Juca","-43.7142","-19.1692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959939","NY00959939_01","Santana do Riacho","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00959936","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","latifolia","Chamaecrista choriophylla latifolia","(Benth.) H.S.Irwin & Barneby","H. S. Irwin","21881","1969","01","13","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959936","NY00959936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00960516","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","H. S. Irwin","2464","1959","01","17","South America","Brazil","Minas Gerais","2 km N. of Diamantina on old road to Mendanha","-43.602731","-18.24119",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960516","NY00960516_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-10-21 17:12:00-02","NY","NYBG","515004","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","M. L. Kawasaki","1048","1997","10","02","South America","Brazil","Minas Gerais","Estrada para o distrito de Mendanha (BR 367), ca. de 8 km de Diamantina, nascentes do córrego Palmital, Fazenda Ponte Queimada","-43.6003","-18.2494","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515004","NY00515004_01","Diamantina","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00960542","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","G. G. Hatschbach","27025","1971","09","05","South America","Brazil","Minas Gerais","Corrego do Tigre","-43.7406","-18.4544","1200","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960542","NY00960542_01","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00960491","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","H. S. Irwin","22621","1969","01","26","South America","Brazil","Minas Gerais","Ca. 15km NE of Diamantina, on road to Mendanha. Serra do Espinhaço.","-43.55","-18.17","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960491","NY00960491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00960492","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","H. S. Irwin","22621","1969","01","26","South America","Brazil","Minas Gerais","Ca. 15km NE of Diamantina, on road to Mendanha. Serra do Espinhaço.","-43.55","-18.17","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960492","NY00960492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00960541","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","B. Maguire","49142","1960","08","09","South America","Brazil","Minas Gerais","Just west of Serra, road from Concepçao to Diamantina",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960541","NY00960541_01 NY00960541_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02707792","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","rossicorum","Chamaecrista choriophylla rossicorum","H.S.Irwin & Barneby","M. M. T. Cota","737","2014","09","02","South America","Brazil","Minas Gerais","Parque Nacional das Sempre Vivas. Entrada do distrito de Macacos, estrada em direção ao norte do parque, sentido Inhacica. Campo rupestre com capões de mata próximos a cursos d'agua.","-43.76417","-17.84164","1217",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2992802' target='other'> <mi>dwc_moreinfo</mi></a>","NY02707792","NY02707792_01","Olhos d'Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00960562","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","choriophylla","Chamaecrista choriophylla choriophylla","(Vogel) H.S.Irwin & Barneby","S. Splett","660","1994","09","24","South America","Brazil","Minas Gerais","Estrada Guindá- Sao Joao da Chapada, 15,5 km depois do asfalto","-43.83","-18.17","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960562","NY00960562_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00960561","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","choriophylla","Chamaecrista choriophylla choriophylla","(Vogel) H.S.Irwin & Barneby","W. R. Anderson","11539","1975","02","23","South America","Brazil","Minas Gerais","Serra do Espinhaço, 40-50 km SW of Diamantina on BR-259","-43.75","-18.52","1130","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960561","NY00960561_01","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00960586","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","choriophylla","Chamaecrista choriophylla choriophylla","(Vogel) H.S.Irwin & Barneby","G. G. Hatschbach","49591","1985","09","12","South America","Brazil","Minas Gerais","Serra do Espinhaço","-43.7406","-18.4544",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960586","NY00960586_01","Gouveia","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00960610","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","choriophylla","choriophylla","Chamaecrista choriophylla choriophylla","(Vogel) H.S.Irwin & Barneby","G. G. Hatschbach","26994","1971","09","05","South America","Brazil","Minas Gerais","Rod. BR 259","-43.7406","-18.4544","1200","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960610","NY00960610_01","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:30:25-03","UFRJ","RFA","10616","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","A.P. Duarte","2607","1950","04","21",NA,"Brasil","Minas Gerais","Serra do Cipó, km 136",NA,NA,NA,NA,NA,"Planta de campo em barranco de solo pobre com inflorescências vistosas; flores grandes com 0,50-0,60 de altura","RFA10562",NA,"Minas Gerais","M.F. Castilhori","2019","04","05",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:30:25-03","UFRJ","RFA","10618","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","A.P. Duarte","6501","1962","03","15",NA,"Brasil","Minas Gerais","Serra do Cipó, km 137",NA,NA,NA,NA,NA,"Planta de campo, formando cespede com estípulas pungentes","RFA10568",NA,"Minas Gerais","M.F. Castilhori","2019","04","05",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:39:34-03","EAO","IAN","8985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","choriophylla",NA,"Cassia choriophylla","Vogel","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN008985","IAN008985_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:39:34-03","EAO","IAN","107918","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","choriophylla",NA,"Cassia choriophylla","Vogel","Magalhães, MG","18013","1960","08",NA,"Southern America","Brasil","Minas Gerais","Frequência regular.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"IAN107918",NA,"Diamantina",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:41-03","UFABC","HUFABC","001330","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Franco, I M; T. Q. Araújo","558","2010","08","07",NA,"Brasil","Minas Gerais","Campus JK da UFVJM, Descendo o lado esquerdo da estrada de terra atrás do apiário em direção ao córrego do soberbo. Campo rupestre.","-43.574167","-18.212778","1355","1355",NA,"Doação do Herbário DIAM; Erva ca 40cm. Caule verde vináceo, folha levemente discolor. Flores amarelas com guia de nectário vermelho.","HUFABC001330",NA,"Diamantina","I. M. Franco","2010","09",NA,NA,NA,"-43.574167","-18.212778",NA,NA,NA,NA
"36","2019-10-09 11:15:36-03","UFBA","ALCB","78319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Conceição, AS; Andrade, MJG; Andrade, IM; Rapini, A","739","2003","09","12","Southern America","Brasil","Minas Gerais","Cristais","-43.596667","-18.160833","1152","1152",NA,"Subarbusto. ca. 30 cm alt., procumbente Folhas verdes, coriáceas, discolores. Flores com sépalas amarelas, pétalas amarelas com base vinácea, estames amarelos, ovário vináceo, estigma verde-claro. Frutos jovens vináceos.; Campo rupest","ALCB026141","ALCB026141","Diamantina","Conceição, AS","2003","09",NA,NA,NA,"-43.596667","-18.160833",NA,NA,NA,NA
"37","2020-11-04 11:08:52-03","ESALQ","ESA","97799","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32697.0","2007","02","18",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha do João Carrinho (756-1080 m.s.m.). Campo rupestre.","-437.387","-19.048",NA,NA,NA,"Arbusto, ca. 1 m alt. Vegetativo.","ESA097799","ESA097799","Santana do Pirapama.","Rando, J.G.",NA,NA,NA,NA,NA,"-437,387","-19,048",NA,NA,NA,NA
"38","2020-11-04 11:08:52-03","ESALQ","ESA","61961","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Hatschbach, G. et al.","68225.0","1998","07","25",NA,"Brasil","Minas Gerais",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"ESA061961","ESA061961","Presidente Kubitschek",NA,"1998","01","01","13347","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:08:52-03","ESALQ","ESA","73409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Benth.) H.S.Irwin & Barneby","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25158.0","2001","07","05",NA,"Brasil","Minas Gerais","Serra do Cipó. Fazenda Cachoeira da Capivara. 19o14'57S, 43o32'42W. Campo rupestre.","-43.545",NA,NA,NA,NA,"Subarbusto prostrado; flores amarelas.","ESA073409","ESA073409","Santana do Riacho","Rando, J.G.",NA,NA,NA,NA,NA,"-43,545","-19,249,167",NA,NA,NA,NA
"40","2020-11-04 11:08:52-03","ESALQ","ESA","8423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby","Sakuragui, C.M. ; Souza, V.C.","139.0","1990","08","04",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA008423","ESA008423","Santana do Riacho",NA,"2001","01","01","26557","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:08:52-03","ESALQ","ESA","95015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla",NA,"Savassi-Coutinho, A.P. et al.","1030.0","2006","01","12",NA,"Brasil","Minas Gerais",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"ESA095015","ESA095015","Serro","Rando, J.G.","2009",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:08:52-03","ESALQ","ESA","32410","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","choriophylla",NA,"Chamaecrista choriophylla","(Vogel) H.S. Irwin & Barneby","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11609.0","1996","07","04",NA,"Brasil","Minas Gerais","Serra do Cipó. Fazenda Cachoeira da Capivara. Campo arenoso com afloramentos rochosos.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva ramificada na base, ascendente, ca. 30 cm alt.; folhas glaucas; corola amarela com base vermelha. Entre rochas.","ESA032410","ESA032410","Santana do Riacho","Rando, J.G.",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
