"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"16","2021-04-05 14:26:04-03","UNESC","CRI","13864","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Alexandre Medeiros","2018","08","19","Alexandre Medeiros","973","2018","08","19","Brasil","Santa Catarina","Balneário Camboriú","Pinhonat APA Costa Brava","-48.579722","-27.018056","48º34'47''W","27º1'5''S",NA,NA,"Fruto verde Habitat: Terrestre Habito: Arbóreo","CRI012475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:34:08-03","UNESC","CRI","7593","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Marcelo Romagna Pasetto","2008","06","12","Marcelo Romagna Pasetto; Vanilde Citadini-Zanette",NA,"2008","06","12","Brasil","Santa Catarina","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S",NA,NA,NA,"CRI009611","CRI009611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:08-03","UNESC","CRI","12046","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Guilherme Lodetti; Robson dos Santos & Peterson Teodoro Padilha",NA,"2016","07","28","Brasil","Santa Catarina","Grão Pará",NA,"-49.392222","-28.156389","49º23'32''W","28º9'23''S","450","450","Habito: Arvoreta","CRI010224","CRI010224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:08-03","UNESC","CRI","3723","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Jose Aroldo Biff",NA,NA,NA,"Valdemar P. Boff","7","1995","06","13","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S",NA,NA,NA,"CRI009607","CRI009607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:08-03","UNESC","CRI","11594","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","M. Sobral","2009","07","17","S. Dreveck; F. E. Carneiro","910","2009","04","27","Brasil","Santa Catarina","Rancho Queimado","Mato Francês.","-49.144167","-27.629722","49º8'39''W","27º37'47''S","992","992","Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa Habito: arbórea","CRI008324","CRI008324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:08-03","UNESC","CRI","1485","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","R. R. B. Negrelle",NA,NA,NA,"R. R. B. Negrelle; C. Lodero",NA,"1992","08","25","Brasil","Santa Catarina","Itapoá",NA,"-48.616389","-26.1175","48º36'59''W","26º7'3''S",NA,NA,NA,"CRI009522","CRI009522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:08-03","UNESC","CRI","7955","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette","2007","08","23","Beatriz Wessler; Bruna Alberton",NA,"2007","08","22","Brasil","Santa Catarina","Criciúma",NA,"-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,NA,NA,"CRI009609","CRI009609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:26:04-03","UNESC","CRI","1222","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Robson dos Santos","1467","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009520","CRI009520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:04-03","UNESC","CRI","11569","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","M. Verdi","2010","02","17","M. Verdi; N.L. de Souza & G. Klemz","3082","2010","02","17","Brasil","Santa Catarina","Urussanga","Linha Pacheco.","-49.23","-28.440278","49º13'48''W","28º26'25''S","165","165","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbustiva","CRI008631","CRI008631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:34:08-03","UNESC","CRI","11322","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","T. J. Cadorin","2010","03","15","T. J. Cadorin; B. Grosch & C.P. Lopes","1046","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","49º35'6''W","26º43'39''S","785","785","Floresta Ombrófila Densa","CRI009507","CRI009507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:34:08-03","UNESC","CRI","11753","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.",NA,NA,NA,NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S","30","30",NA,"CRI009521","CRI009521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:34:08-03","UNESC","CRI","8338","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette","2007",NA,NA,"Sinara Colonetti",NA,"2007",NA,NA,"Brasil","Santa Catarina","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S",NA,NA,NA,"CRI009608","CRI009608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:34:08-03","UNESC","CRI","11568","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","A. Korte","2010","05","05","A. Korte; A. Kniess","3111","2010","05","05","Brasil","Santa Catarina","Agronômica",NA,"-49.711944","-27.265","49º42'43''W","27º15'54''S","342","342","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbustiva","CRI008634","CRI008634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:34:08-03","UNESC","CRI","1763","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Marcos Sobral, C. M. Dário e A. J. Aguiar","1740","1993","05","25","Brasil","Santa Catarina","Orleans",NA,"-49.288056","-28.358611","49º17'17''W","28º21'31''S",NA,NA,NA,"CRI009756","CRI009756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:34:08-03","UNESC","CRI","6258","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"V. Citadini-Zanette; C. M. Martinello & R. dos Santos",NA,"1993","12","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110",NA,"CRI009605","CRI009605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:26:04-03","UNESC","CRI","14516","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1436","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas. Fundo Canoas.","-49.68","-27.18","49º40'48''W","27º10'48''S","625","625","Florística IFFSC 513 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbustiva;","CRI013642","CRI013642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:34:08-03","UNESC","CRI","4734","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Jose Aroldo Biff",NA,NA,NA,"Jose Aroldo Biff",NA,"1996","10","12","Brasil",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,"CRI009606","CRI009606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:26:04-03","UNESC","CRI","1089","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1367","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009757","CRI009757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:34:08-03","UNESC","CRI","8445","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette","2009",NA,NA,"Regis Cardoso da Silva",NA,"2009",NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.793056","-29.356667","49º47'35''W","29º21'24''S",NA,NA,NA,"CRI009510","CRI009510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:26:04-03","UNESC","CRI","14517","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Cadorin, TJ","2010","02","02","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1201","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso. Rio Manso.","-49.14","-26.28","49º8'24''W","26º16'48''S","770","770","Florística IFFSC e1025a Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: Fruto verde;","CRI013641","CRI013641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-05 14:34:08-03","UNESC","CRI","6307","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Zenaide P. Topanotti",NA,NA,NA,"Vanilde Citadini-Zanette","2547","1998","10","09","Brasil","Santa Catarina","Nova Veneza",NA,"-49.498056","-28.637222","49º29'53''W","28º38'14''S",NA,NA,NA,"CRI009518","CRI009518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-05 14:26:04-03","UNESC","CRI","3333","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"Clair Maria Martinello; Aurélio José de Aguiar & Robson dos Santos",NA,"1992","01","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009755","CRI009755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 14:34:08-03","UNESC","CRI","5175","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; V. P. Boff",NA,"1996","09","11","Brasil","Santa Catarina","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S",NA,NA,NA,"CRI009604","CRI009604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 14:34:08-03","UNESC","CRI","13875","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Alexandre Medeiros","2018","06","15","Alexandre Medeiros","911","2018","06","15","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras APA Costa Brava","-48.593333","-27.006944","48º35'36''W","27º0'25''S",NA,NA,"Flores brancas e frutos verdes Habitat: Terrestre Habito: Arbórea","CRI012486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 15:16:32-03","UNESC","CRI","14743","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette","2000","11","12","Jairo J. Zocche; Rogério & Marinalda",NA,"2000","04","30","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S",NA,NA,"Habito: Arbóreo","CRI014068","CRI014068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 14:34:08-03","UNESC","CRI","11874","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick","2009","08","04","Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.685","-28.915556","49º41'6''W","28º54'56''S","30","30",NA,"CRI009524","CRI009524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 14:26:04-03","UNESC","CRI","12012","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Gasper, AL","2010","05","31","Cadorin, TJ; Clemes, SM & Oliveira, C","2231","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.235556","-26.365","49º14'8''W","26º21'54''S","417","417","Habito: Arbustivo","CRI010158","CRI010158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-05 14:34:08-03","UNESC","CRI","15297","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","João Paulo Gava Just","2020","01","10","João Paulo Gava Just",NA,"2020","01","10","Brasil","Santa Catarina","Nova Veneza","Bairro Bortolotto.","-49.5075","-28.642222","49º30'27''W","28º38'32''S","77","77","Flor creme. JGJ_004 Habito: Arbóreo","CRI014714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-05 14:34:08-03","UNESC","CRI","1289","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette",NA,NA,NA,"Jairo Jose Zocche",NA,"1992","08","15","Brasil","Santa Catarina","Forquilhinha",NA,"-49.4725","-28.748056","49º28'21''W","28º44'53''S",NA,NA,NA,"CRI009519","CRI009519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-05 14:26:04-03","UNESC","CRI","821","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1184","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009516","CRI009516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-05 14:26:04-03","UNESC","CRI","14653","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pasetto, M. R.","2008","07","28","Pasetto, M. R.",NA,"2008","07","28","Brasil","Santa Catarina","Maracajá",NA,"-49.454444","-28.848056","49º27'16''W","28º50'53''S",NA,NA,"Habito: Arbórea","CRI013960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-05 14:34:08-03","UNESC","CRI","7650","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Vanilde Citadini-Zanette","2008","06","10","Jean Gabriel Cemin",NA,"2008","02","28","Brasil","Santa Catarina","Turvo",NA,"-49.67919921875","-28.9260997772217",NA,NA,NA,NA,NA,"CRI009758","CRI009758","18298","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-23 10:43:11-03","E","E","205581","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora",NA,NA,NA,NA,NA,"Harley, R.M.; Hind, D.J.N.; Nic Lughadha, E.; Souza, V.C.; Sakuragui, C.M.; Ganev, W.",NA,"1991","12","24","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00205581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00205581",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:218610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","382193","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora brevipetiolata","Kaastra","J. A. Kallunki",NA,NA,NA,"S. A. Mori","14179","1981","05","28","Brazil","Bahia","Entre Rios","Road W of Subaúma, 2-5 km W of Subaúma.","-38.08","-11.94",NA,NA,NA,NA,"Fruits separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382193","NY00382193_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","brevipetiolata",NA,NA,NA,NA,NA,NA,NA
