"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3780719","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"G. Stahel","1942","02","06","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","South America","sheet","NY03780719",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3780707","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"B. Hoffman","1993","04","12","Guyana","Upper Demerara-Berbice",NA,"Berbice River, 230 km upriver from mouth, N of Kwakwani; Aroiama Mining Co. land concession","-58","5.67",NA,NA,NA,NA,"70","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072027' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3901","South America","sheet","NY03780707","NY03780707_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3780710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"S. A. Mori","1983","03","27","French Guiana","Cayenne","Saül","La Fumée, near junction of Antenne Nord.","-53.2","3.62",NA,NA,NA,"200","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072030' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"15415","South America","sheet","NY03780710","NY03780710_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","866629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"D. C. Daly","2000","11","30","Brazil","Acre","Marechal Thaumaturgo","Basin of Rio Juruá, Rio Tejo, right bank.","-72.26986","-9.04542",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10286","South America","sheet","NY00866629","NY00866629_01 NY00866629_02",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","497989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"S. A. Mori","1986","05","15","French Guiana","Saint-Laurent-du-Maroni",NA,"Saül. La Fumée mountain. Antenne Nord.","-53.2","3.62",NA,NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46821' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"18014","South America","sheet","NY00497989","NY00497989_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","497990","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"R. C. Gill","1938","08",NA,"Ecuador",NA,NA,"Napo/Pastaza border. Oriente: Basin of Rio Pastaza, Pacayacu-Sarayacu region, Rio Bobonaza and adjacent tributaries",NA,NA,NA,NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46827' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"64","South America","sheet","NY00497990","NY00497990_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3780714","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"H. D. Clarke","2004","03","10","Suriname",NA,NA,"Central Suriname Nature Reserve, Coppename River, Driefoetoe Sula (='three foot rapids')","-56.50683","4.61164",NA,NA,NA,"50","75","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072034' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11360","South America","sheet","NY03780714","NY03780714_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","330863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"D. C. Daly","1995","11","20","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, Reserva Indígena Praia do Carapaná, Seringal & Colocaçao Mucuripe.","-71.3731","-8.4606",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635597' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"8660","South America","sheet","NY00330863","NY00330863_01 NY00330863_02",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3780742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. A. Steyermark","1970","04","11","Venezuela","Amazonas",NA,"A lo largo del río Yatua, margen izquierda, bajando desde el Cerro Arauicaua","-66.17","1.58",NA,NA,NA,"125",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072062' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"102599","South America","sheet","NY03780742","NY03780742_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3780717","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. Salick","1986","08","29","Peru","Pasco","Oxapampa","Central Selva, Palcazu Valley. Forest above Iscozacin",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7707","South America","sheet","NY03780717","NY03780717_01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3780708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"M. J. Jansen-Jacobs","1992","10","23","Guyana","Upper Takutu-Upper Essequibo",NA,"Rupununi. Between Kuyuwini Landing and Kassikaityu River","-59.25","2",NA,NA,NA,"150","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072028' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3077","South America","sheet","NY03780708","NY03780708_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3780706","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"D. Clarke","1997","02","17","Guyana","Upper Takutu-Upper Essequibo",NA,"Rewa River; forest between camp & unnamed mtn. 5.6 km W of camp","-58.58","2.98",NA,NA,NA,"150",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072026' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3617","South America","sheet","NY03780706","NY03780706_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3780730","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. C. Lindeman","1975","09","29","Suriname",NA,NA,"Lely Mts., SW plateaus, along eastroad on plateau one",NA,NA,NA,NA,NA,"550","710","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"546","South America","sheet","NY03780730","NY03780730_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01073849","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","M. de L. da C. Soares",NA,NA,NA,"M. H. Nee","1992","01","29","Brazil","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, then 23 km east on ZF3, Fazenda Esteio","-59.8885828","-2.4292245",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490506' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"42392","South America","sheet","NY01073849","NY01073849_01 NY01073849_02",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01073868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","M. de L. da C. Soares",NA,NA,NA,"M. J. P. Pires-O'Brien","1988","02","25","Brazil","Amapá",NA,"Mazagão, Morro do Felipe IX","-52.375054","-0.89527",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2022","South America","sheet","NY01073868","NY01073868_01 NY01073868_02",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3780720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"R. S. Cowan","1954","12","27","Suriname","Marowijne",NA,"Cottica River, Adjoema Kondre Hill #1, native trail to Adjoema Kondre Village",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072040' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"39006","South America","sheet","NY03780720","NY03780720_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3780709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"D. Clarke","1996","10","31","Guyana","Upper Takutu-Upper Essequibo",NA,"Chodikar R., W of river & E of Acarai Mountains","-58.8","1.33",NA,NA,NA,"250",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2842","South America","sheet","NY03780709","NY03780709_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3780722","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"G. Stahel","1942","03","16","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072042' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","South America","sheet","NY03780722",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3780744","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"T. C. Plowman","1984","04","12","Venezuela","Amazonas","Río Negro","Environs of Neblina Base Camp along Río Baria (Río Mawarinuma)","-66.17","0.83",NA,NA,NA,"140",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072064' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13553","South America","sheet","NY03780744",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3780738","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. A. Steyermark","1953","05","24","Venezuela","Bolívar",NA,"Chimantá Massif. Vicinity of Base Camp, near Río Tirica, lower southwestern slopes of Chimantá-tupuí (Torono-tepuí)",NA,NA,NA,NA,NA,"1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"75549A","South America","sheet","NY03780738","NY03780738_01",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3780745","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. A. Steyermark","1953","03","30","Venezuela","Bolívar",NA,"Chimantá Massif. Rich rainforest on lower northwestern slopes of Abácapa-tepuí, vicinity of camp 1 along Río Abácapa",NA,NA,NA,NA,NA,"420",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"74792","South America","sheet","NY03780745","NY03780745_01",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3780724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"B. Hoffman","1996","03","19","Guyana","Potaro-Siparuni",NA,"Iwokrama. Essequibo River, floodplain betw. Kurupukari & Apoteri villages, near Ladysmith tributary","-58.5","4.2",NA,NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072044' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5061","South America","sheet","NY03780724","NY03780724_01",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","497983","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","M. de L. da C. Soares",NA,NA,NA,"C. R. Sperling","1982","07","30","Bolivia","Pando","Nicolás Suárez","Southwest of Cobija on the Rio Naraueda. 1 km west of Rio Naraueda, edge of forest along trail","-69.13","-11.13",NA,NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362891' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6409","South America","sheet","NY00497983","NY00497983_01",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3780723","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"B. Hoffman","1996","03","17","Guyana","Potaro-Siparuni",NA,"Iwokrama. Essequibo River, floodplain betw. Kurupukari & Apoteri villages, near Ladysmith tributary","-58.5","4.25",NA,NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072043' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5052","South America","sheet","NY03780723","NY03780723_01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3780749","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"J. A. Steyermark","1953","05","14","Venezuela","Bolívar",NA,"Chimantá Massif. Lower southwest-facing foreted slopes of Chimantá-tepuí (Torono-tepuí), at extreme southern end on north side od Río Tirica",NA,NA,NA,NA,NA,"1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072069' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"75349","South America","sheet","NY03780749","NY03780749_01",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3780725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"B. Hoffman","1996","03","19","Guyana","Potaro-Siparuni",NA,"Iwokrama. Essequibo River, floodplain betw. Kurupukari & Apoteri villages, near Ladysmith tributary","-58.5","4.2",NA,NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4072045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5070","South America","sheet","NY03780725","NY03780725_01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1414239","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"H. Medeiros","2010","05","01","Brazil","Acre","Xapuri","Seringal Cachoeira, BR 317, ramal Cachoeira 16km ao longo do ramal.","-68.2317","-10.9303",NA,NA,NA,"258","258","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412530' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"603","South America","sheet","NY01414239",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03780704","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting",NA,NA,NA,NA,"K. M. Redden","2007","01","23","Guyana",NA,NA,"Conservation Internation concession on the Essequibo River","-58.25058","3.52356",NA,NA,NA,"133",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4071993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5200","South America","sheet","NY03780704","NY03780704_01",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","677619","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","T. B. Croat",NA,NA,NA,"D. C. Daly","2000","12","08","Brazil","Acre","Marechal Thaumaturgo","Rio Juruá, right bank, Mato Grosso","-72.7144","-8.9711",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585651' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10532","South America","sheet","NY00677619","NY00677619_01 NY00677619_02",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01073838","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","G. S. Bunting",NA,NA,NA,"G. T. Prance","1971","02","21","Brazil","Roraima",NA,"Between Maitá & Paramiteri Indian Village","-63.225","3.375",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1489032' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10660","South America","sheet","NY01073838","NY01073838_01 NY01073838_02",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01073847","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","M. de L. da C. Soares",NA,NA,NA,"M. B. Silva","1969","08","17","Brazil","Pará",NA,"Santarém, km 35 da estrada do Palhão, Acampamento do Igarapé Curupira",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2290","South America","sheet","NY01073847","NY01073847_01 NY01073847_02",NA,NA,NA,NA,NA,NA,NA
