"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","individualCount","fieldNumber","infraspecificEpithet","typeStatus","relatedCatalogItem"
"104","2020-12-11 11:45:15-03","UFMG","BHCB","86419","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2016","04","26","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5695","2004","02","29","Brasil","Minas Gerais","Almenara","Fazenda Limoeiro","-40.869417","-16.009861","-40.869417","-16.009861","Prensada em álcool. Inventário Biológico nos Vales dos Rios Jequitinhonha e Mucuri, MG e BA. PROBIO/MMA, Conservation International-Brasil, Programa Mata Atlêntica. Duplicata 2.; Erva a beira de curso d'água, inflorescências verdes.;","BHCB035525","Monocotyledon",NA,"Southern America",NA,NA,"481","481",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-11 11:45:15-03","UFMG","BHCB","52525","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Costa, LVC","s.n.","2000","04","01","Brasil","Minas Gerais","São José do Mantimento","PHC Vargem Alegre.","-41.744701385498","-20.0053005218506",NA,NA,"Data registrada da coleta: /abr/2000. Capim-cabeçudo. Reservatório",NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,"7818","auto",NA,NA,NA,NA,NA
"106","2020-12-11 11:45:15-03","UFMG","BHCB","44713","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Costa, LVC","s.n.","1998","11",NA,"Brasil","Minas Gerais","Antônio Dias","UHE Guilman-Amorim.","-42.872200012207","-19.6527996063232",NA,NA,"beira de estrada",NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,"31237","auto",NA,NA,NA,NA,NA
"107","2020-12-11 11:45:15-03","UFMG","BHCB","45818","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Costa, LVC","s.n.","1999","02",NA,"Brasil","Minas Gerais","Carlos Chagas","UHE Mucuri.","-40.7663993835449","-17.7031002044678",NA,NA,"nome vulgar: capim navalha. Brejo.",NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,"46387","auto",NA,NA,NA,NA,NA
"108","2010-02-05 20:37:00-02","MO","MOBOT","1915972","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse, 1988 (MO)",NA,NA,NA,"John James Pipoly, III|Ganeshwar Gharbarran","Pipoly 9463","1986","12","20","Guyana","East Berbice",NA,"E. Berbice-Corentyne Region: Cow Savanna along S bank of Canje River, W of Digitima Creek. Scleria-Paspalum savanna, scrub isls. & Mauritia isls. Bauxitic and mixed brown sands","-57.58333","5.6",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1.00000000","25.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-08-23 05:45:00-03","MO","MOBOT","3017081","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"S.A. Renvoize","Renvoize 4649","1987","4","4","Bolivia","Beni","Gral. Ballivian","Espiritu, seasonally flooded savanna near main air strip","-66.616667","-14.2",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","1092149","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","E. Gutiérrez",NA,NA,NA,"E. Gutiérrez","Gutiérrez Crespo 2040","1996","6","3","Bolivia","Beni","Moxos","Territorio Indigena. Parque Nacional Isiboro Sécure. Bajíos de pampa, con totora.","-65.26666","-15.81666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2009-03-23 09:34:00-03","MO","MOBOT","100175677","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G.Davidse (MO)",NA,NA,NA,"D. Rocabado|O. Maillard","Rocabado 686","2006","12","12","Bolivia","Beni","Vaca Diez","A 1 km al Oeste de Riberalta. Bosque bajo y denso de Sartenejal. Perturbado antropogenicamente.","-66.1019444","-11.0280556",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"130.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"112","2013-08-23 04:12:00-03","MO","MOBOT","1916130","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse, 1986 (MO)",NA,NA,NA,"Michael J.G. Hopkins","Hopkins 863","1986","6","19","Brazil","Roraima",NA,"Mun. Alto Alegre. Ilha de Maracá; SEMA Estação. Damp open marsh in front of Estação","-61.33333","3.36666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2014-10-30 08:17:00-02","MO","MOBOT","2970830","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"André Goeldi","Goeldi s.n.","1913","3",NA,"Brazil","Pará",NA,"Estate Fabrcia, Moju Ruier.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"114","2015-04-21 05:44:00-03","MO","MOBOT","100535995","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gerrit Davidse, MO",NA,NA,NA,"G.A. Parada|Ivan Linneo|Y. Inturias|S. Carreño|C. Roth","Parada-Gutierrez 1287","2009","1","5","Bolivia","Santa Cruz","Sara","Estancia Juan Deriva, alrededores del potrero.","-63.5658333","-17.1155556",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"256.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"115","2013-10-10 10:30:00-03","MO","MOBOT","100605756","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gerrit Davidse, MO",NA,NA,NA,"J. de Egea Juvinel|R. Elsam|R. Zarza","de Egea Juvinel 994","2006","7",NA,"Paraguay","Presidente Hayes",NA,"Estancia Santa María del Doce.","-57.5308334","-24.9227778",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"116","2018-06-21 14:15:00-03","MO","MOBOT","101051825","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Agnes Chase",NA,NA,NA,"A.S. Hitchcock","Hitchcock 16816","1919","11","14","Guyana",NA,NA,"Parika.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"117","2012-05-01 12:18:00-03","MO","MOBOT","1153706","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"M. Castro|A.M. Carrión|V. Roca","Castro 107","1997","1","30","Bolivia","Santa Cruz","Velasco","Reserva Ecológica El Refugio puesto La Toledo a 7 km. NE de la casa. Bosque ribereño estacionalmente inundado.","-61.1602778","-14.705",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,"2",NA,NA,NA,NA
"118","2013-10-05 06:32:00-03","MO","MOBOT","1302657","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse",NA,NA,NA,"Gerrit Davidse|Ángel C. González|R.A. León","Davidse 18242","1980","6","19","Venezuela","Zulia",NA,"Distrito Perijá; 2 km N of the intersection of the Río Aricuaisá and the Maracaibo-La Fria Hwy. (Hwy. 6). Grassy roadside","-72.6","9.43333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"40.00000000",NA,NA,NA,NA,NA,"1401",NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","1355794","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","O. Morrone, 1999 (SI)",NA,NA,NA,"R. Ortiz|Mauricio Ramia","Ortiz 2774A","1995","8","14","Venezuela","Guárico",NA,"A 37 Km al sur de Santa Rita, carretera Las Mercedes - Cabruta. En sabana húmeda con Sorghastrum setosum, inundable 50 cm temporalmente.","-66.26666","7.83333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","1523729","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","F.O. Zuloaga & O. Morrone",NA,NA,NA,"Michael H. Nee","Nee 46437","1995","12","21","Bolivia","Santa Cruz","Ichilo","2 km. S of Estancia La Enconada. Very flat, clay soil, mostly fields rive, with brushy strips between with remnants of former evergreen forest.","-61.9","-17.075",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2008-05-27 22:02:00-03","MO","MOBOT","1524182","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 46464",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"235.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","1531242","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse",NA,NA,NA,"Michael H. Nee","Nee 40237",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","1841507","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4587","1973","12","1","Venezuela","Monagas",NA,"29 km SE of Maturin along Highway 10. Open treeless Trachypogon savanna with Sorghastrum, Axonopus, and Paspalum dominant in low areas.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"140.00000000",NA,NA,NA,NA,NA,"853",NA,NA,NA
"124","2013-10-05 06:35:00-03","MO","MOBOT","1874142","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse",NA,NA,NA,"Gerrit Davidse|Ángel C. González","Davidse 21713","1982","11","8","Venezuela","Apure",NA,"Distrito Páez; 30 km SE of El Nula along road to La Victoria.","-71.8","7.1",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"1521",NA,NA,NA
"125","2009-12-11 12:42:00-02","MO","MOBOT","1915978","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","T. Soderstrom & J. Swallen",NA,NA,NA,"Howard S. Irwin|Ghillean T. Prance|Thomas R. Soderstrom|Noel H. Holmgren","Irwin 57557","1963","9","24","Suriname",NA,NA,"Wilhelmina Gebergte; Zuid Rivier. Kayser Airstrip, 45 km above confluence with Lucie Rivier","-56.48333","3.16666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2011-02-16 07:27:00-02","MO","MOBOT","1916136","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","S.M Nino",NA,NA,NA,"Wilmer A. Díaz","Díaz 1086","1992","6","18","Venezuela","Bolívar",NA,"Mpio Raúl Leoni, Aza-karon (Karón-La Tigra). Sabana con elemento leñoso","-63.32916","6.41777",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","228272","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Otto Huber","Huber 1114",NA,NA,NA,"Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-12-04 10:18:00-02","MO","MOBOT","2969657","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse",NA,NA,NA,"Carlos Ramírez Reyes","Ramírez Reyes 1774","1981","9","30","Brazil",NA,NA,"Orilla de carretera en curva antes del puente Las Marias. Via Guanare-Las Marias.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","2969936","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","O. Morrone",NA,NA,NA,"R. Ortiz","Ortiz 2774","1995","8","14","Venezuela","Guárico",NA,"A 37 km al sur de Santa Rita, carretera Las Mercedes - Cabruta.","-66.26666","7.83333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","2970109","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","S.A. Renvoize",NA,NA,NA,"Stephan G. Beck","Beck 3245","1980",NA,NA,"Bolivia","Beni",NA,"Prov. Ballivian, Espiritu en la zona de influencia del rio Yacuma. Sabana húmeda. Tajibal de Lucumos.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-01-16 13:57:00-02","MO","MOBOT","2970192","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gerrit Davidse",NA,NA,NA,"Ángel Fernández","Fernández 3069","1986","5",NA,"Venezuela","Bolívar",NA,"Municipio Piar Serrania Necuima. N.E. de la Represa de Guri.","-62.91666","7.8",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2012-12-30 12:50:00-02","MO","MOBOT","2970369","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","M. Zuloaga",NA,NA,NA,"Leandro Aristeguieta","Aristeguieta 3910","1959","7",NA,"Venezuela",NA,NA,"Alrededores de Laguna grande, a unos 15 km. de Matuirn, Edo. Monagá.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2013-02-18 18:03:00-03","MO","MOBOT","2970578","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Paulo B. Cavalcante","Cavalcante 2602","1970","3","9","Brazil","Pará",NA,"Parque Indigena do Tumucumaque, Rio Parú de Oeste, Missao Tiriyo, Estrada para Uanda.","-55.75","2.33333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2013-08-23 04:12:00-03","MO","MOBOT","2969388","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse",NA,NA,NA,"Michael J.G. Hopkins","Hopkins 575","1986","6","7","Brazil","Roraima",NA,"Ilha de Maracá, Mun. Alto Alegre. SEMA Estacão. Open savanna close to Estacão. Partly dry, and partly damp marsh.","-61.33333","3.36666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","2970877","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Tim Killeen",NA,NA,NA,"Timothy J. Killeen","Killeen 2258","1986","11","26","Bolivia","Santa Cruz","Nuflo de Chavez","Est. La Pachanga, 5km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62.08333","-16.13333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2009-06-24 18:35:00-03","MO","MOBOT","2971542","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Agnes Chase","Chase 8148","1925","1","3","Brazil","Bahia",NA,"Matta de São João, Bahia, lower sheath fall of mucilagimaus water; margin of dry ditch, along sandy savanna.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"22.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2014-10-30 08:24:00-02","MO","MOBOT","2971829","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","M. Zuloaga",NA,NA,NA,"André Goeldi","Goeldi 213","1918","6",NA,"Brazil","Pará",NA,"Estate Gavinho, Marjo Island.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"138","2009-10-24 07:57:00-02","MO","MOBOT","2972188","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","O. Morrone",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 4854","1994","2","19","Brazil","Bahia",NA,"Mun. Iiheus; ruta de Olivenca a Una, 17 km de Olivenca, en borde de selva.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-08-07 03:32:00-03","MO","MOBOT","3010071","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"Otto Buchtien","Buchtien 2509",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2015-08-13 05:51:00-03","MO","MOBOT","3010072","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"A.S. Hitchcock","Hitchcock 22807",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-02-13 13:12:00-02","MO","MOBOT","3010074","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"E.W.D. Holway","Holway 336",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2009-09-03 17:30:00-03","MO","MOBOT","3010075","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"Henry H. Rusby","Rusby 30",NA,NA,NA,"Bolivia","La Paz",NA,"Yungas","-67.96666","-16.33333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2011-06-08 17:16:00-03","MO","MOBOT","3010076","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"José Steinbach","Steinbach G. 3264",NA,NA,NA,"Bolivia","Santa Cruz","Sara","Between Buenavista and Curichi-Las Pinas",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2011-06-08 17:16:00-03","MO","MOBOT","3010077","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"José Steinbach","Steinbach G. 6898",NA,NA,NA,"Bolivia","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","3010078","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Foster's catalog note file",NA,NA,NA,"White, Jean","White 1499",NA,NA,NA,"Bolivia",NA,NA,"Reyes",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2013-10-02 06:48:00-03","MO","MOBOT","3143713","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gerrit Davidse",NA,NA,NA,"Randall J. Evans|Sylva Koemar|Evans Wittenberg","Evans 3366","2003","5","31","Suriname","Sipaliwini",NA,"Central Suriname Nature Reserve. Kayserberg Airstrip savanna, ca. 1 km E of Zuid River.","-56.4719445","3.0947222",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"235.00000000",NA,NA,NA,NA,"6","533",NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","3242216","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"F. França|E. Melo|B. Marques da Silva","França 2784","1999","5","1","Brazil","Bahia",NA,"Morro do Chapéu: Rio Ferro Doldo. 22 km L de Morro do Chapéu. vegetação herbáceo-arbustiva, com raras árvores no leito seco do rio.","-41.00194","-11.62666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2014-04-02 12:46:00-03","MO","MOBOT","1918664","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Stephan G. Beck","Beck 15053",NA,NA,NA,"Bolivia","Beni","Gral. Ballivian","Espiritu","-66.616667","-14.2",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"149","2008-05-27 22:02:00-03","MO","MOBOT","947670","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","G. Davidse (MO)",NA,NA,NA,"Michael H. Nee","Nee 45962","1994","12","17","Bolivia","Santa Cruz","Ichilo","3 km W of center of Colonia San Juan. Brushy roadside on flat, mostly surrounded by cleared fields for rice and other crops and pasture, formerly tropical forest.","-65.54166","-17.29166",NA,NA,NA,NA,NA,NA,"South America",NA,NA,"270.00000000",NA,NA,NA,NA,"2",NA,NA,NA,NA
"150","2021-01-10 20:52:27-03","INPA","INPA","111720","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Filgueiras, TS; Viana, PL","2014","05",NA,"Yamakoshi, M","133",NA,NA,NA,"Brasil","Pará","Santarém","Rio Curuá-Una, Rio Curuá-Una, cerca de 12 Km acima da barragem da represa hidrelétrica (STM)","-54.2","-2.8","-54.2","-2.8",NA,"INPA0111720","Monocotyledon","Poales","Southern America",NA,"INPA0111720 INPA0111720_e INPA0111720_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-01-10 20:52:27-03","INPA","INPA","11888","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2013","01",NA,"Goeldi, A","MG14762","1913",NA,NA,"Brasil","Pará",NA,"Rio Mojú, Fábrica, Rio Mojú, Fábrica.","-48.8","-1.8","-48.8","-1.8",NA,"INPA0011888","Monocotyledon","Poales","Southern America",NA,"INPA0011888 INPA0011888_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-08-31 09:21:36-03","INPA","INPA","150158","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Filgueiras, TS; Viana, PL","2014","05",NA,"Nelson, BW","1525","1987","05","19","Brasil","Roraima","Alto Alegre","Estaçao Ecologica da Ilha de Maraca., Estação Ecológica de Maracá. Campo Santa Rosa, 05 Km ao norte do alojamento","-61.4975","2.89582","-61.4975","2.89582",NA,"INPA0150158","Monocotyledon","Poales","Southern America",NA,"INPA0150158 INPA0150158_1 INPA0150158_1e INPA0150158_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-08-31 09:21:36-03","INPA","INPA","150281","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Maciel, JR","2013","09",NA,"Lima, JF de","785","1987","05","19","Brasil","Roraima","Boa Vista","Ilha de Maracá, Campo graminoso com curatellos e mauritias, solo argilo-arenoso.","-61.2","3.07","-61.2","3.07",NA,"INPA0150281","Monocotyledon","Poales","Southern America",NA,"INPA0150281_e INPA0150281_nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-08-31 09:21:36-03","INPA","INPA","152196","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Prance, GT","2014","06",NA,"Hopkins, MJG","575","1986","06","07","Brasil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação., Ilha de Maracá. SEMA Estação. Open savanna close to Estação. Partly dry, and partly damp marsh.","-61.333333","3.366667","-61.333333","3.366667",NA,"INPA0152196","Monocotyledon","Poales","Southern America",NA,"INPA0152196 INPA0152196_e INPA0152196_nd INPA0152196_num",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-31 09:21:36-03","INPA","INPA","152463","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Filgueiras, TS; Viana, PL","2014","05",NA,"Hopkins, MJG","863","1986","06","19","Brasil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação., Ilha de Maracá. SEMA Estação. Damp open marsh in front of Estação.","-61.333333","3.366667","-61.333333","3.366667",NA,"INPA0152463","Monocotyledon","Poales","Southern America",NA,"INPA0152463 INPA0152463_e INPA0152463_nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-08-31 09:21:36-03","INPA","INPA","195387","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Filgueiras, TS; Viana, PL","2014","05",NA,"Hopkins, MJG","863","1986","06","19","Brasil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação., Ilha de Maracá. SEMA Estação. Damp open marsh in front of Estação.","-61.333333","3.366667","-61.333333","3.366667",NA,"INPA0195387","Monocotyledon","Poales","Southern America",NA,"INPA0195387 INPA0195387_e INPA0195387_nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-08-31 09:21:36-03","INPA","INPA","8844","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2013","01",NA,"Egler, WA","1566","1961","03",NA,"Brasil","Amapá","Macapá","Porto Santana, Porto Santana.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"INPA0008844","Monocotyledon","Poales","Southern America",NA,"INPA0008844 INPA0008844_e",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
