"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2019-08-27 13:32:53-03","IAP","PACA-AGP","56801","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Rambo, B.","1955","02","16","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA056801",NA,"Emrich-Rambo","1955","04","09",NA,NA,NA,NA,NA,NA,"Habitat: In rupestribus ad barathrum Fenofase: fruto semievoluto","Magnoliophyta","Saxifragales","Magnoliatae",NA,NA,"76715","auto",NA,NA
"12","2019-08-27 13:32:53-03","IAP","PACA-AGP","49389","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA049389","PACA049389","H. Sleumer","1954","09","17",NA,NA,NA,NA,NA,NA,"ISOTYPUS. Habitat: in rupestribus ad barathrum Fenofase: flor","Magnoliophyta","Saxifragales","Magnoliatae","Isotipo",NA,"76715","auto",NA,NA
"13","2019-08-27 13:32:53-03","IAP","PACA-AGP","105726","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Mauhs, J.","2009","11","27","Brasil","RS","Vacaria","Arroio Pessegueiro","-50.727778","-28.358056","50°43'40W","28°21'29S","PACA105726",NA,"J. Mahus","2009","11","27",NA,NA,NA,NA,NA,NA,"Habitat: em borda de mata","Magnoliophyta","Saxifragales","Magnoliatae",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:32:53-03","IAP","PACA-AGP","50074","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Rambo, B.","1951","02","21","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA050074",NA,"M.S. Marchioretto","1991","03","06",NA,NA,NA,NA,NA,NA,"Habitat: Ad barathrum in rupestribus Fenofase: fruto semievoluto","Magnoliophyta","Saxifragales","Magnoliatae",NA,NA,"76715","auto",NA,NA
"15","2021-03-24 17:09:02-03","UFES","SAMES","6474","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Verdi,M.","2010","12","28","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro","-49.624698638916","-28.3369007110596","-493341666.0","-282358333.0","SAMES06474",NA,NA,NA,NA,NA,"5868",NA,NA,NA,NA,NA,"Flor rosa Habito: Árvore",NA,NA,NA,NA,NA,"32577","auto",NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031304","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","G. Hatschbach; O. S. Ribas","1994","11","23","Brazil","Santa Catarina",NA,"Rod. SC-450, Serra do Faxinal (mun. Praia Grande).","-49.95035","-29.198506",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,"61252","800",NA,NA,NA,NA,"Arbusto, 50cm, flor vermelha.","Magnoliophyta","Escalloniales",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:35:29-03","UFJF","CESJ","54796","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","B.Rambo & Sleumer","J.M. Silva; J. Cordeiro; C.B. Poliquesi; J.Vaz","2008","11","15","Brasil","Santa Catarina","Urubici","Morro da Cruz","-49.5917015075684","-28.0149993896484",NA,NA,"CESJ054796",NA,"G. Hatschbach","2008","11","15","7161",NA,NA,"América do Sul",NA,NA,"Erva, faros. Paredão rochoso e úmido.","Angiosperma",NA,NA,NA,NA,"30102","auto",NA,NA
"18","2021-03-01 16:29:26-03","UNICAMP","UEC","77460","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1995","12","09","Brazil","Santa Catarina","Lauro Muller","Serra do Rio do Rastro.","-49.3967018127441","-28.3927993774414",NA,NA,"UEC199291","UEC199291","Souza, VC; Lima, MIRG","1999","09",NA,"1822",NA,NA,NA,NA,NA,"Arbusto muito frequênte em barrancos úmidos; flores rosadas; anteras amarelas.","Magnoliopsida",NA,NA,NA,NA,"15992","auto",NA,NA
"19","2019-11-08 08:51:51-03","FURB","FURB","32927","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Verdi, M.","2010","12","28","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro.","-49.5613889","-28.3991666","-49.5613889","-28.3991666","FURB23809","FURB23809","Oliveira, AA de","2011","02","04","5868","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:01:21-03","FURB","FURB","1334","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M.","2001","12","01","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"FURB01535","FURB01535","Sobral, M","2001","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA
"21","2021-03-16 17:51:55-03","UCS","HUCS","42088","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Verdi, M.","2010","12","28","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro","-49.561389","-28.399167","-49.561389","-28.399167",NA,NA,"Oliveira, A.A. de","2011","02","04","5868","1340","1340",NA,NA,NA,"FURB, 32927.; Paredão rochoso, arvoreta, 5m de altura.","Angiospermae","Escalloniales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:51:55-03","UCS","HUCS","10583","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.","1994","11","23","Brasil","Santa Catarina","Praia Grande","Rod SC - 450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Hatschbach, G.","1995",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Angiospermae","Escalloniales",NA,NA,NA,"21549","auto",NA,NA
"23","2021-03-16 17:51:55-03","UCS","HUCS","18872","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Rambo, B.","1955","02","16","Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Rambo, E.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Herbário PACA - 56801; in rupestribus ad barathrum","Angiospermae","Escalloniales",NA,NA,NA,"76715","auto",NA,NA
"24","2019-08-16 08:39:13-03","UTFPR","HCF","15743","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","E. Barboza","2004","12","14","Brasil","SC","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"G. Hatschbach","2005",NA,NA,"1009",NA,NA,NA,NA,NA,"arbusto, 2 m; flor vermelha. Campo de altitude.",NA,NA,NA,NA,NA,"30102","auto",NA,NA
"25","2020-12-21 16:44:54-03","MBM","MBM","171184","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.",NA,NA,NA,"Brazil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,"MBM171184","MBM171184","Hatschbach, G.",NA,NA,NA,"61252",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"21549","auto",NA,NA
"26","2020-12-21 16:44:54-03","MBM","MBM","171185","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.",NA,NA,NA,"Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"MBM171185","MBM171185","Hatschbach, G.",NA,NA,NA,"61344",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"27","2020-12-21 16:44:54-03","MBM","MBM","265230","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","São José dos Ausentes","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"MBM265230","MBM265230",NA,NA,NA,NA,"9416",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA
"28","2020-12-21 16:44:54-03","MBM","MBM","246833","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"MBM246833","MBM246833",NA,NA,NA,NA,"8998",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA
"29","2020-12-21 16:44:54-03","MBM","MBM","255109","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.",NA,NA,NA,"Brazil","Santa Catarina","Grão Pará","Serra do Corvo Branco, próximo ao alto","-49.2146987915039","-28.1849994659424",NA,NA,"MBM255109","MBM255109","Hatschbach, G.",NA,NA,NA,"71779",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"24844","auto",NA,NA
"30","2015-09-04 05:05:54-03","MNHN","RECOLNAT_MNHN_P","P02575829","PreservedSpecimen",NA,"Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Ule, E.","1891","1","1","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"P02575829","P02575829_01",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02575829' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"1886",NA
"31","2020-12-11 11:35:11-03","UFMG","BHCB","28932","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:35:11-03","UFMG","BHCB","28932","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:35:11-03","UFMG","BHCB","61462","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer",NA,NA,NA,NA,"Brasil","Santa Catarina","Grão Pará",NA,"-49.2146987915039","-28.1849994659424",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"24844","auto",NA,NA
"34","2021-02-11 17:18:49-03","UFPR","UPCB","27650","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.","1994","11","23","Brasil","Santa Catarina","Praia Grande","SC 450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Hatschbach, G.","1995","01","01","61252","800","800",NA,NA,NA,"Arbusto, 50cm, flor vermelha. Matinha nebular..",NA,NA,NA,NA,NA,"21549","auto",NA,NA
"35","2021-02-11 17:18:49-03","UFPR","UPCB","44094","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.","2000","12","10","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.2146987915039","-28.1849994659424",NA,NA,NA,NA,"Hatschbach, G.","2001","01","01","71779",NA,NA,NA,NA,NA,"Arbusto 2m alt., com flores vermelhas, no paredão rochoso..",NA,NA,NA,NA,NA,"24844","auto",NA,NA
"36","2010-11-23 16:11:00-02","MO","MOBOT","100325762","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","L.H.M. Fonseca|Felipe Zapata|S. F. Alcântara","2008","3","14","Brazil","Santa Catarina",NA,"Urubici: Estrada para Serra da Corvo Branco.","-49.36675","-28.0559167",NA,NA,NA,NA,"F. Zapata",NA,NA,NA,"Fonseca 42","1130.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2010-11-23 16:12:00-02","MO","MOBOT","100325765","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","L.H.M. Fonseca|Felipe Zapata|S. F. Alcântara","2008","3","14","Brazil","Santa Catarina",NA,"Urubici: Estrada para Serra da Corvo Branco.","-49.36675","-28.0559167",NA,NA,NA,NA,"F. Zapata",NA,NA,NA,"Fonseca 43","1130.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2010-11-23 16:13:00-02","MO","MOBOT","100325767","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","L.H.M. Fonseca|Felipe Zapata|S. F. Alcântara","2008","3","14","Brazil","Santa Catarina",NA,"Urubici: Estrada para Serra da Corvo Branco.","-49.36675","-28.0559167",NA,NA,NA,NA,"F. Zapata",NA,NA,NA,"Fonseca 44","1130.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2010-11-23 16:14:00-02","MO","MOBOT","100325768","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","L.H.M. Fonseca|Felipe Zapata|S. F. Alcântara","2008","3","14","Brazil","Santa Catarina",NA,"Urubici: Estrada para Serra da Corvo Branco.","-49.36675","-28.0559167",NA,NA,NA,NA,"F. Zapata",NA,NA,NA,"Fonseca 45","1130.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2010-08-24 16:18:00-03","MO","MOBOT","3226338","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Gert G. Hatschbach|O.S. Ribas","1994","11","23","Brazil","Santa Catarina",NA,"Mun. Praia Grande. Rod. SC-450.",NA,NA,NA,NA,NA,NA,"F. Zapata (MO)",NA,NA,NA,"Hatschbach 61252","800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-06-22 14:19:01-03","UNESP-IBILCE","SJRP","13874","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","petrophila","Escallonia petrophila","Rambo","G. Hatschbach",NA,NA,NA,"Brasil","Santa Catarina","Praia Grande","serra do faxinal","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Arbusto 50 cm, flor vermelha;","Tracheophyta","Rosales","Magnoliopsida",NA,NA,"21549","auto",NA,NA
"42","2020-06-25 16:06:14-03","FUVATES","HVAT","2811","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","M. Verdi","2010","12","28","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro.","-50.046667","-28.577778","-50º2'48''W","-28º34'40''S","HVAT00002811",NA,"A. A. de Oliveira","2011","02","04","5868",NA,NA,NA,NA,NA,"Arvoreta, 5m., flor rosa. -Doação do Herbário FURB, registro FURB 32927.; Paredão rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:26:48-03","USP","SPF","225436","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Fonseca, LHM","2008","03","14","Brasil","Santa Catarina","Urubici","Estrada para Serra do Corvo Branco.","-49.36675","-28.055917","-49.36675","-28.055917","SPF00225436","SPF00225436","Zapata, F","2008","03","14","42","1130","1130",NA,NA,NA,"Arbusto ca. 40 cm alt. (em álcool).",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:26:48-03","USP","SPF","225437","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Fonseca, LHM","2008","03","14","Brasil","Santa Catarina","Urubici","Estrada para Serra do Corvo Branco.","-49.36675","-28.055917","-49.36675","-28.055917","SPF00225437","SPF00225437","Zapata, F","2008","03","14","45","1130","1130",NA,NA,NA,"Planta estéril (em álcool).",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:19:41-03","USP","SPF","147143","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G","2000","12","10","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.2146987915039","-28.1849994659424",NA,NA,"SPF00147143","SPF00147143","Hatschbach, G","2001",NA,NA,"71779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24844","auto",NA,NA
"46","2019-10-07 09:13:06-03","UEFS","HUEFS","21893","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.","1994","11","23","Brasil","Santa Catarina","Praia Grande",NA,"-49.9502983093262","-29.1966991424561",NA,NA,"HUEFS0021893","HUEFS0021893",NA,NA,NA,NA,"61252","800","800",NA,NA,NA,NA,"Angiospermae","Escalloniales","Asteranae",NA,NA,"21549","auto",NA,NA
"47","2020-11-12 16:59:14-03","UEL","FUEL","19411","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G; Ribas, OS","1994","11","23","Brasil","São Paulo","Praia Grande","Rod. SC-450, Serra do Faxinal, Serra do Faxinal 450 SC","-46.4000015258789","-24",NA,NA,NA,NA,"Hatschbach, G","1995",NA,NA,"61252",NA,NA,NA,NA,NA,NA,"Tracheophyta","Escalloniales",NA,NA,NA,"22363","auto",NA,NA
"48","2020-08-20 20:38:41-03","UFSC","FLOR","27200","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G.; Ribas, O.S.","1994","11","23","Brasil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal.","-49.9502983093262","-29.1966991424561",NA,NA,"FLOR0027200",NA,"Hatschbach, G.","1995",NA,NA,"61252","800","800",NA,NA,NA,"arbusto, flor vermelha, 0,5m altura",NA,"Escalloniales",NA,NA,NA,"21549","auto",NA,NA
"49","2021-02-08 12:40:59-03","UFRGS","ICN","184901","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Silva, CR","2015","11","29","Brasil","SC","Praia Grande",NA,"-50.009444","-29.183056","-50.009444","-29.183056",NA,NA,"Jarenkow, JA","2015","11","29","471","700","900","América do Sul",NA,NA,"Arbusto de 3 m de altura. Flores róseas.; Floresta nebular, em beira de estrada na RS-427, estrada para a Praia Grande.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
