"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","class","fieldNumber","verbatimLongitude","verbatimLatitude"
"11","2020-10-01 14:26:07-03","JBB","HEPH","6995","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Salles, AEH","1612","Southern America","Brasil",NA,NA,NA,NA,"1989","05","08","Pará","Belém","Procedencia- Belem-PA, cultivada no Viveiro do JBB","-48.5043983459473","-1.4558299779892",NA,NA,"Silva, JBF da","2001","12","03","48462","auto",NA,NA,NA,NA,NA
"12","2020-12-11 11:44:45-03","UFMG","BHCB","54082","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Tameirão Neto, E","2856","Southern America","Brasil",NA,"Epífitico; Floresta Ciliar","BHCB001424","BHCB001424","2000","02","16","Minas Gerais","Aiuruoca","PHC Aiuruoca. Rio Aiuruoca.","-44.603099822998","-21.9755992889404",NA,NA,NA,"2014","12","02","27460","auto",NA,NA,NA,NA,NA
"13","2013-08-23 04:12:00-03","MO","MOBOT","1211791","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","Roberto Vásquez","Vásquez C. 920","South America","Bolivia",NA,NA,NA,NA,"1986","5",NA,"Santa Cruz","Velasco","100 km N of Santa Rosa de la Roca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"14","2014-11-06 16:18:29-02","UFPB","EAN","6881","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Krzl.) Cogn.",NA,"4767",NA,"Brasil",NA,"Coletada em 25-8-1991. mantida em cultivo no orquidário..Habitat: Epífita",NA,NA,"1992","03","21","Paraíba","Areia","Centro de Ciências Agrarias","-35.6917","-6.96333",NA,NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"15","2020-09-02 16:35:18-03","Cenargen","CEN","26223","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","João Aguiar Nogueira Batista","685",NA,"Brasil","Unicata","Epífita a meia altura em árvores de baixo porte no interior da mata. Em plena floração. Flora do Brasil - Estado do Tocantins.","CEN00026223","CEN00026223","1997","02","16",NA,NA,"Área a direita da pista, cerca de 18-20 km após Araguaçu, na estrada para Alvorada.",NA,NA,NA,NA,"J. A. N. Batista","1997","02",NA,NA,NA,"1",NA,NA,NA,NA
"16","2020-09-02 16:35:18-03","Cenargen","CEN","87393","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Marcelo Fragomeni Simon","2381",NA,"Brasil","Exsicatas","Epífita. Perianto avermelhado. Labelo verde claro com ápice avermelhado.","CEN00087393","CEN00087393","2014","03","25","MT","VILA BELA DA SANTISSIMA TRINDADE","Baía Grande, subindo o rio Guaporé, 1 km da ponte da cidade.","-59.9505996704102","-15.0080995559692","200","200","L. B. Bianchetti","2014","05",NA,"149105","auto","3",NA,NA,NA,NA
"17","2020-09-02 16:35:18-03","Cenargen","CEN","48763","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Glocimar Pereira-Silva","7326",NA,"Brasil","Exsicatas","Área de Influência Direta (lago).","CEN00048763","CEN00048763","2003","03","11","GO","SILVANIA","Margem direita do rio Antas (próximo à ponte de madeira).","-48.6081008911133","-16.658899307251","820","820","A. K. Koch","2015","01",NA,"46044","auto","1",NA,NA,NA,NA
"18","2019-07-09 12:47:12-03","F","FMNH-SEEDPLANTS","V0433816F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis",NA,"E. Villanueva","819","South America","Bolivia",NA,NA,"V0433816F","V0433816F_01 V0433816F_02","1988","6","10","Beni",NA,NA,"-65.5","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","819",NA,NA
"19","2020-11-04 17:30:10-03","UEM","HUEM","13531","S","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","V.Tomazini","s.n.",NA,"Brasil",NA,"Presença de frutos imaturos coloração verde, sendo uma planta com 3 frutos e outra com 10.","HUEM000024227",NA,"2005","08","03",NA,NA,"Bloco próximo ao varjão/T01",NA,NA,NA,NA,"In Flora do Brasil","2019","11","18",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 17:30:10-03","UEM","HUEM","5808","S","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","M.B. Romagnlo","256",NA,"Brasil",NA,"Epífita. Coletada somente parte vegetativa em 25/11/2000, tendo florescido em viveiro e herborizado durante a floração.","HUEM000024226",NA,"2000","04",NA,"Mato Grosso do Sul","Taquarussu","Canal Poitã","-53.3513984680176","-22.4878005981445",NA,NA,"In Flora do Brasil","2019","11","18","63482","auto",NA,NA,NA,NA,NA
"21","2020-11-04 17:30:10-03","UEM","HUEM","5809","S","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","V.Tomazini","25",NA,"Brasil",NA,"Epífita do interior da mata. Frutos imaturos de coloração verde escura.","HUEM000024225",NA,"2000","06","15","Mato Grosso do Sul","Taquarussu","Canal Poitã, Área sujeita a alagamento.","-53.3513984680176","-22.4878005981445",NA,NA,"In Flora do Brasil","2019","11","18","63482","auto",NA,NA,NA,NA,NA
"22","2020-11-04 17:30:10-03","UEM","HUEM","5807","S","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","V.Tomazini","13",NA,"Brasil",NA,"Epífita, rara. Floresceu no viveiro, no período de fevereiro-março de 2000. Coletada em 08/08/1999 e herborizada durante a floração. Flores de coloração avermelhada, labelo com manchas vermelhas escuras.","HUEM000024217",NA,"2000","03",NA,"Paraná","Porto Rico","rio Paraná, Canal cortado.","-53.2668991088867","-22.7721996307373",NA,NA,"In Flora do Brasil","2019","11","18","18063","auto",NA,NA,NA,NA,NA
"23","2019-11-01 15:15:30-03","UnB","UB","87399","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","Oliveira, RS","s.n.","Southern America","Brasil",NA,"Erva epífita. Epífita a meia altura em árvores de baixo porte no interior da mata. Pouco comum. Em plena floração. Flores branco-avermelhadas; Em mata ciliar úmida","UB0031137","UB0031137","1997","02","16","Tocantins",NA,"Área a direita da pista, cerca de 18-20km após Araguaçu, na estrada para Alvorada","-49.7275","-12.865",NA,NA,"Koch, AK","2014","12","02",NA,NA,NA,NA,NA,"-49.7275","-12.865"
"24","2019-11-01 15:15:30-03","UnB","UB","87400","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","Heringer, EP","9602","Southern America","Brasil",NA,"Epífita pequena, cachos densos flor marrom","UB0031132","UB0031132","1964","03","05","Goiás","Anápolis","Anápolis","-48.966667","-16.333333",NA,NA,"Koch, AK","2014","12","02",NA,NA,NA,NA,NA,"-48.966667","-16.333333"
"25","2019-11-01 15:15:30-03","UnB","UB","87401","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb. Rodr.","Anderson, WR","7803","Southern America","Brasil",NA,"Epiphyte on tree overhanging river; sepals & 2 petals dark red with white rim; lip off-white with dark red markings; Cerrado and gallery forest along river","UB0031140","UB0031140","1973","03","23","Goiás","São João d'Aliança","São João d'Aliança, 3km by road S of São João d'Aliança","-47.5247","-14.7056","1040","1040","Koch, AK","2014","12","02",NA,NA,NA,NA,NA,"-47.5247","-14.7056"
"26","2018-08-09 21:11:07-03","UFMT","UFMT","42077","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Simon, M.F.; Pereira-Silva, G.; Barros, J.L.; Mendoza, M.; Reis, T.S.","2381",NA,"Brasil",NA,"Epífita. Perianto avermelhado. Labelo verde claro com ápice avermelhado.; Floresta de várzea e vegetação aquática. Solo plano.",NA,NA,"2014","03","25","Mato Grosso","Vila Bela da Sma Trindade","Baía Grande, subindo o rio Guaporé, 1 Km da ponte da cidade.","-59.964167","-15.021389","200","200","Bianchetti, L.B.","2014","05",NA,NA,NA,NA,NA,NA,"-59.964167","-15.021389"
"27","2018-02-26 18:32:36-03","UFMT","UFMT","18389","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Amaral, A.M.","129",NA,"Brasil",NA,"Herbácea epífita. Flor de coloração vinho-esverdeada. Fruto iamturo verde.","UFMT00018389",NA,"1993","08","14","Mato Grosso","Chapada dos Guimarães","PARNA Chapada dos Guimarães.","-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"28","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Hassler, E","8521","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Paraguay septentrionali supra arbores in regione cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Hassler, E","8521?","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Paraguay septentrionali supra arbores in regione cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Barbosa Rodrigues, J","s.n.","Southern America","Brazil",NA,"Floret Martio",NA,"P03P6N0028",NA,NA,NA,"Pará ","Belém","Habitat in sylvis humidis supra arbores inter Bragança et Belem prov. Pará","-48.5044","-1.45583",NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"31","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Barbosa Rodrigues, J","s.n.","Southern America","Brazil",NA,"Floret Martio",NA,"P03P6N0028",NA,NA,NA,"Pará ","Belém","Habitat in sylvis humidis supra arbores inter Bragança et Belem prov. Pará","-48.5044","-1.45583",NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"32","2020-04-30 16:07:34-03","UFMT","CNMT","6785","S","Plantae","Angiosperma",NA,"Orchidaceae","Macradenia","paraensis","Macradenia paraensis","Barb.Rodr.","Petini-Benelli, A.","987",NA,"Brasil",NA,"Flores salmôneas .Projeto: Filogenia de Catasetum L.C.Rich. Ex Kunth (Orchidaceae) e monografia do gênero para a Flora de Mato Grosso, Brasil.","CNMT006785",NA,"2015","05","09","Mato Grosso","Santo Antônio do Leverger","na divisa com Várzea Grande.","-56.0766983032227","-15.8655996322632",NA,NA,"Petini-Benelli, A.","2015","05","09","183847","auto",NA,NA,NA,NA,NA
"33","2019-11-21 10:13:33-03","IBt","SP","145138","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","24","Mato Grosso","Dourados","Rio Dourados",NA,NA,NA,NA,"Barros, F","1981","07",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:13:33-03","IBt","SP","175137","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","24","Mato Grosso","Dourados","Rio Dourados",NA,NA,NA,NA,"Barros, F","1981","07",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:13:33-03","IBt","SP","175142","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso","Dourados","Rio Dourados",NA,NA,NA,NA,"Barros, F","1981","07",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:13:33-03","IBt","SP","369114","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Batista, JAN; Oliveira, RS; Gonçalves, EG","685",NA,"Brasil",NA,NA,NA,NA,"1997","02","16","Tocantins","Araguaçu","Área a direita da pista, cerca de 18-20 km após Araguaçu, na estrada para Alvorada","-49.7275","-12.865",NA,NA,"Batista, JAN","1997","02",NA,NA,NA,NA,NA,NA,"-49.7275","-12.865"
"37","2019-11-21 10:13:33-03","IBt","SP","175147","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"38","2019-11-21 10:13:33-03","IBt","SP","175146","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"39","2019-11-21 10:13:33-03","IBt","SP","175145","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"40","2019-11-21 10:13:33-03","IBt","SP","175144","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"41","2019-11-21 10:13:33-03","IBt","SP","175143","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"42","2019-11-21 10:13:33-03","IBt","SP","175141","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"43","2019-11-21 10:13:33-03","IBt","SP","175140","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"44","2019-11-21 10:13:33-03","IBt","SP","175139","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"45","2019-11-21 10:13:33-03","IBt","SP","175136","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"46","2019-11-21 10:13:33-03","IBt","SP","175134","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"47","2019-11-21 10:13:33-03","IBt","SP","175133","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"48","2019-11-21 10:13:33-03","IBt","SP","175123","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","21","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"49","2019-11-21 10:13:33-03","IBt","SP","175121","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1968","04","15","Mato Grosso do Sul","Bataguassu","Rio Ivinheima","-52.4221992492676","-21.7141990661621",NA,NA,"Barros, F","1981","07",NA,"65610","auto",NA,NA,NA,NA,NA
"50","2019-11-21 10:13:33-03","IBt","SP","175122","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Bicalho, HD","s.n.",NA,"Brasil",NA,NA,NA,NA,"1965","09","20","Minas Gerais","Jaboticatubas","Córrego Fundo","-43.7449989318848","-19.513599395752",NA,NA,"Barros, F","1981","07",NA,"31264","auto",NA,NA,NA,NA,NA
"51","2019-11-21 10:13:33-03","IBt","SP","175135","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","s.col.","s.n.",NA,"Brasil",NA,NA,NA,NA,"1967","04","05","Paraná","Cascavel","Cult. no Orquidário sob nº 6142, fl. 5/III/1968","-53.4552993774414","-24.9557991027832",NA,NA,"Barros, F","1981","07",NA,"47841","auto",NA,NA,NA,NA,NA
"52","2020-12-03 09:41:12-03","IBt","SP","327268","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Martuscelli, P","223",NA,"Brasil",NA,NA,NA,NA,"1986","02","25","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"Martuscelli, P","1986","02",NA,"54606","auto",NA,NA,NA,NA,NA
"53","2020-12-03 09:41:12-03","IBt","SP","315479","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Martuscelli, P","s.n.",NA,"Brasil",NA,NA,NA,NA,"1989","03","17","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"Martuscelli, P","1989","03",NA,"54606","auto",NA,NA,NA,NA,NA
"54","2020-12-03 09:41:12-03","IBt","SP","315042","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Martuscelli, P","s.n.",NA,"Brasil",NA,NA,NA,NA,"1989","04","03","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"Martuscelli, P","1989","04",NA,"54606","auto",NA,NA,NA,NA,NA
"55","2020-12-03 09:41:12-03","IBt","SP","315034","S","Plantae",NA,NA,"Orchidaceae","Macradenia","multiflora","Macradenia multiflora","(Kraenzl.) Cogn.","Martuscelli, P","s.n.",NA,"Brasil",NA,NA,NA,NA,"1989","05","08","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"Martuscelli, P","1989","05",NA,"54606","auto",NA,NA,NA,NA,NA
