"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","01402636","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","J.Sm.",NA,"J. P. S. Condack","606","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, trilha Rui Braga","1600",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402636","NY01402636_01","F. B. Matos","2009","11","26","-44.6347","-22.4231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:27:51-03","MN","R","210582","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"Jascone, C.E.S.","1157",NA,"Brasil","Rio de Janeiro","Guapimirim","Paraíso","133","133",NA,NA,"R010057439",NA,"Jascone, C.E.S.","2008","12","01","-42.915667","-22.48175","2009","02","16","042°54'56,4W","22°28'54,3S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:27:51-03","MN","R","210587","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"Jascone, C.E.S.","1162",NA,"Brasil","Rio de Janeiro","Guapimirim","Paraíso",NA,NA,NA,NA,"R010057440",NA,"Jascone, C.E.S.","2008","12","01","-42.9818992614746","-22.5372009277344","2009","02","16",NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA
"15","2016-02-02 14:39:01-02","BGBM","B","B 20 0071696","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","insigne","Elaphoglossum insigne","Brade","isotype","A. F. M. Glaziou","5367","Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071696 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071696","B200071696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-02-02 14:39:01-02","BGBM","B","B 20 0071695","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","J.Sm.",NA,"A. C. Brade","8486","Middle and South America","Brazil",NA,NA,"S. Paulo. Paroupava.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071695 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071695",NA,NA,"1927","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:52:33-03","UFJF","CESJ","72159","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"P.H. Labiak; C.N. Fraga; L. Kollmann; A.P. Fontana; P.H. Labiak","4581a","América do Sul","Brasil","Espirito Santo","Castelo","Parque Estadual do Forno Grande, Localidade de Baleias","1250","1250",NA,"Floresta Ombrófila Densa Altomontana. Terrestre, no interior da mata. Material prensado em álcool.","CESJ072159",NA,"F.B. Matos","2008","02","13","-41.101667","-20.526944","2018","02",NA,"-41.101667","-20.526944",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:30:11-03","UFRRJ","RBR","34462","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"J.P.S. Condack; E.D. Ribeiro, L.S. Sylvestre, V. Silva","606",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Trilha Rui Braga S22°25#?#23.2' W44°38'05.7'","1600","1600",NA,NA,"RBR00034462",NA,NA,"2009","11","26","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"19","2019-01-21 13:40:30-02","MNHN","RECOLNAT_MNHN_P","P00249771","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Rio, Itatiaia",NA,NA,"hb","Herbier E. Cosson [part 1/2] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249771' target='other'> <mi>dwc_moreinfo</mi></a>","P00249771","P00249771_01","F.B. Matos & J.T. Mickel","1871","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5367",NA,NA,NA,NA,NA
"20","2019-01-21 13:40:31-02","MNHN","RECOLNAT_MNHN_P","P00249772","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Rio, Itatiaia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249772' target='other'> <mi>dwc_moreinfo</mi></a>","P00249772","P00249772_01",NA,"1871","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5367",NA,NA,NA,NA,NA
"21","2019-01-21 13:26:29-02","MNHN","RECOLNAT_MNHN_P","P00249773","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Rio, Itatiaia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249773' target='other'> <mi>dwc_moreinfo</mi></a>","P00249773","P00249773_01",NA,"1871","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5367",NA,NA,NA,NA,NA
"22","2015-09-19 11:18:04-03","MNHN","RECOLNAT_MNHN_P","P00249774","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Rio, Itatiaia",NA,NA,"hb","Herbier E. Cosson [part 2/2] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249774' target='other'> <mi>dwc_moreinfo</mi></a>","P00249774","P00249774_01","F.B. Matos & J.T. Mickel","1871","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5367",NA,NA,NA,NA,NA
"23","2015-09-03 17:23:03-03","MNHN","RECOLNAT_MNHN_P","P01380580","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Steere",NA,NA,"Perou",NA,NA,"Peru : Cumbassauma Mts.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01380580' target='other'> <mi>dwc_moreinfo</mi></a>","P01380580","P01380580_01","Matos & Mickel","1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-03 17:23:03-03","MNHN","RECOLNAT_MNHN_P","P01380585","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Statiaia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01380585' target='other'> <mi>dwc_moreinfo</mi></a>","P01380585","P01380585_01","Matos & Mickel","1872","7","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:18:45-03","UFPR","UPCB","94861","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Matos, F.B. | Ollgaard, B. | Mynssen, C. | Pereira, J.B. | Sylvestre, L. | Arana, M. | Windisch, P.G.","2050",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Cachoeira Véu-de-Noiva","1100","1100",NA,"Floresta Ombrófila Densa. Rupícola em local sombreado e úmido, ao lado da cachoeira véu-de-noiva","UPCB0046495",NA,"Matos, F.B. | Mickel, J.T.","2012","02","08","-47.619722","-22.427778","2014",NA,NA,"-47.619722","-22.427778",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-29 14:53:20-03","UFPR","UPCB","68840","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"Labiak, P.H. et al.","4968",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Localidade Balança. Floresta Ombrófila Densa Altomontana.","1250","1600",NA,"Terrestre no interior da mata. Floresta ombrófila densa altomontana..","UPCB0024135","UPCB0024135","Matos, F.B. & Mickel, J.T.","2008","10","15","-41.101667","-20.526944","2014",NA,NA,"-41.101667","-20.526944",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-29 14:53:20-03","UFPR","UPCB","68841","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"Labiak, P.H. et al.","4581a",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Localidade de Bateias. Floresta Ombrófila Densa Altomontana","1250","1250",NA,"Terrestre no interior da mata. Floresta ombrófila densa altomontana..","UPCB0024136","UPCB0024136","Matos, F.B. & Mickel, J.T.","2008","02","13","-41.101667","-20.526944","2014",NA,NA,"-41.101667","-20.526944",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-29 14:53:20-03","UFPR","UPCB","81907","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"Matos, F.B.","2196",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para os três Picos Floresta Ombrófila Densa",NA,NA,NA,"Epipetric in a very humid and shaded apot along the trail to the summit. A couple of individuals were also.","UPCB0004333","UPCB0004333","Matos, F.B.","2013","02","11","-44.6","-22.431","2014",NA,NA,"-44.600","-22.431",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-29 14:53:20-03","UFPR","UPCB","80041","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"Mynssen, C.M.","1335",NA,"Brasil","Rio de Janeiro","Santa Maria Magdalena","Parque Estadual do Desengano. Trilha para o Pico do Desengano a partir da Estalagem Morumbeca.",NA,NA,NA,NA,"UPCB0004331","UPCB0004331","Matos, F.B.","2012","07","25","-41.912","-21.892","2014",NA,NA,"-41.912","-21.892",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-29 14:53:20-03","UFPR","UPCB","77952","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J.Sm.",NA,"Mazziero, F.F.F | Soller, A.","897",NA,"Brasil","São Paulo","Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana. Floresta Ombrófila Densa.",NA,NA,NA,"Rupícola. Crescendo em local sombreado e úmido..","UPCB0004332","UPCB0004332","Matos, F.B.","2011","12","04","-48.693333","24.539444","2015",NA,NA,"-48.693333","24.539444",NA,NA,NA,NA,NA,NA,NA,NA
"31","2010-12-21 17:12:00-02","MO","MOBOT","3318586","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"Alexander C. Brade","Brade 16465","South America","Brazil","Rio de Janeiro",NA,"Flora da Serra dos Orgãos - Sicada do Rancho Frio.","1400.00000000",NA,NA,NA,NA,NA,"A. Rojas","1940","7","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"32","2014-01-09 10:47:00-02","MO","MOBOT","2631987","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"H. Ankersen|Christina Kragelund|Hugo Navarrete","Ankersen 155","South America","Ecuador","Pichincha",NA,"Camino Calacalí - Nanegalito, 18 km from Mitad del Mundo. Nondisturbed primary forest. Inclination steep, orientation 280, few disturbances","2040.00000000","2090.00000000",NA,NA,NA,NA,NA,"1995","4","20","-78.6166667","0.0166667",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"33","2010-12-21 17:10:00-02","MO","MOBOT","3318633","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"Edmundo Pereira","Pereira 352","South America","Brazil","Rio de Janeiro","Itatiaia","Rio Campo Belo.",NA,NA,NA,NA,NA,NA,"Brade","1943","3","9","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto",NA,"1",NA,NA,NA,NA
"34","2016-08-18 13:17:00-03","MO","MOBOT","3318095","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"Alexander C. Brade","Brade 15514","South America","Brazil","Rio de Janeiro",NA,"Itatiaia-Pinheiral.","2100.00000000",NA,NA,NA,NA,NA,"F.B. Matos & J.T. Mickel (NY)","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"35","2016-08-18 13:19:00-03","MO","MOBOT","3318556","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.","Holotype","Auguste F.M. Glaziou","Glaziou 5367","South America","Brazil",NA,NA,"Itatiaia.",NA,NA,NA,NA,NA,NA,"F.B. Matos & J.T. Mickel (NY)","1871","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"36","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","14762",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","J.Sm.",NA,"L. Kollmann; et al","4151",NA,"Brasil","Espírito Santo","Santa Teresa","Rio Saltinho",NA,NA,NA,"Rupícola na sombra. Soros marrons.","MBML014762","MBML014762","F.B. Matos/IX-2016","2001","07","11","-40.506944","-19.936111",NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","34493",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","J.Sm.",NA,"P. Labiak; (a) et al","4581",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande",NA,NA,NA,NA,"MBML034493","MBML034493","F.B. Matos/IX-2016","2008","02","13","-41.101667","-20.526944",NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","37741",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","J.Sm.",NA,"P. Labiak; R.C.Forzza & C.N.Fraga","4968",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Localidade Balança. Floresta Ombrófila Densa Altomontana.","1250","1250",NA,"Terrestre no interior da mata.","MBML037741","MBML037741","F.B. Matos/IX-2016","2008","10","15","-41.101667","-20.526944",NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-10-04 15:45:55-03","F","FMNH-PTERIDOPHYTES","C0661642F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"E. Pereira","47914","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"C0661642F","C0661642F_01","F. B. Matos","1943","3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA
"40","2021-03-03 13:56:12-03","UFF","NIT","NIT1157","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"A. Lobão","1868",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,NA,NA,NA,NA,"NIT00001166",NA,NA,"2012","03","24","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-03 13:56:12-03","UFF","NIT","NIT1156","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"A. Lobão","1869",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,NA,NA,NA,NA,"NIT00001165",NA,"F. Matos","2012","03","25","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","1421922","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Acrostichum","insigne","Acrostichum insigne","Baker","Type fragment","L. Sodiro","60/40","South America - Neotropics","Ecuador",NA,NA,"Andes of Quito.",NA,NA,NA,NA,"US00067193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2083103","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"E. Pereira","47914","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio de Janeiro, Brasil: Estl do Rio, Itatiaia, Rio, Campo Belo.",NA,NA,NA,NA,"US01567509","US01567509_01",NA,"1943","3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3131879","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","prestonii","Elaphoglossum prestonii","(Baker) J. Sm.",NA,"A. F. M. Glaziou","5367","South America","Brazil",NA,NA,"Brasiliae centr, et Austr.",NA,NA,NA,NA,"US01567510","US01567510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA,NA,NA
"45","2019-10-07 09:38:43-03","UEFS","HUEFS","163294","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","insigne","Elaphoglossum insigne","(Fée) Brade",NA,"Moraes, P.L.R.de","2752",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita",NA,NA,NA,NA,"HUEFS0163294","HUEFS0163294",NA,"2009","08","13","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,"22686","auto",NA,NA,"Polypodiopsida",NA,NA,NA
