"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"152","2020-09-12 05:00:02-03","US","US","2933346","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","H. S. Brito & S. G. Vinha","77","1981","8","12","South America - Neotropics","Brazil","Bahia","Região Cacaueira da Bahia. Município de Belmonte. Estação Experimental Gregório Bondar. Ceplac. Barrolândia.",NA,NA,NA,NA,"US01672999","US01672999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"153","2020-09-12 05:00:02-03","US","US","3022468","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","L. R. Noblick & A. Pinto","2800","1983","11","29","South America - Neotropics","Brazil","Bahia","Br.242, Pai Inácio - Palmeiras, Ba.","1000","1060",NA,NA,"US01672998","US01672998_01","-41.47","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"154","2020-09-12 05:00:02-03","US","US","2641282","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","J. C. Lindeman & J. H. Haas","2592","1966","9","29","South America","Brazil","Paraná","Brasiliae australis, 4 km E of Morretes; low stretch of land by road",NA,NA,NA,NA,"US01673252","US01673252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"155","2020-09-12 05:00:02-03","US","US","3411370","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","G. Hatschbach","20257","1968","11","11","South America","Brazil","Paraná","Serra Virgem Maria (Mun. Bocaiúva do Sul)",NA,NA,NA,NA,"US01673250","US01673250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"156","2020-09-12 05:00:02-03","US","US","1281109","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","P. K. Dusén","s.n.","1914","8","19","South America","Brazil","Paraná","Tacarchy, ad marginem silvae primaeva, reg",NA,NA,NA,NA,"US01673243","US01673243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"157","2020-09-12 05:00:02-03","US","US","1281087","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","P. K. Dusén","8877a","1908","8","31","South America","Brazil","Paraná","Paranaguá, in silva primaeva",NA,NA,NA,NA,"US01673242","US01673242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"158","2020-09-12 05:00:02-03","US","US","3411256","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","W. Hoehne","4074",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","São Vicente: São Vicente. Brejo",NA,NA,NA,NA,"US01673245","US01673245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"159","2020-09-12 05:00:02-03","US","US","2841438","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Reitz & Klein, --","4925","1957","10","3","South America","Brazil","Santa Catarina","Pôrto domPalmital, Garuva, Capoeira","10",NA,NA,NA,"US01673247","US01673247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"160","2020-09-12 05:00:02-03","US","US","3290655","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","M. Menandro","115",NA,NA,NA,"South America - Neotropics","Brazil","Espírito Santo","Reserva Florestal da CVRD, Linhares, Esp. Santo. Canto do aceiro com Neném Caldara",NA,NA,NA,NA,"US01673251","US01673251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"161","2020-09-12 05:00:02-03","US","US","1234397","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","P. K. Dusén","7413","1908","12","30","South America","Brazil","Paraná","Inter Roça Nova et Banhado, in silva primaeva",NA,NA,NA,NA,"US01673248","US01673248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"162","2020-09-12 05:00:02-03","US","US","86183","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Organ Mountains",NA,NA,NA,NA,"US00756451","US00756451_01 US00756451_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"163","2020-09-12 05:00:02-03","US","US","1473726","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","P. K. Dusén","s.n.","1914","8","17","South America","Brazil","Paraná","Tacarachy, ad marginem silvae primaevae",NA,NA,NA,NA,"US01673246","US01673246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"164","2020-09-12 05:00:02-03","US","US","3062695","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","D. Sucre","7588","1971","7","29","South America","Brazil",NA,"Estado da Guanabara, Pedra de Itauna",NA,NA,NA,NA,"US01673249","US01673249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"165","2020-09-12 05:00:02-03","US","US","2985448","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","G. Hatschbach","44024","1981","9","28","South America","Brazil","Santa Catarina","Barara (mun. Garuva)",NA,NA,NA,NA,"US01673244","US01673244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"166","2021-03-25 13:51:38-03","UNIVILLE","JOI","1756","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","F.C.S. Vieira","1208","2005","08","21",NA,"Brasil",NA,"Aventureiro.","3","3",NA,"; HABITAT: capoeira; HABITO: liana; TIPO VEGETACIONAL: FODTB","JOI001756","JOI001756",NA,NA,"Brasil",NA,NA,NA,"2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-25 13:51:38-03","UNIVILLE","JOI","9480","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","M. Sartori","55","2006","04","30",NA,"Brasil","Paraná","Colônia Iguaçu.","800","800",NA,"; HABITAT: orla da mata","JOI009480","JOI009480","-50.3828010559082","-25.8742008209229","São Mateus do Sul",NA,"31353","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-25 13:51:38-03","UNIVILLE","JOI","5204","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","A. Bachtold","65","2004","10","19",NA,"Brasil","Santa Catarina","Ilha dos Papagaios","3","3",NA,"Folha de aspecto triangular, flor de corola branca e fruto do tipo cipsela Habitat: Terrestre Habito: Liana","JOI005204","JOI005204","-48.7221984863281","-26.3700008392334","Araquari",NA,"25329","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-25 13:51:38-03","UNIVILLE","JOI","6325","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Meirelles, J.","129","2007","09","11",NA,"Brasil","Santa Catarina","Ilha Araújo do Meio.",NA,NA,NA,"; HABITAT: mata secundária; HABITO: liana","JOI006325","JOI006325","-48.8456001281738","-26.3043994903564","Joinville",NA,"37150","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-25 13:51:38-03","UNIVILLE","JOI","3919","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","F.C.S. Vieira","1163","2005","07","25",NA,"Brasil","Santa Catarina","Ilha dos Espinheiros.",NA,NA,NA,"; HABITAT: capoeira; HABITO: liana; TIPO VEGETACIONAL: Floresta ombrófila Densa de Restinga","JOI003919","JOI003919","-48.8456001281738","-26.3043994903564","Joinville",NA,"37150","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-25 13:51:38-03","UNIVILLE","JOI","3274","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","F.C.S. Vieira","1214","2005","08","21",NA,"Brasil","Santa Catarina","Sambaqui do Cubatão.",NA,NA,NA,"meio terrestre; HABITAT: restinga; HABITO: liana; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI003274","JOI003274","-48.8456001281738","-26.3043994903564","Joinville",NA,"37150","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-25 13:51:38-03","UNIVILLE","JOI","9104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","T. Maia","77","2009","06","26",NA,"Brasil","Santa Catarina","Ilha Araújo do Meio.",NA,NA,NA,"; HABITO: liana; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI009104","JOI009104","-48.6380996704102","-26.2432994842529","São Francisco do Sul",NA,"23627","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-25 13:51:38-03","UNIVILLE","JOI","5871","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","F.C.S. Vieira",NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Ilha Grande.",NA,NA,NA,"Ano de coleta: 2005; HABITO: liana; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI005871","JOI005871","-48.6380996704102","-26.2432994842529","São Francisco do Sul",NA,"23627","auto","2020",NA,NA,"10","29",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-10-07 09:11:42-03","UEFS","HUEFS","107574","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Freitas, J.G.","29","2005","05","07",NA,"Brasil","Bahia","Campo Limpo.",NA,NA,NA,"Vegetação arbustiva-herbácea. Solo arenoso-rupícola.","HUEFS0107574","HUEFS0107574","-40.6","-11.416667","Miguel Calmon","A.Gandara",NA,NA,"2017","40W36'","11S25'","04",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"175","2019-10-07 09:11:42-03","UEFS","HUEFS","109995","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Santos, V.J.","474","2006","03","12",NA,"Brasil","Bahia","Parque de Sete Passagens/ Trilha do Dandá.","1250","1250",NA,"Herbácea - arbustiva. Arenoso - rupícula.","HUEFS0109995","HUEFS0109995","-40.518056","-11.386667","Miguel Calmon","A.Gandara",NA,NA,"2017","40W31'5''","11S23'12''","04",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"176","2020-07-03 15:40:06-03","UEFS","HUEFS","141044","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Bocage, A.","1100","2005","11","23",NA,"Brasil","Bahia","Vale do Catimbau, Trilha da Concha.",NA,NA,NA,NA,"HUEFS0141044","HUEFS0141044 HUEFS0141044_e1",NA,NA,"Santana do Riacho","R.Pereira",NA,NA,"2018",NA,NA,"09",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"177","2019-10-07 09:11:42-03","UEFS","HUEFS","50424","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Forster, W.","273","2000","04","21",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do escorrega, às margens do rio Una.","130","130",NA,"Floresta Ombrófila Densa de encosta - bem preservada.","HUEFS0050424","HUEFS0050424","-45.7","-23.7","São Sebastião",NA,NA,NA,NA,"45W42'","23S42'",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"178","2019-10-07 09:11:42-03","UEFS","HUEFS","66587","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, J.S.","1557",NA,NA,NA,NA,"Brasil","Bahia","s.l.",NA,NA,NA,NA,"HUEFS0066587","HUEFS0066587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,"Isótipo",NA,NA,NA,NA
"179","2019-10-07 09:11:42-03","UEFS","HUEFS","101984","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Miranda, A.M.","5116","2005","07","16",NA,"Brasil","Bahia","Povoado de Barcelos do Sul.",NA,NA,NA,"Orla da mata.","HUEFS0101984","HUEFS0101984","-39.1039009094238","-13.9447002410889","Camamu","A.Gandara","33730","auto","2017",NA,NA,"02",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"180","2019-10-07 09:11:42-03","UEFS","HUEFS","25563","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hoehne, W.","4074","1955","09","18",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"HUEFS0025563","HUEFS0025563","-46.3899993896484","-23.9599990844727","São Vicente",NA,"25482","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"181","2019-09-04 19:37:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"J. S. Blanchet","1557",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA
"182","2019-09-04 18:16:44-03","F","FMNH-SEEDPLANTS","V0050670F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"J. S. Blanchet","1557",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"V0050670F","V0050670F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Isotype",NA,NA,NA,NA
"183","2019-09-04 19:37:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia",NA,"P. W. Lund","296","1834",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA
"184","2019-01-25 15:38:44-02","IAC","IAC","240","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","240","1987","07","08",NA,"Brasil","São Paulo","Estação Ecológica de Angatuba (IF)",NA,NA,NA,NA,NA,NA,"-48.35056","-23.423889","Angatuba","R.B. Torres",NA,NA,"1988","-48.35056","-23.423889","06","08",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-01-25 15:38:44-02","IAC","IAC","51197","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","240","1987","07","08",NA,"Brasil","São Paulo","Estação Ecológica de Angatuba (IF)",NA,NA,NA,NA,NA,NA,"-48.35056","-23.423889","Angatuba","T. Souza",NA,NA,"1988","-48.35056","-23.423889","06","08",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-07-23 11:59:17-03","CEPLAC","CEPEC","111500","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"Lopes, M. M. M.","566","2006","04","09",NA,"Brasil","Bahia","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","850","850",NA,NA,NA,NA,"-39.565278","-15.391667","CAMACAN","R. A. X. Borges",NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-07-23 11:59:17-03","CEPLAC","CEPEC","116861","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"Lopes, M. M. M.","1184","2007","04","12",NA,"Brasil","Bahia","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha até Mormaço.","1000","1000",NA,NA,NA,NA,"-39.341667","-15.173611","arataca","Sem Informação",NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-07-23 11:59:17-03","CEPLAC","CEPEC","91828","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"M. L. Guedes","9062","2001","06","09",NA,"Brasil","Bahia","Na altura do Km 7 da Av. Paralela, da Av. Luiz Viana Filho, Empreendimento Alphavile. Região Metropolitana.",NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","SALVADOR","A. Gandara",NA,NA,NA,"38W30'","12S58'",NA,NA,NA,"30/12/2001",NA,NA,NA,NA,NA,NA
"189","2020-07-23 11:59:17-03","CEPLAC","CEPEC","24536","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis",NA,"H. S. Brito","77","1981","08","12",NA,"Brasil","Bahia","Estação Experimental Gregório Bondar. CEPLAC. Barrolândia.",NA,NA,NA,NA,NA,NA,"-38.8828010559082","-15.8631000518799","BELMONTE","A. Gandara","71281","auto",NA,NA,NA,NA,NA,NA,"05/02/1987",NA,NA,NA,NA,NA,NA
"190","2019-11-13 16:04:30-03","UNISANTA","HUSC","2001","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.; Boldrin, A.H.L.","320","1999","08","12",NA,"Brasil","São Paulo","fazenda da Familia Pinto, Rod SP-55 Km 211,5",NA,NA,NA,"Liana com flores creme muito aromáticas com odor de mel, na beira da trilha; Floresta alta de restinga úmida",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","1999",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-13 16:04:30-03","UNISANTA","HUSC","4484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.; Alonso, M.B.; Silva, J.","702","2002","08","19",NA,"Brasil","São Paulo","fazenda da Familia Pinto, Rod SP-55 Km 211,6",NA,NA,NA,"Liana com botões florais esverdeados; Floresta alta de restinga úmida",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","2002",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-13 16:04:30-03","UNISANTA","HUSC","4493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.","711","2002","09","16",NA,"Brasil","São Paulo","fazenda da Familia Pinto, Rod SP-55 Km 211,6",NA,NA,NA,"Liana com flores creme; Floresta alta de restinga úmida",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","1999",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-13 16:04:30-03","UNISANTA","HUSC","2044","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Magenta, M.A.G.; Sampaio, P.S.P.","194","1999","08","19",NA,"Brasil","São Paulo","praia de guaratuba, Fazenda tres marias, estrada de captação",NA,NA,NA,"Liana com flores alvas e pappus alvos; Floresta alta de restinga úmida",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","2002",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-13 16:04:30-03","UNISANTA","HUSC","2069","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.; Martins, S.E.","337","1999","08","26",NA,"Brasil","São Paulo","praia de Itaguaré",NA,NA,NA,"Liana com flores creme e pappus alvo; Floresta de restinga alta seca",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","1999",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-13 16:04:30-03","UNISANTA","HUSC","4479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.; Waeny, S.; Alonso, M.B.; Lisboa, M.","697","2002","08","12",NA,"Brasil","São Paulo","praia de Itaguaré",NA,NA,NA,"Liana com botões florais creme-esverdeados; Floresta de restinga alta seca",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","2002",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-13 16:04:30-03","UNISANTA","HUSC","4488","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, P.S.P.; Pastore, J.A.","706","2002","09","09",NA,"Brasil","São Paulo","praia de Itaguaré",NA,NA,NA,"Liana com flores e pappus creme, borda da mata; Floresta de restinga alta seca",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Sampaio, P.S.P.","37616","auto","2002",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-13 16:04:30-03","UNISANTA","HUSC","8399","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Moraes, J.N.; Lima, B.","56","2006","08","18",NA,"Brasil","São Paulo","praia do Guaraú, Estancia Balneária Garça Vermelha",NA,NA,NA,"Liana herbacea; Floresta de restinga alta seca",NA,NA,"-46.9900016784668","-24.3199996948242","Peruíbe","Sampaio, P.S.P.","21922","auto","2007",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 17:28:38-03","UEM","HUEM","6080","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Forster, W; C.Atanasio; L.P.Siqueira; M.C.M.Sorreano; Souza, SC; V.Buchianeri; Scalon, VR;","273","2000","04","21",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Cachoeira, Floresta ombrófila densa submontana de encosta bem preservada, interior de mata",NA,NA,NA,"Liana; flores creme e alvas","HUEM000001601","HUEM000001601","-45.7","-23.7","São Sebastião","Moraes, M",NA,NA,"2000","-45.7","-23.7","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2016-08-23 10:58:50-03","NHMLondon","NHM-LONDON-BOT","BM000608497","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1551","1839",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/3c17ea6814addf0dea002e90699938f14c4dc4db/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-41.844147","-13.442881",NA,"Walter C. Holmes; b.1944; W.C.Holmes",NA,NA,"1981","-41.844147","-13.442881",NA,NA,NA,NA,NA,"Isotype",NA,NA,"NHMUK:ecatalogue:4983660",NA
"200","2020-11-12 16:58:23-03","UEL","FUEL","3184","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Martins, J","s.n.","1986","10","31",NA,"Brasil","Paraná","Fazenda Santa Ana, Em frente ao Campus Universitário",NA,NA,NA,NA,NA,NA,"-51.1627998352051","-23.3103008270264","Londrina","Vaz, AMSF","63728","auto","1987",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-12 16:58:23-03","UEL","FUEL","6120","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Matzenbacher, NI","s.n.","1988","12","01",NA,"Brasil","Rio Grande do Sul","Fazenda Maximiniano, BR-116, Km 307",NA,NA,NA,NA,NA,NA,"-51.3250007629395","-30.113899230957","Guaíba","Matzenbacher, NI","28343","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-12 16:58:23-03","UEL","FUEL","41549","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Vieira, FCS","121","2005","08","21",NA,"Brasil","Santa Catarina","Sambaqui do Cubatão","5","5",NA,NA,NA,NA,"-48.8456001281738","-26.3043994903564","Joinville","Vieira, FCS","37150","auto","2005",NA,NA,"09","21",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-12 16:58:23-03","UEL","FUEL","40712","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","obsoleta","Mikania obsoleta","(Vell.) Barroso","Vieira, FCS","1208","2005","08","21",NA,"Brasil",NA,"Aventureiro","10","10",NA,NA,NA,NA,NA,NA,NA,"Vieira, FCS",NA,NA,"2005",NA,NA,"09","21",NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-01 14:54:15-03","UnB","UB","122767","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Lindeman, JC","2592","1966","09","27","Southern America","Brasil","Paraná","4km E de Morretes",NA,NA,NA,"Capítulos com cheiro de mel.; Trepadeira quebradiça.; Baixada úmida",NA,NA,NA,NA,NA,"Barroso, GM",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
