"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","decimalLongitude","decimalLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","preparationType"
"11","2021-03-01 16:18:54-03","UNICAMP","UEC","167087","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"Campos brejosos na beira da rodovia BR-280.","Oliveira, RS","2008","Oliveira, RS; Camargo, RP","120","2008","10","29","Brazil","Paraná","Palmas",NA,"-51.9425","-26.554722","UEC040120","UEC040120",NA,"-51.9425","-26.554722","10",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 09:59:00-03","UNICAMP","UEC","77462","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"flor, Em área alagadiça; flores vermelhas com manchas brancas internamente na base do perigônio.","Dutilh, JHA","1997","Stehmann, JR; Ippolito, A","1660","1995","12","02","Brazil","Santa Catarina","Palmas","Estrada para Horizonte, Próximo à polícia rodoviária",NA,NA,"UEC090407","UEC090407",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:18:54-03","UNICAMP","UEC","185374","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"herbacea bulbosa 70 cm altura, flores vermelhas; brejo",NA,NA,"Lorenzi, H; Bernacci, LC; Franco, E","5751","2005","10","15","Brazil","Paraná","Santa Cecília do Pavão","br-116",NA,NA,"UEC105827","UEC105827",NA,"-50.7835998535156","-23.5172004699707",NA,NA,"10947","auto","108","108",NA,NA
"14","2019-08-20 09:59:00-03","UNICAMP","UEC","174108","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,NA,"Oliveira, RS","2013","Dutilh, JHA","s.n.","1994","11","05","Brazil","Santa Catarina","Santa Cecilia","Na beira da Rodovia BR-116",NA,NA,"UEC089049","UEC089049",NA,"-50.4268989562988","-26.9608001708984","02",NA,"37034","auto",NA,NA,NA,NA
"15","2019-08-16 08:38:11-03","UTFPR","HCF","15687","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"herbácea, 1 m, flores vermelhas, campo úmido. Campos de Palmas.","R.S. Oliveira","2014","E.D. Lozano","2326","2013","12","13","Brasil","PR","Palmas","Fazenda São Pedro","51°40'28 W","26°31'32 S",NA,NA,NA,"-51.674444","-26.525556",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:11:33-03","MBM","MBM","17362","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Amaryllis","santacatarina","Amaryllis santacatarina","Traub.",NA,"Flor vermelha, do brejo. Unicata","Ravenna, P.","1968","Hatschbach, G.","8297","1961","09","26","Brazil","Paraná","Curitiba","Atuba",NA,NA,"MBM017362","MBM017362","Southern America","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA
"17","2020-12-21 16:11:34-03","MBM","MBM","20338","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Flor vermelha, base alvescente. Do brejo","Dutilh, J.","1995","Hatschbach, G.; Smith, L.B.; Klein, R.M.; Smith, L.B.; Klein, R.M.","28250","1971","12","05","Brazil","Paraná","Palmas","Estrada Palmas-Ponte Serrada",NA,NA,"MBM020338","MBM020338","Southern America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"18","2020-12-21 16:11:34-03","MBM","MBM","125583","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Zona de campo, no brejo. Flor vermelha","Ravenna, P.","1989","Hatschbach, G.; Silva, J.M.; Silva, J.M.","53383","1988","09","16","Brazil","Paraná","Palmas","Rod. BR-280, 5-10km L de Palmas",NA,NA,"MBM125583","MBM125583","Southern America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"19","2020-12-21 16:11:34-03","MBM","MBM","219581","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Flor vermelha. Do brejo recém queimado","Hatschbach, G.","1997","Silva, J.M.; Cordeiro, J.; Cruz, J.M.; Cordeiro, J.; Cruz, J.M.","2027","1997","10","01","Brazil","Paraná","Piraquara","Jardim Holandês",NA,NA,"MBM219581","MBM219581","Southern America","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA
"20","2020-12-21 16:11:34-03","MBM","MBM","387785","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Herbácea, 1 m, flores vermelhas, campo úmido.; Campos de Palmas","Oliveira, R.S.","2014","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2326","2013","12","13","Brazil","Paraná","Palmas","Fazenda São Pedro","-51.674472","-26.525639","MBM387785",NA,"Southern America","-51.674472","-26.525639",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:11:34-03","MBM","MBM","7892","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Campo de inundação (brejo). Flor vermelha, nervura central, na base alvescente. Unicata","Dutilh, J.","1995","Hatschbach, G.","19720","1968","09","15","Brazil","Paraná","Curitiba","Rodovia do Xisto, Rio Barigui",NA,NA,"MBM007892","MBM007892","Southern America","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA
"22","2020-12-21 16:11:34-03","MBM","MBM","165887","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Flor vermelha. Do brejo","Hatschbach, G.","1994","Silva, J.M.; Barboza, E.; Barboza, E.","1265","1993","10","11","Brazil","Paraná","Curitiba","Solitude",NA,NA,"MBM165887","MBM165887","Southern America","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA
"23","2020-12-21 16:11:34-03","MBM","MBM","210128","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,NA,"Dutich, J.",NA,"Stehmann, J.R.; et al.; et al.","1660","1995","11","02","Brazil","Paraná","Palmas","Estrada para Horizonte",NA,NA,"MBM210128","MBM210128","Southern America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"24","2020-12-21 16:11:34-03","MBM","MBM","300648","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Flor vermelho-tijolo.; Brejo.","Dutilh, J.","2016","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78323","2004","10","21","Brazil","Rio Grande do Sul","Monte Alegre dos Campos","Rodovia Bom Jesus - Vacaria",NA,NA,"MBM300648","MBM300648","Southern America","-50.7827987670898","-28.6830997467041","02",NA,"20713","auto",NA,NA,NA,NA
"25","2020-12-21 16:11:34-03","MBM","MBM","12078","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Margens de estrada, campo. Flor verde, borda tépalas vermelhas","Ravenna, P.","1969","Hatschbach, G.","22708","1969","10","26","Brazil","Paraná","Clevelândia","Clevelândia",NA,NA,"MBM012078","MBM012078","Southern America","-52.4707984924316","-26.3957996368408","12","01","30860","auto",NA,NA,NA,NA
"26","2020-12-21 16:11:34-03","MBM","MBM","148473","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Flor vermelha, do brejo (solo turfoso)","Ravenna, P.","1992","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1041","1991","09","17","Brazil","Paraná","Colombo","Atuba",NA,NA,"MBM148473","MBM148473","Southern America","-49.2242012023926","-25.2917003631592",NA,NA,"13536","auto",NA,NA,NA,NA
"27","2020-12-21 16:11:34-03","MBM","MBM","7897","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Do brejo. Flor vermelha zarcão. Base alvescente","Ravenna, P.","1968","Hatschbach, G.","19685","1968","09","11","Brazil","Paraná","Curitiba","Atuba",NA,NA,"MBM007897","MBM007897","Southern America","-49.2731018066406","-25.4277992248535","12",NA,"25180","auto",NA,NA,NA,NA
"28","2020-12-21 16:11:34-03","MBM","MBM","125587","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Dos campos de inundação do Rio Iguaçu. Flor vermelha com estrias verdes.","Ravenna, P.","1989","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52391","1988","10","05","Brazil","Paraná","Curitiba","Rod. BR-116, Rio Iguaçu",NA,NA,"MBM125587","MBM125587","Southern America","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA
"29","2020-12-21 16:11:34-03","MBM","MBM","32137","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Brejo, flor vermelho sanguineo, base alvescente","Ravenna, P.","1975","Hatschbach, G.","35228","1974","10","12","Brazil","Paraná","Laranjeiras do Sul","Passo Liso",NA,NA,"MBM032137","MBM032137","Southern America","-52.4160995483398","-25.4078006744385",NA,NA,"28404","auto",NA,NA,NA,NA
"30","2020-12-21 16:11:34-03","MBM","MBM","3774","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Do brejo, flor vermelho-tijolo","Ravenna, P.","1968","Hatschbach, G.","15011","1967","10","19","Brazil","Paraná","Palmas","Santa Bárbara",NA,NA,"MBM003774","MBM003774","Southern America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"31","2020-12-21 16:11:34-03","MBM","MBM","347221","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Erva ereta, epífita semi-ciófila. Flores vermelhas. Relevo forte ondulado. Floresta Ombrófila Densa Montana","Cordeiro, J.","2008","Caxambú, M.G.; et al.; et al.","2150","2008","04","19","Brazil","Paraná","Piraquara","Mananciais da Serra",NA,NA,"MBM347221","MBM347221","Southern America","-49.0633010864258","-25.4416999816895","11","26","12577","auto","1020","1020",NA,NA
"32","2020-12-21 16:11:34-03","MBM","MBM","125588","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub.) Dutilh",NA,"Do brejo, flor vermelha","Ravenna, P.","1989","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52318","1988","09","16","Brazil","Paraná","São Mateus do Sul","Rod. BR-153, Rio Potinga",NA,NA,"MBM125588","MBM125588","Southern America","-50.3828010559082","-25.8742008209229",NA,NA,"31353","auto",NA,NA,NA,NA
"33","2020-12-11 11:44:15-03","UFMG","BHCB","31172","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Liliaceae","Amaryllis","santacatarina","Amaryllis santacatarina","Traub",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Santa Catarina","Palmas","Estrada para Horizonte",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:43:20-03","UFMG","BHCB","31172","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"Flores vermelhas com manchas brancas interna na base do perigônio.; Área alagadiça.",NA,"2007","Stehmann, JR; Ippolito, A","1660","1995","12","02","Brasil","Santa Catarina","Palmas","Estrada para Horizonte, Estrada para Horizonte, próximo a Polícia Rodoviária.",NA,NA,"BHCB055165","BHCB055165","Southern America",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"35","2018-06-22 05:25:00-03","MO","MOBOT","2452222","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Amaryllis","santacatarina","Amaryllis santacatarina","Traub",NA,NA,NA,NA,"Lyman B. Smith|Pe. Raulino Reitz","Smith 9101","1956","12","23","Brazil","Santa Catarina",NA,"Caçador. west of Caçador Taquara verde (25 km)",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3031787","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,NA,"Julie H.A. Dutilh",NA,"Per Dusén","Dusén 6869","1908",NA,NA,"Brazil","Pará",NA,"Balsa Nova, in paludoris.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 09:19:22-03","INPA","INPA","112949","S","Plantae","Monocotyledon",NA,"Asparagales","Amaryllidaceae","Amaryllis","santacatarina","Amaryllis santacatarina","Traub",NA,NA,"Ravenna, PE","1983","Hatschbach, GG","40209","1977","10","04","Brasil","Paraná","Bocaiúva do Sul","Tunas. Capoeira, solo úmido.",NA,NA,"INPA0112949","INPA0112949 INPA0112949_e","Southern America","-49.1150016784668","-25.2061004638672",NA,NA,"61623","auto",NA,NA,NA,NA
"38","2020-08-31 09:19:22-03","INPA","INPA","195556","S","Plantae","Monocotyledon",NA,"Asparagales","Amaryllidaceae","Amaryllis","santacatarina","Amaryllis santacatarina","Traub",NA,NA,"Hatschbach, GG","1997","Silva, JM da","2027","1997","10","01","Brasil","Paraná","Piraquara","Jardim Holandês",NA,NA,"INPA0195556","INPA0195556 INPA0195556_e","Southern America","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2742788","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Amaryllis","santacatarinae","Amaryllis santacatarinae","Traub","1",NA,NA,NA,"L. B. Smith & R. Reitz","9101","1956","12","23","Brazil","Santa Catarina","Caçador","W of Cacador on road to Taquara verde, 25 km.",NA,NA,"US00042711","US00042711_01","South America","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto","900","1000","Isotype",NA
"40","2020-09-12 05:00:02-03","US","US","2455692","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","1",NA,NA,NA,"L. B. Smith & R. Reitz","12475","1964","10","13","Brazil","Santa Catarina","Ponte Serrada","On road to fachinal dos gruedes",NA,NA,"US00042726","US00042726_01","South America","-52.0158004760742","-26.8717002868652",NA,NA,"31911","auto","700","900",NA,NA
"41","2020-09-12 05:00:02-03","US","US","2455703","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","1",NA,NA,NA,"L. B. Smith & R. M. Klein","13987","1964","12","15","Brazil","Santa Catarina","Irani","Campo de irani",NA,NA,"US00042725","US00042725_01","South America","-51.9016990661621","-27.0247001647949",NA,NA,"13629","auto","700","900",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2691915","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","1",NA,NA,NA,"G. Hatschbach","15011","1966","10","19","Brazil","Paraná","Palmas","Sta. barbara",NA,NA,"US00042752","US00042752_01","South America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2691916","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Liliales","Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","1",NA,NA,NA,"G. Hatschbach","15011","1966","10","19","Brazil","Paraná","Palmas","Sta. barbara",NA,NA,"US00042751","US00042751_01","South America","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA
"44","2020-09-02 16:19:17-03","Cenargen","CEN","71196","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","3","Bulbos ca. 10 x 20 cm, folhas presentes variando de 6 a 10 por bulbo, flores com tubo curto, face branca a amarelada, estigma trífido, filete e estilete vermelho, antera de marrom a vinho, pólen amarelo, escapo de verde a vináceo, número de flores 8 a 10 por escapo.","A. C. Amaral-Lopes","2011","Glocimar Pereira-Silva","11055","2006","11","04","Brasil","RS","VACARIA","Passo do Socorro Encanado km 12.","-50.849166","-28.218888","CEN00071196","CEN00071196",NA,"-50.849166","-28.218888","05",NA,NA,NA,"860","860",NA,"Exsicatas"
"45","2020-09-02 16:19:17-03","Cenargen","CEN","82958","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh","6","Tépalas com tubo interno com uma listra branca.","A. C. Amaral-Lopes","2011","Ernestino de S. Gomes Guarino","1155","2006","10","19","Brasil","SC","CAPÃO ALTO","Margem direita da BR-116, sentido Lages (SC) - Vacaria (RS), cerca de 1 km após o posto dos Porongos.",NA,NA,"CEN00082958","CEN00082958",NA,"-50.5119018554688","-27.9368991851807","05",NA,"41668","auto",NA,NA,NA,"Exsicatas"
"46","2019-12-09 17:29:16-03","UFPR","EFC","3451","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"Flores vermelho-escuras. Cresce à margem de córregos. Possui bulbo.","Hatschbach, G.","1993","Ziller, S.R.","276","1992","10","28","Brasil","Paraná","Piraquara","Rio Iraí",NA,NA,"EFC003451",NA,NA,"-49.0633010864258","-25.4416999816895","07","13","12577","auto",NA,NA,NA,NA
"47","2019-10-07 09:19:43-03","UEFS","HUEFS","19310","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,NA,"J.Dutilh","2017","Silva, J.M.","1265","1993","10","11","Brasil","Paraná","Curitiba",NA,NA,NA,"HUEFS0019310","HUEFS0019310",NA,"-49.2731018066406","-25.4277992248535","03",NA,"25180","auto",NA,NA,NA,NA
"48","2019-01-25 15:38:05-02","IAC","IAC","46694","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"27o 02#?# 39.4S, 50o 25#?# 34.1W","Dutilh, Julie Henriette Antoinette","2013","H. Lorenzi; E.F. Souto & L.C. Bernacci","5751","2005","10","15","Brasil","Santa Catarina","Santa Cecília","Beira da BR 116 para Curitiba","-50.426139","-27.044278",NA,NA,NA,"-50.426139","-27.044278","11","15",NA,NA,NA,NA,NA,NA
"49","2019-11-01 15:12:43-03","UnB","UB","184442","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"Erva terrestre, tépalas com tubo interno com uma listra branca. Flor vermelha; Banhado. Relevo plano. Solo argiloso","Amaral, AC","2011","Guarino, ESG; Santos, AA; Sampaio, MB; Barbosa, NF","1155","2006","10","19","Brasil","Santa Catarina","Capão Alto","Margem direita da BR-116, sentido Lages (SC) - Vacaria (RS), cerca de 1km após o posto de Porongos.",NA,NA,"UB0000396","UB0000396","Southern America","-50.5119018554688","-27.9368991851807","05",NA,"41668","auto",NA,NA,NA,NA
"50","2019-11-01 15:12:43-03","UnB","UB","184438","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Amaryllidaceae","Hippeastrum","santacatarina","Hippeastrum santacatarina","(Traub) Dutilh",NA,"Flor vermelha. Herbacéo com 80cm de altura. Bulbos ca. 10x20cm, folhas variando de 6 a10 por bulbo, flores com turbo curto, face branca a amarelada, estigma trífido, filete e estilete vermelho, antera de marrom a vinho, pólen amarelo,","Amaral, AC","2011","Silva, GP; Amaral, AC; Moreira, GA; Medeiros, MB","11055","2006","11","04","Brasil","Rio Grande do Sul","Vacaria","Passo do Socorro Encanado km 12","-50.849167","-28.218889","UB0000394","UB0000394","Southern America","-50.849167","-28.218889","05",NA,NA,NA,"860","860",NA,NA
