"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","533138","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"W. Krieger",NA,"1863",NA,NA,"Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"Unclear as to whether 1863 is the date and 1861 is the collection number or vice versa. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533138","NY00533138_01","Ad fl. Rio Grande, versus Mugi das Guzes, prov. Sao Paulo.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","533139","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"J. N. Rose","20498","1915","07","26","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533139","NY00533139_01","Vicinity of Itatiaya","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","533145","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"L. B. Smith","10342","1957","01","23","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533145","NY00533145_01","By Fazenda Santo Antônio, Campo dos Padres.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","533142","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,"K. Kubitzki","84-5","1984","02","28","Brazil",NA,NA,"-44.658333","-22.384444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533142","NY00533142_01","Serra da Mantiqueira, nahe Serra das Agulhas Negras.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","533148","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","26323","1971","02","08","Brazil","Paraná","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533148","NY00533148_01","Serra Capivari Grande","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","533147","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. Cuatrecasas",NA,NA,NA,"R. Reitz","8389","1959","02","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533147","NY00533147_01","Corral Falso, Bom Jardim, S. Joaquim","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","533144","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"H. S. Irwin","2801","1959","03","03","Brazil","Espírito Santo","Alegre","-41.798225","-20.433785",NA,NA,"2804","2804","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533144","NY00533144_01","Pico da Bandeira, Serra Caparaó.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","533146","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"A. Löfgren","8792","1897","01","10","Brazil","São Paulo","Cruzeiro","-44.9597","-22.57",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533146","NY00533146_01","Marins","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","533143","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","16228","1967","03","30","Brazil","Paraná","Quatro Barras","-48.909823","-25.339301",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533143","NY00533143_01","Morro Mae Catira","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","533140","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. P. P. Carauta",NA,NA,NA,"C. Angeli","26","1960","03","13","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,"2350","2350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533140","NY00533140_01","Itatiaia, Abrigo Rebouças-Prateleiras.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","533149","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,"B. D. Sucre","4678","1969","02","05","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,"2550","2550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533149","NY00533149_01","Planalto de Itatiaia. (Prateleiras)","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","533141","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,"C. V. Roderjan","1125","1994","01","26","Brazil","Paraná","Quatro Barras","-49.0767","-25.3658",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533141","NY00533141_01","Morro Anhangava","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"23","2016-09-27 05:27:00-03","NY","NYBG","533150","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis",NA,"R. L. Liesner",NA,NA,NA,"A. H. Gentry","23150","1978","06","17","Peru","Amazonas",NA,NA,NA,NA,NA,"3200","3200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533150",NA,"Ca. 38 km SW of Leimebamba on road to Balsas.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","533138","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"W. Krieger",NA,"1863",NA,NA,"Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"Unclear as to whether 1863 is the date and 1861 is the collection number or vice versa. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533138","NY00533138_01","Ad fl. Rio Grande, versus Mugi das Guzes, prov. Sao Paulo.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","533139","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"J. N. Rose","20498","1915","07","26","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533139","NY00533139_01","Vicinity of Itatiaya","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","533145","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"L. B. Smith","10342","1957","01","23","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533145","NY00533145_01","By Fazenda Santo Antônio, Campo dos Padres.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","533142","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,"K. Kubitzki","84-5","1984","02","28","Brazil",NA,NA,"-44.658333","-22.384444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533142","NY00533142_01","Serra da Mantiqueira, nahe Serra das Agulhas Negras.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","533148","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","26323","1971","02","08","Brazil","Paraná","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533148","NY00533148_01","Serra Capivari Grande","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","533147","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. Cuatrecasas",NA,NA,NA,"R. Reitz","8389","1959","02","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533147","NY00533147_01","Corral Falso, Bom Jardim, S. Joaquim","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","533144","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"H. S. Irwin","2801","1959","03","03","Brazil","Espírito Santo","Alegre","-41.798225","-20.433785",NA,NA,"2804","2804","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533144","NY00533144_01","Pico da Bandeira, Serra Caparaó.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","533146","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","A. L. Bernardi",NA,NA,NA,"A. Löfgren","8792","1897","01","10","Brazil","São Paulo","Cruzeiro","-44.9597","-22.57",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533146","NY00533146_01","Marins","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","533143","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","16228","1967","03","30","Brazil","Paraná","Quatro Barras","-48.909823","-25.339301",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533143","NY00533143_01","Morro Mae Catira","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","533140","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. P. P. Carauta",NA,NA,NA,"C. Angeli","26","1960","03","13","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,"2350","2350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533140","NY00533140_01","Itatiaia, Abrigo Rebouças-Prateleiras.","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","533149","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,"B. D. Sucre","4678","1969","02","05","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,"2550","2550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533149","NY00533149_01","Planalto de Itatiaia. (Prateleiras)","Magnoliophyta","Oxalidales","South America","sheet",NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:31-03","UFRJ","RFA","29169","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. Cuotrecasas",NA,NA,NA,"O.M.B.","J 171","1961","01","05","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Arbusto","RFA20011",NA,"Parque Nacional do Itatiaia, Planalto, Prateleiras",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"36","2020-06-29 11:29:58-03","UFRJ","RFA","30777","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J.M.A.Braga",NA,NA,NA,"K. Torres; B.Medina; N. Roward",NA,"1998","04","00","Brasil","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"2400","2400","Árvore sem desenvolvimento, mais ou menos 5m., tortuosa, de caule grosso","RFA20391",NA,"Planalto de Itatiaia. Crescendo entre pedras grandes ao norte das Prateleiras",NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"37","2020-06-29 11:29:58-03","UFRJ","RFA","30778","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,NA,NA,"1999","03","16","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Árvore.","RFA10431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:31-03","UFRJ","RFA","29169","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J. Cuotrecasas",NA,NA,NA,"O.M.B.","J 171","1961","01","05","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Arbusto","RFA20011",NA,"Parque Nacional do Itatiaia, Planalto, Prateleiras",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"39","2020-06-29 11:29:58-03","UFRJ","RFA","30777","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","J.M.A.Braga",NA,NA,NA,"K. Torres; B.Medina; N. Roward",NA,"1998","04","00","Brasil","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"2400","2400","Árvore sem desenvolvimento, mais ou menos 5m., tortuosa, de caule grosso","RFA20391",NA,"Planalto de Itatiaia. Crescendo entre pedras grandes ao norte das Prateleiras",NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"40","2020-06-29 11:29:58-03","UFRJ","RFA","30778","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.",NA,NA,NA,NA,NA,NA,"1999","03","16","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Árvore.","RFA10431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:05-03","PUCPR","HUCP","21351","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","s.n.","2009","03","28","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00010936","HUCP00010936","Morro do Canal","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA
"42","2019-12-04 15:25:05-03","PUCPR","HUCP","19986","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1998","2007","12","15","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00010522","HUCP00010522","Morro do Anhangava","Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"43","2019-12-04 15:25:05-03","PUCPR","HUCP","23862","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Vieira, RS",NA,NA,NA,"Dunaiski, A","992","1998","12","12","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"HUCP00010631","HUCP00010631",NA,"Eudicotiledonea",NA,NA,NA,"35166","auto",NA,NA,NA,NA
"44","2019-12-04 15:25:05-03","PUCPR","HUCP","20196","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2593","2009","03","18","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00010784","HUCP00010784","Morro do Canal","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA
"45","2019-12-04 15:25:05-03","PUCPR","HUCP","21351","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","s.n.","2009","03","28","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00010936","HUCP00010936","Morro do Canal","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA
"46","2019-12-04 15:25:05-03","PUCPR","HUCP","19986","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1998","2007","12","15","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00010522","HUCP00010522","Morro do Anhangava","Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"47","2019-12-04 15:25:05-03","PUCPR","HUCP","23862","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Vieira, RS",NA,NA,NA,"Dunaiski, A","992","1998","12","12","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"HUCP00010631","HUCP00010631",NA,"Eudicotiledonea",NA,NA,NA,"35166","auto",NA,NA,NA,NA
"48","2019-12-04 15:25:05-03","PUCPR","HUCP","20196","S","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2593","2009","03","18","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00010784","HUCP00010784","Morro do Canal","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA
"49","2019-10-09 11:13:31-03","UFBA","ALCB","82783","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","humilis","Weinmannia humilis","Engl.","Hatschbach, G","2007",NA,NA,"Hatschbach, G; Ribas, OS","79822","2007","02","08","Brasil","Santa Catarina","Uribici",NA,NA,NA,NA,NA,NA,"2 m. Flor creme.","ALCB036764","ALCB036764 ALCB036764_1","Morro da Igreja","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
