"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","locality","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"905","2020-04-22 16:20:39-03","UFPB","JPB","34478","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2005","05","25","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"449","Southern America",NA,"; DESC: Árvore, frutos imaturos de cor verde.","ferrea","Riacho Gangorra","33254","auto",NA,NA,NA,NA,NA,NA
"906","2020-04-22 16:20:39-03","UFPB","JPB","34313","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2004","12","19","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"284","Southern America",NA,"; DESC: Árvore, flores amarelas, botões florais","ferrea","Riacho Gangorra","33254","auto",NA,NA,NA,NA,NA,NA
"907","2020-04-22 16:20:39-03","UFPB","JPB","31397","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2003","01","31","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,"JPB0031397",NA,"Angiosperma","Dicotyledon",NA,"32","Southern America",NA,"; DESC: Arbóreo. Flor amarela. Planta coletadana mata ciliar do riacho.","ferrea","Riacho Gangorra","33254","auto",NA,NA,NA,NA,NA,NA
"908","2020-04-22 16:20:39-03","UFPB","JPB","34546","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2005","07","23","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"499","Southern America",NA,"; DESC: Árvore, frutos imaturos de cor verde e maduros de cor preta.","ferrea","Riacho Gangorra, Mata Ciliar","33254","auto",NA,NA,NA,NA,NA,NA
"909","2020-04-22 16:20:39-03","UFPB","JPB","34173","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2004","06","09","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"144","Southern America",NA,"; DESC: Árvore, frutos.","ferrea","Riacho Salgado","33254","auto",NA,NA,NA,NA,NA,NA
"910","2020-04-22 16:20:39-03","UFPB","JPB","34325","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2005","01","18","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"296","Southern America",NA,"; DESC: Árvore, flores amarelas, botões florais, frutos imaturos de cor verde","ferrea","Riacho Salgado, Afluente do Riacho Gangorra.","33254","auto",NA,NA,NA,NA,NA,NA
"911","2020-04-22 16:20:39-03","UFPB","JPB","34345","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2005","01","20","Brasil","Paraíba","São João do Cariri","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"316","Southern America",NA,"; DESC: Árvore, flores amarelas, frutos imaturos de cor verde","ferrea","Rio Taperoá","33254","auto",NA,NA,NA,NA,NA,NA
"912","2020-04-22 16:20:39-03","UFPB","JPB","34144","PreservedSpecimen","Plantae","Leguminosae","Libidibia","ferrea","Libidibia ferrea ferrea","(Mart. ex Tul.) L.P.Queiroz","Queiroz, LP de","2013","03",NA,"Lacerda, AV; Barbosa, FM","2004","05","25","Brasil","Paraíba","Soledade","-36.3628005981445","-7.05721998214722",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"115","Southern America",NA,"; DESC: Árvore, frutos.","ferrea","Riacho Santo Antônio","21726","auto",NA,NA,NA,NA,NA,NA
"913","2019-11-06 09:55:33-03","UFOP","OUPR","18620","PreservedSpecimen","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Lewis, G.P.","2013",NA,NA,"Roscha, S.F.","1999","09","08","Brasil","Minas Gerais","Pirapora","-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Árvore. Floresta de encosta",NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA
"914","2019-11-06 09:55:33-03","UFOP","OUPR","9956","PreservedSpecimen","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Lewis, G.P.","2013",NA,NA,"Badini, J.","1977","12","28","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Cultivada. Árvore",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"915","2020-12-04 13:19:09-03","UDESC","LUSC","6079","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","Fonseca, ML.",NA,NA,NA,"Oliveira, FCA; Fonseca, ML","2006","06","07","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"1110","1110","LUSC000915","LUSC000915",NA,NA,NA,"1239",NA,NA,NA,NA,"Reserva Ecológica do IBGE. RA - XVI (Lago Sul). Bosque artificial em frente ao restaurante da Recor.","70570","auto",NA,NA,NA,NA,NA,NA
"916","2020-12-04 13:19:09-03","UDESC","LUSC","6112","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","V.C.Souza",NA,NA,NA,"Santoro, J.","1944","02","21","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"LUSC000913","LUSC000913",NA,NA,NA,NA,NA,NA,NA,NA,"Faz. Sta Elisa.","23900","auto",NA,NA,NA,NA,NA,NA
"917","2020-12-04 13:19:09-03","UDESC","LUSC","5887","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea leiostachya","Benth.","R.F.Almeida",NA,NA,NA,"R.F.Almeida; S.J.De Sordi","2008","07","18","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"LUSC000917","LUSC000917",NA,NA,NA,"133",NA,NA,NA,"leiostachya","Parque Independência. Arena cívica.","53584","auto",NA,NA,NA,NA,NA,NA
"918","2020-12-04 13:19:14-03","UDESC","LUSC","5882","PreservedSpecimen","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea leiostachya","(Benth.) L.P.Queiroz","C.P.Santos",NA,NA,NA,"C.P.Santos; M.C.Siqueira & D.T.Fagundes","2010","01","12","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"LUSC003571","LUSC003571",NA,NA,NA,"34",NA,NA,NA,"leiostachya","Parque Jardim Felicidade.","53584","auto",NA,NA,NA,NA,NA,NA
"919","2019-01-17 11:25:18-02","PUCRS","MPUC","6098","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","S.T. Miotto",NA,NA,NA,NA,"1994","09","12","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"920","2019-01-17 11:25:18-02","PUCRS","MPUC","3673","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","G.C. Hiltl","1975","01","01",NA,"1975","09","17","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"921","2019-01-17 11:25:18-02","PUCRS","MPUC","3294","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","S.M. Nunes","1981","01","01",NA,"1981","08","05","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"922","2019-01-17 11:25:18-02","PUCRS","MPUC","3292","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","S.M. Nunes","2001","01","01","M.C.S. Mathias","1992","09","14","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"923","2019-01-17 11:25:18-02","PUCRS","MPUC","3296","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","S.M. Nunes","1985","01","01",NA,"1985","01","09","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"924","2019-01-17 11:25:18-02","PUCRS","MPUC","6092","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","S.T. Miotto",NA,NA,NA,NA,"1994","09","01","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"Morro Santana",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"925","2019-01-17 11:25:18-02","PUCRS","MPUC","16225","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","L.F.P. Lima","1990","01","01",NA,"1990","04","13","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Fabales",NA,NA,"South America",NA,NA,NA,"campus da PUCRS",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA
"926","2020-10-14 10:01:39-03","FURB","FURB","41546","PreservedSpecimen","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Silva, CAS da",NA,NA,NA,"Reis, A.S. dos; Silva, C.A.S. da","2010","05","22","Brasil","Pará","Capanema","-47.0788889","-1.0672223","-47.0788889","-1.0672223",NA,NA,"FURB24458","FURB24458",NA,NA,NA,"24",NA,NA,NA,NA,"Vila de Califórnia.",NA,NA,NA,NA,NA,NA,NA,NA
"927","2019-11-08 08:52:11-03","FURB","FURB","5375","PreservedSpecimen","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Souza, NL de; Bachmann, V","2007","01","27","Souza, N.L. de; Bachmann, V.","2007","01","27","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38","FURB01726","FURB01726",NA,NA,NA,NA,NA,NA,NA,NA,"Campus I - FURB.",NA,NA,NA,NA,NA,NA,NA,NA
"928","2021-03-16 17:51:59-03","UCS","HUCS","09888","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","Lewis","1981","12","30","Costa, A.L.","1969","12","07","Brasil","Bahia","Milagres","-39.8588981628418","-12.8699998855591",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,"s.n.",NA,NA,"Herbario Alexandre Leal Costa 1570",NA,"Fazenda Bom Jesus","24432","auto",NA,NA,NA,NA,NA,NA
"929","2021-03-16 17:51:59-03","UCS","HUCS","05567","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","Bortoluzzi, R.L.C.","2003","09",NA,"Wasum, R.A.","1989","03","02","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,"s.n.",NA,NA,"Cultivada",NA,"Horto Florestal","18634","auto",NA,NA,NA,NA,NA,NA
"930","2021-03-16 17:51:59-03","UCS","HUCS","09884","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","Lewis","1982","02","05","Pinto, G.","1972","01",NA,"Brasil","Bahia","Castro Alves","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,"s.n.",NA,NA,"Herbario Alexandre Leal Costa 1536; Árvore esgaliada",NA,"Salgado","26883","auto",NA,NA,NA,NA,NA,NA
"931","2021-03-16 17:51:59-03","UCS","HUCS","30100","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart.","Lewis, G.P.","2005",NA,NA,"Hatschbach, G.","1997","01","14","Brasil","Minas Gerais","Monte Azul","-42.874698638916","-15.1549997329712",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,"65760",NA,NA,"Herbario MBM; Caatinga",NA,"Serra do Espinhaço, subida via Montividiu","41110","auto",NA,NA,NA,NA,NA,NA
"932","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","59","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"?",NA,NA,NA,"Brasil","Pernambuco","Jataúba","-36.4963989257812","-7.98999977111816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"brejo","29263","auto",NA,NA,NA,NA,NA,NA
"933","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","97","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"Moura, D","2000","05",NA,"Brasil","Pernambuco","Canindé de São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","462","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","Mart. ex Tul.","Santos, LE","2018","08","14","Alves, AIS","2018","08","14","Brasil","Paraíba","Santa Rita","-35.141111","-6.963333","-35.141111","-6.963333",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Nativa, endêmica. Legume bacoide.",NA,"Usina Miriri",NA,NA,NA,NA,NA,NA,NA,NA
"935","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","128","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"Silveira, M","1982","08",NA,"Brasil","Ceará","Lagoa seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Caatinga",NA,NA,NA,NA,NA,NA,NA,NA
"936","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","274","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","Mart. ex Tul.","Barbosa, M",NA,NA,NA,"Cavalcanti, J","2006","08",NA,"Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Caatinga","38964","auto",NA,NA,NA,NA,NA,NA
"937","2019-03-16 16:29:46-03","UNEMAT","HERBAM","5963","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Amorim Neto, L","2012","06","21","Bieski, I.G.C.","2012","06","20","Brasil","Mato Grosso","Colniza","-59.22425","-9.459778","-59.22425","-9.459778",NA,NA,"HERBAM005963",NA,NA,NA,NA,"1044BI-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","2020-04-27 16:09:56-03","UFES","VIES","20126","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Pereira, M.A.","1993","01","25","Oliveira, R.N.","1993","01","25","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES020126","VIES020126",NA,NA,NA,"383",NA,NA,NA,NA,"Coqueiral.","37987","auto",NA,NA,NA,NA,NA,NA
"939","2019-09-27 18:04:50-03","UFES","VIES","20173","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz","Acácio, G.","1993","10","15","Acácio, G.","1993","10","13","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"VIES020173","VIES020173",NA,NA,NA,"74",NA,NA,NA,NA,"R.F. Bananal do Norte.","35694","auto",NA,NA,NA,NA,NA,NA
"940","2019-06-27 10:25:08-03","UFES","VIES","19944","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz",NA,"2018",NA,NA,"Araújo, D.","1994","05","17","Brasil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES019944","VIES019944",NA,NA,NA,"10030",NA,NA,NA,NA,"Praia das Neves.","24088","auto",NA,NA,NA,NA,NA,NA
"941","2019-06-27 10:25:08-03","UFES","VIES","15030","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz",NA,"2018",NA,NA,"Pereira, O.J.; Peireira, A.P.V.; Gomes, J.M.L.; Silva, L.B. da & Salvador, S.","1997","04","28","Brasil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES015030","VIES015030 VIES015030_1",NA,NA,NA,"5817",NA,NA,NA,NA,"Praia das Neves.","24088","auto",NA,NA,NA,NA,NA,NA
"942","2019-06-27 10:25:08-03","UFES","VIES","13156","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P.Queiroz",NA,"2018",NA,NA,"Queiroz, L.P. de; Costa, M.J.S.L. & Sena, T.S.N.","1993","03","12","Brasil","Bahia","Castro Alves","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,"VIES013156","VIES013156",NA,NA,NA,"3072",NA,NA,NA,NA,NA,"26883","auto",NA,NA,NA,NA,NA,NA
"943","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","559","PreservedSpecimen","Plantae","Leguminosae","Caesalpinia","ferrea","Caesalpinia ferrea parvifolia","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"-40.533333","-19.866667","40°32'W","19°52'S",NA,NA,"BOTUW000559",NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia","Comp. Vale do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA
"944","2019-08-16 08:39:27-03","UTFPR","HCF","6579","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.G. Caxambu","2012","05","17","M.G. Caxambu","2008","01","04","Brasil","PR","Campo Mourão","-52.319361","-24.105861","52°19'09,7 W","24°06'21,1 S","629","629",NA,NA,NA,NA,NA,"1994",NA,NA,"árvore ca. 6 m, heliófita. Casca descamante. Flores amarelas.",NA,"Parque Estadual Lago Azul (PELA)",NA,NA,NA,NA,NA,NA,NA,NA
"945","2019-08-16 08:39:27-03","UTFPR","HCF","22936","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.L. Guedes","2017","04",NA,"M.L. Guedes","2017","02","03","Brasil","BA","Rio de Contas","-42.716667","-13.516667","42°43'00 W","13°31'00 S",NA,NA,NA,NA,NA,NA,NA,"25365",NA,NA,"árvore. Folíolos cartáceos, discolores. Inflorescências com flores amarelas.",NA,"Chapada Diamantina. Caminho para Arapi",NA,NA,NA,NA,NA,NA,NA,NA
"946","2019-08-16 08:39:27-03","UTFPR","HCF","22087","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","C.S. Rosario","2012","06","26","C.S. Rosario","2012","06","26","Brasil","PA","Vitória do Xingu","-52.0099983215332","-2.88000011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arbusto de 3 m de altura; flor amarela, frutos imaturos verdes.",NA,"Belo Monte, acampamento","79439","auto",NA,NA,NA,NA,NA,NA
"947","2019-08-16 08:39:26-03","UTFPR","HCF","44","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.G. Caxambu","2012","05","17","G. Escarate","2001","05","01","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"material vegetativo.",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"948","2019-08-16 08:39:27-03","UTFPR","HCF","685","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.G. Caxambu","2012","05","17","A.E. Bianek","2004","01","19","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"163",NA,NA,"árvore com 6 m de altura, apresentando tronco liso. Flores de coloração amarela, encontrada na arborização urbana.",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"949","2019-08-16 08:39:27-03","UTFPR","HCF","124","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.G. Caxambu","2012","05","17","M.G.F. Kumakura","2002","08","26","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"com frutos.",NA,"arborização urbana","28572","auto",NA,NA,NA,NA,NA,NA
"950","2019-08-16 08:39:27-03","UTFPR","HCF","887","S","Plantae","Fabaceae","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","M.G. Caxambu","2012","05","17","C.D. da Rocha","2004","01","08","Brasil","PR","Farol","-52.6232986450195","-24.0997009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore com altura aproximada de 8 m. Flores amarelas.",NA,"Rua Alagoas, próximo ao Posto de Saúde","17237","auto",NA,NA,NA,NA,NA,NA
"951","2020-06-29 09:30:19-03","UFRRJ","RBR","1119","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart. ex Tul.","H.C. Lima","1978","05",NA,"J. Spada","1978","03","06","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00001119",NA,NA,NA,NA,"63/78",NA,NA,NA,NA,"Reserva Florestal de Linhares, CVRD. Est, X2, talhão 105-60m antes do final da estrada.","48094","auto",NA,NA,NA,NA,NA,NA
"952","2020-06-29 09:30:19-03","UFRRJ","RBR","30461","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"N. Silva-Junior","2002","07","28","Brasil","São Paulo","Andradina","-51.3699989318848","-20.8899993896484",NA,NA,NA,NA,"RBR00030461",NA,NA,NA,NA,"2",NA,NA,NA,NA,"Zoológico Municipal Antônio Joaquim de Moura Andrade.","31224","auto",NA,NA,NA,NA,NA,NA
"953","2020-06-29 09:30:19-03","UFRRJ","RBR","36383","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"P.A. Pereira","2013","06","00","Brasil","Pará","São João da Ponta","-47.9199981689453","-0.849722027778625",NA,NA,NA,NA,"RBR00036383",NA,NA,NA,NA,"s/n°",NA,NA,NA,NA,"'Centro, Rua São João Batista 150. 00° 50#?# 59.55'' sul. 47° 55#?# 13,29'' oeste.'","14128","auto",NA,NA,NA,NA,NA,NA
"954","2020-06-29 09:30:19-03","UFRRJ","RBR","33341","S","Plantae","Fabaceae","Caesalpinia","ferrea","Caesalpinia ferrea","Mart. ex Tul.",NA,NA,NA,NA,"C.S. Nunes","2006","11","09","Brasil","Rio de Janeiro","Seropédica","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00033341",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Universidade Federal Rural do Rio de Janeiro, Jardim Botânico","13730","auto",NA,NA,NA,NA,NA,NA
"955","2013-04-01 09:15:34-03","IPT","BCTW","4665","S","Plantae",NA,"Caesalpinia","ferrea","Caesalpinia ferrea","C.Martius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Coleção Yale 1810",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"956","2013-04-01 09:15:34-03","IPT","BCTW","18772","S","Plantae",NA,"Caesalpinia","ferrea","Caesalpinia ferrea","C. Martius","A. Fernandes",NA,NA,NA,"Lisboa, P.L.B., Fernandes, A.G., Figueiredo, M.A.O. & Silva, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"957","2013-04-01 09:15:34-03","IPT","BCTW","15109","S","Plantae",NA,"Caesalpinia","ferrea","Caesalpinia ferrea","C.Martius",NA,NA,NA,NA,"Mattos Filho, A.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"árvore com 10 x 0,35m de diâmetro, derrubada pelo vento",NA,"Arboreto do Jardim Botânico","57442","auto",NA,"Magnoliopsida",NA,NA,NA,NA
