"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","previousCatalogNumber","sex"
"1","2021-04-05 14:25:01-03","UNESC","CRI","13275","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Funez, L.A.","2016","08","15","Oliveira, A.A.","3174","2016","03","15","Brasil","Santa Catarina","Caçador","-51.255","-26.775","51º15'18''W","26º46'30''S","900","900","SC_PR_550_M_4_10_3RN Habitat: Borda da estrada Habito: Subarbusto","CRI011752","CRI011752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","801719","PreservedSpecimen","Plantae","Asteraceae","Viguiera","malmei","Viguiera malmei","S.F.Blake","J. F. Pruski",NA,NA,NA,"J. M. Silva","943","1991","03","06","Brazil","Paraná","Turvo","-51.5294","-25.0431",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801719","NY00801719_01","Magnoliophyta","Asterales","South America","Fazenda Rikli.","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","801718","PreservedSpecimen","Plantae","Asteraceae","Viguiera","malmei","Viguiera malmei","S.F.Blake","J. F. Pruski",NA,NA,NA,"G. G. Hatschbach","56384","1992","02","19","Brazil","Paraná",NA,NA,NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801718","NY00801718_01","Magnoliophyta","Asterales","South America","Rio Jangada (mun. Jangada).","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","801735","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","H. E. Robinson",NA,NA,NA,"R. A. Wasum","s.n.","1998","03","15","Brazil","Rio Grande do Sul","Bom Jesus","-50.4167","-28.6681",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801735","NY00801735_01","Magnoliophyta","Asterales","South America","est. p/ Faz. do Cilho.","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","801736","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"A. F. M. Glaziou","15080","1884","06","08","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801736","NY00801736_01","Magnoliophyta","Asterales","South America","Congonhas do Campo","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-12-15 14:59:00-02","NY","NYBG","801737","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,NA,NA,NA,NA,"E. L. Ekman","1069","1908","01","14","Argentina","Misiones","Posadas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801737",NA,"Magnoliophyta","Asterales","South America","San Ignacio.","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","801734","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","G. M. Barroso",NA,NA,NA,"G. G. Hatschbach","13845","1966","02","10","Brazil","Paraná","General Carneiro","-51.3156","-26.4275",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801734","NY00801734_01","Magnoliophyta","Asterales","South America","Galinhas.","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","277992","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.",NA,NA,NA,NA,"E. Hassler","8627","1905","01",NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277992","NY00277992_01","Magnoliophyta","Asterales","South America","In regione collium: Cordillera de Villa-Rica","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-30 12:35:18-03","EAO","IAN","21740","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sellow, F","4417",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN021740",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-30 12:35:18-03","EAO","IAN","34766","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia villaricensis","Hassl.",NA,NA,NA,NA,"Hassler, E","8627",NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN034766",NA,"Dicotiledônea",NA,NA,NA,NA,NA,"villaricensis",NA,NA,NA,NA,NA,NA,NA
"11","2019-10-09 11:09:44-03","UFBA","ALCB","114912","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker.) E.E.Schill. & Panero",NA,NA,NA,NA,"Silva, JM; Cunha, EM","5468","2007","02","05","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"2 m de altura, capítulo amarelo.",NA,NA,"Dicotyledon",NA,"Southern America","Rodovia PR-170, Rio Pinhão.",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"12","2019-10-09 11:09:44-03","UFBA","ALCB","71079","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker.) E.E.Schill. & Panero","Alves, M","2019","03",NA,"Silva, JM; Poliquesi, CB","3611","2003","06","13","Brasil","Paraná","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,"ereta, 80cm, capítulo amarelo.",NA,NA,"Dicotyledon",NA,"Southern America","Reserva Indígena de Guarapuava, Rio Marrecas",NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA
"13","2020-11-04 10:54:43-03","ESALQ","ESA","135112","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa",NA,NA,NA,NA,NA,"Filartiga A.L.","12.0","2020","04","12","Brasil","RS","Campestre da Serra","-51.0928001403809","-28.7947006225586",NA,NA,NA,NA,NA,"ESA135112",NA,NA,NA,NA,NA,NA,NA,NA,"27627","auto",NA,NA,NA,NA,NA
"14","2020-11-04 10:54:43-03","ESALQ","ESA","135111","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa",NA,NA,NA,NA,NA,"Filartiga A.L.","11.0","2020","04","12","Brasil","RS","Campestre da Serra","-51.0928001403809","-28.7947006225586",NA,NA,NA,NA,NA,"ESA135111",NA,NA,NA,NA,NA,NA,NA,NA,"27627","auto",NA,NA,NA,NA,NA
"15","2020-11-04 10:54:43-03","ESALQ","ESA","135110","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa",NA,NA,NA,NA,NA,"Filartiga A.L.","10.0","2020","04","12","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"ESA135110",NA,NA,NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"16","2020-11-04 11:02:45-03","ESALQ","ESA","126486","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,"Pruski, J.","1905","06","14","Hatschbach, G.","13845.0","1905","05","19","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,"ESA126486","ESA126486","Magnoliophyta",NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA
"17","2020-11-04 11:02:45-03","ESALQ","ESA","91937","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,NA,NA,NA,NA,"Barbosa, E. et al.","879.0","2004","02","20","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"ESA091937","ESA091937","Magnoliophyta",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"18","2020-11-04 11:02:45-03","ESALQ","ESA","91609","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,"Hind, N.",NA,NA,NA,"Hatschbach, G. et al.","76740.0","2004","02","17","Brasil","Paraná","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,NA,"ESA091609","ESA091609","Magnoliophyta",NA,NA,NA,NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA
"19","2020-11-04 10:55:08-03","ESALQ","ESA","137474","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","J.N. Nakajima","2009",NA,NA,"J.M. Silva","5468.0","2007","02","05","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"ESA137474",NA,NA,NA,NA,"Mariane",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"20","2020-11-04 11:02:45-03","ESALQ","ESA","8228","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,"M. Magenta","2006",NA,NA,"Souza, V.C. ; Sakuragui, C.M.","2062.0","1992","10","12","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Fl","ESA008228","ESA008228","Magnoliophyta",NA,NA,"Serra da Moeda. Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:28:09-03","IAP","PACA-AGP","61431","PreservedSpecimen","Plantae","Compositae","Viguiera","pilosa","Viguiera pilosa","Baker","M. Magenta","2006",NA,NA,"J. Pivetta","1174","1956","02","16","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA061431",NA,"Magnoliophyta","Asterales",NA,"Dr. Pestana.",NA,NA,NA,"36807","auto","Magnoliatae",NA,NA,NA,NA
"22","2019-08-27 13:28:09-03","IAP","PACA-AGP","69253","PreservedSpecimen","Plantae","Compositae","Viguiera","pilosa","Viguiera pilosa","Baker","H. Robinson","1986","03",NA,"Sehnem, A.",NA,"1975","04","13","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"herba arbustiva Habitat: ad flumen et viam silvae","PACA069253",NA,"Magnoliophyta","Asterales",NA,"Fazenda do Cedro",NA,NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA
"23","2019-08-27 13:28:09-03","IAP","PACA-AGP","63903","PreservedSpecimen","Plantae","Compositae","Viguiera","pilosa","Viguiera pilosa","Baker","M. Magenta","2006",NA,NA,"J. C. Sacco","590","1956","03","09","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Instituto Agronômico do Sul - Pelotas Habitat: in dumetosis","PACA063903",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,"51462","auto","Magnoliatae",NA,NA,NA,NA
"24","2019-08-27 13:28:09-03","IAP","PACA-AGP","63902","PreservedSpecimen","Plantae","Compositae","Viguiera","pilosa","Viguiera pilosa","Baker","M. Magenta","2006",NA,NA,"J. C. Sacco","348","1955","03","24","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Instituto Agronômico do Sul - Pelotas/RS Habitat: in dumetosis","PACA063902",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,"51462","auto","Magnoliatae",NA,NA,NA,NA
"25","2019-08-27 13:28:09-03","IAP","PACA-AGP","93927","PreservedSpecimen","Plantae","Compositae","Viguiera","salicifolia","Viguiera salicifolia","Hassler","C. Mondin","2002",NA,NA,"Mondin, C.","2853","2002","12","09","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"HASU N° 15002. Com cerca de 1,7m de altura. Capítulos amarelos. Habitat: na beira da estrada Hábito: arbusto","PACA093927",NA,"Magnoliophyta","Asterales",NA,"RST- 453, Km 159",NA,NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA
"26","2019-11-21 14:32:17-03","UFJF","CESJ","23049","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Kaker","J.N. Nakajima","2003","07",NA,"L. Krieger","CESJ23049","1980","12","09","Brasil","Minas Gerais","São Sebastião da Vitória",NA,NA,NA,NA,NA,NA,"No campo. Subarbusto, flores amarelas.","CESJ023049",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:41:16-03","UFMS","CGMS","63906","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero",NA,"2020",NA,NA,"J.M. Silva; C.B. Poliquesi","3611","2002","04","13","Brasil","Paraná","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,"Capítulo amarelo. Habitat: Beira do rio. Habito: Ereta. 0,80 m de altura.","CGMS1096874",NA,NA,NA,NA,"Reserva Indígena de Guarapuava, Rio Marrecas.",NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA
"28","2021-04-07 11:41:16-03","UFMS","CGMS","49175","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero",NA,"2020",NA,NA,"G. Hatschbach; E. Barbosa; E.F. Costa","78962","2005","03","09","Brasil","Santa Catarina","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,"Capítulo amarelo. Habitat: Orla do araucarieto. Habito: Arbusto. 2,00m de altura.","CGMS1079118",NA,NA,NA,NA,"Campos Novos do Sul.",NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA
"29","2020-12-04 13:19:00-03","UDESC","LUSC","9545","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","L.A. Funez","2016","08","15","A.A. Oliveira","3174","2016","03","15","Brasil","Santa Catarina","Caçador","-51.255","-26.775","51º15'18''W","26º46'30''S","900","900",NA,"LUSC005937",NA,NA,NA,NA,"Floresta Nacional de Caçador. borda da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 09:58:52-03","FURB","FURB","58372","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","V.R. Bueno","2019","06","27","Kassner-Filho, A.","2448","2018","03","23","Brasil","Santa Catarina","Água Doce","-51.4969444","-26.7675","-51.4969444","-26.7675000",NA,NA,"flor amarela Habitat: beira de estrada Habito: erva terrícola","FURB58372","FURB58372",NA,NA,NA,"Ponte Adami.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-09 14:46:33-03","FURB","FURB","63894","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Bueno, V.R","2019","06","27","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4925","2019","03","04","Brasil","Santa Catarina","Lages","-50.4","-28.3502778","-50.4000000","-28.3502778","990","990","Flor amarela Habitat: Campo rupestre; Floresta Ombrófila Mista;Estágio Avançado com corte seletivo; Habito: Erva","FURB63894","FURB63894",NA,NA,NA,"Coxilha Rica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-09 14:46:34-03","FURB","FURB","54474","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Funez, L.A.","2016","08","15","Oliveira, A.A. de","3174","2016","03","15","Brasil","Santa Catarina","Caçador","-51.255","-26.775","-51.2550000","-26.7750000","900","900","SC_PR_550_M_4_10_3RN Habitat: Borda da estrada Habito: Subarbusto","FURB54474","FURB54474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 09:59:32-03","FURB","FURB","44537","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Nakajima, JN","2009",NA,NA,"Silva, J.M.; Cunha, E.M.","5468","2007","02","05","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"FURB19057","FURB19057",NA,NA,NA,"Rio Pinhão.",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"34","2021-03-16 17:51:15-03","UCS","HUCS","12386","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Wasum, R.A.","s.n.","1998","03","15","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"No caminho, emtre rochas",NA,NA,"Angiospermae","Asterales",NA,"Fazenda do Cilho",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"35","2021-03-16 17:51:15-03","UCS","HUCS","13368","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Robinson, H.","1999","05",NA,"Rossato, M.","75","1999","03","19","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"No caminho - interior da mata",NA,NA,"Angiospermae","Asterales",NA,"Margens do Rio Tainhas",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"36","2021-03-16 17:51:15-03","UCS","HUCS","16073","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Robinson, H.","2001","09",NA,"Scur, L.","524","2000","02","19","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Orla da capoeira",NA,NA,"Angiospermae","Asterales",NA,"Vila Sca",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"37","2021-03-16 17:51:15-03","UCS","HUCS","05581","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1989","03","14","Brasil","Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Barranco - beira da estrada",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA
"38","2021-03-16 17:51:15-03","UCS","HUCS","08497","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1992","04","23","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Pequeno arbusto, beira da mata",NA,NA,"Angiospermae","Asterales",NA,"Ana Rech",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"39","2021-03-16 17:51:15-03","UCS","HUCS","05515","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1989","03","17","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Junto a estrada",NA,NA,"Angiospermae","Asterales",NA,"Ana Rech, Faxinal",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"40","2021-03-16 17:51:15-03","UCS","HUCS","05347","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1989","03","02","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"A beira da mata",NA,NA,"Angiospermae","Asterales",NA,"Cascata da Usina",NA,NA,NA,"18634","auto",NA,NA,NA,NA,NA
"41","2021-03-16 17:51:15-03","UCS","HUCS","01722","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Sehnem, A.","s.n.","1975","04","13","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Coleção ASSL 14636; Herba arbustiva ad flumenet via slv.",NA,NA,"Angiospermae","Asterales",NA,"Fazenda do Cedro",NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA
"42","2021-03-16 17:51:15-03","UCS","HUCS","00537","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1985","02","22","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"ICN; Em beira da estrada",NA,NA,"Angiospermae","Asterales",NA,"Fazenda Tupy",NA,NA,NA,"18634","auto",NA,NA,NA,NA,NA
"43","2021-03-16 17:51:15-03","UCS","HUCS","01375","PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia","Hassl.","Mondin, C.","2002",NA,NA,"Wasum, R.A.","s.n.","1986","03","23","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Em beira da estrada - próximo ao rio",NA,NA,"Angiospermae","Asterales",NA,"Mato Perso",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"44","2019-08-16 08:38:26-03","UTFPR","HCF","19954","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","J.N. Nakajima","2009",NA,NA,"J.M. Silva","5468","2007","02","05","Brasil","PR","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"arbusto, 2 m, capítulo amarelo. Mata secundária.",NA,NA,NA,NA,NA,"Rod. PR-170, Rio Pinhão",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"45","2019-08-16 08:38:26-03","UTFPR","HCF","27733","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","H. Robinson","2004",NA,NA,"J.M. Silva","3611","2002","04","13","Brasil","PR","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,"ereta, 80 cm, capítulo amarelo. Beira do rio.",NA,NA,NA,NA,NA,"Reserva Indígena de Guarapuava, Rio",NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA
"46","2019-12-26 15:11:31-03","UFSM","SMDB","2768","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E. Schill. & Panero","Felitto, G; Barboza, E","2014","05","23","Felitto, G; Bianchin, JE; Dutra, M","839","2014","03","22","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"SMDB002768",NA,NA,NA,NA,"Desnível dos rios",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"47","2019-12-26 15:11:31-03","UFSM","SMDB","2480","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E. Schill. & Panero","Felitto, G; Barboza, E","2014","05","23","Felitto, G; Bianchin, JE; Dutra, M","839","2014","03","22","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"SMDB002480",NA,NA,NA,NA,"Desnível dos rios",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
