"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","sex"
"99","2019-11-01 15:15:25-03","UnB","UB","3820","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Heringer, EP","15430","1976","03","05","Southern America","Brasil","Distrito Federal","Brasília","Planaltina","-47.666667","-15.616667","960","960",NA,"Planta ereta.; Erva. Flor amarela; Cerrado seco, aberto, visitado pelo fogo periodicamente.","UB0019567","UB0019567",NA,NA,NA,NA,NA,NA,NA,"-47.666667","-15.616667",NA,NA,NA
"100","2019-11-01 15:15:25-03","UnB","UB","4486","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Batista, JAN","Oliveira, RS","87","1995","02","09","Southern America","Brasil","Distrito Federal","Brasília","Em frente ao Clube do Congresso, final do Lago Norte","-47.833333","-15.766667","1006","1006",NA,"Pétalas e sépalas bem prolongadas.; Erva. Flor verde; Campo sujo alterado.","UB0019563","UB0019563",NA,NA,NA,NA,NA,NA,NA,"-47.833333","-15.766667",NA,NA,NA
"101","2019-11-01 15:15:25-03","UnB","UB","87236","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Anderson, WR","6412","1973","03","06","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, 2km by road N of Alto Paraíso de Goiás","-47.516667","-14.116667","1400","1400",NA,"Scattered in grasses; flowers greenish-yellow; Cerrado","UB0018329","UB0018329",NA,NA,NA,"1975","08","07",NA,"-47.516667","-14.116667",NA,NA,NA
"102","2019-11-01 15:15:25-03","UnB","UB","87238","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Irwin, HS","34964","1972","01","24","Southern America","Brasil","Goiás",NA,"25km S of Niquelândia",NA,NA,"750","750",NA,"Terrestrial, to ca. 35cm tall. Perianth yellow-green; Cerrado and adjacent gallery forest","UB0018332","UB0018332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:15:25-03","UnB","UB","87239","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Heringer, EP","15359","1976","01","15","Southern America","Brasil","Goiás","Santo Antônio do Descoberto","Santo Antônio do Descoberto, Divisa com Distrito Federal","-48.255","-15.9397",NA,NA,NA,"Campo cascalhoso, vegetação baixa, sem árvore. Ereta com 20cm de alt., flores amarelo-esverdeada","UB0018331","UB0018331",NA,NA,NA,"1979","02","02",NA,"-48.255","-15.9397",NA,NA,NA
"104","2019-11-01 15:15:25-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Batista, JAN","Irwin, HS; et al.","26259","1970","02","07","Southern America","Brasil","Minas Gerais","Paracatu","Ca. 10km SE of Paratu","-46.874698638916","-17.2222003936768","675","675",NA,"Terrestrial, to ca. 65cm tall. Perianth yellow-green; Cerrado and gallery","UB0018330","UB0018330","72344","auto",NA,"1997","01","06",NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Funck, HC","630",NA,NA,NA,"Southern America","Venezuela",NA,NA,"in Venezuela prope Cumana altit. 1000m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Funck, HC","676",NA,NA,NA,"Southern America","Venezuela",NA,NA,"in Venezuela prope Cumana altit. 1000m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","Habitat in campis ad Lagoa Santa.","-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Wagener, H","s.n.",NA,NA,NA,"Southern America","Colombia",NA,NA,"Etiam in Columbia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:52:16-03","UFRGS","ICN","046266","S","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","(BHCB) Batista, JAN","Brade, AC","15710","1937","03",NA,"América do Sul","Brasil","SP","São Bernardo do Campo","Villa Emma","-46.560001373291","-23.6900005340576",NA,NA,NA,"Flor verdeada.","ICN00040048",NA,"31119","auto",NA,"2016","03","04",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:13:23-03","IBt","SP","369118","S","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Batista, JAN; Proite, K","1297","2002","02","07",NA,"Brasil","Distrito Federal","Brasília","RA-I setor de Mansões do Lago Norte. Área do lado esquerdo (imediatamente acima da pista) no sentido para o Paranoá, aproximadamente entre MI 4 e MI 5","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto",NA,"2002","02",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:13:23-03","IBt","SP","48280","S","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Guimarães, LRS","Mello Barreto","10805","1940","03","23",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 130","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,"2009","03","05",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:23-03","IBt","SP","42635","S","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Brade, AC","16244","1940","03",NA,NA,"Brasil","São Paulo","São Paulo","Campos entre V. Ema e S. Bernardo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,"1998","09",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:23-03","IBt","SP","28887","S","Plantae",NA,NA,"Orchidaceae","Habenaria","elegantula","Habenaria elegantula","Hoehne","Hoehne, FC","Brade, AC","6196","1913","05",NA,NA,"Brasil","São Paulo","São Paulo","Vila Emma","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Campo. Flores amareladas","SP002118","SP002118","53584","auto",NA,"1937",NA,NA,NA,NA,NA,"Holotype",NA,NA
"114","2019-11-26 16:01:40-03","AMES","HU-HERB","AMES 01947745","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","H. G. Reichenbach",NA,"[illegible]",NA,"1866",NA,NA,"South America","Brazil","Minas Gerais",NA,"Lagoa [illegible]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"115","2019-11-26 16:00:33-03","AMES","HU-HERB","AMES 01947746","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","H. G. Reichenbach",NA,"F. J. Hermann","10898","1943","12","18","South America","Colombia",NA,NA,"Subparamo in Cordillera Oriental near Hacienda de la Maria, south of Abrego.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10898",NA,NA,NA,NA,"undetermined"
"116","2019-11-26 15:58:39-03","AMES","HU-HERB","AMES 01947747","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","H. G. Reichenbach",NA,"P. K. H. Dusén",NA,"1909","1","20","South America","Brazil",NA,NA,"Parana: Desvio Ribas, im campo.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"117","2019-12-05 20:24:15-03","GH","HU-HERB","GH 01947984","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","moritzii","Habenaria moritzii","Ridley",NA,"H. F. Pittier","8006","1918","8","15","South America","Venezuela",NA,NA,"Hacienda de Cura, near San Joaquín",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8006",NA,NA,NA,NA,"undetermined"
"118","2010-08-16 16:44:13-03","AMES","HU-HERB","AMES 00082671","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","moritzii","Habenaria moritzii","Ridley",NA,"Moritz","630b","1865",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"Microscope slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,"630b",NA,NA,"Isosyntype",NA,"undetermined"
"119","2020-08-07 17:11:46-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"Rabelo, BV","1286","1981","06","09",NA,"Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-08-07 17:11:46-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"Silva, MG da","3009","1977","04","03",NA,"Brasil","Pará","Marabá ","Serra dos Carajás","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
