"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","547599","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","G. F. J. Pabst","H. S. Irwin","24908","1969","03","22","South America","Brazil","Goiás","Alto Paraíso de Goiás","Ca. 12 km south of Alto Paraiso (formerly Veadeiros)","-47.5099983215332","-14.1324996948242","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547599","NY00547599_01","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","547650","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Habenaria","elegantula","Habenaria elegantula","Hoehne","M. N. Correa","S. A. Mori","14364","1981","06","12","South America","Brazil","Bahia","Palmeiras","Pai Inacio, BR 242, W of Lencois at km 232","-41.5589","-12.5292",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547650","NY00547650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","547651","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Habenaria","elegantula","Habenaria elegantula","Hoehne","G. F. J. Pabst","L. B. Smith","14304","1965","01","05","South America","Brazil","Santa Catarina","Sao Joaquim","10 km south os Sao Joaquim","-49.93","-28.35","1200","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547651","NY00547651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:46-03","EAO","IAN","138613","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Pabst, GFJ","Irwin, HS; Santos, RR dos","24869","1969","03","21","Southern America","Brasil","Goiás","Chapada dos Veadeiros",NA,NA,NA,"1000","1000",NA,"Terrestrial, to ca. 65cm tall. Perianth green.","IAN138613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1516319","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Dusén PKH",NA,"1909","01","20","Southern America","Brazil",NA,NA,"Parana: desvio Ribas, in campo. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516319","NL-L1516319",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:19-03","NBC","NL-BOTANY","WAG.1136770","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"1969","03","02","Southern America","Brazil",NA,NA,"10km south of Alto do Paraiso.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1136770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1136770","NL-WAG1136770",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 12:17:31-03","ESALQ","ESA","87689","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, J.A.N.","Batista, J.A.N.","1297.0","2002","02","07",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"ESA087689","ESA087689","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:40:59-03","MN","R","142759","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Batista, J.A.N.","Heringer, E.P.; Castellanos, A.","22242","1958","03","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Et. Horto Florest. Paraopeba Minas Gerais",NA,NA,NA,NA,NA,"2013","08","11",NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:40:59-03","MN","R","35722","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","elegantula","Habenaria elegantula","Hoehne","Pabst, G.F.J.","Brade, A.C.","11494","1932","03","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"2200","2200",NA,NA,NA,NA,NA,NA,NA,"1958","12","14",NA,NA,NA,NA,NA,NA
"20","2020-02-10 17:48:52-03","UNICAMP","UEC","118955","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Bianchetti, LB; Batista, JAN","Batista, JAN; Bianchetti, LB; Bianchetti, LB","1180","2001","01","27",NA,"Brazil","Goiás","Santo Antônio do Descoberto","Encostas ao lado do cemitério da cidade, Campo limpo e encosta seca cascalhenta. Solo arenoso, raso, seco, com cascalho sobre a superfície.","-48.2550010681152","-15.9397001266479",NA,NA,NA,"Erva terrestre. Ocasional, observados alguns exemplares pelo local, principalmente na parte mais baixa e arenosa, com menos cascalho, das encostas. Área anteriormente queimada, com a cobertura graminosa rala e baixa. Em plena floração.","UEC034397","UEC034397","42587","auto",NA,"2001","01",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:30-03","MBM","MBM","34490","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.","Pabst, G.","Hatschbach, G.; Anderson, W.; Gates, B.; Anderson, W.; Gates, B.","36398","1975","02","18","Southern America","Brazil","Goiás","Alto Paraíso","20km S de Alto Paraíso",NA,NA,NA,NA,NA,NA,"MBM034490","MBM034490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:38:30-03","MBM","MBM","214019","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.","Batista, J.A.N.","Tessmann, G.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Lagoa Dourada, perto de Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM214019","MBM214019","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:38:30-03","MBM","MBM","214012","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.","Batista, J.A.N.","Tessmann, G.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Lagoa Dourada, perto de Vila Velha, 21km ao sudeste de Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM214012","MBM214012","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-19 11:40:15-03","MNHN","RECOLNAT_MNHN_P","P00386964","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista","Smith, H.H.",NA,NA,NA,NA,NA,"Colombie",NA,NA,"Santa Marta",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386964' target='other'> <mi>dwc_moreinfo</mi></a>","P00386964","P00386964_01",NA,NA,NA,NA,NA,NA,"2375",NA,NA,NA,NA,NA
"25","2015-09-03 19:37:16-03","MNHN","RECOLNAT_MNHN_P","P00386965","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista","Smith, H.H.",NA,NA,NA,NA,NA,"Colombie",NA,NA,"Santa Marta",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386965' target='other'> <mi>dwc_moreinfo</mi></a>","P00386965","P00386965_01",NA,NA,NA,NA,NA,NA,"2375",NA,NA,NA,NA,NA
"26","2017-04-04 11:18:58-03","MNHN","RECOLNAT_MNHN_P","P00405134","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405134' target='other'> <mi>dwc_moreinfo</mi></a>","P00405134","P00405134_01",NA,NA,NA,NA,NA,NA,"C2 1527",NA,NA,NA,NA,NA
"27","2015-09-15 20:05:41-03","MNHN","RECOLNAT_MNHN_P","P00386868","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Schlechter","Dusén, P.",NA,"1909","1","20",NA,"Brésil",NA,NA,"Desvio Ribas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386868' target='other'> <mi>dwc_moreinfo</mi></a>","P00386868","P00386868_01",NA,NA,NA,NA,NA,NA,"7509",NA,NA,NA,NA,NA
"28","2017-05-29 14:46:24-03","MNHN","RECOLNAT_MNHN_P","P00386877","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Smith, L.B.|Reitz, P.R.",NA,"1965","1","5",NA,"Brazil",NA,NA,"Bog, 10 km south of São Joaquim","-49.93333","-28.35","1200","1300","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386877' target='other'> <mi>dwc_moreinfo</mi></a>","P00386877","P00386877_01",NA,NA,NA,NA,NA,NA,"14304",NA,NA,NA,NA,NA
"29","2015-09-19 11:40:04-03","MNHN","RECOLNAT_MNHN_P","P00386963","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista","Funck, N.",NA,"1844","8",NA,NA,"Colombie",NA,NA,"Prov. de Cumana, savannes de St. Augustin",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386963' target='other'> <mi>dwc_moreinfo</mi></a>","P00386963","P00386963_01",NA,NA,NA,NA,NA,NA,"676",NA,NA,NA,NA,NA
"30","2020-10-01 14:26:00-03","JBB","HEPH","22296","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Bianchetti, LB","Salles, AEH; et al.","3951","2006","01","20","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Mata da Caesb","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","02","09",NA,"-47.85","-15.866667",NA,NA,NA
"31","2020-10-01 14:26:00-03","JBB","HEPH","22373","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Bianchetti, LB","Salles, AEH; et al.","3993","2006","02","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","03",NA,NA,"-47.85","-15.866667",NA,NA,NA
"32","2020-10-01 14:26:00-03","JBB","HEPH","21553","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Salles, AEH; Oliveira, MS; Azevedo, INC; Jesus, FPR de; Thiago, RT","3668","2005","03","01","Southern America","Brasil","Goiás","São Gabriel","Rodovia entre São Gabriel e São João d'Aliança","-47.581944","-15.245","1228","1228",NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,"-47.581944","-15.245",NA,NA,NA
"33","2020-10-01 14:26:00-03","JBB","HEPH","4112","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Bianchetti, LB","472","1980","01","10","Southern America","Brasil","Distrito Federal","Brasília","Península do Lago Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1992","05","25",NA,NA,NA,NA,NA,NA
"34","2020-10-01 14:26:01-03","JBB","HEPH","7767","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Chagas, F","s.n.","1993","01","13","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Vale Rio Areias","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,"56114","auto",NA,"1997","06",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:35-03","UFMG","BHCB","149981","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Lau, BL; Massensini Júnior, A; Carvalho, BM de; Bastos, TV","52","2011","02","27","Southern America","Brasil","Minas Gerais","Santa Bárbara","RPPN Caraça, Subida para o Pico do Inficcionado","-43.46325","-20.134306","1811","1811",NA,"Campo limpo. Erva terrícola. Flores verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.46325","-20.134306",NA,NA,NA
"36","2020-12-11 11:44:35-03","UFMG","BHCB","117506","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Mota, NFO; Viana, PL; Echternacht, LA; Costa-Silva, LV; Maciel, GM","1308","2008","03","12","Southern America","Brasil","Minas Gerais","Aiuruoca","Parque Estadual do Papagaio","-44.671472","-22.054778","2060","2060",NA,"Terrestre, flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.671472","-22.054778",NA,NA,NA
"37","2020-12-11 11:44:35-03","UFMG","BHCB","120306","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Batista, JAN","2625","2008","03","05","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, cerca de 10,6 km do entronca","-43.709694","-20.501667","1478","1478",NA,"Erva terrestre. Área anteriormente queimada.; em campo limpo permanentemente úmido em encosta. Solo areno-argiloso, escuro, úmido, com água sobre a superfície","BHCB001314","BHCB001314",NA,NA,NA,"2008","03","05",NA,"-43.709694","-20.501667",NA,NA,NA
"38","2020-12-11 11:44:35-03","UFMG","BHCB","137606","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Carvalho, BM de; L.C. Ribeiro; Lau, BL","52","2010","02","11","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Caminho para a Cascatinha.","-43.476","-20.107778","1297","1297",NA,"Erva terrestre, em campo brejoso. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.476","-20.107778",NA,NA,NA
"39","2020-12-11 11:44:35-03","UFMG","BHCB","149982","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Lau, BL; Massensini Júnior, A","53","2011","03","31","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","MG-010 Próximo ao Morro com uma cruz","-43.513944","-19.162611","1352","1352",NA,"Erva terrícola. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.513944","-19.162611",NA,NA,NA
"40","2020-12-11 11:44:35-03","UFMG","BHCB","180177","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Batista, JAN; Damasceno, LPS; Reis, AFS","3318","2014","03","20","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campos a direita da entrada para a parte de cima da Cachoeira do Tabuleiro, na base do morro com uma cruz","-43.510856","-19.164167","1334","1334",NA,"Coordenadas aproximadas inferidas a partir do Google Earth.; Erva terrestre.Pouco comum. Sépalas verde escuro; pétalas e labelo verde claro; conectivo, rostelo e estigmas verde claro, auriculos e antera esbranquiçados, viscídio creme.","BHCB032350",NA,NA,NA,NA,NA,NA,NA,NA,"-43.510856","-19.164167",NA,NA,NA
"41","2020-12-11 11:44:35-03","UFMG","BHCB","186900","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Batista, JAN; Lustre, GMC","3408","2016","07","31","Southern America","Brasil","Bahia","Palmeiras","Vila do Capão, Trilha entre a Vila do Capão e a Cachoeira da Fumaça","-41.480389","-12.6065","1315","1315",NA,"Erva terrestre. Ocasional. Observados alguns poucos exemplares no local. Em plena floração. Sépalas verdes a verde escuro; pétalas e labelo verde claro a verde-amarelado, com a base esbranquiçada; antera e auriculos esbranquiçados, co","BHCB186900",NA,NA,NA,NA,"2016","07","31",NA,"-41.480389","-12.6065",NA,NA,NA
"42","2020-12-11 11:44:35-03","UFMG","BHCB","186907","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Batista, JAN; Lustre, GMC","3415","2016","07","31","Southern America","Brasil","Bahia","Palmeiras","Vila do Capão, Área a esquerda da trilha entre a vila do Capão e a Cachoeira da Fumaça","-41.479194","-12.604556","1329","1329",NA,"Erva terrestre.Ocasional, obs. dois conjuntos de plantas restritos a pontos especificos,mas com muitos indivíduos.Em plena floração.Sépalas verdes a verde escuro;pétalas e labelo verde claro a verde-amarelado,com a base esbranquiçada;","BHCB186907",NA,NA,NA,NA,"2016","07","31",NA,"-41.479194","-12.604556",NA,NA,NA
"43","2020-12-11 11:44:35-03","UFMG","BHCB","88035","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Viana, PL; et al.","1515","2004","04","02","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Parque Estadual do Rio Preto","-43.31575","-18.207139","1538","1538",NA,"Campo limpo, flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.31575","-18.207139",NA,NA,NA
"44","2020-12-11 11:44:35-03","UFMG","BHCB","92677","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Mota, RC da","2798","2005","03","16","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.527528","-20.13","1480","1480",NA,"Planta coletada em margem graminosa de pequena riacho; erva terrestre; brácteas, pedicelo, ovário, sépalas e cálcar verde-claros; corola verde-amarelada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.527528","-20.13",NA,NA,NA
"45","2020-12-11 11:44:35-03","UFMG","BHCB","105853","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Marino, F; et al.","233","2007","02","27","Southern America","Brasil","Minas Gerais","Carrancas","Afloramento rochoso na estrada entre Carrancas e I","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Campo cerrado, flores verdes.",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:35-03","UFMG","BHCB","180086","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Munhoz, ACD","45","2007","02","19","Southern America","Brasil","Minas Gerais","Brumadinho","Casa Branca, Borda de mata na entrada do clube","-44.1996994018555","-20.1432991027832",NA,NA,NA,"Forte odor adocicado","BHCB032407",NA,"26639","auto",NA,"2015","12","18",NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:35-03","UFMG","BHCB","89452","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Batista, JAN; Proite, K","1297","2002","02","07","Southern America","Brasil","Distrito Federal","Brasília","RA-I, Brasília. Setor de Mansões do Lago Norte. Ár","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Sépalos verde-claros, com a margem esbranquiçada. Pétalos e labelo com a base esbranquiçada, os segmentos verde-claros. Conectivo, rostelo e estigma verde-claro. Anteras branco-amareladas; Em campo limpo seco, temporariamente úmido em","BHCB001315","BHCB001315","70570","auto",NA,"2002","02",NA,NA,NA,NA,NA,NA,NA
