"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","infraspecificEpithet","class","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","typeStatus","individualCount"
"11","2020-11-04 11:13:21-03","ESALQ","ESA","31514","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10236.0","1996","01","12",NA,"Brasil","Minas Gerais","Serra do Cipó. Rod. Belo Horizonte - Conceição do Mato Dentro, ca. 2 km após o Córrego Palácio. Campo rupestre úmido.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto esguio, até 1,2 m alt.; folhas fortemente glaucas; pétalas alvas.","ESA031514",NA,"ESA031514",NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:40:25-03","MN","R","9368","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn. ex Glaz.","Glaziou, A.F.M.","19275 a","1887","05","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009368","Almeda, F., Martins, A.B.","R000009368_001","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:45:37-02","IPA","IPA","2083","S","Plantae","Plantae",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn. ex Glaz.","Andrade-Lima","51-833","1951","01","16","Southern America","Brasil","Minas Gerais","Serra do Cipó, campos gerais da serra.",NA,NA,NA,NA,NA,"Arbusto na subida da serra; flores alvas. Muito ornamental.","IPA0002083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:34:03-03","UNICAMP","UEC","101752","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Romero, R; Almeda, F; Robinson, O; Robinson, D","5361","1998","06","04",NA,"Brazil","Minas Gerais","Estrada para Conceição do Mato Dentro, km 116.","-43.5","-19.166667",NA,NA,NA,"Arbusto, ca. 1,8m. Corola branca, estames amarelos, folhas glaucas.","UEC016745","Versiane, AFA","UEC016745","2016","Jaboticatubas",NA,NA,NA,NA,"04","-43.5","-19.166667",NA,NA,NA,NA
"15","2021-03-01 16:34:03-03","UNICAMP","UEC","101651","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Romero, R; Robinson, O; Robinson, D","5357","1998","06","03",NA,"Brazil","Minas Gerais","Serra do Cipó, ca. 3km da Cachoeira na estrada da Serra Morena. Cerrado circundando mata de galeria.","-43.5","-19.166667",NA,NA,NA,"Arbusto, ca. 2,5m. Corola branca, estames amarelos. Tamanho das folhas variando bastante dentro da população.","UEC016746","Martins, AB","UEC016746","2013","Jaboticatubas",NA,NA,NA,NA,NA,"-43.5","-19.166667",NA,NA,NA,NA
"16","2021-03-01 16:34:03-03","UNICAMP","UEC","131789","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeida, F; Martins, AB; Belinello, R; Fritsch, PW","8587","2001","11","23",NA,"Brazil","Minas Gerais","Serra doCipó, Açude de Cima ca. 40 km fron Distrito Cardeal Mota along road to Fazenda Cachoiera and Pico do Breu.","-43.699167","-20.166667","1127","1127",NA,"shrub to 1 m tall. no flowers seen. calyx lobes6-7, ovary 6-7-locular; undisturbed campo rupestre.","UEC022872","Martins, AB","UEC022872","2013","Santana do Riacho",NA,NA,NA,NA,NA,"-43.699167","-20.166667",NA,NA,NA,NA
"17","2021-03-01 16:34:03-03","UNICAMP","UEC","169538","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9696","2009","03","04",NA,"Brazil","Minas Gerais","Serra do Cipó, About 5 Km down the road to the Cachoeira and Serra Moreno.&nf;Recently burned campo rupestre vegetation.","-44.001861","-19.46525","1025","1025",NA,"Openly branched shrub to 1.5 m tall. Leaves glaucous green. &nf;Flowers 6- or 7- merous. Petals white with flush of yellow and conspicuous venation. filaments white with flush of pink. Both sets of stamens lavender-pink becoming red. Ros","UEC064023",NA,"UEC064023",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"-44.001861","-19.46525",NA,NA,NA,NA
"18","2021-03-01 16:34:03-03","UNICAMP","UEC","169362","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9720","2009","03","05",NA,"Brazil","Minas Gerais","Serra do Cipó, About 8 km beyond the church in Santana do Riacho on the road to Lapinha and Pico do Breu.","-44.176028","-19.196944","1149","1149",NA,"Shrubs to 1 m tall with arching branches. Leaves glaucous green. Flowers 6- or 7-merous. Petals white with yellow flush and darker venation. Filaments white. Both anther sets pinkish. Apendges yellow. Occasional.; Campo rupestre vegeta","UEC063128",NA,"UEC063128",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"-44.176028","-19.196944",NA,NA,NA,NA
"19","2021-03-01 16:34:03-03","UNICAMP","UEC","174349","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeida, F; Romero, R; Robinson, O; Robinson, D","5357","1998","06","03",NA,"Brazil","Minas Gerais","Serra do Cipó, ca. 3 km da Cachoeira na Estrada da Serra Morena.","-43.5","-19.166667",NA,NA,NA,"arbusto, ca. 2,5m, corola branca, estames amarelos. Tamanho de folhas variando bastante dentro da população.; cerrado circundado de mata de galeria.","UEC026442",NA,"UEC026442",NA,"Jaboticatubas",NA,NA,NA,NA,NA,"-43.5","-19.166667",NA,NA,NA,NA
"20","2019-08-20 10:18:19-03","UNICAMP","UEC","130560","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Yamamoto, K; Kinoshita, LS; Yamamoto, LF; Gonçalves, RFP; Miranda, AA","02/115","2002","09","24",NA,"Brazil","Minas Gerais","distrito de Cardeal Mota, trilha para ca","-43.5875","-19.343056",NA,NA,NA,"flor e fruto, Subarbusto 60cm alt., flores cremes, frutos amarelados.","UEC022878","Martins, AB","UEC022878","2013","Santana do Riacho",NA,NA,NA,NA,NA,"-43.5875","-19.343056",NA,NA,NA,NA
"21","2021-03-01 16:34:03-03","UNICAMP","UEC","154914","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8621","2001","10","25",NA,"Brazil","Minas Gerais","Serra do Cipó. Between km 107 and 108 along the road from Lagoa Santa to Conceiçao do Mato Dentro.","-43.589444","-19.284167","1180","1180",NA,"Shrub 1m tall. Leaves spreadng at nearly a right of pink. Petals white with transluscente venation. Androecium yellow. The larger anthers with a faint flush of orange. Frequent in well-drained sites.; Campo rupestre.","UEC045509",NA,"UEC045509",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"-43.589444","-19.284167",NA,NA,NA,NA
"22","2021-03-01 16:34:03-03","UNICAMP","UEC","162821","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Souza, VC; Zappi, DC; Hind, DJN; Paula-Souza, J; Jennings, LVS; et al.","32580","2007","02","17",NA,"Brazil","Minas Gerais","Serra do Cipó Serra da Lapa. Distrito de Sã José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas.","-43.755556","-19.006111","680","680",NA,"Arbusto, ca 1,5 m atl.; corola alva.","UEC019734","Martins, AB","UEC019734","2013","Santana de Pirapama",NA,NA,NA,NA,NA,"-43.755556","-19.006111",NA,NA,NA,NA
"23","2021-03-01 16:34:03-03","UNICAMP","UEC","174439","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8572","2001","10","22",NA,"Brazil","Minas Gerais","Serra do Cipó. Km 104 along the road from Lagoa Santo to Conceição do Mato Dentro","-43.622222","-19.293056","1130","1130",NA,"Shrub to 1 m tall. Leaves antrorsely spreading, blue-green with a flush of maroon. No flowers seen. &nf;Locally common.; Locally common.","UEC026436",NA,"UEC026436",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"-43.622222","-19.293056",NA,NA,NA,NA
"24","2021-03-01 16:34:03-03","UNICAMP","UEC","176233","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Souza, VC; Romão, GO; Sampaio, D; Araújo, AO; Elias, SI","28583","2002","02","28",NA,"Brazil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte- Conceição do Mato Dentro, próximo ao início da estrada da usina.","-43.601917","-19.292083","1050","1050",NA,"Subarbusto , ca. 1m alt.; folhas glaucas; flores alvas,","UEC037962","Martins, AB","UEC037962","2013","Santana do Riacho",NA,NA,NA,NA,NA,"-43.601917","-19.292083",NA,NA,NA,NA
"25","2021-03-01 16:34:03-03","UNICAMP","UEC","176241","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Souza, VC; Romão, GO; Sampaio, D","28664A","2002","03","01",NA,"Brazil","Minas Gerais","Estrada Santana do Riacho-Lapinha, ca. 7km após Santada do Riacho.","-43.697611","-19.128778","1100","1100",NA,"Subarbusto,ca. 1m alt.; flores alvas.; Campo rupestre","UEC037960","Martins, AB","UEC037960","2013","Santana do Riacho",NA,NA,NA,NA,NA,"-43.697611","-19.128778",NA,NA,NA,NA
"26","2021-03-01 16:34:03-03","UNICAMP","UEC","176349","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Almeda, F; Martins, AB; Belinello, R; Almeda, MB","9176","2005","09","28",NA,"Brazil","Minas Gerais","Serra do Cipó. 20Km from the bridge over the Rio Cipó on the road from Serra do Cipó (formerly called Cardeal Mota) to Conceição do Mato Dentro.","-43.561944","-19.273","1130","1130",NA,"Shrub to 1m tall. No flowers seen. Occasional.; Campo rupestre adjacent a small gallery forest.","UEC099192","Almeda, F","UEC099192","2009","Santana do Riacho",NA,NA,NA,NA,"01","-43.561944","-19.273","29",NA,NA,NA
"27","2021-03-01 16:34:03-03","UNICAMP","UEC","75400","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Souza, VC; Miyage, PH; Souza, JP","8434","1995","03","13",NA,"Brazil","Minas Gerais","ca. 5km de Trinta RÉISem direção a Pedro Lessa. km 437 DA RODOVIA Serro-Datas.","-46.554056","-18.551694","1120","1120",NA,"Arbusto , ca. 60cm alt, flores alvas.; CAMPO RUPESTRE, campo arenoso.","UEC004004","Souza, VC","UEC004004","1995","Pedro Lessa",NA,NA,NA,NA,"11","-46.554056","-18.551694","03",NA,NA,NA
"28","2021-03-01 16:34:03-03","UNICAMP","UEC","126065","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Barrero, M","349","1934","02","02",NA,"Brazil","Bahia","Seera do Cipó km 121","-39.3342018127441","-15.4294004440308",NA,NA,NA,"flor alva, arbusto 1,50.; campo","UEC004009","Barrero, M","UEC004009",NA,"Santa Luzia","33804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:34:03-03","UNICAMP","UEC","111671","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Barrero, M","350","1933","08","10",NA,"Brazil","Bahia","Serra do Cipó","-39.3342018127441","-15.4294004440308",NA,NA,NA,"flor alva, arbusto de 1,50.; campo.","UEC004003","Barrero, M","UEC004003",NA,"Santa Luzia","33804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:34:03-03","UNICAMP","UEC","126064","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Barrero, M","348","1934","01","13",NA,"Brazil","Bahia","Serra do Cipó km 112","-39.3342018127441","-15.4294004440308",NA,NA,NA,"flor alva, amrbusto 1,50; campo","UEC004010","Barrero, M","UEC004010",NA,"Santa Luzia","33804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:34:03-03","UNICAMP","UEC","134851","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Castro, NM","427","1995","02","21",NA,"Brazil","Minas Gerais","Serra do Cipó, Estrada da Lagoa Santa. Km 118.","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Subarbusto +ou- 1,50m, entre pedras do afloramento, flores alvas rochoso folhas e caule com um leve tom rosado.; Cresce entre pedras do afloramento.","UEC070332","Martins, AB","UEC070332","2013","Conceição do Mato Dentro","60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:34:03-03","UNICAMP","UEC","10463","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","700","1972","02","07",NA,"Brazil","Minas Gerais","km 112 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor creme, menor.","UEC004013","Semir, J","UEC004013","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:34:03-03","UNICAMP","UEC","10466","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","701a",NA,NA,NA,NA,"Brazil","Minas Gerais","km 112 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"flores creme.","UEC004017","Wurdack, JJ","UEC004017","1978","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:34:03-03","UNICAMP","UEC","10469","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","701","1972","02","07",NA,"Brazil","Minas Gerais","km 112 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro, Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor creme, maior","UEC004005","Semir, J","UEC004005","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:34:03-03","UNICAMP","UEC","10465","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","658","1972","02","07",NA,"Brazil","Minas Gerais","km 113 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor creme amarelada, planta com até 1,50 m.","UEC004012","Semir, J","UEC004012","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:34:03-03","UNICAMP","UEC","10467","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Joly, AB; Semir, J; Gemtchujnicov, I; Joly, AM; Martins, F","2526","1972","05","29",NA,"Brazil","Minas Gerais","km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"subarbusto, 70cm, flor creme.","UEC004016","Semir, J","UEC004016","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:34:03-03","UNICAMP","UEC","200644","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F; Giulietti, AM","1597","1972","04","15",NA,"Brazil","Minas Gerais","km 114 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro, Diamantina.","-43.7449989318848","-19.513599395752","1160","1160",NA,"flor branco creme, arbusto 1,50 m","UEC004007","Semir, J","UEC004007","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:34:03-03","UNICAMP","UEC","200643","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","669","1972","02","07",NA,"Brazil","Minas Gerais","km 114 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro, DiamanTINA.","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor amarelo creme.","UEC004006","Semir, J","UEC004006","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:34:03-03","UNICAMP","UEC","10468","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Joly, AB; Semir, J; Ugadim, Y","135","1970","06","06",NA,"Brazil","Minas Gerais","km 116 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor branca","UEC004011","Semir, J","UEC004011","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:34:03-03","UNICAMP","UEC","10462","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","711","1972","02","07",NA,"Brazil","Minas Gerais","km 116ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor creme, menor.","UEC004015","Semir, J","UEC004015","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:34:03-03","UNICAMP","UEC","10529","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Semir, J; Sazima, M","711","1972","02","07",NA,"Brazil","Minas Gerais","km 116ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor creme, menor.","UEC004020","Semir, J","UEC004020","1979","Jaboticatubas","31264","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:34:03-03","UNICAMP","UEC","74060","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Hatschbach, G; Smith, LB; Ayensu, E","28675","1972","01","17",NA,"Brazil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"arbusto 1,50m, flor creme.; Campo rupestre, encosta rochosa, úmida de morro.","UEC004018",NA,"UEC004018",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:34:03-03","UNICAMP","UEC","46967","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Marques, ESA; et al.","19628","1987","09","08",NA,"Brazil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"erva 70cm, sem flor, sem botão, sem fruto início.","UEC022844","Martins, AB","UEC022844","2013","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:34:03-03","UNICAMP","UEC","46978","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Marques, ESA; et al.","19629","1987","09","08",NA,"Brazil","Minas Gerais","Serra do CIPÓ.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Erva 70cm, sem flor, sem botão, sem fruto.","UEC022868","Martins, AB","UEC022868","2013","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:34:03-03","UNICAMP","UEC","27727","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cordata","Lavoisiera cordata","Cogn.","Lewis, GP; Muniz, CF; Montovani, W; Giulietti, AM; Silva, JS","7815","1982","02","17",NA,"Brazil","Minas Gerais","ao longo da rodovia Belo Horizonte- Conceição do Mato Dentro. Prox a fazenda Boa vista.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"subarbusto0,3-0,4 m altura, flores alvas, filetes amarelos e anteras cor de vinho.","UEC022870","Martins, AB","UEC022870","2013","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
