"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-11-21 14:40:19-03","UFJF","CESJ","54223","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","M. Sobral","C.N. Matozinhos; et al.","449","2009","07","31","América do Sul","Brasil","Minas Gerais","Serra Negra, Ninho da Égua.",NA,"Arbusto, ca. 3m. alt. Frutos amarelos a vermelhos.","CESJ054223",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2010",NA,NA,"Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:40:19-03","UFJF","CESJ","62657","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","K. Antunes","K. Antunes; R.J.V. Alves","465","2013","04","24","América do Sul","Brasil","Minas Gerais","Serra Negra, Propriedade do Sr Nene Rock",NA,"Arvoreta, 3,5m alt. Borda de mata de galeria, próxima a curso d'água, transicação para escrube em solo quartizítico. Frutos imaturos de coloração verdem avermelhados quando maduros","CESJ062657",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2019",NA,NA,"Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:40:19-03","UFJF","CESJ","47253","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","M. Sobral","P.L. Viana; F.M. Ferreira; G.Hermann; C.Costa","2020","2006","04","01","América do Sul","Brasil","Minas Gerais","Serra Negra, Subida para cachoeira do Ninho da Égua.",NA,"Arbusto em solo arenoso.","CESJ047253",NA,"-43.8278007507324","-22.0891990661621","1100","1100",NA,"2012","06","14","Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:19-03","UFJF","CESJ","61323","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","K. Antunes","K. Antunes; R.J.V. Alves; J.H.C. Ribeiro; N. L. Abreu","340","2012","10","20","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para Burro de Ouro",NA,"Arbusto, 2,0m alt., cmapo quartizítico. Frutos maduros roxos","CESJ061323",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2012","10","20","Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:40:19-03","UFJF","CESJ","43955","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","M. Sobral","K. Antunes; N.L. Abreu; C.N. Matozinhos; A.S.M. Valente; F.S. Souza","169","2005","04","22","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para o Ninho da Égua, ca. 1200m alt.",NA,"Arvoreta, campo rupestre. Frutos de coloração verde.","CESJ043955",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2012","06","14","Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:36:35-03","UNICAMP","UEC","64271","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Martinelli, G; et al.","11799","1986","10","25",NA,"Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima.",NA,"Árvore com 18 m de altura, casca cinza-amarelada. Folhas discolores. Inflorescência com pedúnculo e raque verdes, botões verdes. Frutos semi-maduros de cor vermelha. Flores em FAA. Madeira para anatomia.&nf;&nf;Nome vulgar: Araçá-amarelo.;","UEC065316","UEC065316","-42.05","-22","1100","1100",NA,"2016","06",NA,"Nova Friburgo",NA,NA,NA,"-42.05","-22",NA,NA,NA
"17","2021-03-01 16:36:35-03","UNICAMP","UEC","40471","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Irwin, HS; Harley, RM; Onishi, E","28856","1971","01","22",NA,"Brazil","Minas Gerais","Lower cut-over slopes of Serra da Caraça, sandy slopes, near riacho, ca. 10km W. of Barão de Cocaise.",NA,"Shrub ca. 1,5m tall. Corolla and stamens white.; Recently cut-over woodland.","UEC078450","UEC078450",NA,NA,"1400","1400",NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:36:35-03","UNICAMP","UEC","73583","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Baitello, JB","595","1994","03","30",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, pedreira e arredores.",NA,"Arvoreta 3,5m altura, frutos imaturos esverdeados.; Solo arenoso, pedregoso e em alguns locais bastante úmidos.","UEC111377",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,"2016","06",NA,"Cunha","38855","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:41-03","UFOP","OUPR","6641","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Santos, M.F.","Roschel, M.B.","487",NA,NA,NA,NA,"Brasil","Minas Gerais","Antônio Pereira, Córrego do Macaco. Alegria Sul - Samarco.",NA,"Árvore, ca. 6m. Flores amareladas. Orla de mata.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"2014",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA
"20","2021-02-19 17:01:49-03","UFRRJ","RBR","55104","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","D.F. Lima","L.F. Gonçalves","475","2017","11","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Trilha Cartão Postal (Mirante). Parque Nacional da Serra dos Órgãos",NA,NA,"RBR00055104",NA,"-42.986944","-22.451944","1206","1206",NA,"2019","02",NA,"Teresópolis",NA,NA,NA,"42º59'13''W","22º27'7''S",NA,NA,NA
"21","2019-11-01 15:28:29-03","PUC-RIO","FCAB","5328","PreservedSpecimen","Plantae",NA,"Angiospermae","Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"C.M.B. Correia","216","1990","09","13",NA,"Brasil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Síti",NA,"&nf;; Árvore com cerca de 15m. Cap 64 cm.Caule claro liquenico, entrecasca castanha. Folhas discolores, botões com calice verde e corola alva.","005328",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA
"22","2015-09-04 19:45:33-03","MNHN","RECOLNAT_MNHN_P","P06668970","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Aulomyrcia","cambessedeana","Aulomyrcia cambessedeana","O.Berg","Lima","Harley, R.M.|Bromley, G.L.|Carvalho, A.M.|Nunes, J.M.S.|Hage, J.L.|Santos, E.B.",NA,NA,NA,NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul","hb",". s.d. Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, MARch-June, 1980 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06668970' target='other'> <mi>dwc_moreinfo</mi></a>","P06668970","P06668970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22419",NA,NA
"23","2015-09-17 09:11:48-03","MNHN","RECOLNAT_MNHN_P","P00161487","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","amblyphylla","Myrcia amblyphylla","Kiaersk.",NA,"Glaziou, A.",NA,"1884","2","20",NA,"Brésil",NA,"Caraça (Minas)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161487' target='other'> <mi>dwc_moreinfo</mi></a>","P00161487","P00161487_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14831",NA,NA
"24","2015-09-04 14:09:16-03","MNHN","RECOLNAT_MNHN_P","P00161311","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.",NA,"1882","1","11",NA,"Brésil",NA,"Nova Friburgo (Rio)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161311' target='other'> <mi>dwc_moreinfo</mi></a>","P00161311","P00161311_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13893",NA,NA
"25","1996-01-31 09:54:29-02","MNHN","RECOLNAT_MNHN_P","P00161312","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.",NA,"1882","1","11",NA,"Brésil",NA,"Nova Friburgo (Rio)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161312' target='other'> <mi>dwc_moreinfo</mi></a>","P00161312","P00161312_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13893",NA,NA
"26","2020-12-11 11:39:22-03","UFMG","BHCB","106057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Forzza, RC; Pifano, D; Sakuragui, CM; Aona, LYS; Edwards, S; Zappi, DC","3681","2004","11","24","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Ibitipoca, Mata do Monjolinho",NA,"Árvore, 15m alt. Folhas discolores. Frutos verdes","BHCB032768",NA,"-43.866667","-21.683333","1600","1600",NA,"2006",NA,NA,"Lima Duarte",NA,NA,NA,"-43.866667","-21.683333",NA,NA,NA
"27","2020-12-11 11:39:22-03","UFMG","BHCB","109614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Giulietti, AM; Bautista, HP; Stam, G; Guedes, ML","773","1994","09","25","Southern America","Brasil","Bahia","Pai Inácio, Mata ciliar. Sombra da mata. Arenitos com afloramentos rochosos.",NA,"Árvore de ca 10m de altura, com dois troncos desde a base. DAP de cada tronco com ramos de ca 15cm de diâmetro. Folhas simples. Frutos imaturos verdes. Frequência: ocasional.","BHCB012422","BHCB012422","-41.468056","-12.454722","96","96",NA,"2007",NA,NA,"Palmeiras",NA,NA,NA,"-41.468056","-12.454722",NA,NA,NA
"28","2020-12-11 11:39:22-03","UFMG","BHCB","97076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Antunes, K; et al.","169","2005","04","22","Southern America","Brasil","Minas Gerais","Serra Negra., Trilha para o Ninho da Égua",NA,"Arvoreta. Frutos de coloração verde; Campo rupestre","BHCB032979",NA,"-43.8278007507324","-22.0891990661621","1200","1200",NA,"2005",NA,NA,"Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:20:43-03","UFPR","UPCB","94594","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk","Lima, D.F.","Giulietti, A.M. | Bautista, H.P. | Stam, G. | Guedes, M.L","0773","1994","09","25",NA,"Brasil","Bahia","Pai Inácio",NA,"Mata ciliar. Árvore, cerca de 10m de altura com dois troncos desde a base. DAP de cada tronco com ramos cerca de 15 cm de diâmetro. Folhas Simples. Frutos Imaturos Verdes","UPCB0042071","UPCB0042071","-41.468056","-12.454722","960","960",NA,"2016","07",NA,"Palmeiras",NA,NA,NA,"-41.468056","-12.454722",NA,NA,NA
"30","2021-02-11 17:20:43-03","UFPR","UPCB","94708","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk","Sobral, M.","Assis, L.C.S. | Guimarães, E.F. | Carvalho-Silva, M. | Medeiros, E. von. S. | Silva, J.C.","1030","2001","06","29",NA,"Brasil","Minas Gerais","Parque Estadual de Ibitipoca. Mata Grande",NA,"Árvore cerca de 15m alt., no interior da floresta. Folhas discolores. Frutos imaturos verde-vinosos","UPCB0042068",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"2005",NA,NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA
"31","2020-10-13 13:17:00-03","MO","MOBOT","100379930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Auguste F.M. Glaziou","Glaziou 13893",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2991877","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","amblyphylla","Myrcia amblyphylla","Kiaersk.",NA,"A. Macedo","5478","1988","11","15","South America - Neotropics","Brazil","Minas Gerais","Fazenda Arantes",NA,NA,"US01891989","US01891989_01 US01891989_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","1123504","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"ex herb. Glaziou","13893","1882","1","11","South America - Neotropics","Brazil","Rio de Janeiro","Novo Friburgo.",NA,NA,"US00048347","US00048347_01",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"34","2019-11-13 11:26:59-03","USP","SPF","223210","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Santos, MF","Marquete, R","4403","2014","05","14",NA,"Brasil","Minas Gerais","Distrito de Conceição do Ibitipoca. Na estrada que da acesso ao portão de entrada do Parque (ca. de 200 m deste).",NA,NA,"SPF00223210",NA,"-43.903056","-21.711111","1373","1373",NA,"2015",NA,NA,"Lima Duarte",NA,NA,NA,"-43.903056","-21.711111",NA,NA,NA
"35","2019-11-13 11:26:59-03","USP","SPF","104021","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Santos, MF","Giulietti, AM","PCD773","1994","09","25",NA,"Brasil","Bahia","Morro do Pai Inácio",NA,NA,"SPF00104021",NA,"-41.468056","-12.454722","960","960",NA,"2014",NA,NA,"Palmeiras",NA,NA,NA,"-41.468056","-12.454722",NA,NA,NA
"36","2019-11-21 10:12:32-03","USP","SPF","104299","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Santos, MF","Guedes, MLS","PCD1519","1994","12","30",NA,"Brasil","Bahia","Morro do Pai Inácio",NA,NA,"SPF00104299",NA,"-41.471111","-12.456389","1130","1130",NA,"2014",NA,NA,"Palmeiras",NA,NA,NA,"-41.471111","-12.456389",NA,NA,NA
"37","2019-11-13 11:26:59-03","USP","SPF","112311","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Andrade, PM","998","1987","07","30",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,"SPF00112311",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"2016","06",NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:26:59-03","USP","SPF","189779","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Sobral, M","Forzza, RC","3345","2004","03","31",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,"SPF00189779",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"2006",NA,NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:26:59-03","USP","SPF","199792","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Sobral, M","Matozinhos, CN","449","2009","07","31",NA,"Brasil","Minas Gerais","Serra Negra",NA,NA,"SPF00199792",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2010",NA,NA,"Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:26:59-03","USP","SPF","99343","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Santos, MF","Baitello, JB","595","1994","03","30",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,NA,"SPF00099343",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,"2014",NA,NA,"Cunha","38855","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:26:59-03","USP","SPF","65195","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Kuhlmann, M","3343","1946","06","11",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo",NA,NA,"SPF00065195",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"2016","06",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-04 11:17:34-03","UEFS","HUEFS","87065","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","amblyphylla","Myrcia amblyphylla",NA,NA,"Sem coletor","14831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"43","2019-10-07 09:35:32-03","UEFS","HUEFS","87024","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.","13893","1882",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUEFS0087024",NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"44","2019-10-07 09:35:32-03","UEFS","HUEFS","87025","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.","13893","1882",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUEFS0087025",NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"45","2019-10-07 09:35:32-03","UEFS","HUEFS","87026","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.","13893","1882",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUEFS0087026",NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"46","2019-09-04 19:42:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","amblyphylla","Myrcia amblyphylla",NA,NA,"A. Glaziou","14831",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"47","2015-03-07 09:00:16-03","F","FMNH-SEEDPLANTS","V0106386F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0106386F","V0106386F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"48","2019-09-04 18:51:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"49","2019-01-23 11:01:00-02","F","FMNH-SEEDPLANTS","V0065459F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893","1882",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065459F","V0065459F_01","-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
