"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","individualCount","fieldNumber"
"17","2020-06-29 09:29:11-03","UFRRJ","RBR","42997","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"T.P.P. Alverga",NA,"2015","06","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.22","-22.934444",NA,NA,"RBR00042997","RBR00042997","Inventário Carbono - Rio de Janeiro. Inventário complementar F43/83.",NA,NA,"T.P.P. Alverga",NA,NA,"43º13'12''W","22º56'4''S",NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:29:11-03","UFRRJ","RBR","34134","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"G.A. Rodrigues","23","2008","09","06",NA,"Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"RBR00034134","RBR00034134","Ilha da Marambaia, Parcela 50 Pl 05. Cota 500m.","17272","auto","T.A. Amorim","2013","03",NA,NA,NA,NA,"27",NA,NA,NA
"19","2013-04-01 09:15:02-03","IPT","BCTW","4209","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"20","2020-12-21 16:12:21-03","MBM","MBM","353121","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.","SINTYPE","Pessoal do Horto Florestal","119","1926","11","16","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Árvore de 8-15 m de alt.; mata; fl. esverdeada.; Árvore de 8 - 15 m de alt. Flor esverdeada; Matta.","MBM353121","MBM353121","Matta do Pae Ricardo","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:12:21-03","MBM","MBM","261639","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pruinosum","Aspidosperma pruinosum","Markgr.",NA,"Azevedo, V.","16","1994","09",NA,"Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"MBM261639","MBM261639","Brasília",NA,NA,"Azevedo, V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-15 17:51:35-03","UFMG","BHCB","83655","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Kuhlmann, JG","s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Árvore de porte elevado, ca. 15-20m. Tronco irregularmente sulcado com a córtex lisa e delgada.",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-15 17:51:35-03","UFMG","BHCB","83700","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","pruinosum","Aspidosperma pruinosum","Markgr.",NA,"Duarte, AP","8179","1964","07","13","Southern America","Brasil","Goiás",NA,NA,NA,NA,"Árvore de 15-25m com a copa cônica, córtex suberosa, tronco erregularmente sulcado.",NA,NA,"De Goiânia para Alexânia.",NA,NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:31:42-03","UFMG","BHCB","54424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","pruinosum","Aspidosperma pruinosum","Markgr.","Syntypus","Barreto, HLM","577","1934","04","06","Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Árvore de 8 m. Muito frequente.","BHCB000020","BHCB000020","Jardim Botânico","17082","auto",NA,"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:31:42-03","UFMG","BHCB","41778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","pruinosum","Aspidosperma pruinosum","Markgr.",NA,"Duarte, AP","9312","1965","10","16","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Peroba-de-gomo. Árvore de porte elevado de 15-20m mais ou menos.; Em capão de mata úmida remanescente.",NA,NA,"Parque do Gama, Cidade Satélite.","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","1733818","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Yaneth Roca|et al.","Roca de Saldias 1311","2000","8","9","South America","Bolivia","Santa Cruz","Chiquitos","-60.18444","-18.05027",NA,NA,NA,NA,"Progresiva del Entre San Jose y Ipias. Kp 75+898. Dosel 2-4 metros, suelo completamente arenoso, vegetacion con tallos quemados. Tapon #11.",NA,NA,"Y. Roca (USZ)",NA,NA,NA,NA,"439.00000000",NA,NA,NA,NA,NA
"27","2012-04-24 12:29:00-03","MO","MOBOT","3211787","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pruinosum","Aspidosperma pruinosum","Markgr.",NA,"Apparicio P. Duarte|Edmundo Pereira","Duarte 9312","1965","10","16","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Parque do Garva, Cidade Satelite de Brasilia.",NA,NA,"A.P. Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-24 17:21:04-03","MBML","MBML-HERBARIO","38991",NA,"Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.","TIPO","Pessoal do Horto Florestal",NA,"1926","12","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Arvore de 10-12m de alt.","MBML038991","MBML038991","Sylvestre","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","USw31700","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium",NA,NA,"A. P. Duarte","RBW 3301",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"30","2021-03-15 18:24:30-03","USP","SPF","197812","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Santos, MF","449","2007","05","20",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","-43.431333","-19.414444",NA,"Árvore, 6 m. Folhas com face adaxial verde-escura, brilhante. Estéril. Material prensado em álcool.","SPF00197812",NA,"Santana do Rio Preto, (Cabeça de Boi). Apa do Parque Nacional da Serra do Cipó. Margem do Córrego Cipó, à meia altura da serra.",NA,NA,"Castello, ACD","2019","04","-43.431333","-19.414444",NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:13:10-03","UEFS","HUEFS","152433","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.","Tipo","Pessoal do Horto Florestal","119","1926","07","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"HUEFS0152433","HUEFS0152433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"32","2019-10-07 09:13:10-03","UEFS","HUEFS","79421","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Duarte, A.P.","9312","1965","10","16",NA,"Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"HUEFS0079421","HUEFS0079421","Parque do Gama, Cidade Satélite.","70570","auto","R.F.Souza-Silva","2006","12",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"33","2019-09-04 18:30:54-03","F","FMNH-SEEDPLANTS","V0092449F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium",NA,"Isosyntype","P. Occhioni","6853","1922","2","22","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0092449F","V0092449F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"34","2018-10-25 11:26:58-03","F","FMNH-SEEDPLANTS","V0421031F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium",NA,NA,NA,"61163","1926","11","16","South America","Brazil","Rio de Janeiro",NA,"-42.5","-22",NA,NA,"V0421031F","V0421031F_01 V0421031F_02",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"RB 61163"
"35","2020-07-23 11:57:17-03","CEPLAC","CEPEC","130486","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium",NA,"Sintipo","Pessoal do Horto Florestal","119","1928","05","16",NA,"Brasil","Rio de Janeiro","rio de janeiro","-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll> Peroba-taboada",NA,NA,"Perto da sede do Horto Florestal.","57442","auto","Pessoal do Horto Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:32:58-03","UFRGS","ICN","177330","S","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Pessoal do Horto Florestal","s.n.","1926","12","02","América do Sul","Brasil","RJ","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Duplicata JBRJ 61163; árvore de 10-12 m de alt.","ICN00010854","ICN00010854 ICN00010854_1",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 09:58:36-03","IBt","SP","415712","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.",NA,"Pessoal do Horto Florestal","119","1926","12","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Silvestre",NA,NA,"Kuhlmann, M","1940",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 09:58:36-03","IBt","SP","415693","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","compactinervium","Aspidosperma compactinervium","Kuhlm.","Syntype","Occhioni, P","s.n.","1922","02","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Árvore de 10-30 m, tronco escavado. Fl. alvacentas","SP000374","SP000374","Corcovado","57442","auto","Kuhlmann","1940",NA,NA,NA,NA,NA,NA,NA,NA,NA
