"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","class","individualCount","relatedCatalogItem","sex"
"11","2020-11-04 12:18:03-03","ESALQ","ESA","125015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri",NA,"Kuntz, J.",NA,"2013","03","28",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.","-47.5","-23.9599990844727",NA,"Regenerante.","ESA125015",NA,NA,"Pirani, J.R.","41034",NA,NA,"auto","2013",NA,NA,"04","25",NA,NA,NA,NA,NA
"12","2020-11-04 12:18:03-03","ESALQ","ESA","23993","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Barreto, K.D. et al.","3334.0","1994","12","01",NA,"Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,"ESA023993",NA,NA,"Souza, V.C.","32505",NA,NA,"auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 12:18:03-03","ESALQ","ESA","93040","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Bianchini, R.S. et al.","1570.0","2003","08","21",NA,"Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,"ESA093040",NA,NA,"Bianchini, R.S.","27258",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 12:18:03-03","ESALQ","ESA","50319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri",NA,"Carboni, M. et al.","186.0","2005","03","29",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA050319",NA,NA,NA,"37574",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:18:03-03","ESALQ","ESA","15105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Moraes, P.L.R. et al.","920.0","1994","04","22",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015105",NA,NA,"Souza, V.C.","27904",NA,NA,"auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:50:42-02","IPA","IPA","7484","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Andrade-Lima","54-1956","1954","11","26","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,"Arbusto. Frutos.","IPA0007484","IPA0007484","septentrionalis","Pirani, J.R.","18865",NA,NA,"auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:50:42-02","IPA","IPA","52831","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Marta; Fátima; Paulo; Fátima; Paulo","s.n.","1991","05","30","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0052831",NA,"septentrionalis","Rita Pereira","18865",NA,NA,"auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:50:42-02","IPA","IPA","25627","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Ferreira, F.; Andrade-Lima; Andrade-Lima","07","1980","10","13","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, na subida da mata.","-34.8810997009277","-8.05389022827148",NA,"Arbusto ca. 2,5m com frutos maduros vermelho-alaranjados; comum.","IPA0025627","IPA0025627","septentrionalis","Pirani, J.R.","18865",NA,NA,"auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:50:42-02","IPA","IPA","2184","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Andrade-Lima","51-926","1951","07","30","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, próximo clareira, mata.","-34.8810997009277","-8.05389022827148",NA,"Arbusto; flores cremes.","IPA0002184","IPA0002184","septentrionalis","Pirani, J.R.","18865",NA,NA,"auto","1990",NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA
"20","2019-02-15 11:50:42-02","IPA","IPA","84526","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Oliveira, M.","1453","2003","10","27","Southern America","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, lagedo do pega.","-35.9393997192383","-8.97249984741211",NA,"Arvoreta ca. 2,5m de altura; frutos vermelhos.","IPA0084526",NA,NA,"Pirani, J.R.","16798",NA,NA,"auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:50:42-02","IPA","IPA","79272","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.","197","2007","03","22","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata. Interior da mata.","-38.1375","-8.256944",NA,"Arbusto ca. 4-5m de altura, inflorescência com flores diminutas e floração passada.; Mata Atlântica.","IPA0079272",NA,"septentrionalis","Alves-Araújo, A.",NA,"178","178",NA,"2007","-38.1375","-8.256944","06","21",NA,NA,NA,NA,NA
"22","2019-02-15 11:50:42-02","IPA","IPA","89495","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Roseane Karla; Barros, R.; Chagas, M.; Barros, R.; Chagas, M.","38","2014","02","16","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Jaguaré","-35.183333","-8.562778",NA,"Árvore com altura média de 2,9 m, CNB de 7,3 cm, com inflorescência.&nf;; Mata Atlântica","IPA0089495",NA,"septentrionalis","Cano, O.",NA,NA,NA,NA,"2014","-35.183333","-8.562778","09",NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:50:42-02","IPA","IPA","89559","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","32","2014","02","03","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Coelhas","-35.144444","-8.551111",NA,"Árvore com altura média de 4,5 m, CAP de 17,7 cm, com inflorescência.&nf;; Mata Atlântica","IPA0089559",NA,"septentrionalis","Cano, O.",NA,NA,NA,NA,"2014","-35.144444","-8.551111","07",NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:50:42-02","IPA","IPA","78077","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","30","2007","03","22","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior em encosta.","-34.9063987731934","-7.83416986465454",NA,"Folhas compostas, alternas. Frutos imaturos.","IPA0078077",NA,"septentrionalis","Oliveira, M.A.","24709",NA,NA,"auto","2018",NA,NA,"07","10",NA,NA,NA,NA,NA
"25","2019-02-15 11:50:42-02","IPA","IPA","52332","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Araújo, F.; et al.; et al.","14","1990","06","27","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Árvore ca. 4m de altura. Inflorescência.","IPA0052332",NA,"septentrionalis","Rita Pereira","18865",NA,NA,"auto","1990",NA,NA,"07","24",NA,NA,NA,NA,NA
"26","2019-02-15 11:50:42-02","IPA","IPA","52335","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Araújo, F.; et al.; et al.","17","1990","06","27","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Árvore ca. 4m de altura. Inflorescência. Folhas alternas.","IPA0052335",NA,"septentrionalis","Rita Pereira","18865",NA,NA,"auto","1990",NA,NA,"07","24",NA,NA,NA,NA,NA
"27","2019-10-07 15:25:06-03","IAP","PACA-AGP","67171","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Picramnia","gardneri","Picramnia gardneri subsp. gardneri","Planch.","D. Sucre","5398","1969","07","04",NA,"Brasil","RJ",NA,"Mata de restinga. Restinga de Jacarepaguá do lado Sul da Pedra de Itauna.",NA,NA,NA,"Árvore com mais ou menos 8m de altura, crescendo próximo à Pedra de Itauna, rachis de inflorescência verde e flores vermelhas.&nf;Herbário do Jardim Botânico do Rio de Janeiro, número 175175. Fenofase: Inflorescência pêndula","PACA067171",NA,"subsp. gardneri","J. R. Pirani",NA,NA,NA,NA,"1994",NA,NA,"02",NA,NA,"Magnoliopsida",NA,NA,NA
"28","2019-10-07 15:25:06-03","IAP","PACA-AGP","67175","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Picramnia","gardneri","Picramnia gardneri subsp. gardneri","Planch.","D. Sucre","5895","1969","09","02",NA,"Brasil","RJ",NA,"Restinga de Jacarepaguá, Mata de Restinga situada do lado sul da Pedra de Itaúna.",NA,NA,NA,"Árvore com mais ou menos 3,5m de altura; semiumbrófila.&nf;Herbário do Jardim Botânico do Rio de Janeiro, número 175176. Fenofase: flor vermelha","PACA067175",NA,"subsp. gardneri","J. R. Pirani",NA,NA,NA,NA,"1994",NA,NA,"02",NA,NA,"Magnoliopsida",NA,NA,NA
"29","2019-10-07 15:25:06-03","IAP","PACA-AGP","67176","PreservedSpecimen","Plantae","Magnoliophyta","Rutales","Simaroubaceae","Picramnia","gardneri","Picramnia gardneri subsp. gardneri","Planch.","Brade","16276","1940","05","12",NA,"Brasil","RS",NA,"Ilha Cutiatá-Assú",NA,NA,NA,"Pequena árvore, flor e fruto vermelho.&nf;Herbário do Jardim Botânico do Rio de Janeiro, número 42335. Fenofase: flor e fruto Hábito: árvore","PACA067176",NA,"subsp. gardneri","J. R. Pirani",NA,NA,NA,NA,"1994",NA,NA,"02",NA,NA,"Magnoliopsida",NA,NA,NA
"30","2021-03-24 17:09:46-03","UFES","SAMES","4614","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Giaretta,A.O.; Ribeiro,M.;Lopes,L.C.M.","614","2009","09","06",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata seca de restinga sobre cordão arenoso próximo de uma área entre cordões dominado por Montrichardia. Área atrás da Fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Frutos vermelhos. Habito: Liana","SAMES04614",NA,NA,"Giaretta,A.","41644",NA,NA,"auto","2009","-397191667.0","-184205556.0","09","06",NA,NA,NA,NA,NA
"31","2021-03-01 16:37:44-03","UNICAMP","UEC","115435","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Hanazaki, N; Peroni, N; Teixeira, B","183","1999","06","23",NA,"Brazil","São Paulo","IIha Comprida",NA,"-47.805556","-24.895",NA,"Restinga","UEC031580","UEC031580",NA,"Tamashiro, JY",NA,NA,NA,NA,NA,"-47.805556","-24.895",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:22:43-03","UNICAMP","UEC","115434","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Hanazaki, N; Peroni, N; Teixeira, B","181","1999","06","23",NA,"Brazil","São Paulo","IIha Comprida","Floresta ombrófila densa das terras baixas","-47.805556","-24.895",NA,NA,"UEC031581","UEC031581",NA,"Tamashiro, JY",NA,NA,NA,NA,NA,"-47.805556","-24.895",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:22:43-03","UNICAMP","UEC","115772","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Hanazaki, N; Peroni, N; Mendonça, AP","233","2000","02","15",NA,"Brazil","São Paulo","Cananéia",NA,"-47.912222","-24.964444",NA,NA,"UEC031579","UEC031579",NA,"Tamashiro, JY",NA,NA,NA,NA,NA,"-47.912222","-24.964444",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:37:44-03","UNICAMP","UEC","134974","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Urbanetz, C; Muniz, MRA; Harder, ICF; et al.","137","2003","04","22",NA,"Brazil","São Paulo","Eldorado","Parque Estadual Intervales, Trilha de acesso à Estação Ecológica Xitué.","-48.36","-24.284167",NA,"Árvore de 2,5m alt. Frutos maduros vermelho queimado.; Vegetação Secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por bambú.",NA,NA,NA,"Rodrigues, RR",NA,"790","790",NA,NA,"-48.36","-24.284167",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:22:43-03","UNICAMP","UEC","143884","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Carboni, M; Sampaio, D; Breier, TB; Faraco, AG; Soares, PG; et al.","186","2005","03","29",NA,"Brazil","São Paulo","Cananéia","Distrito de Itapitangui","-48.064444","-25.0025",NA,"Árvore com 6 metros de altura com frutos vinho, comum localmente.","UEC049899","UEC049899",NA,NA,NA,"50","50",NA,NA,"-48.064444","-25.0025",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:37:44-03","UNICAMP","UEC","14669","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Prance, GT; Shepherd, GJ; Benson, WW","6868","1978","01","31",NA,"Brazil","São Paulo",NA,"Reserva Carlos Botelho",NA,NA,NA,"Arvoreta de 3m, flores vermelhas.; Mata e beira de mata","UEC031584","UEC031584",NA,"Tamashiro, JY",NA,"800","800",NA,"1991",NA,NA,"03",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:37:44-03","UNICAMP","UEC","203486","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Sucre, D","5398","1969","07","04",NA,"Brazil","Rio de Janeiro","Jacarepaguá","Restinga de Jacarépagua, ao lado da Pedra de Itauna.",NA,NA,NA,"Árvore com aproximadamente 8 metros de altura, crescendo próximo à Pedra de Itauna. Raquis da inflorescência verde e flores vermelhas. Inflorescência pêndula.; Mata de restinga","UEC031586","UEC031586",NA,"Pirani, JR",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:37:44-03","UNICAMP","UEC","35750","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Brade, AC","16276","1940","05","12",NA,"Brazil","Rio de Janeiro",NA,"Ilha Cutiatá-Assú",NA,NA,NA,"Pequena árvore, flor e fruto vermelho.","UEC031582","UEC031582",NA,"Pirani, JR",NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:37:44-03","UNICAMP","UEC","35784","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Sucre, D","5895","1969","09","02",NA,"Brazil","Rio de Janeiro","Jacarepaguá","Mata restinga de Jacarepaguá, situada no lado sul da Pedra de Itauna.",NA,NA,NA,"Árvore com aproximadamente 3,5 metros de altura; semi umbrófila, flor vermelha.; Mata de restinga","UEC031583","UEC031583",NA,"Pirani, JR",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:37:44-03","UNICAMP","UEC","95782","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Ivanauskas, NM","649","1995","12","18",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,"Arvoreta de 1,5m. Frutos vermelhos.; Floresta Atlântica","UEC031585","UEC031585",NA,"Pirani, JR",NA,NA,NA,NA,"1996","-47.876944","-24.675833","08",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:37:44-03","UNICAMP","UEC","50150","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Leitão Filho, HF; Pagano, SN; Timoni, JL","20786","1988","02","03",NA,"Brazil","São Paulo","Cubatão","Mata preservada do vale do Rio Pilões.","-46.4199981689453","-23.8899993896484",NA,"Arvoreta até 4m, frutos vermelhos.","UEC031587","UEC031587",NA,NA,"15123",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:37:44-03","UNICAMP","UEC","112611","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Cavalcanti, DC","200","1995","07","11",NA,"Brazil","São Paulo","Guaratinguetá","reserva florestal da escola de especialistas de aeronáutica - EEAR","-45.189998626709","-22.8099994659424",NA,"arvoreta ca.2m, flores avermelhadas.; Mata de Planalto","UEC074980","UEC074980",NA,"Pirani, JR","27040",NA,NA,"auto","1997",NA,NA,"01",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:37:44-03","UNICAMP","UEC","112612","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Cavalcanti, DC","202","1996","03",NA,NA,"Brazil","São Paulo","Guaratinguetá","reserva florestal da escola de especialistas de aeronáutica - EEAR","-45.189998626709","-22.8099994659424",NA,"arvoreta ca.3m, flores avermelhadas e frutos amarelados.; Mata de Planalto","UEC031577","UEC031577",NA,"Pirani, JR","27040",NA,NA,"auto","1997",NA,NA,"01",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:37:44-03","UNICAMP","UEC","95783","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Ivanauskas, NM","747","1996","03","29",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski.","-47.8800010681152","-24.7099990844727",NA,"Arvoreta de 1,5m. Flores brancas.; Floresta Atlântica.","UEC074979","UEC074979",NA,"Pirani, JR","17990",NA,NA,"auto","1996",NA,NA,"08",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:37:44-03","UNICAMP","UEC","32640","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Marcondes-Ferreira, W; Yamamoto, K; Chautems, A","14572","1983","04","01",NA,"Brazil","São Paulo","Sete Barras","Sete Barras-SP, acerca de 2km em direção a S. Miguel Arcanjo, em mata (em frente a uma madereira).","-47.9199981689453","-24.3799991607666",NA,"Arvoreta ca. 3m de altura; frutos vermelhos.; Mata.","UEC074978","UEC074978",NA,"Pirani, JR","34059",NA,NA,"auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-19 14:09:30-03","UFRPE","PEUFR","26205","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; A. G. Bispo","332","1998","06","26",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Árvore ca. 4m de altura; frutos maduros vermelho-alaranjados; ocasional.","PEUFR026205",NA,NA,"W. W. Thomas",NA,"600","600",NA,"1999","35º30'W","07º35'S",NA,NA,NA,NA,NA,NA,NA
