"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"48","2019-10-07 09:29:58-03","UEFS","HUEFS","246210","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Boone, W.","1121",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Divisa próxima da Rodovia S.T.-Fundão.","-40.6002998352051","-19.9356002807617",NA,NA,"HUEFS0246210",NA,"1986","11","21",NA,NA,NA,NA,NA,NA,NA,"Rosanae","23813","auto",NA,NA,NA,NA
"49","2019-10-07 09:29:58-03","UEFS","HUEFS","13986","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Carvalho, A.M.de","3377",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,"HUEFS0013986","HUEFS0013986","1991","07","01",NA,NA,NA,"39W1'","14S25'",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:29:58-03","UEFS","HUEFS","228179","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Asprino, R.","131",NA,"Brasil","Espírito Santo","Linhares","Reserva da Vale.","-40.072222","-19.391111",NA,"Floresta de Tabuleiro.","HUEFS0228179","HUEFS0228179","2015","06","07","35","35",NA,"40W4'20''","19S23'28''",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"51","2019-09-04 18:16:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,NA,"J. B. E. Pohl",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"52","2019-01-23 11:06:46-02","F","FMNH-SEEDPLANTS","V0053891F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,NA,"H. W. Schott","4970","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0053891F","V0053891F_01",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"53","2015-03-07 08:43:16-03","F","FMNH-SEEDPLANTS","V0184692F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0184692F","V0184692F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"54","2015-03-07 08:43:16-03","F","FMNH-SEEDPLANTS","V0184693F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0184693F","V0184693F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"55","2019-06-11 13:04:27-03","F","FMNH-SEEDPLANTS","V0356722F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"RRC ID Flag","J. R. Pirani","2022","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0356722F","V0356722F_01 V0356722F_02","1987","12","4",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"2022",NA,NA
"56","2019-01-25 15:34:28-02","IAC","IAC","19633","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","H.F. Leitão Filho","220",NA,"Brasil","São Paulo","Campinas","estrada Campinas-Moji-Mirim, km 14, Chacácara Santa Maria","-47.0608","-22.9056",NA,NA,NA,NA,"1967","09","20",NA,NA,NA,"-47.0608","-22.9056","1998","05",NA,NA,NA,"20",NA,NA,NA
"57","2019-01-25 15:34:28-02","IAC","IAC","23061","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","H.F. Leitão Filho","1396",NA,"Brasil","São Paulo","Pariquera-Açu","estrada Pariquera-Açu a Iguape","-47.8811","-24.715",NA,"Nativa e comum",NA,NA,"1972","11","09",NA,NA,NA,"-47.8811","-24.7150","1998","03",NA,NA,NA,"09",NA,NA,NA
"58","2019-01-25 15:34:28-02","IAC","IAC","27727","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","Grady. L. Webster","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1986","10","15",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"15",NA,NA,NA
"59","2019-01-25 15:34:28-02","IAC","IAC","27728","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","A.C. Maruffa et al.","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1982","08","16",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"16",NA,NA,NA
"60","2019-01-25 15:34:28-02","IAC","IAC","27729","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","D.A. De Grande & E.A. Lopes","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1979","10","05",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"05",NA,NA,NA
"61","2019-01-25 15:34:28-02","IAC","IAC","27730","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","S.A.C. Chiea","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1987","10","22",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"22",NA,NA,NA
"62","2019-01-25 15:34:28-02","IAC","IAC","27743","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","F. Barros","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1988","04","06",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"06",NA,NA,NA
"63","2019-01-25 15:34:28-02","IAC","IAC","27861","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","D.A. De Grande & E.A. Lopes","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1979","11","16",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"16",NA,NA,NA
"64","2019-01-25 15:34:28-02","IAC","IAC","27862","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","E. Forero & E.A. Lopes et al.","s/nº",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9267","-25.0147",NA,"doado pelo ib",NA,NA,"1980","09","08",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"08",NA,NA,NA
"65","2020-07-23 12:02:51-03","CEPLAC","CEPEC","140572","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"Sem Informação","Lopes, L.C.M.","254",NA,"Brasil","Bahia","UNA",NA,"-39.096944",NA,NA,NA,NA,NA,"2012","05","27",NA,NA,NA,"39W5'49","15S9'73",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:02:51-03","CEPLAC","CEPEC","100557","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"R. Asprino","P. Fiaschi","2065",NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande para Uruçuca. Área do inventário do plano d emanejo. Mata da torre do celular.","-39.115","-14.499722",NA,NA,NA,NA,"2004","03","18",NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2015"
"67","2020-07-23 12:02:51-03","CEPLAC","CEPEC","142768","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"Sem Informação","Asprino, R.","131",NA,"Brasil","Espírito Santo","LINHARES","Reserva da Vale","-40.072222","-19.391111",NA,NA,NA,NA,"2015","06","07","35","35",NA,"40W4'20","19S23'28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-23 12:02:51-03","CEPLAC","CEPEC","57017","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"A. M. de Carvalho","A. M. Amorim","848",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada KM 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"1992","10","08",NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"69","2020-07-23 12:02:51-03","CEPLAC","CEPEC","60849","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"A. M. Amorim","A. M. Amorim","1620",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"1994","03","30",NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"70","2020-07-23 12:02:51-03","CEPLAC","CEPEC","87055","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"R. Asprino","J. G. Jardim","2992",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Condurú. Rodovia Serra Grande/Uruçuca, 9,4Km. Serra do Condurú vertente E.","-39.104722","-14.485",NA,NA,NA,NA,"2000","04","21",NA,NA,NA,"39W6'17","14S29'6",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2016"
"71","2020-07-23 12:02:51-03","CEPLAC","CEPEC","87814","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"G. T. Prance","J. G. Jardim","3078",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual Serra do Condurú. Rod. Serra Grande/Uruçuca ca. 9,4Km. Serra do Condurú vertente E.","-39.101944","-14.485",NA,NA,NA,NA,"2000","07","27",NA,NA,NA,"39W6'7","14S29'6",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2002"
"72","2020-07-23 12:02:51-03","CEPLAC","CEPEC","23372","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"G. T. Prance","A. M. de Carvalho","647",NA,"Brasil","Bahia","UNA","33Km SW estr. Olivenca/Vila Brasil. Maruim, Faz. 2 de Julho.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1981","04","26",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1982"
"73","2020-07-23 12:02:51-03","CEPLAC","CEPEC","122043","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia",NA,"H. C. de Lima","H. C. de Lima","4539",NA,"Brasil","Rio de Janeiro","silva jardim","Reserva Biológica de Poço das Antas. Trilha para a Faz. Portuense, próx. a entrada do cajueiro.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"1992","11","28",NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,"30/12/1992"
"74","2019-11-13 16:04:37-03","UNISANTA","HUSC","2322","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Martins, S.E.","Martins, S.E.; Sampaio, P.S.P.","618",NA,"Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias, Estrada da captação","-46.138599395752","-23.8544006347656",NA,"Arvoreta, 4m de alt., frutos negros maduros; Sub-bosque, Floresta de Restinga Seca Alta",NA,NA,"2000","01","20",NA,NA,NA,NA,NA,"2000","05",NA,"37616","auto",NA,NA,NA,NA
"75","2019-11-13 16:04:37-03","UNISANTA","HUSC","2270","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Martins, S.E.","Sampaio, P.S.P.; Martins, S.E.","387",NA,"Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias, Estrada da captação","-46.138599395752","-23.8544006347656",NA,"Arvoreta, 3m de alt., flores com cálice vináceo e corola rosa, estames roxo-claros; Floresta de Restinga seca degradada",NA,NA,"1999","11","18",NA,NA,NA,NA,NA,"1999","11",NA,"37616","auto",NA,NA,NA,NA
"76","2017-09-11 17:09:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Pohl, JBE","s.n.",NA,"?",NA,NA,"e. gr. ad Porto d'Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:09:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Gaudichaud Beaupré, C","s.n.","Southern America","Brazil",NA,NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:39:18-03","UFRGS","ICN","002635","S","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott",NA,"Ducke, A; Kuhlmann, JG","s.n.","América do Sul","Brasil","RJ",NA,"Estrada do Porto da Estrela",NA,NA,NA,NA,NA,NA,"1925","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-26 09:59:46-03","IBt","SP","366555","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Martins, SE","618",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"2000","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"80","2020-10-22 10:12:34-03","IBt","SP","344997","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Sampaio, PSP","387",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"1999","10","18",NA,NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"81","2019-11-21 10:03:12-03","IBt","SP","198624","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, GT","Forero, E; Lopes, EA; Wanderley, MGL; Yano, O","8620",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Alrededores del laboratorio","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"1980","10","08",NA,NA,NA,NA,NA,"2003",NA,NA,"37574","auto",NA,NA,NA,NA
"82","2019-11-21 10:03:12-03","IBt","SP","11932","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, GT","Loefgren, A; Edwall, G","CGG1595",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"SP023442","SP023442","1891","10","27",NA,NA,NA,NA,NA,"1969","03",NA,"21922","auto",NA,NA,NA,NA
"83","2019-11-21 10:03:12-03","IBt","SP","28606","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, GT","Loefgren, A; Edwall, G","CGG1595",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"SP023441","SP023441","1891","10","27",NA,NA,NA,NA,NA,"1969","03",NA,"21922","auto",NA,NA,NA,NA
