"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","locality","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relationshipType","sex"
"254","2020-09-12 05:00:02-03","US","US","2323231","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"-- Reitz & Klein, --","1953","3","12","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"5",NA,"US03153542","US03153542_01",NA,NA,NA,"350",NA,NA,"Solanales","South America",NA,"Campo Massiambú, Palhoça. Orla da mata.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"255","2020-09-12 05:00:02-03","US","US","1190392","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. S. de la Cruz","1922","9","3","Guyana","Cuyuni-Mazaruni",NA,"-58.61","6.41",NA,NA,NA,NA,"US00693627","US00693627_01",NA,NA,NA,"1957",NA,NA,"Solanales","South America - Neotropics",NA,"Bartica, vic., on the Essequibo River",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"256","2020-09-12 05:00:02-03","US","US","2323232","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"-- Reitz & Klein, --","1953","5","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"2",NA,"US03153539","US03153539_01",NA,NA,NA,"707",NA,NA,"Solanales","South America",NA,"Rio Tavares, Ilha S. Catarina. Restinga.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"257","2020-09-12 05:00:02-03","US","US","1461522","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1929","8","24","Peru","Loreto",NA,NA,NA,NA,NA,"135",NA,"US03153566",NA,NA,NA,NA,"27838",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. Loreto: Puerto Arturo, lower Río Huallaga below Yurimaguas.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"258","2020-09-12 05:00:02-03","US","US","2339706","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. Cuatrecasas & R. R. Castañeda","1959","11","15","Colombia","Magdalena",NA,NA,NA,NA,NA,"1550","1600","US03153537",NA,NA,NA,NA,"25354",NA,NA,"Solanales","South America - Neotropics",NA,"Sierra de Perijá, east of Manaure: Hacienda Nuevo Horizonte, El Podrido.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"259","2020-09-12 05:00:02-03","US","US","1055945","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"A. S. Hitchcock","1919","11","6","Guyana","Demerara-Mahaica",NA,"-58.16","6.76",NA,NA,NA,NA,"US00693639","US00693639_01",NA,NA,NA,"16664",NA,NA,"Solanales","South America - Neotropics",NA,"Georgetown, vic. of Peter's Hall",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"260","2020-09-12 05:00:02-03","US","US","1068972","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"W. E. Broadway","1921","7","17","French Guiana","Cayenne",NA,"-52.33","4.93",NA,NA,NA,NA,"US00693635",NA,NA,NA,NA,"873",NA,NA,"Solanales","South America - Neotropics",NA,"Cayenne, vic.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"261","2020-09-12 05:00:02-03","US","US","1056003","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","O'Donell, C. A.","A. S. Hitchcock","1919","11","10","Guyana","Essequibo Isl-W. Demerara",NA,"-58.18","6.8",NA,NA,NA,NA,"US00693634",NA,NA,NA,NA,"16736",NA,NA,"Solanales","South America - Neotropics",NA,"Vreed-en-Hoop, W bank of Demerara R., opposite Georgetown",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"262","2020-09-12 05:00:02-03","US","US","1231684","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. S. de la Cruz","1923","1","14","Guyana","Pomeroon-Supenaam",NA,NA,NA,NA,NA,NA,NA,"US00693640","US00693640_01",NA,NA,NA,"2970",NA,NA,"Solanales","South America - Neotropics",NA,"Pomeroon R.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"263","2020-09-12 05:00:02-03","US","US","2888892","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"R. B. Foster, W. Foster, H. Brokaw & M. Brokaw","1974","8","17","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,"US03153568","US03153568_01",NA,NA,NA,"3359",NA,NA,"Solanales","South America - Neotropics",NA,"Dpto. Madre De Dios. Parque Nacional del Manu. Cocha Cashu, forest in vicinity ox-bow lake of Rio Manu, between Panagua and Tayakome, liana.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"264","2020-09-12 05:00:02-03","US","US","1460274","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1929","7","10","Peru","Junín",NA,NA,NA,NA,NA,"400",NA,"US03153565",NA,NA,NA,NA,"26317",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. Junín: Puerto Yessup.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"265","2020-09-12 05:00:02-03","US","US","3482707","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. McDowell & D. Gopaul","1990","5","19","Guyana","Cuyuni-Mazaruni",NA,"-61.05","5.8",NA,NA,"495",NA,"US00872725","US00872725_01",NA,NA,NA,"2656",NA,NA,"Solanales","South America - Neotropics",NA,"Paruima village, to ±1 km S, trails to farm and to Kamarang River",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"266","2020-09-12 05:00:02-03","US","US","3470300","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. Hollowell","2000","5","15","Guyana","Barima-Waini",NA,"-59.7778","8.40278",NA,NA,"1",NA,"US00800129",NA,NA,NA,NA,"356 a",NA,NA,"Solanales","South America - Neotropics",NA,"Waini Peninsula. Near lagoon mouth NW of Shell Beach Turtle monitoring camp",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"267","2020-09-12 05:00:02-03","US","US","3131345","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Staples, G. W.","J. J. Pipoly, A. Sivopala & J. Sivopala","1986","9","21","Guyana","Demerara-Mahaica",NA,"-58.15","6.78333",NA,NA,NA,"20","US00705143",NA,NA,NA,NA,"8670",NA,NA,"Solanales","South America - Neotropics",NA,"Georgetown; South Rumveldt Park, easternmost extremety, the Houston Estate",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"268","2020-09-12 05:00:02-03","US","US","2866383","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Mocquerys, --","1893",NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"US03153543","US03153543_01",NA,NA,NA,"s.n.",NA,NA,"Solanales","South America - Neotropics",NA,"Duaca.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"269","2020-09-12 05:00:02-03","US","US","2026355","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"B. Maguire & G. Stahel","1944","4","8","Suriname",NA,NA,"-55.16","5.83",NA,NA,NA,NA,"US00693630",NA,NA,NA,NA,"22786",NA,NA,"Solanales","South America - Neotropics",NA,"Paramaribo, 3 km N of, Charlesburg Rift",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"270","2020-09-12 05:00:02-03","US","US","1188063","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"W. E. Broadway","1923","1","5","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"US03153546",NA,NA,NA,NA,"587",NA,NA,"Solanales","South America - Neotropics",NA,"Vicinity of Cristobal Colon.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"271","2020-09-12 05:00:02-03","US","US","2869526","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"G. T. Prance, C. C. Berg, F. A. Bisby, W. C. Steward & et al.","1973","9","17","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"US03153540","US03153540_01",NA,NA,NA,"18015",NA,NA,"Solanales","South America - Neotropics",NA,"Brazilian Amazonas. Rio Cueiras. Gardens around Jarada, Rio Cuieras.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"272","2020-09-12 05:00:02-03","US","US","3425215","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Liesner, R. L.","H. D. Clarke","1996","3","20","Guyana","Potaro-Siparuni",NA,"-58.5078","4.28444",NA,NA,"65",NA,"US00687821","US00687821_01",NA,NA,NA,"1382",NA,NA,"Solanales","South America - Neotropics",NA,"Iwokrama Rainforest Reserve; Essequibo R., near Ladysmith Creek",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"273","2020-09-12 05:00:02-03","US","US","1541707","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"W. Archer","1930","5","30","Colombia","Antioquia",NA,NA,NA,NA,NA,"1500",NA,"US03153556",NA,NA,NA,NA,"50",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. Antioquia: Medellín.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"274","2020-09-12 05:00:02-03","US","US","3268702","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","R. Oldeman","1966","11","23","French Guiana",NA,NA,"-52.35","4.75",NA,NA,NA,NA,"US00693629",NA,NA,NA,NA,"B 738",NA,NA,"Solanales","South America - Neotropics",NA,"Polder Marie-Anne, sur le fleuve Mahury",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"275","2020-09-12 05:00:02-03","US","US","1352527","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1927","1","8","Colombia","Santander",NA,NA,NA,NA,NA,"1740","2000","US03153555",NA,NA,NA,NA,"16838",NA,NA,"Solanales","South America - Neotropics",NA,"Eastern Cordillera. Dept. Santander. Between Suratá and California.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"276","2020-09-12 05:00:02-03","US","US","64562","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","O'Donell, C. A.","J. S. de la Cruz","1923","2","10","Guyana","Pomeroon-Supenaam",NA,"-58.71","7.25",NA,NA,NA,NA,"US00693628",NA,NA,NA,NA,"3335",NA,NA,"Solanales","South America - Neotropics",NA,"Kabakaburi",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"277","2020-09-12 05:00:02-03","US","US","3460206","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","L. J. Gillespie & D. Gopaul","1989","4","14","Guyana","Essequibo Isl-W. Demerara",NA,"-58.45","6.83333",NA,NA,NA,NA,"US00784396",NA,NA,NA,NA,"1039",NA,NA,"Solanales","South America - Neotropics",NA,"Naamryck Canal; ±3.5 km SW of Parika",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"278","2020-09-12 05:00:02-03","US","US","1463634","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1929","10","27","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"US03153547","US03153547_01",NA,NA,NA,"30628",NA,NA,"Solanales","South America - Neotropics",NA,"Pará.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"279","2020-09-12 05:00:02-03","US","US","1460340","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1929","7","10","Peru","Junin",NA,NA,NA,NA,NA,"400",NA,"US03153563",NA,NA,NA,NA,"26397",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. Junin: Puerto Yessup.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"280","2020-09-12 05:00:02-03","US","US","1771188","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip","1939","3","18","Colombia","Meta",NA,NA,NA,NA,NA,"500",NA,"US03153562",NA,NA,NA,NA,"34362",NA,NA,"Solanales","South America - Neotropics",NA,"Intendencia El Meta: Villavicencio.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"281","2020-09-12 05:00:02-03","US","US","3474360","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Sarthou, C.","J.-J. de Granville, F. Crozier & C. Sarthou","2002","7","5","French Guiana",NA,NA,"-53.36","2.81",NA,NA,"220",NA,"US00826297",NA,NA,NA,NA,"15048",NA,NA,"Solanales","South America - Neotropics",NA,"Monts d'Arawa, zone de la savane-roche centrale, sommet du versant sud",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"282","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Liesner, R. L.","P. Mutchnick","1995","2","26","Guyana","Potaro-Siparuni",NA,"-59.0333","4.15",NA,NA,"65",NA,NA,NA,NA,NA,NA,"906",NA,NA,"Solanales","South America - Neotropics",NA,"Iwokrama Reserve. Iwokrama Mountains, Surama savanna",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"283","2020-09-12 05:00:02-03","US","US","2564397","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"G. Hatschbach","1966","3","24","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US03153545","US03153545_01",NA,NA,NA,"14130",NA,NA,"Solanales","South America",NA,"Mun. Antonina. Cacatu.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"284","2020-09-12 05:00:02-03","US","US","2459029","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"G. Eiten & L. T. Eiten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US03153551","US03153551_01",NA,NA,NA,"4330",NA,NA,"Solanales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"285","2020-09-12 05:00:02-03","US","US","3533869","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"P. Acevedo-Rodriguez, J. L. Santos & J. Guedes","1996","8","10","Brazil","Amazonas",NA,"-62.7667","-0.3014",NA,NA,"100",NA,"US00955375","US00955375_01",NA,NA,NA,"8166",NA,NA,"Solanales","South America - Neotropics",NA,"Amazonas: along Deminí River (a tributary of Araca River). Boat stationed at coordinates.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"286","2020-09-12 05:00:02-03","US","US","2770621","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"R. Warner",NA,NA,NA,"Colombia","Chocó",NA,NA,NA,NA,NA,NA,"100","US03153554",NA,NA,NA,NA,"165",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. of Chocó. On Río Valley above confluence with Río Nimiquia; area surrounding Black man's house.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"287","2020-09-12 05:00:02-03","US","US","1231594","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","O'Donell, C. A.","J. S. de la Cruz","1922","11","23","Guyana","Cuyuni-Mazaruni",NA,"-59.9","5.95",NA,NA,NA,NA,"US00693631",NA,NA,NA,NA,"2854",NA,NA,"Solanales","South America - Neotropics",NA,"Kamakusa, Upper Mazaruni R.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"288","2020-09-12 05:00:02-03","US","US","1618491","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. Reed",NA,NA,NA,"Venezuela","Merida",NA,NA,NA,NA,NA,"1524",NA,"US03153544","US03153544_01",NA,NA,NA,"242",NA,NA,"Solanales","South America - Neotropics",NA,"3½ miles west of City of Merida. Site High water table allivium.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"289","2020-09-12 05:00:02-03","US","US","3461942","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. J. Pipoly & M. Ameer","1986","12","4","Guyana","Essequibo Isl-W. Demerara",NA,"-58.1833","6.66667",NA,NA,NA,NA,"US00791487","US00791487_01",NA,NA,NA,"9099",NA,NA,"Solanales","South America - Neotropics",NA,"Area W of Demerara River, N and S of Wales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"290","2020-09-12 05:00:02-03","US","US","2895436","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"-. Couret","1957","4","11","Venezuela","Bolívar",NA,"-61.63","6.73",NA,NA,"200","300","US00760215",NA,NA,NA,NA,"41",NA,NA,"Solanales","South America - Neotropics",NA,"El Dorado",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"291","2020-09-12 05:00:02-03","US","US","3451314","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. Hollowell & K. David","2001","4","21","Guyana","Barima-Waini",NA,"-59.7469","8.35917",NA,NA,"15",NA,"US00767634","US00767634_01",NA,NA,NA,"501",NA,NA,"Solanales","South America - Neotropics",NA,"Transect across burned areas of Waini Peninsula",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"292","2020-09-12 05:00:02-03","US","US","1851273","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. Cuatrecasas","1941","11","20","Colombia","Norte de Santander",NA,NA,NA,NA,NA,"800",NA,"US03153557",NA,NA,NA,NA,"13354",NA,NA,"Solanales","South America - Neotropics",NA,"Cordillera Oriental, Departamento Norte de Santander; región del Sarare: Quebrada de la China (en la Hoya del Cubugón), Santa Librada en El Roposo.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"293","2020-09-12 05:00:02-03","US","US","2459008","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"G. Eiten & L. T. Eiten","1962","4","19","Brazil","Maranhão",NA,"-45.07","-7.38",NA,NA,"300",NA,"US03153552","US03153552_01",NA,NA,NA,"4330",NA,NA,"Solanales","South America - Neotropics",NA,"Município de Lorêto: Ilha de Balsas region, between the Rios Balsas and Parnaíba. 200 m. NE of main house of Fazenda Morros, about 35 km. south of Lorêto. Exposed only on tops of morros and on cliffs along the Rio Parnaíba.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"294","2020-09-12 05:00:02-03","US","US","2457045","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Austin, D. F.","J. A. Steyermark","1960","11","20","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,"90",NA,"US00760219","US00760219_01",NA,NA,NA,"87685",NA,NA,"Solanales","South America - Neotropics",NA,"Río Cuyubini, between La Paloma and Moron",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"295","2020-09-12 05:00:02-03","US","US","1355879","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1927","3","19","Colombia","Norte de Santander",NA,NA,NA,NA,NA,"1000","1300","US03153560",NA,NA,NA,NA,"20917",NA,NA,"Solanales","South America - Neotropics",NA,"Dept. Norte de Santander: Between Chinácota and La Esmeralda.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"296","2020-09-12 05:00:02-03","US","US","2046311","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"O. Haught","1949","11","30","Colombia","Magdalena",NA,NA,NA,NA,NA,"150",NA,"US03153558",NA,NA,NA,NA,"6728",NA,NA,"Solanales","South America - Neotropics",NA,"Cerrejón, Dept. of Magdalena.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"297","2020-09-12 05:00:02-03","US","US","762410","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. N. Rose & P. G. Russell","1915","7","2","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"US03153548","US03153548_01",NA,NA,NA,"20151",NA,NA,"Solanales","South America - Neotropics",NA,"Vicinity of Bahia.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"298","2020-09-12 05:00:02-03","US","US","3413439","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"J. S. de la Cruz","1923","4","3","Guyana","Barima-Waini",NA,"-59.7","8.3",NA,NA,NA,NA,"US00693636",NA,NA,NA,NA,"3649",NA,NA,"Solanales","South America - Neotropics",NA,"Waini R., NW District",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"299","2020-09-12 05:00:02-03","US","US","3376032","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"V. C. Souza, P. T. Sano, N. Roque, R. Harley & C. M. Sakuragui",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"700",NA,"US03153541","US03153541_01",NA,NA,NA,"5297",NA,NA,"Solanales","South America - Neotropics",NA,"Rio de Contas, ca. 8Km da cidade em direção a Livramento do Brumado.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"300","2020-09-12 05:00:02-03","US","US","3533870","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"P. Acevedo-Rodriguez, J. L. Santos & J. Guedes","1996","8","10","Brazil","Amazonas",NA,"-62.7667","-0.3014",NA,NA,"100",NA,"US00955374","US00955374_01",NA,NA,NA,"8165",NA,NA,"Solanales","South America - Neotropics",NA,"Amazonas: along Deminí River (a tributary of Araca River). Boat stationed at coordinates.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"301","2020-09-12 05:00:02-03","US","US","3538361","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. McDowell","1990","9","25","Guyana","U. Takutu-U. Essequibo",NA,"-58.5","4.11667",NA,NA,"68",NA,"US00973920","US00973920_01",NA,NA,NA,"3390",NA,NA,"Solanales","South America - Neotropics",NA,"Along Essequibo River, between Cashew Falls and Apoteri",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"302","2020-09-12 05:00:02-03","US","US","2223007","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Austin, D. F.","H. Gines","1954","8",NA,"Venezuela","Delta Amacuro",NA,"-60.92","9.35",NA,NA,NA,NA,"US00760220",NA,NA,NA,NA,"5164",NA,NA,"Solanales","South America - Neotropics",NA,"Araguabisi",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"303","2020-09-12 05:00:02-03","US","US","1777606","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"A. C. Smith","1937","11","9","Guyana","U. Takutu-U. Essequibo",NA,"-59.36","2.31",NA,NA,NA,NA,"US00693624",NA,NA,NA,NA,"2464",NA,NA,"Solanales","South America - Neotropics",NA,"Isherton, basin of Rupununi River",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"304","2020-09-12 05:00:02-03","US","US","1463370","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip & A. C. Smith","1929","10","23","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"US03153550","US03153550_01",NA,NA,NA,"30211",NA,NA,"Solanales","South America - Neotropics",NA,"Amazon estuary.",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
