"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","locality","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relationshipType","sex"
"11","2016-09-29 13:41:00-03","NY","NYBG","486482","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea",NA,"R. Simão-Bianchini","V. C. Souza","1996","04","11","Brazil","São Paulo","Itanhaém","-46.7797","-24.1803",NA,NA,NA,NA,"NY00486482","NY00486482_01",NA,NA,NA,"11066","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472404' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet","Ilha da Queimada Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01922829","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"E. P. Killip","1929","10","27","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY01922829","NY01922829_01",NA,NA,NA,"30628","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2157054' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","494101","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","D. F. Austin","A. S. Hitchcock","1923","07","05","Ecuador","Guayas",NA,NA,NA,NA,NA,"270","270","NY00494101",NA,NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472401' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet","Teresita, 3 kilometers west of Bucay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 12:15:00-03","NY","NYBG","1922824","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea",NA,"J. R. I. Wood","P. Acevedo-Rodríguez","1996","08","10","Brazil","Amazonas",NA,"-62","-0.083333",NA,NA,"100.00","100.00","NY01922824","NY01922824_01",NA,NA,NA,"8166","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2157049' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet","Along Dermini River (a tributary of Aracá River). Boat stationed [at coordinates]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","26401","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Bianchini, R.S.","Bianchini, R.S .","1994","11","19","Brasil","São Paulo","Caraguatatuba",NA,NA,"9999","9999",NA,NA,"BOTU026401",NA,"1994",NA,NA,"639","Trepadeira, corola rosea com o tubo mais claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:29:54-03","UFRJ","RFA","13450","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","fastigiata","Ipomoea fastigiata","(Roxb.) Sweet","Joaquim Falcão","P. Occhioni","1973","02","28","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"1000","1000","RFA39725",NA,"1975","09","11","5464","Volúvel; flores róseas ou arroxeadas",NA,NA,NA,NA,"Serra de Friburgo","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:29:56-03","UFRJ","RFA","22360","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","R. Simão Bianchini","Cézio Pereira","1988","11","07","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA18430",NA,"2010","10","29",NA,"Flores lilases quase brancas",NA,NA,NA,NA,"Área D","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:56-03","UFRJ","RFA","34711","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","R. Simão Bianchini","Clarissa Werneck","2009","05","09","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"RFA22287",NA,"2010","10","29","1","Trepadeira, rastejante escandente; folhas simples; flores brancas com miolo rosa, poucas espécies no local",NA,NA,NA,NA,"Restinga de Jurubatiba, Lagoa de Cabiúnas","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:23-03","UFRJ","RFA","8193","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","R.S. Bianchini","P. Occhioni","1967","04","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA27423",NA,"2011","10","07","3515","Volúvel",NA,NA,NA,NA,"Restinga da Marambaia","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:37:33-03","EAO","IAN","94049","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","fastigiata","Ipomoea fastigiata","Parodi",NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN094049",NA,NA,NA,NA,"4890",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:37:33-03","EAO","IAN","167577","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","Choisy",NA,"Nitta, A","1996","11","22","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN167577",NA,NA,NA,NA,"17381",NA,"Dicotiledônea",NA,"Southern America",NA,"Campo da Embrapa/Cpatu.","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2013-11-22 14:37:45-02","EBDA","BAH","2144","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","L.V. Vasconcelos","Marta Neves Ferraz de Almeida","1979","09","25","Brasil","Bahia","São Félix","-38.9722","-12.6047",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,"IMPORT. PLANTA: Forrageira. Medicinal, como catárgica, como emolientes e depurativas. Presença de alcalóides do tipo Ergot. A intoxicação ocorre após a ingestão p/períodos prolongados manifestando-se distúrbios de origem nervosa e morte.",NA,NA,NA,NA,"Faz. Sta. Raquel.","15190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-07-03 10:43:24-03","EBDA","BAH","1122","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Edmundo Pereira","Clotildes F. da Costa","1958","09","18","Brasil","Bahia","Salvador","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,"1961","04",NA,NA,NA,NA,NA,NA,NA,"Ondina.","26018","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2013-11-22 14:37:45-02","EBDA","BAH","3319","S","Plantae","Convolvulaceae","Ipomoea","tiliaceae","Ipomoea tiliaceae","(Willd.) Choisy","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","1980","08",NA,"Brasil","Bahia","Cachoeira","-38.9558","-12.6183",NA,NA,NA,NA,NA,NA,"1980","09",NA,"530","Trepadeiras com gavinhas; flôres róseas e corola com face lilás-escuro.",NA,NA,NA,NA,"Roncador.","26884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:13:22-03","UFBA","ALCB","06915","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","O'Donell","Pinto, GCP","1950","03",NA,"Brasil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,"1951","01",NA,"50-27",NA,"Dicotyledon",NA,"Southern America",NA,"I. Bot. Tucuman","26018","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228324","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hollowell T","McDowell T","1990","09","25","Guyana","Upper Takutu - Upper Essequibo",NA,"-58.5","4.116667","-58.5","4.116667",NA,NA,"NL-U1228324","NL-U1228324",NA,NA,NA,NA,"Old forest, disturbed riverbank, high water. White sand and granite outcrops.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Guyana. U.Takutu-U.Essequibo Region. Along Essequibo River, between Cashew Falls and Apoteri.",NA,NA,"Magnoliopsidae","U 0228369",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729636","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Splitgerber FL","1837","11","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729636","NL-L2729636",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Scandens, inter frutices prope Paramaribo, flores purpurei. in Guiana.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.3928056","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Andel TR van","Andel TR van; et al.","2013","06","26","Surinam",NA,NA,"-54.650833","4.125","-54.650833","4.125",NA,NA,"NL-L3928056","NL-L3928056","2013","08","08",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3928056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Sipaliwini, Mooytaki, edge of village",NA,NA,"Magnoliopsidae","L 0940129",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729635","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Tulleken JE",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729635","NL-L2729635",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Suriname.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729532","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Smith HH","1898","11","01","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729532","NL-L2729532",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729579","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Steyermark JA","1972","01","22","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729579","NL-L2729579",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Estado Yaracuy: Selva nublada sobre piedras calcáreas, entre el pueblo de Aroa y Altamira.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729581","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Unknown",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729581","NL-L2729581",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Convolrulus panduratus, planta spontanea glabra.* ?",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729582","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Unknown","1835","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729582","NL-L2729582",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729584","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Splitgerber FL","1837","11","01","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729584","NL-L2729584",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729585","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Smith HH","1898","11","01","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729585","NL-L2729585",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729586","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Archer WA","1934","07","14","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729586","NL-L2729586",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of British Guiana. Northwest District. Maturi Graut, Aruka River.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729587","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Pickel BJ","1934","09","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729587","NL-L2729587",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of Pernambuco, Brazil. On border of a thicket, Tapera.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729588","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Samuels JA","1916","04","10","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729588","NL-L2729588",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of Dutch Guiana. Div. Q., Forest of Agricultural Experiment Station, Paramaribo.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729616","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Steyermark JA","1967","07","17","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729616","NL-L2729616",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Flora de Venezuela. Estado Falcon: Sierra de San Luis: Selva nublada, vecindad del Hotel Parador, al sur de La Tabla.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729618","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Steyermark JA; Bunting GS; Wessels Boer JG","1967","11","09","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729618","NL-L2729618",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Flora de Venezuela. Estado Yaracuy: Cerro La Chapa: Selva nublada al norte de Nirgua.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729619","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Tulleken JE",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729619","NL-L2729619",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729627","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Hostmann FWR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2729627","NL-L2729627",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U 0001416","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Hallier JG","Focke HC",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0001416","NL-U0001416","1909","03","01",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","4353","type",NA,NA,NA,NA,NA
"44","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228121","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Smith HH","1898","11","01","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1228121","NL-U1228121",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales","Southern America",NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
